t,front,rear,left,right,zone_front,zone_rear,zone_left,zone_right,zone_score,white_hits,state,reason,risk_sensor,near_edge,speed_level,turn_angle,turn_direction,turn_duration,left_cmd,right_cmd,healthy
0.0,0.0,0.0,0.0,0.0,-4.3774,-5.3948,-6.5048,-6.0749,-5.7349,,SENSOR_STOP,传感器无效或数据过期,,1,stop,0.0,,0.0,0,0,0
0.02,1504.0,1757.0,700.0,2072.0,-1.1923,-1.6245,-3.7182,-2.1948,-1.9096,,WARMUP,等待滤波窗口,,1,stop,0.0,,0.0,0,0,1
0.041,1505.0,1759.0,702.0,2073.0,1.9928,2.1459,-0.9315,1.6854,1.8391,,CRUISE,按区域分级巡航,,0,fast,0.0,,0.0,500,400,1
0.061,1507.0,1761.0,701.0,2074.0,1.997,2.1545,-0.9236,1.6891,1.8431,,CRUISE,按区域分级巡航,,0,fast,0.0,,0.0,500,400,1
0.081,1507.0,1762.0,704.0,2078.0,2.0055,2.1631,-0.9156,1.6929,1.8492,,CRUISE,按区域分级巡航,,0,fast,0.0,,0.0,500,400,1
0.101,1501.0,1756.0,700.0,2070.0,2.0055,2.1631,-0.9236,1.6929,1.8492,,CRUISE,按区域分级巡航,,0,fast,0.0,,0.0,500,400,1
0.121,1505.0,1759.0,702.0,2074.0,1.997,2.1545,-0.9156,1.6929,1.845,,CRUISE,按区域分级巡航,,0,fast,0.0,,0.0,500,400,1
0.141,1506.0,1761.0,703.0,2076.0,1.997,2.1545,-0.9156,1.6929,1.845,,CRUISE,按区域分级巡航,,0,fast,0.0,,0.0,500,400,1
0.161,1507.0,1761.0,703.0,2076.0,2.0013,2.1631,-0.9076,1.7004,1.8508,,CRUISE,按区域分级巡航,,0,fast,0.0,,0.0,500,400,1
0.181,1504.0,1757.0,702.0,2072.0,2.0013,2.1631,-0.9076,1.7004,1.8508,,CRUISE,按区域分级巡航,,0,fast,0.0,,0.0,500,400,1
0.201,1506.0,1761.0,702.0,2076.0,2.0013,2.1631,-0.9156,1.7004,1.8508,,CRUISE,按区域分级巡航,,0,fast,0.0,,0.0,500,400,1
0.221,1504.0,1760.0,702.0,2074.0,1.9928,2.1588,-0.9156,1.6929,1.8428,,CRUISE,按区域分级巡航,,0,fast,0.0,,0.0,500,400,1
0.241,1504.0,1770.0,706.0,2067.0,1.9928,2.1631,-0.9156,1.6929,1.8428,,CRUISE,按区域分级巡航,,0,fast,0.0,,0.0,500,400,1
0.261,1497.0,1782.0,709.0,2036.0,1.9928,2.2017,-0.8838,1.6667,1.8297,,CRUISE,按区域分级巡航,,0,fast,0.0,,0.0,500,400,1
0.282,1491.0,1793.0,717.0,2027.0,1.9632,2.2532,-0.8599,1.5506,1.7569,,CRUISE,按区域分级巡航,,0,fast,0.0,,0.0,500,400,1
0.302,1492.0,1797.0,726.0,2036.0,1.942,2.3004,-0.7962,1.5506,1.7463,,CRUISE,按区域分级巡航,,0,fast,0.0,,0.0,500,400,1
0.322,1497.0,1792.0,690.0,2052.0,1.942,2.3004,-0.7962,1.5506,1.7463,,CRUISE,按区域分级巡航,,0,fast,0.0,,0.0,500,400,1
0.342,1506.0,1784.0,690.0,2074.0,1.9632,2.2961,-1.0111,1.6105,1.7868,,CRUISE,按区域分级巡航,,0,fast,0.0,,0.0,500,400,1
0.362,1528.0,1768.0,870.0,2113.0,2.0013,2.2618,-1.0111,1.6929,1.8471,,CRUISE,按区域分级巡航,,0,fast,0.0,,0.0,500,400,1
0.382,1548.0,1762.0,1123.0,2182.0,2.0945,2.1931,0.422,1.839,1.9667,,CRUISE,按区域分级巡航,,0,fast,0.0,,0.0,500,400,1
0.402,1568.0,1769.0,1298.0,2213.0,2.1792,2.1931,2.4363,2.0974,2.1861,,CRUISE,按区域分级巡航,,0,fast,0.0,,0.0,500,400,1
0.422,1565.0,1774.0,1329.0,2227.0,2.2512,2.1974,3.8296,2.2135,2.2323,,CRUISE,按区域分级巡航,,0,fast,0.0,,0.0,500,400,1
0.442,1453.0,1706.0,1322.0,2238.0,2.2512,2.1974,4.0207,2.2659,2.2585,,CRUISE,按区域分级巡航,,0,fast,0.0,,0.0,500,400,1
0.462,1265.0,1488.0,1322.0,2206.0,1.7768,1.927,4.0207,2.2659,2.0965,,CRUISE,按区域分级巡航,,0,fast,0.0,,0.0,500,400,1
0.482,1184.0,1489.0,1345.0,2128.0,0.9805,0.9957,4.0207,2.1873,1.5915,,CRUISE,按区域分级巡航,,0,fast,0.0,,0.0,500,400,1
0.503,1164.0,1556.0,1343.0,1990.0,0.6374,0.9957,4.1879,1.8951,1.4454,,CRUISE,按区域分级巡航,,0,fast,0.0,,0.0,500,400,1
0.523,1160.0,1512.0,1184.0,2037.0,0.5527,1.0944,4.1879,1.5543,1.3244,,CRUISE,按区域分级巡航,,0,fast,0.0,,0.0,500,400,1
0.543,1177.0,1501.0,929.0,2188.0,0.5527,1.0944,2.922,1.5543,1.3244,,CRUISE,按区域分级巡航,,0,fast,0.0,,0.0,500,400,1
0.563,1170.0,1561.0,866.0,2253.0,0.5781,1.0944,0.8917,2.1199,0.9931,,CRUISE,按区域分级巡航,,0,fast,0.0,,0.0,500,400,1
0.583,1165.0,1725.0,884.0,2275.0,0.5781,1.3047,0.5334,2.3633,0.9414,,CRUISE,按区域分级巡航,,0,fast,0.0,,0.0,500,400,1
0.603,1157.0,1841.0,937.0,2279.0,0.557,2.0086,0.5334,2.4457,1.2828,,CRUISE,按区域分级巡航,,0,fast,0.0,,0.0,500,400,1
0.623,1143.0,1873.0,1058.0,2280.0,0.5231,2.5064,0.9554,2.4607,1.708,,CRUISE,按区域分级巡航,,0,fast,0.0,,0.0,500,400,1
0.643,1143.0,1873.0,1058.0,2280.0,0.4638,2.6438,1.9188,2.4644,2.1916,,CRUISE,按区域分级巡航,,0,fast,0.0,,0.0,500,400,1
0.663,1152.0,1878.0,1258.0,2272.0,0.4638,2.6438,1.9188,2.4644,2.1916,,CRUISE,按区域分级巡航,,0,fast,0.0,,0.0,500,400,1
0.683,1160.0,1875.0,1312.0,2257.0,0.5019,2.6524,3.5111,2.4345,2.5434,,CRUISE,按区域分级巡航,,0,fast,0.0,,0.0,500,400,1
0.704,1153.0,1895.0,1310.0,2196.0,0.5061,2.6652,3.9252,2.3783,2.5218,,CRUISE,按区域分级巡航,,0,fast,0.0,,0.0,500,400,1
0.724,1144.0,1732.0,1294.0,2113.0,0.5061,2.6524,3.9252,2.1498,2.4011,,CRUISE,按区域分级巡航,,0,fast,0.0,,0.0,500,400,1
0.744,1142.0,1359.0,1282.0,2056.0,0.468,2.0386,3.7978,1.839,1.9388,,CRUISE,按区域分级巡航,,0,fast,0.0,,0.0,500,400,1
0.764,1136.0,1262.0,1264.0,2192.0,0.4596,0.4378,3.7022,1.839,1.1493,,CRUISE,按区域分级巡航,,0,fast,0.0,,0.0,500,400,1
0.784,1145.0,1256.0,1160.0,2243.0,0.4596,0.0215,3.5589,2.1348,1.2972,,CRUISE,按区域分级巡航,,0,fast,0.0,,0.0,500,400,1
0.804,1216.0,1274.0,844.0,2230.0,0.4723,0.0215,2.7309,2.2772,1.3747,,CRUISE,按区域分级巡航,,0,fast,0.0,,0.0,500,400,1
0.824,1360.0,1264.0,670.0,1995.0,0.773,0.03,0.215,2.2772,0.494,,EDGE_AVOID,灰度趋势变暗，提前避让,rear,0,slow,0.0,,0.0,400,400,1
0.844,1389.0,1270.0,682.0,1615.0,1.3829,0.0558,-1.0748,1.397,0.7193,,MEDIUM_CRUISE,按区域分级巡航,,0,medium,0.0,,0.0,450,400,1
0.865,1393.0,1255.0,691.0,1548.0,1.5057,0.03,-1.0748,-0.0262,0.0019,,EDGE_AVOID,灰度趋势变暗，提前避让,left,1,slow,0.0,right,0.0,500,400,1
0.885,1384.0,1249.0,791.0,1546.0,1.5057,-0.0086,-1.0032,-0.2772,-0.1429,,EDGE_AVOID,灰度趋势变暗，提前避让,left,1,slow,0.0,right,0.0,500,400,1
0.905,1363.0,1260.0,1008.0,1545.0,1.4845,-0.0086,-0.207,-0.2846,-0.1078,,SAFE_STOP,侧向已到危险区，停车且禁止转向,right,1,stop,0.0,,0.0,0,0,1
0.925,1354.0,1292.0,1062.0,1556.0,1.3956,0.0129,1.5207,-0.2846,0.7042,,MEDIUM_CRUISE,人工移回安全区，恢复巡航,,0,medium,0.0,,0.0,450,400,1
0.945,1350.0,1248.0,1042.0,1793.0,1.3575,0.0129,1.7914,-0.2472,0.6852,,MEDIUM_CRUISE,按区域分级巡航,,0,medium,0.0,,0.0,450,400,1
0.965,1344.0,1245.0,1048.0,1987.0,1.3405,-0.0386,1.8392,0.6404,0.9905,,CRUISE,按区域分级巡航,,0,fast,0.0,,0.0,500,400,1
0.985,1341.0,1249.0,1054.0,2014.0,1.3151,-0.0386,1.8392,1.367,1.3411,,CRUISE,按区域分级巡航,,0,fast,0.0,,0.0,500,400,1
1.006,1332.0,1260.0,1048.0,2016.0,1.3024,-0.0343,1.8392,1.4682,1.3853,,CRUISE,按区域分级巡航,,0,fast,0.0,,0.0,500,400,1
1.026,1316.0,1288.0,1040.0,2008.0,1.2643,0.0129,1.8392,1.4682,1.3662,,CRUISE,按区域分级巡航,,0,fast,0.0,,0.0,500,400,1
1.046,1308.0,1459.0,1024.0,2009.0,1.1965,0.133,1.7755,1.4494,1.323,,CRUISE,按区域分级巡航,,0,fast,0.0,,0.0,500,400,1
1.066,1302.0,1697.0,1006.0,2001.0,1.1626,0.867,1.6481,1.4457,1.3042,,CRUISE,按区域分级巡航,,0,fast,0.0,,0.0,500,400,1
1.086,1302.0,1697.0,1006.0,2001.0,1.1372,1.8884,1.5048,1.4195,1.4621,,CRUISE,按区域分级巡航,,0,fast,0.0,,0.0,500,400,1
1.106,1284.0,1745.0,993.0,1982.0,1.1372,1.8884,1.5048,1.4195,1.4621,,CRUISE,按区域分级巡航,,0,fast,0.0,,0.0,500,400,1
1.126,1280.0,1739.0,983.0,1967.0,1.061,2.0687,1.4013,1.3483,1.3748,,CRUISE,按区域分级巡航,,0,fast,0.0,,0.0,500,400,1
1.146,1269.0,1705.0,975.0,1962.0,1.044,2.0687,1.3217,1.2921,1.3069,,CRUISE,按区域分级巡航,,0,fast,0.0,,0.0,500,400,1
1.166,1252.0,1685.0,973.0,1943.0,0.9975,1.9227,1.258,1.2734,1.2657,,CRUISE,按区域分级巡航,,0,fast,0.0,,0.0,500,400,1
1.187,1239.0,1683.0,964.0,1935.0,0.9255,1.8369,1.242,1.2022,1.2221,,CRUISE,按区域分级巡航,,0,fast,0.0,,0.0,500,400,1
1.207,1226.0,1690.0,955.0,1924.0,0.8704,1.8369,1.1704,1.1723,1.1713,,CRUISE,按区域分级巡航,,0,fast,0.0,,0.0,500,400,1
1.227,1227.0,1688.0,948.0,1910.0,0.8196,1.8498,1.0987,1.1311,1.1149,,CRUISE,按区域分级巡航,,0,fast,0.0,,0.0,500,400,1
1.247,1224.0,1679.0,936.0,1911.0,0.8153,1.8498,1.043,1.0824,1.0627,,CRUISE,按区域分级巡航,,0,fast,0.0,,0.0,500,400,1
1.267,1205.0,1665.0,918.0,1889.0,0.8069,1.8112,0.9475,1.0787,1.0131,,CRUISE,按区域分级巡航,,0,fast,0.0,,0.0,500,400,1
1.287,1184.0,1657.0,910.0,1881.0,0.7264,1.7511,0.8041,1.0,0.9021,,CRUISE,按区域分级巡航,,0,fast,0.0,,0.0,500,400,1
1.307,1158.0,1639.0,894.0,1865.0,0.6374,1.7167,0.7404,0.97,0.8552,,MEDIUM_CRUISE,按区域分级巡航,,0,medium,0.0,,0.0,450,400,1
1.327,1141.0,1632.0,881.0,1845.0,0.5273,1.6395,0.6131,0.9101,0.7616,,MEDIUM_CRUISE,按区域分级巡航,,0,medium,0.0,,0.0,450,400,1
1.348,1129.0,1619.0,889.0,1838.0,0.4553,1.6094,0.5732,0.8352,0.7042,,MEDIUM_CRUISE,按区域分级巡航,,0,medium,0.0,,0.0,450,400,1
1.368,1121.0,1600.0,874.0,1834.0,0.4045,1.5536,0.5096,0.809,0.6593,,MEDIUM_CRUISE,按区域分级巡航,,0,medium,0.0,,0.0,450,400,1
1.388,1113.0,1597.0,865.0,1833.0,0.3706,1.4721,0.4538,0.794,0.6239,,MEDIUM_CRUISE,按区域分级巡航,,0,medium,0.0,,0.0,450,400,1
1.408,1097.0,1575.0,850.0,1818.0,0.3367,1.4592,0.3822,0.7903,0.5862,,EDGE_AVOID,灰度趋势变暗，提前避让,front,0,slow,0.0,,0.0,-400,-400,1
1.428,1088.0,1548.0,824.0,1799.0,0.269,1.3648,0.2627,0.7341,0.5015,,EDGE_AVOID,灰度趋势变暗，提前避让,left,0,slow,0.0,right,0.0,500,400,1
1.448,1080.0,1536.0,817.0,1778.0,0.2308,1.2489,0.0557,0.6629,0.4469,,EDGE_AVOID,灰度趋势变暗，提前避让,left,0,slow,0.0,right,0.0,500,400,1
1.468,1064.0,1534.0,819.0,1784.0,0.197,1.1974,0.0159,0.6067,0.4018,,EDGE_AVOID,灰度趋势变暗，提前避让,left,0,slow,0.0,right,0.0,500,400,1
1.488,1064.0,1534.0,819.0,1784.0,0.1292,1.1888,0.0159,0.6067,0.368,,EDGE_AVOID,灰度趋势变暗，提前避让,left,0,slow,0.0,right,0.0,500,400,1
1.508,1047.0,1529.0,810.0,1762.0,0.1292,1.1888,0.0159,0.6067,0.368,,EDGE_AVOID,灰度趋势变暗，提前避让,left,0,slow,0.0,right,0.0,500,400,1
1.529,1038.0,1521.0,795.0,1758.0,0.0572,1.1674,-0.0557,0.5243,0.2908,,EDGE_AVOID,灰度趋势变暗，提前避让,left,1,slow,0.0,right,0.0,500,400,1
1.549,1029.0,1496.0,785.0,1743.0,0.0191,1.133,-0.1752,0.5094,0.2642,,EDGE_AVOID,灰度趋势变暗，提前避让,left,1,slow,0.0,right,0.0,500,400,1
1.569,1010.0,1475.0,784.0,1732.0,-0.0191,1.0258,-0.2548,0.4532,0.2171,,EDGE_AVOID,进入暗外圈，执行危险区保护,left,1,slow,0.0,right,0.0,500,400,1
1.589,1010.0,1453.0,776.0,1728.0,-0.0995,0.9356,-0.2627,0.412,0.1562,,EDGE_AVOID,进入暗外圈，执行危险区保护,left,1,slow,0.0,right,0.0,500,400,1
1.609,1000.0,1441.0,751.0,1710.0,-0.0995,0.8412,-0.3264,0.397,0.1487,,EDGE_AVOID,进入暗外圈，执行危险区保护,left,1,slow,0.0,right,0.0,500,400,1
1.629,983.0,1429.0,661.0,1706.0,-0.1419,0.7897,-0.5255,0.3296,0.0938,,EDGE_AVOID,进入暗外圈，执行危险区保护,left,1,slow,0.0,right,0.0,500,400,1
1.649,977.0,1417.0,600.0,1697.0,-0.2139,0.7382,-1.242,0.3146,0.0504,,EDGE_AVOID,进入暗外圈，执行危险区保护,left,1,slow,0.0,right,0.0,500,400,1
1.669,975.0,1402.0,610.0,1691.0,-0.2393,0.6867,-1.6481,0.2809,0.0208,,EDGE_AVOID,进入暗外圈，执行危险区保护,left,1,slow,0.0,right,0.0,500,400,1
1.689,971.0,1385.0,640.0,1676.0,-0.2478,0.6223,-1.6481,0.2584,0.0053,,EDGE_AVOID,进入暗外圈，执行危险区保护,left,1,slow,0.0,right,0.0,500,400,1
1.71,962.0,1369.0,648.0,1665.0,-0.2647,0.5494,-1.4092,0.2022,-0.0312,,EDGE_AVOID,进入暗外圈，执行危险区保护,left,1,slow,0.0,right,0.0,500,400,1
1.73,954.0,1363.0,660.0,1654.0,-0.3028,0.4807,-1.3455,0.161,-0.0709,,EDGE_AVOID,进入暗外圈，执行危险区保护,left,1,slow,0.0,right,0.0,500,400,1
1.75,936.0,1332.0,717.0,1652.0,-0.3367,0.4549,-1.25,0.1199,-0.1084,,EDGE_AVOID,进入暗外圈，执行危险区保护,left,1,slow,0.0,right,0.0,500,400,1
1.77,914.0,1312.0,737.0,1639.0,-0.413,0.3219,-0.7962,0.1124,-0.1503,,EDGE_AVOID,进入暗外圈，执行危险区保护,left,1,slow,0.0,right,0.0,500,400,1
1.79,908.0,1289.0,709.0,1636.0,-0.5061,0.2361,-0.7962,0.0637,-0.2212,,EDGE_AVOID,进入暗外圈，执行危险区保护,left,1,slow,0.0,right,0.0,500,400,1
1.81,904.0,1269.0,705.0,1627.0,-0.5316,0.1373,-0.8599,0.0524,-0.2396,,EDGE_AVOID,进入暗外圈，执行危险区保护,left,1,slow,0.0,right,0.0,500,400,1
1.83,900.0,1258.0,684.0,1608.0,-0.5485,0.0515,-0.8917,0.0187,-0.2649,,EDGE_AVOID,进入暗外圈，执行危险区保护,left,1,slow,0.0,right,0.0,500,400,1
1.85,896.0,1250.0,679.0,1582.0,-0.5654,0.0043,-1.0589,-0.0524,-0.3089,,EDGE_AVOID,进入暗外圈，执行危险区保护,left,1,slow,0.0,right,0.0,500,400,1
1.871,886.0,1230.0,665.0,1578.0,-0.5824,-0.03,-1.0987,-0.1498,-0.3661,,EDGE_AVOID,进入暗外圈，执行危险区保护,left,1,slow,0.0,right,0.0,500,400,1
1.891,883.0,1218.0,654.0,1554.0,-0.6247,-0.1159,-1.2102,-0.1648,-0.3948,,EDGE_AVOID,进入暗外圈，执行危险区保护,left,1,slow,0.0,right,0.0,500,400,1
1.911,883.0,1218.0,654.0,1554.0,-0.6374,-0.1674,-1.2978,-0.2547,-0.4461,,EDGE_AVOID,进入暗外圈，执行危险区保护,left,1,slow,0.0,right,0.0,500,400,1
1.931,874.0,1212.0,648.0,1537.0,-0.6374,-0.1674,-1.2978,-0.2547,-0.4461,,EDGE_AVOID,进入暗外圈，执行危险区保护,left,1,slow,0.0,right,0.0,500,400,1
1.951,869.0,1205.0,658.0,1522.0,-0.6756,-0.1931,-1.2978,-0.3184,-0.497,,EDGE_AVOID,进入暗外圈，执行危险区保护,left,1,slow,0.0,right,0.0,500,400,1
1.971,870.0,1190.0,668.0,1504.0,-0.6925,-0.2232,-1.2659,-0.3745,-0.5335,,EDGE_AVOID,进入暗外圈，执行危险区保护,left,1,slow,0.0,right,0.0,500,400,1
1.991,852.0,1178.0,645.0,1499.0,-0.6967,-0.2876,-1.2659,-0.4419,-0.5693,,EDGE_AVOID,进入暗外圈，执行危险区保护,left,1,slow,0.0,right,0.0,500,400,1
2.011,848.0,1160.0,642.0,1491.0,-0.7687,-0.3391,-1.3694,-0.4607,-0.6147,,EDGE_AVOID,进入暗外圈，执行危险区保护,left,1,slow,0.0,right,0.0,500,400,1
2.032,830.0,1133.0,626.0,1479.0,-0.7857,-0.4163,-1.3933,-0.4906,-0.6382,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
2.052,828.0,1126.0,642.0,1457.0,-0.8619,-0.5322,-1.3933,-0.5356,-0.6988,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
2.072,827.0,1116.0,626.0,1467.0,-0.8704,-0.5622,-1.5207,-0.5805,-0.7255,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
2.092,824.0,1110.0,627.0,1464.0,-0.8746,-0.6052,-1.5127,-0.5918,-0.7399,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
2.112,809.0,1104.0,619.0,1453.0,-0.8873,-0.6309,-1.5207,-0.5918,-0.7591,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
2.132,811.0,1089.0,608.0,1457.0,-0.9424,-0.6567,-1.5764,-0.618,-0.7995,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
2.152,812.0,1085.0,592.0,1462.0,-0.9424,-0.721,-1.664,-0.618,-0.8317,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
2.172,808.0,1088.0,596.0,1457.0,-0.9424,-0.7253,-1.7596,-0.618,-0.8339,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
2.192,807.0,1067.0,586.0,1458.0,-0.9551,-0.7382,-1.7914,-0.6142,-0.8467,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
2.213,797.0,1057.0,587.0,1458.0,-0.9593,-0.8155,-1.8312,-0.6142,-0.8874,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
2.233,794.0,1060.0,589.0,1453.0,-1.0017,-0.8455,-1.8312,-0.6142,-0.9236,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
2.253,791.0,1068.0,583.0,1446.0,-1.0144,-0.8455,-1.8312,-0.633,-0.9299,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
2.273,788.0,1067.0,581.0,1448.0,-1.0271,-0.8155,-1.8631,-0.6517,-0.9213,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
2.293,786.0,1066.0,580.0,1450.0,-1.0398,-0.8155,-1.879,-0.6517,-0.9276,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
2.313,785.0,1066.0,580.0,1450.0,-1.0483,-0.8197,-1.8869,-0.6442,-0.934,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
2.334,785.0,1066.0,580.0,1450.0,-1.0525,-0.8197,-1.8869,-0.6442,-0.9361,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
2.354,785.0,1068.0,581.0,1448.0,-1.0525,-0.8197,-1.8869,-0.6442,-0.9361,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
2.374,787.0,1070.0,582.0,1449.0,-1.0525,-0.8112,-1.879,-0.6479,-0.9318,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
2.394,785.0,1069.0,580.0,1446.0,-1.0525,-0.8069,-1.879,-0.6517,-0.9297,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
2.414,784.0,1068.0,579.0,1444.0,-1.0525,-0.8069,-1.8869,-0.6592,-0.9297,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
2.434,784.0,1068.0,581.0,1445.0,-1.0568,-0.8112,-1.8869,-0.6629,-0.934,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
2.454,785.0,1069.0,581.0,1444.0,-1.0568,-0.8112,-1.879,-0.6667,-0.934,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
2.474,784.0,1069.0,581.0,1444.0,-1.0568,-0.8069,-1.879,-0.6667,-0.9318,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
2.494,783.0,1068.0,581.0,1444.0,-1.0568,-0.8069,-1.879,-0.6667,-0.9318,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
2.514,784.0,1069.0,582.0,1445.0,-1.0568,-0.8069,-1.879,-0.6667,-0.9318,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
2.535,784.0,1068.0,581.0,1445.0,-1.0568,-0.8112,-1.879,-0.6629,-0.934,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
2.555,784.0,1068.0,581.0,1445.0,-1.0568,-0.8112,-1.879,-0.6629,-0.934,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
2.575,784.0,1068.0,581.0,1445.0,-1.0568,-0.8112,-1.879,-0.6629,-0.934,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
2.595,784.0,1069.0,580.0,1445.0,-1.0568,-0.8112,-1.879,-0.6629,-0.934,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
2.615,782.0,1066.0,579.0,1443.0,-1.0568,-0.8112,-1.8869,-0.6629,-0.934,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
2.635,786.0,1073.0,583.0,1448.0,-1.0568,-0.8069,-1.8869,-0.6629,-0.9318,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
2.655,784.0,1069.0,580.0,1445.0,-1.0568,-0.8069,-1.8869,-0.6629,-0.9318,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
2.675,783.0,1067.0,580.0,1443.0,-1.0568,-0.8069,-1.8869,-0.6629,-0.9318,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
2.695,784.0,1069.0,581.0,1445.0,-1.0568,-0.8069,-1.8869,-0.6629,-0.9318,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
2.716,781.0,1065.0,580.0,1441.0,-1.061,-0.8155,-1.8869,-0.6704,-0.9382,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
2.736,782.0,1067.0,580.0,1442.0,-1.0652,-0.8155,-1.8869,-0.6742,-0.9403,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
2.756,782.0,1066.0,580.0,1442.0,-1.0652,-0.8197,-1.8869,-0.6742,-0.9425,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
2.776,784.0,1069.0,583.0,1445.0,-1.0652,-0.8155,-1.8869,-0.6742,-0.9403,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
2.796,785.0,1070.0,584.0,1448.0,-1.0568,-0.8069,-1.8631,-0.6629,-0.9318,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
2.816,783.0,1068.0,581.0,1445.0,-1.0568,-0.8069,-1.8631,-0.6629,-0.9318,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
2.836,784.0,1069.0,582.0,1446.0,-1.0568,-0.8069,-1.871,-0.6592,-0.9318,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
2.856,786.0,1072.0,583.0,1450.0,-1.0568,-0.8069,-1.871,-0.6592,-0.9318,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
2.876,785.0,1073.0,583.0,1448.0,-1.0525,-0.794,-1.8631,-0.6517,-0.9233,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
2.896,785.0,1073.0,584.0,1448.0,-1.0525,-0.7897,-1.8631,-0.6517,-0.9211,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
2.917,785.0,1073.0,584.0,1448.0,-1.0525,-0.7897,-1.8551,-0.6517,-0.9211,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
2.937,785.0,1072.0,583.0,1447.0,-1.0525,-0.7897,-1.8551,-0.6517,-0.9211,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
2.957,784.0,1071.0,582.0,1446.0,-1.0525,-0.794,-1.8631,-0.6554,-0.9233,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
2.977,786.0,1073.0,584.0,1450.0,-1.0525,-0.794,-1.8631,-0.6554,-0.9233,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
