t,front,rear,left,right,zone_front,zone_rear,zone_left,zone_right,zone_score,white_hits,state,reason,risk_sensor,near_edge,speed_level,turn_angle,turn_direction,turn_duration,left_cmd,right_cmd,healthy
7.625,781.0,1070.0,581.0,1444.0,-1.0695,-0.8026,-1.879,-0.6667,-0.936,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
7.645,784.0,1072.0,584.0,1448.0,-1.0652,-0.7983,-1.8551,-0.6517,-0.9318,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
7.665,784.0,1072.0,582.0,1448.0,-1.0568,-0.794,-1.871,-0.6517,-0.9254,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
7.685,783.0,1070.0,582.0,1447.0,-1.0568,-0.794,-1.871,-0.6517,-0.9254,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
7.705,782.0,1070.0,581.0,1445.0,-1.061,-0.8026,-1.871,-0.6554,-0.9318,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
7.725,782.0,1070.0,582.0,1446.0,-1.0652,-0.8026,-1.871,-0.6592,-0.9339,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
7.745,782.0,1070.0,582.0,1446.0,-1.0652,-0.8026,-1.871,-0.6592,-0.9339,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
7.766,780.0,1068.0,580.0,1444.0,-1.0652,-0.8026,-1.871,-0.6592,-0.9339,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
7.786,783.0,1072.0,584.0,1447.0,-1.0652,-0.8026,-1.871,-0.6592,-0.9339,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
7.806,784.0,1072.0,585.0,1449.0,-1.061,-0.794,-1.8551,-0.6554,-0.9275,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
7.826,782.0,1071.0,582.0,1446.0,-1.061,-0.794,-1.8551,-0.6554,-0.9275,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
7.846,781.0,1070.0,582.0,1446.0,-1.0652,-0.7983,-1.871,-0.6592,-0.9318,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
7.866,784.0,1073.0,584.0,1449.0,-1.0652,-0.7983,-1.871,-0.6592,-0.9318,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
7.886,785.0,1073.0,583.0,1451.0,-1.0568,-0.7897,-1.8631,-0.6479,-0.9232,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
7.906,786.0,1074.0,585.0,1452.0,-1.0525,-0.7897,-1.8551,-0.6404,-0.9211,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
7.926,785.0,1074.0,584.0,1451.0,-1.0525,-0.7854,-1.8551,-0.6404,-0.919,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
7.947,785.0,1073.0,584.0,1450.0,-1.0525,-0.7854,-1.8551,-0.6404,-0.919,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
7.967,784.0,1073.0,585.0,1449.0,-1.0525,-0.7897,-1.8551,-0.6442,-0.9211,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
7.987,785.0,1075.0,584.0,1450.0,-1.0525,-0.7897,-1.8551,-0.6442,-0.9211,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
8.007,785.0,1075.0,584.0,1450.0,-1.0525,-0.7811,-1.8551,-0.6442,-0.9168,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
8.027,784.0,1072.0,583.0,1448.0,-1.0525,-0.7811,-1.8551,-0.6442,-0.9168,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
8.047,782.0,1070.0,582.0,1445.0,-1.0568,-0.794,-1.8631,-0.6517,-0.9254,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
8.067,785.0,1073.0,584.0,1450.0,-1.0568,-0.794,-1.8631,-0.6517,-0.9254,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
8.087,786.0,1073.0,585.0,1451.0,-1.0525,-0.7897,-1.8551,-0.6442,-0.9211,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
8.108,785.0,1073.0,583.0,1449.0,-1.0525,-0.7897,-1.8551,-0.6442,-0.9211,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
8.128,783.0,1072.0,584.0,1448.0,-1.0525,-0.7897,-1.8551,-0.6479,-0.9211,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
8.148,784.0,1072.0,583.0,1447.0,-1.0568,-0.794,-1.8631,-0.6517,-0.9254,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
8.168,784.0,1073.0,584.0,1449.0,-1.0568,-0.794,-1.8551,-0.6517,-0.9254,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
8.188,786.0,1075.0,584.0,1452.0,-1.0568,-0.7897,-1.8551,-0.6479,-0.9232,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
8.208,786.0,1073.0,584.0,1449.0,-1.0483,-0.7897,-1.8551,-0.6479,-0.919,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
8.228,784.0,1072.0,584.0,1448.0,-1.0483,-0.7897,-1.8551,-0.6479,-0.919,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
8.248,784.0,1072.0,584.0,1449.0,-1.0568,-0.794,-1.8551,-0.6479,-0.9254,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
8.268,785.0,1075.0,584.0,1449.0,-1.0568,-0.794,-1.8551,-0.6479,-0.9254,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
8.288,786.0,1075.0,585.0,1452.0,-1.0525,-0.7811,-1.8551,-0.6479,-0.9168,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
8.308,785.0,1074.0,585.0,1450.0,-1.0525,-0.7811,-1.8471,-0.6442,-0.9168,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
8.328,785.0,1073.0,584.0,1449.0,-1.0525,-0.7854,-1.8471,-0.6442,-0.919,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
8.349,784.0,1072.0,584.0,1448.0,-1.0525,-0.7897,-1.8551,-0.6479,-0.9211,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
8.369,786.0,1075.0,584.0,1451.0,-1.0525,-0.7897,-1.8551,-0.6479,-0.9211,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
8.389,784.0,1073.0,584.0,1449.0,-1.0568,-0.7897,-1.8551,-0.6479,-0.9232,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
8.409,786.0,1075.0,584.0,1451.0,-1.0483,-0.7811,-1.8551,-0.6404,-0.9147,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
8.429,785.0,1074.0,585.0,1450.0,-1.0525,-0.7854,-1.8551,-0.6442,-0.919,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
8.449,785.0,1075.0,584.0,1451.0,-1.0525,-0.7811,-1.8551,-0.6404,-0.9168,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
8.469,785.0,1075.0,585.0,1451.0,-1.0525,-0.7811,-1.8471,-0.6404,-0.9168,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
8.489,785.0,1072.0,584.0,1449.0,-1.0525,-0.7811,-1.8551,-0.6404,-0.9168,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
8.509,785.0,1075.0,584.0,1450.0,-1.0525,-0.7811,-1.8551,-0.6442,-0.9168,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
8.529,784.0,1073.0,584.0,1449.0,-1.0525,-0.7897,-1.8551,-0.6479,-0.9211,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
8.549,784.0,1073.0,584.0,1448.0,-1.0568,-0.7897,-1.8551,-0.6479,-0.9232,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
8.569,784.0,1073.0,584.0,1449.0,-1.0568,-0.7897,-1.8551,-0.6479,-0.9232,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
8.59,784.0,1073.0,584.0,1450.0,-1.0568,-0.7897,-1.8551,-0.6479,-0.9232,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
8.61,785.0,1074.0,584.0,1450.0,-1.0568,-0.7897,-1.8551,-0.6442,-0.9232,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
8.63,783.0,1072.0,584.0,1449.0,-1.0568,-0.7897,-1.8551,-0.6442,-0.9232,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
8.65,786.0,1076.0,585.0,1452.0,-1.0525,-0.7854,-1.8551,-0.6442,-0.919,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
8.67,785.0,1074.0,584.0,1450.0,-1.0525,-0.7854,-1.8551,-0.6442,-0.919,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
8.69,786.0,1075.0,584.0,1449.0,-1.0483,-0.7811,-1.8551,-0.6442,-0.9147,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
8.71,786.0,1075.0,584.0,1449.0,-1.0483,-0.7811,-1.8551,-0.6479,-0.9147,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
8.73,785.0,1074.0,584.0,1450.0,-1.0483,-0.7811,-1.8551,-0.6479,-0.9147,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
8.75,784.0,1073.0,584.0,1449.0,-1.0525,-0.7854,-1.8551,-0.6479,-0.919,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
8.77,785.0,1074.0,585.0,1450.0,-1.0525,-0.7854,-1.8551,-0.6442,-0.919,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
8.79,785.0,1074.0,583.0,1449.0,-1.0525,-0.7854,-1.8551,-0.6479,-0.919,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
8.81,784.0,1073.0,584.0,1449.0,-1.0525,-0.7854,-1.8551,-0.6479,-0.919,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
8.831,785.0,1075.0,584.0,1451.0,-1.0525,-0.7854,-1.8551,-0.6479,-0.919,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
8.851,785.0,1073.0,583.0,1450.0,-1.0525,-0.7897,-1.8551,-0.6442,-0.9211,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
8.871,786.0,1075.0,584.0,1449.0,-1.0525,-0.7811,-1.8551,-0.6442,-0.9168,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
8.891,785.0,1075.0,584.0,1450.0,-1.0525,-0.7811,-1.8551,-0.6442,-0.9168,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
8.911,785.0,1074.0,585.0,1450.0,-1.0525,-0.7811,-1.8551,-0.6442,-0.9168,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
8.931,785.0,1075.0,585.0,1451.0,-1.0525,-0.7811,-1.8471,-0.6442,-0.9168,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
8.951,785.0,1074.0,584.0,1452.0,-1.0525,-0.7854,-1.8471,-0.6404,-0.919,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
8.971,785.0,1073.0,584.0,1450.0,-1.0525,-0.7854,-1.8551,-0.6404,-0.919,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
8.992,785.0,1073.0,584.0,1450.0,-1.0525,-0.7897,-1.8551,-0.6442,-0.9211,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
9.012,786.0,1075.0,585.0,1451.0,-1.0525,-0.7897,-1.8551,-0.6442,-0.9211,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
9.032,786.0,1075.0,584.0,1450.0,-1.0483,-0.7811,-1.8551,-0.6442,-0.9147,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
9.052,784.0,1072.0,584.0,1448.0,-1.0483,-0.7811,-1.8551,-0.6442,-0.9147,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
9.072,784.0,1072.0,583.0,1447.0,-1.0568,-0.794,-1.8551,-0.6517,-0.9254,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
9.092,784.0,1073.0,583.0,1448.0,-1.0568,-0.794,-1.8631,-0.6517,-0.9254,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
9.112,784.0,1072.0,584.0,1449.0,-1.0568,-0.794,-1.8631,-0.6517,-0.9254,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
9.132,785.0,1074.0,584.0,1450.0,-1.0568,-0.7897,-1.8551,-0.6479,-0.9232,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
9.153,785.0,1073.0,584.0,1451.0,-1.0525,-0.7897,-1.8551,-0.6442,-0.9211,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
9.173,785.0,1073.0,584.0,1451.0,-1.0525,-0.7897,-1.8551,-0.6404,-0.9211,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
9.193,784.0,1074.0,584.0,1449.0,-1.0525,-0.7897,-1.8551,-0.6404,-0.9211,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
9.213,786.0,1075.0,585.0,1452.0,-1.0525,-0.7854,-1.8551,-0.6404,-0.919,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
9.233,785.0,1073.0,584.0,1451.0,-1.0525,-0.7854,-1.8551,-0.6404,-0.919,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
9.253,785.0,1074.0,584.0,1450.0,-1.0525,-0.7854,-1.8551,-0.6404,-0.919,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
9.273,786.0,1075.0,585.0,1450.0,-1.0525,-0.7854,-1.8551,-0.6442,-0.919,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
9.293,785.0,1074.0,584.0,1449.0,-1.0525,-0.7854,-1.8551,-0.6442,-0.919,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
9.313,784.0,1074.0,584.0,1449.0,-1.0525,-0.7854,-1.8551,-0.6479,-0.919,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
9.334,786.0,1076.0,585.0,1451.0,-1.0525,-0.7854,-1.8551,-0.6479,-0.919,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
9.354,785.0,1075.0,584.0,1451.0,-1.0525,-0.7811,-1.8551,-0.6404,-0.9168,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
9.374,783.0,1072.0,582.0,1448.0,-1.0525,-0.7811,-1.8551,-0.6404,-0.9168,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
9.394,785.0,1074.0,584.0,1450.0,-1.0525,-0.7854,-1.8551,-0.6442,-0.919,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
9.414,786.0,1075.0,584.0,1451.0,-1.0525,-0.7854,-1.8551,-0.6442,-0.919,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
9.434,785.0,1074.0,585.0,1450.0,-1.0525,-0.7854,-1.8551,-0.6442,-0.919,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
9.454,786.0,1074.0,584.0,1450.0,-1.0483,-0.7854,-1.8551,-0.6442,-0.9168,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
9.474,786.0,1076.0,585.0,1453.0,-1.0483,-0.7854,-1.8471,-0.6442,-0.9168,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
9.495,786.0,1075.0,585.0,1452.0,-1.0483,-0.7811,-1.8471,-0.6367,-0.9147,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
9.515,786.0,1074.0,585.0,1451.0,-1.0483,-0.7811,-1.8471,-0.6367,-0.9147,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
9.535,786.0,1073.0,584.0,1450.0,-1.0483,-0.7854,-1.8471,-0.6404,-0.9168,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
9.555,786.0,1073.0,584.0,1450.0,-1.0483,-0.7897,-1.8551,-0.6442,-0.919,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
9.575,785.0,1073.0,585.0,1451.0,-1.0483,-0.7897,-1.8551,-0.6442,-0.919,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
9.595,785.0,1073.0,584.0,1449.0,-1.0525,-0.7897,-1.8551,-0.6442,-0.9211,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
9.615,785.0,1075.0,584.0,1449.0,-1.0525,-0.7897,-1.8551,-0.6479,-0.9211,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
9.635,786.0,1074.0,585.0,1451.0,-1.0525,-0.7854,-1.8551,-0.6479,-0.919,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
9.655,784.0,1073.0,584.0,1448.0,-1.0525,-0.7854,-1.8551,-0.6479,-0.919,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
9.676,786.0,1075.0,584.0,1451.0,-1.0483,-0.7854,-1.8551,-0.6404,-0.9168,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
9.696,786.0,1075.0,584.0,1450.0,-1.0483,-0.7811,-1.8551,-0.6442,-0.9147,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
9.716,786.0,1075.0,584.0,1451.0,-1.0483,-0.7811,-1.8551,-0.6404,-0.9147,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
9.736,786.0,1076.0,585.0,1452.0,-1.0483,-0.7811,-1.8551,-0.6404,-0.9147,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
9.756,786.0,1075.0,584.0,1452.0,-1.0483,-0.7811,-1.8551,-0.6367,-0.9147,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
9.776,785.0,1075.0,584.0,1450.0,-1.0483,-0.7811,-1.8551,-0.6367,-0.9147,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
9.796,785.0,1075.0,585.0,1452.0,-1.0525,-0.7811,-1.8551,-0.6367,-0.9168,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
9.816,786.0,1074.0,585.0,1450.0,-1.0525,-0.7811,-1.8471,-0.6442,-0.9168,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
9.836,785.0,1073.0,584.0,1451.0,-1.0525,-0.7854,-1.8471,-0.6404,-0.919,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
9.857,785.0,1075.0,585.0,1451.0,-1.0525,-0.7854,-1.8471,-0.6404,-0.919,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
9.877,786.0,1075.0,585.0,1451.0,-1.0525,-0.7811,-1.8471,-0.6404,-0.9168,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
9.897,786.0,1076.0,584.0,1449.0,-1.0483,-0.7811,-1.8471,-0.6404,-0.9147,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
9.917,785.0,1074.0,584.0,1450.0,-1.0483,-0.7811,-1.8551,-0.6442,-0.9147,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
9.937,785.0,1075.0,584.0,1450.0,-1.0525,-0.7811,-1.8551,-0.6442,-0.9168,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
9.957,785.0,1075.0,584.0,1450.0,-1.0525,-0.7811,-1.8551,-0.6442,-0.9168,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
9.977,786.0,1075.0,585.0,1451.0,-1.0525,-0.7811,-1.8551,-0.6442,-0.9168,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
9.997,784.0,1074.0,585.0,1451.0,-1.0525,-0.7811,-1.8471,-0.6404,-0.9168,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
10.017,785.0,1073.0,584.0,1449.0,-1.0525,-0.7854,-1.8471,-0.6404,-0.919,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
10.038,786.0,1074.0,584.0,1450.0,-1.0525,-0.7854,-1.8551,-0.6442,-0.919,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
10.058,785.0,1074.0,585.0,1451.0,-1.0525,-0.7854,-1.8551,-0.6442,-0.919,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
10.078,785.0,1074.0,584.0,1449.0,-1.0525,-0.7854,-1.8551,-0.6442,-0.919,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
10.098,785.0,1073.0,582.0,1448.0,-1.0525,-0.7854,-1.8551,-0.6479,-0.919,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
10.118,787.0,1076.0,585.0,1453.0,-1.0525,-0.7854,-1.8551,-0.6479,-0.919,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
10.138,785.0,1074.0,584.0,1450.0,-1.0525,-0.7854,-1.8551,-0.6442,-0.919,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
10.158,785.0,1074.0,584.0,1450.0,-1.0525,-0.7854,-1.8551,-0.6442,-0.919,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
10.178,785.0,1074.0,584.0,1449.0,-1.0525,-0.7854,-1.8551,-0.6442,-0.919,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
10.198,786.0,1074.0,585.0,1451.0,-1.0525,-0.7854,-1.8551,-0.6442,-0.919,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
10.219,786.0,1075.0,584.0,1450.0,-1.0483,-0.7854,-1.8551,-0.6442,-0.9168,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
10.239,785.0,1074.0,584.0,1449.0,-1.0483,-0.7854,-1.8551,-0.6442,-0.9168,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
10.259,786.0,1074.0,585.0,1451.0,-1.0483,-0.7854,-1.8551,-0.6442,-0.9168,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
10.279,785.0,1075.0,585.0,1452.0,-1.0525,-0.7854,-1.8471,-0.6404,-0.919,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
10.299,786.0,1075.0,585.0,1451.0,-1.0483,-0.7811,-1.8471,-0.6404,-0.9147,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
10.319,784.0,1073.0,584.0,1449.0,-1.0525,-0.7811,-1.8471,-0.6404,-0.9168,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
10.339,784.0,1073.0,584.0,1449.0,-1.0568,-0.7897,-1.8551,-0.6479,-0.9232,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
10.359,784.0,1073.0,583.0,1449.0,-1.0568,-0.7897,-1.8551,-0.6479,-0.9232,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
10.379,785.0,1075.0,584.0,1449.0,-1.0568,-0.7897,-1.8551,-0.6479,-0.9232,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
10.4,785.0,1074.0,584.0,1449.0,-1.0525,-0.7854,-1.8551,-0.6479,-0.919,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
10.42,784.0,1072.0,582.0,1448.0,-1.0525,-0.7854,-1.8551,-0.6479,-0.919,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
10.44,784.0,1073.0,583.0,1448.0,-1.0568,-0.7897,-1.8631,-0.6517,-0.9232,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
