t,front,rear,left,right,zone_front,zone_rear,zone_left,zone_right,fall,fall_edge,ir_front,ir_rear,ir_left_front,ir_left_rear,ir_right_front,ir_right_rear,ir_valid,diff,state,reason,left_cmd,right_cmd,healthy
0.725,523.0,793.0,360.0,1003.0,-0.3891,-0.0109,-0.273,-0.2944,1,0,0,0,0,0,1,1,1,112.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
0.745,523.0,793.0,359.0,1001.0,-0.3891,-0.0109,-0.273,-0.2944,1,0,0,0,0,0,1,1,1,-5.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
0.765,523.0,791.0,360.0,1002.0,-0.3891,-0.0109,-0.273,-0.2944,1,0,0,0,0,0,1,1,1,30.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
0.785,522.0,793.0,360.0,1002.0,-0.3891,-0.0109,-0.273,-0.2944,1,0,0,0,0,0,1,1,1,11.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
0.805,522.0,792.0,359.0,1002.0,-0.3918,-0.0131,-0.273,-0.2944,1,0,0,0,0,0,1,1,1,62.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
0.825,524.0,793.0,360.0,1003.0,-0.3918,-0.0109,-0.273,-0.2944,1,0,0,0,0,0,1,1,1,46.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
0.845,523.0,794.0,361.0,1003.0,-0.3891,-0.0109,-0.273,-0.2923,1,0,0,0,0,0,1,1,1,-4.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
0.865,522.0,791.0,358.0,1001.0,-0.3891,-0.0109,-0.273,-0.2923,1,0,0,0,0,0,1,1,1,-4.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
0.885,523.0,793.0,361.0,1003.0,-0.3891,-0.0109,-0.2702,-0.2923,1,0,0,0,0,0,1,1,1,79.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
0.906,522.0,793.0,360.0,1003.0,-0.3918,-0.0109,-0.273,-0.2923,1,0,0,0,0,0,1,1,1,146.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
0.926,522.0,792.0,359.0,1001.0,-0.3918,-0.0109,-0.273,-0.2923,1,0,0,0,0,0,1,1,1,117.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
0.946,523.0,793.0,359.0,1002.0,-0.3918,-0.0109,-0.2758,-0.2944,1,0,0,0,0,0,1,1,1,-3.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
0.966,524.0,793.0,360.0,1003.0,-0.3891,-0.0109,-0.2758,-0.2944,1,0,0,0,0,0,1,1,1,-4.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
0.986,523.0,793.0,360.0,1003.0,-0.3891,-0.0109,-0.273,-0.2923,1,0,0,0,0,0,1,1,1,111.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
1.006,523.0,793.0,359.0,1002.0,-0.3891,-0.0109,-0.273,-0.2923,1,0,0,0,0,0,1,1,1,96.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
1.026,522.0,792.0,360.0,1001.0,-0.3891,-0.0109,-0.273,-0.2944,1,0,0,0,0,0,1,1,1,95.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
1.046,523.0,792.0,359.0,1002.0,-0.3891,-0.0131,-0.2758,-0.2944,1,0,0,0,0,0,1,1,1,-4.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
1.066,522.0,793.0,359.0,1002.0,-0.3918,-0.0131,-0.2758,-0.2944,1,0,0,0,0,0,1,1,1,-4.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
1.086,523.0,793.0,360.0,1003.0,-0.3891,-0.0109,-0.2758,-0.2944,1,0,0,0,0,0,1,1,1,22.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
1.106,522.0,792.0,359.0,1001.0,-0.3918,-0.0109,-0.2758,-0.2944,1,0,0,0,0,0,1,1,1,-16.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
1.126,522.0,793.0,359.0,1002.0,-0.3918,-0.0109,-0.2758,-0.2944,1,0,0,0,0,0,1,1,1,79.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
1.147,522.0,791.0,358.0,1000.0,-0.3918,-0.0131,-0.2758,-0.2965,1,0,0,0,0,0,1,1,1,-5.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
1.167,523.0,794.0,360.0,1003.0,-0.3918,-0.0109,-0.2758,-0.2944,1,0,0,0,0,0,1,1,1,-2.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
1.187,523.0,794.0,360.0,1003.0,-0.3891,-0.0087,-0.273,-0.2923,1,0,0,0,0,0,1,1,1,-2.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
1.207,523.0,794.0,360.0,1003.0,-0.3891,-0.0087,-0.273,-0.2923,1,0,0,0,0,0,1,1,1,111.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
1.228,523.0,793.0,360.0,1003.0,-0.3891,-0.0087,-0.273,-0.2923,1,0,0,0,0,0,1,1,1,46.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
1.248,523.0,794.0,359.0,1002.0,-0.3891,-0.0087,-0.273,-0.2923,1,0,0,0,0,0,1,1,1,112.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
1.268,523.0,793.0,360.0,1003.0,-0.3891,-0.0109,-0.273,-0.2923,1,0,0,0,0,0,1,1,1,3.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
1.288,522.0,793.0,360.0,1003.0,-0.3891,-0.0109,-0.273,-0.2923,1,0,0,0,0,0,1,1,1,11.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
1.308,524.0,793.0,360.0,1003.0,-0.3891,-0.0109,-0.273,-0.2923,1,0,0,0,0,0,1,1,1,63.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
1.329,524.0,794.0,360.0,1004.0,-0.3864,-0.0109,-0.273,-0.2923,1,0,0,0,0,0,1,1,1,62.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
1.349,522.0,793.0,360.0,1002.0,-0.3864,-0.0109,-0.273,-0.2923,1,0,0,0,0,0,1,1,1,68.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
1.369,523.0,793.0,360.0,1003.0,-0.3891,-0.0109,-0.273,-0.2923,1,0,0,0,0,0,1,1,1,-5.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
1.39,524.0,793.0,361.0,1004.0,-0.3891,-0.0109,-0.273,-0.2923,1,0,0,0,0,0,1,1,1,-4.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
1.41,524.0,793.0,360.0,1003.0,-0.3864,-0.0109,-0.273,-0.2923,1,0,0,0,0,0,1,1,1,78.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
1.43,523.0,792.0,358.0,1002.0,-0.3864,-0.0109,-0.273,-0.2923,1,0,0,0,0,0,1,1,1,78.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
1.451,523.0,793.0,360.0,1003.0,-0.3891,-0.0109,-0.273,-0.2923,1,0,0,0,0,0,1,1,1,63.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
1.471,524.0,793.0,360.0,1004.0,-0.3891,-0.0109,-0.273,-0.2923,1,0,0,0,0,0,1,1,1,-4.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
1.491,523.0,792.0,359.0,1003.0,-0.3891,-0.0109,-0.273,-0.2923,1,0,0,0,0,0,1,1,1,4.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
1.512,523.0,793.0,360.0,1003.0,-0.3891,-0.0109,-0.273,-0.2923,1,0,0,0,0,0,1,1,1,31.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
1.532,522.0,793.0,359.0,1001.0,-0.3891,-0.0109,-0.2758,-0.2923,1,0,0,0,0,0,1,1,1,129.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
1.553,523.0,792.0,359.0,1002.0,-0.3891,-0.0109,-0.2758,-0.2944,1,0,0,0,0,0,1,1,1,33.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
1.573,522.0,793.0,360.0,1002.0,-0.3918,-0.0109,-0.2758,-0.2944,1,0,0,0,0,0,1,1,1,-5.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
1.593,524.0,794.0,360.0,1003.0,-0.3891,-0.0109,-0.273,-0.2944,1,0,0,0,0,0,1,1,1,-4.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
1.614,523.0,792.0,359.0,1002.0,-0.3891,-0.0109,-0.273,-0.2944,1,0,0,0,0,0,1,1,1,47.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
1.634,524.0,793.0,360.0,1003.0,-0.3864,-0.0109,-0.273,-0.2923,1,0,0,0,0,0,1,1,1,95.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
1.654,523.0,792.0,360.0,1002.0,-0.3891,-0.0131,-0.273,-0.2944,1,0,0,0,0,0,1,1,1,129.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
1.675,523.0,792.0,360.0,1002.0,-0.3891,-0.0131,-0.273,-0.2944,1,0,0,0,0,0,1,1,1,129.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
1.695,523.0,792.0,359.0,1002.0,-0.3891,-0.0131,-0.273,-0.2944,1,0,0,0,0,0,1,1,1,-4.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
1.715,524.0,794.0,359.0,1003.0,-0.3891,-0.0131,-0.2758,-0.2944,1,0,0,0,0,0,1,1,1,-3.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
1.735,523.0,793.0,359.0,1003.0,-0.3891,-0.0109,-0.2758,-0.2923,1,0,0,0,0,0,1,1,1,-3.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
1.755,523.0,792.0,359.0,1001.0,-0.3891,-0.0109,-0.2758,-0.2923,1,0,0,0,0,0,1,1,1,81.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
1.775,524.0,794.0,360.0,1003.0,-0.3891,-0.0109,-0.2758,-0.2923,1,0,0,0,0,0,1,1,1,162.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
1.795,523.0,793.0,360.0,1004.0,-0.3891,-0.0109,-0.273,-0.2923,1,0,0,0,0,0,1,1,1,5.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
1.815,523.0,792.0,359.0,1001.0,-0.3891,-0.0109,-0.273,-0.2923,1,0,0,0,0,0,1,1,1,-4.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
1.836,524.0,793.0,361.0,1004.0,-0.3891,-0.0109,-0.273,-0.2902,1,0,0,0,0,0,1,1,1,128.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
1.856,522.0,791.0,359.0,1001.0,-0.3891,-0.0131,-0.2758,-0.2965,1,0,0,0,0,0,1,1,1,68.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
1.876,523.0,794.0,359.0,1002.0,-0.3891,-0.0109,-0.2758,-0.2944,1,0,0,0,0,0,1,1,1,113.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
1.896,522.0,793.0,360.0,1002.0,-0.3918,-0.0109,-0.2758,-0.2944,1,0,0,0,0,0,1,1,1,-4.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
1.916,522.0,792.0,359.0,1002.0,-0.3918,-0.0109,-0.2758,-0.2944,1,0,0,0,0,0,1,1,1,-3.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
1.936,523.0,792.0,360.0,1002.0,-0.3918,-0.0131,-0.273,-0.2944,1,0,0,0,0,0,1,1,1,-5.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
1.956,523.0,793.0,360.0,1001.0,-0.3891,-0.0131,-0.273,-0.2944,1,0,0,0,0,0,1,1,1,20.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
1.976,523.0,793.0,359.0,1003.0,-0.3891,-0.0109,-0.273,-0.2944,1,0,0,0,0,0,1,1,1,128.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
1.997,521.0,790.0,359.0,1000.0,-0.3891,-0.0109,-0.2758,-0.2965,1,0,0,0,0,0,1,1,1,70.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
2.017,522.0,791.0,359.0,1001.0,-0.3918,-0.0153,-0.2758,-0.2965,1,0,0,0,0,0,1,1,1,-5.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
2.037,521.0,791.0,359.0,1001.0,-0.3946,-0.0153,-0.2758,-0.2965,1,0,0,0,0,0,1,1,1,48.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
2.057,521.0,791.0,359.0,1001.0,-0.3946,-0.0153,-0.2758,-0.2965,1,0,0,0,0,0,1,1,1,48.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
2.077,521.0,791.0,359.0,1000.0,-0.3946,-0.0153,-0.2758,-0.2965,1,0,0,0,0,0,1,1,1,-4.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
2.097,522.0,791.0,359.0,1001.0,-0.3946,-0.0153,-0.2758,-0.2965,1,0,0,0,0,0,1,1,1,80.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
2.117,523.0,793.0,360.0,1003.0,-0.3918,-0.0153,-0.2758,-0.2965,1,0,0,0,0,0,1,1,1,-3.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
2.137,521.0,790.0,359.0,1001.0,-0.3918,-0.0153,-0.2758,-0.2965,1,0,0,0,0,0,1,1,1,-4.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
2.158,523.0,791.0,358.0,1000.0,-0.3891,-0.0153,-0.2758,-0.2965,1,0,0,0,0,0,1,1,1,-17.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
2.178,522.0,792.0,360.0,1001.0,-0.3918,-0.0153,-0.2758,-0.2965,1,0,0,0,0,0,1,1,1,-6.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
2.198,523.0,792.0,358.0,1001.0,-0.3891,-0.0131,-0.2786,-0.2965,1,0,0,0,0,0,1,1,1,63.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
2.218,523.0,791.0,360.0,1002.0,-0.3891,-0.0131,-0.273,-0.2965,1,0,0,0,0,0,1,1,1,145.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
2.238,522.0,793.0,360.0,1002.0,-0.3891,-0.0131,-0.273,-0.2944,1,0,0,0,0,0,1,1,1,-13.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
2.258,523.0,793.0,359.0,1003.0,-0.3891,-0.0109,-0.273,-0.2944,1,0,0,0,0,0,1,1,1,-5.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
2.279,523.0,792.0,359.0,1001.0,-0.3891,-0.0109,-0.2758,-0.2944,1,0,0,0,0,0,1,1,1,145.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
2.299,523.0,792.0,358.0,1002.0,-0.3891,-0.0131,-0.2758,-0.2944,1,0,0,0,0,0,1,1,1,96.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
2.319,523.0,793.0,360.0,1003.0,-0.3891,-0.0131,-0.2758,-0.2944,1,0,0,0,0,0,1,1,1,-3.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
2.339,523.0,794.0,360.0,1003.0,-0.3891,-0.0109,-0.273,-0.2923,1,0,0,0,0,0,1,1,1,-4.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
2.359,523.0,792.0,359.0,1001.0,-0.3891,-0.0109,-0.273,-0.2923,1,0,0,0,0,0,1,1,1,-5.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
2.379,523.0,793.0,360.0,1003.0,-0.3891,-0.0109,-0.273,-0.2923,1,0,0,0,0,0,1,1,1,22.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
2.399,523.0,793.0,360.0,1003.0,-0.3891,-0.0109,-0.273,-0.2923,1,0,0,0,0,0,1,1,1,63.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
2.419,523.0,792.0,359.0,1002.0,-0.3891,-0.0109,-0.273,-0.2923,1,0,0,0,0,0,1,1,1,95.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
2.439,523.0,795.0,360.0,1004.0,-0.3891,-0.0109,-0.273,-0.2923,1,0,0,0,0,0,1,1,1,-4.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
2.46,523.0,794.0,360.0,1003.0,-0.3891,-0.0087,-0.273,-0.2923,1,0,0,0,0,0,1,1,1,62.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
2.48,523.0,794.0,360.0,1003.0,-0.3891,-0.0087,-0.273,-0.2923,1,0,0,0,0,0,1,1,1,62.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
2.5,524.0,793.0,360.0,1003.0,-0.3891,-0.0087,-0.273,-0.2923,1,0,0,0,0,0,1,1,1,47.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
2.52,523.0,793.0,360.0,1002.0,-0.3891,-0.0109,-0.273,-0.2923,1,0,0,0,0,0,1,1,1,19.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
2.54,524.0,793.0,360.0,1003.0,-0.3864,-0.0109,-0.273,-0.2923,1,0,0,0,0,0,1,1,1,-4.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
2.56,522.0,793.0,359.0,1002.0,-0.3891,-0.0109,-0.273,-0.2944,1,0,0,0,0,0,1,1,1,-4.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
2.58,523.0,792.0,359.0,1002.0,-0.3891,-0.0109,-0.2758,-0.2944,1,0,0,0,0,0,1,1,1,-4.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
2.6,524.0,794.0,360.0,1003.0,-0.3891,-0.0109,-0.2758,-0.2944,1,0,0,0,0,0,1,1,1,80.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
2.62,524.0,793.0,360.0,1003.0,-0.3864,-0.0109,-0.273,-0.2923,1,0,0,0,0,0,1,1,1,96.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
2.641,522.0,792.0,359.0,1001.0,-0.3864,-0.0109,-0.273,-0.2923,1,0,0,0,0,0,1,1,1,65.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
2.661,523.0,793.0,358.0,1002.0,-0.3891,-0.0109,-0.2758,-0.2944,1,0,0,0,0,0,1,1,1,-17.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
2.681,524.0,793.0,360.0,1003.0,-0.3891,-0.0109,-0.2758,-0.2944,1,0,0,0,0,0,1,1,1,118.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
2.701,524.0,794.0,360.0,1004.0,-0.3864,-0.0109,-0.273,-0.2923,1,0,0,0,0,0,1,1,1,79.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
2.721,522.0,792.0,359.0,1002.0,-0.3864,-0.0109,-0.273,-0.2923,1,0,0,0,0,0,1,1,1,30.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
2.741,522.0,792.0,359.0,1001.0,-0.3918,-0.0131,-0.2758,-0.2944,1,0,0,0,0,0,1,1,1,80.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
2.761,523.0,793.0,360.0,1002.0,-0.3918,-0.0131,-0.2758,-0.2944,1,0,0,0,0,0,1,1,1,-4.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
2.781,523.0,793.0,360.0,1004.0,-0.3891,-0.0109,-0.273,-0.2944,1,0,0,0,0,0,1,1,1,-3.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
2.802,523.0,795.0,360.0,1003.0,-0.3891,-0.0109,-0.273,-0.2923,1,0,0,0,0,0,1,1,1,68.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
2.822,524.0,794.0,361.0,1004.0,-0.3891,-0.0087,-0.273,-0.2902,1,0,0,0,0,0,1,1,1,21.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
2.842,522.0,792.0,358.0,1000.0,-0.3891,-0.0087,-0.273,-0.2923,1,0,0,0,0,0,1,1,1,59.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
2.862,523.0,792.0,359.0,1003.0,-0.3891,-0.0131,-0.2758,-0.2923,1,0,0,0,0,0,1,1,1,-6.0,SAFE_STOP,连转 3 轮未见前头红外,0,0,1
