t,front,rear,left,right,zone_front,zone_rear,zone_left,zone_right,zone_score,ir_front,ir_rear,ir_left_front,ir_left_rear,ir_right_front,ir_right_rear,ir_valid,analog_diff,shovel_left,shovel_right,shovel_valid,shovel_preheat,shovel_active,mode,state,patrol_state,reentry_state,shovel_state,hunt_mode,hunt_state,hunt_target_type,good_offset_x,bad_offset_x,good_confidence,good_acquire_count,good_miss_count,good_locked,near_direction,probe_state,probe_source_direction,probe_turn_direction,enemy_slow,enemy_confirmed,probe_vision_count,probe_vision_verdict,vision_sequence,vision_status,vision_has_good,vision_has_bad,reason,left_cmd,right_cmd,healthy
0.024,626.0,853.0,901.0,822.0,0.4087,0.4385,0.3738,0.4933,0.4236,1,0,0,0,0,0,1,346.0,93.0,990.0,1,0,0,reentry,SENSOR_STOP,WARMUP,SENSOR_STOP,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,传感器无效或数据过期,0,0,1
0.044,626.0,852.0,900.0,822.0,0.4087,0.4375,0.3726,0.4933,0.4231,1,0,0,0,0,0,1,346.0,492.0,974.0,1,0,0,reentry,SENSOR_STOP,WARMUP,SENSOR_STOP,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,传感器无效或数据过期,0,0,1
0.064,626.0,852.0,900.0,822.0,0.4087,0.4365,0.3714,0.4933,0.4226,1,0,0,0,0,0,1,346.0,492.0,974.0,1,0,0,patrol,WARMUP,WARMUP,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,等待滤波窗口,0,0,1
0.084,622.0,846.0,895.0,816.0,0.4025,0.4306,0.3653,0.4832,0.4165,1,0,0,0,0,0,1,395.0,27.0,992.0,1,0,0,patrol,WARMUP,WARMUP,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,等待滤波窗口,0,0,1
0.104,624.0,850.0,898.0,820.0,0.4025,0.4325,0.3665,0.4866,0.4175,1,0,0,0,0,0,1,347.0,93.0,990.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.124,620.0,845.0,893.0,814.0,0.3963,0.4246,0.3592,0.4732,0.4104,1,0,0,0,0,0,1,346.0,508.0,976.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.145,621.0,847.0,894.0,818.0,0.3932,0.4266,0.3568,0.4799,0.4099,1,0,0,0,0,0,1,343.0,276.0,992.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.165,622.0,848.0,895.0,817.0,0.3932,0.4266,0.3568,0.4765,0.4099,1,0,0,0,0,0,1,347.0,506.0,992.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.185,629.0,857.0,905.0,827.0,0.3963,0.4286,0.3592,0.4799,0.4124,1,0,0,0,0,0,1,359.0,92.0,974.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.205,629.0,857.0,904.0,828.0,0.418,0.4464,0.3811,0.5101,0.4322,1,0,0,0,0,0,1,375.0,109.0,991.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.225,626.0,853.0,901.0,823.0,0.418,0.4464,0.3811,0.5101,0.4322,1,0,0,0,0,0,1,346.0,109.0,992.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.245,629.0,857.0,906.0,825.0,0.418,0.4464,0.3811,0.5034,0.4322,1,0,0,0,0,0,1,379.0,406.0,1056.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.265,630.0,857.0,905.0,828.0,0.418,0.4464,0.3835,0.5034,0.4322,1,0,0,0,0,0,1,359.0,92.0,987.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.285,626.0,851.0,898.0,822.0,0.418,0.4464,0.3835,0.5034,0.4322,1,0,0,0,0,0,1,345.0,93.0,976.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.305,631.0,857.0,905.0,831.0,0.4211,0.4464,0.3835,0.5134,0.4337,1,0,0,0,0,0,1,347.0,375.0,976.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.325,629.0,852.0,904.0,831.0,0.418,0.4365,0.3811,0.5235,0.4272,1,0,0,0,0,0,1,364.0,92.0,990.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.345,623.0,838.0,896.0,825.0,0.418,0.4365,0.3811,0.5235,0.4272,1,0,0,0,0,0,1,329.0,108.0,990.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.366,629.0,840.0,905.0,835.0,0.418,0.4127,0.3811,0.5235,0.4153,0,0,0,0,0,0,1,328.0,717.0,978.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.386,629.0,838.0,909.0,841.0,0.418,0.4087,0.3835,0.5369,0.4133,0,0,0,0,0,0,1,314.0,508.0,993.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.406,621.0,829.0,901.0,828.0,0.418,0.4087,0.3835,0.5369,0.4133,0,0,0,0,0,0,1,315.0,125.0,989.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.426,625.0,830.0,898.0,823.0,0.4056,0.3929,0.3738,0.5134,0.3992,0,0,0,0,0,0,1,311.0,30.0,973.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.446,628.0,831.0,894.0,830.0,0.4056,0.3929,0.3665,0.5134,0.3992,0,0,0,0,0,0,1,295.0,424.0,993.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.466,619.0,834.0,893.0,824.0,0.4056,0.3948,0.3568,0.5,0.4002,0,0,0,0,0,0,1,267.0,76.0,992.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.486,613.0,833.0,899.0,813.0,0.387,0.3988,0.3568,0.5,0.3929,0,0,0,0,0,0,1,266.0,49.0,1008.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.506,605.0,822.0,890.0,809.0,0.3684,0.3988,0.3544,0.4631,0.3836,0,0,0,0,0,0,1,290.0,21.0,1068.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.527,605.0,822.0,890.0,809.0,0.3437,0.377,0.3471,0.4497,0.362,0,0,0,0,0,0,1,290.0,21.0,1068.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.547,598.0,818.0,885.0,794.0,0.3437,0.377,0.3471,0.4497,0.362,0,0,0,0,0,0,1,264.0,21.0,1009.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.567,597.0,817.0,882.0,778.0,0.322,0.369,0.335,0.3993,0.352,0,0,0,0,0,0,1,282.0,359.0,990.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.587,592.0,827.0,883.0,796.0,0.3189,0.369,0.3301,0.3993,0.3496,0,0,0,0,0,0,1,233.0,324.0,1008.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.607,587.0,808.0,894.0,800.0,0.3034,0.3671,0.3301,0.406,0.3486,0,0,0,0,0,0,1,233.0,260.0,1010.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.627,587.0,789.0,884.0,785.0,0.2879,0.3492,0.3325,0.406,0.3409,0,0,0,0,0,0,1,223.0,21.0,1009.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.647,580.0,793.0,865.0,768.0,0.2879,0.3194,0.3325,0.3691,0.326,0,0,0,0,0,0,1,217.0,21.0,1007.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.667,570.0,790.0,858.0,757.0,0.2663,0.3135,0.2864,0.3121,0.2992,0,0,0,0,0,0,1,200.0,21.0,1008.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.688,573.0,782.0,855.0,767.0,0.2446,0.3135,0.2694,0.3087,0.2891,0,0,0,0,0,0,1,209.0,21.0,1009.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.708,567.0,772.0,860.0,762.0,0.2353,0.2976,0.2694,0.2919,0.2807,0,0,0,0,0,0,1,183.0,21.0,1006.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,,stale,0,0,直线退离完成，开始转向,550,-550,1
0.728,561.0,760.0,876.0,759.0,0.226,0.2778,0.2743,0.2919,0.276,0,0,0,0,0,0,1,183.0,21.0,1025.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,,stale,0,0,直线退离完成，开始转向,550,-550,1
0.748,557.0,775.0,882.0,759.0,0.2074,0.2778,0.3131,0.2819,0.2798,0,0,0,0,0,0,1,228.0,27.0,1025.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,,stale,0,0,直线退离完成，开始转向,550,-550,1
0.768,556.0,783.0,875.0,750.0,0.195,0.2837,0.3131,0.2819,0.2828,0,0,0,0,0,0,1,160.0,93.0,1009.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,,stale,0,0,直线退离完成，开始转向,550,-550,1
0.788,556.0,768.0,874.0,744.0,0.192,0.2837,0.3107,0.2517,0.2677,0,0,0,0,0,0,1,151.0,21.0,1007.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,,stale,0,0,直线退离完成，开始转向,550,-550,1
0.808,559.0,758.0,869.0,757.0,0.192,0.2698,0.3083,0.2517,0.2608,0,0,0,0,0,0,1,149.0,21.0,1008.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,,stale,0,0,直线退离完成，开始转向,550,-550,1
0.828,563.0,754.0,864.0,748.0,0.2012,0.25,0.2961,0.245,0.2475,0,0,0,0,0,0,1,147.0,21.0,1040.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,,stale,0,0,直线退离完成，开始转向,550,-550,1
0.848,562.0,750.0,862.0,740.0,0.2105,0.2421,0.284,0.245,0.2435,0,0,0,0,0,0,1,116.0,21.0,1040.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,,stale,0,0,直线退离完成，开始转向,550,-550,1
0.869,561.0,748.0,859.0,734.0,0.2105,0.2341,0.2791,0.2181,0.2261,0,0,0,0,0,0,1,68.0,20.0,1112.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,,stale,0,0,直线退离完成，开始转向,550,-550,1
0.889,547.0,741.0,848.0,730.0,0.2074,0.2302,0.2718,0.198,0.2188,0,0,0,0,0,0,1,9.0,276.0,1042.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,,stale,0,0,直线退离完成，开始转向,550,-550,1
0.909,547.0,741.0,848.0,730.0,0.1641,0.2163,0.2451,0.1846,0.2004,0,0,0,0,0,0,1,9.0,276.0,1042.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,,stale,0,0,直线退离完成，开始转向,550,-550,1
0.929,540.0,754.0,840.0,715.0,0.1641,0.2163,0.2451,0.1846,0.2004,0,0,0,0,0,0,1,6.0,21.0,1041.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,,stale,0,0,直线退离完成，开始转向,550,-550,1
0.949,535.0,742.0,842.0,709.0,0.1424,0.2183,0.2306,0.1342,0.1803,0,0,0,0,0,0,1,-5.0,20.0,1070.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,,stale,0,0,直线退离完成，开始转向,550,-550,1
0.969,534.0,726.0,850.0,711.0,0.1269,0.2183,0.2306,0.1208,0.1726,0,0,0,0,0,0,1,-4.0,21.0,1056.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,,stale,0,0,直线退离完成，开始转向,550,-550,1
0.989,530.0,713.0,845.0,704.0,0.1238,0.1865,0.2379,0.1141,0.1552,0,0,0,0,0,0,1,-4.0,144.0,1057.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,,stale,0,0,直线退离完成，开始转向,550,-550,1
1.009,530.0,711.0,838.0,688.0,0.1115,0.1607,0.2379,0.0973,0.1361,0,0,0,0,0,0,1,-4.0,21.0,1071.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,,stale,0,0,直线退离完成，开始转向,550,-550,1
1.03,533.0,714.0,840.0,682.0,0.1115,0.1607,0.2257,0.0436,0.1361,0,0,0,0,0,0,1,-4.0,21.0,1101.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,,stale,0,0,直线退离完成，开始转向,550,-550,1
1.05,524.0,707.0,842.0,667.0,0.1115,0.1567,0.2257,0.0235,0.1341,0,0,0,0,0,0,1,-4.0,21.0,1104.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,,stale,0,0,直线退离完成，开始转向,550,-550,1
1.07,519.0,711.0,847.0,668.0,0.0929,0.1567,0.2306,-0.0235,0.1248,0,0,0,0,0,0,1,-12.0,140.0,1104.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,,stale,0,0,直线退离完成，开始转向,550,-550,1
1.09,531.0,728.0,857.0,686.0,0.0929,0.1567,0.2427,-0.0235,0.1248,0,0,0,0,0,0,1,-4.0,228.0,1055.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,,stale,0,0,直线退离完成，开始转向,550,-550,1
1.11,535.0,739.0,845.0,710.0,0.1146,0.1905,0.2427,0.0369,0.1525,0,0,0,0,0,0,1,-5.0,310.0,1088.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,,stale,0,0,直线退离完成，开始转向,550,-550,1
1.13,528.0,748.0,814.0,723.0,0.1146,0.2123,0.2379,0.1174,0.1649,0,0,0,0,0,0,1,-6.0,571.0,1392.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,,stale,0,0,直线退离完成，开始转向,550,-550,1
1.15,520.0,756.0,773.0,764.0,0.1053,0.2302,0.1626,0.1611,0.1618,0,0,0,0,0,0,1,-5.0,1165.0,1548.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,,stale,0,0,直线退离完成，开始转向,550,-550,1
1.17,497.0,760.0,717.0,818.0,0.0805,0.246,0.0631,0.2987,0.1633,0,0,0,0,0,0,1,-6.0,1629.0,1564.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,,stale,0,0,直线退离完成，开始转向,550,-550,1
1.19,475.0,785.0,658.0,891.0,0.0093,0.254,-0.0728,0.4799,0.1316,0,0,0,0,0,0,1,-9.0,2470.0,1828.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,,stale,0,0,直线退离完成，开始转向,550,-550,1
1.211,446.0,776.0,598.0,891.0,-0.0588,0.2857,-0.216,0.7248,0.1134,0,0,0,0,0,0,1,-1.0,2199.0,2066.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,,stale,0,0,直线退离完成，开始转向,550,-550,1
1.231,437.0,792.0,571.0,1085.0,-0.1486,0.3036,-0.3617,0.7248,0.0775,0,0,0,0,0,0,1,-11.0,2080.0,2244.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,,stale,0,0,直线退离完成，开始转向,550,-550,1
1.251,427.0,826.0,560.0,1156.0,-0.1765,0.3175,-0.4272,1.3758,0.0705,0,0,0,0,0,0,1,-9.0,2037.0,2258.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,,stale,0,0,直线退离完成，开始转向,550,-550,1
1.271,416.0,808.0,547.0,1046.0,-0.2074,0.3492,-0.4539,1.3758,0.0709,0,0,0,0,0,0,1,4.0,2037.0,2081.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,转中单路深暗，重新退离后再转,-400,-400,1
1.291,416.0,808.0,547.0,1046.0,-0.2415,0.3492,-0.4854,1.245,0.0539,0,0,0,0,0,0,1,4.0,2037.0,2081.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,转中单路深暗，重新退离后再转,-400,-400,1
1.311,419.0,832.0,552.0,921.0,-0.2415,0.3492,-0.4854,1.245,0.0539,0,0,0,0,0,0,1,-10.0,2080.0,2181.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,转中单路深暗，重新退离后再转,-400,-400,1
1.331,418.0,825.0,553.0,730.0,-0.2353,0.3829,-0.4733,0.8255,0.0738,0,0,0,0,0,0,1,-9.0,2140.0,2138.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,转中单路深暗，重新退离后再转,-400,-400,1
1.351,414.0,832.0,549.0,573.0,-0.2353,0.3968,-0.4733,0.1846,-0.0254,0,0,0,0,0,0,1,-9.0,2126.0,2067.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,转中单路深暗，重新退离后再转,-400,-400,1
1.373,409.0,821.0,544.0,473.0,-0.2477,0.3829,-0.4806,-0.3423,-0.295,0,0,0,0,0,0,1,-10.0,2123.0,2210.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,转中单路深暗，重新退离后再转,-400,-400,1
1.393,408.0,810.0,544.0,411.0,-0.2632,0.375,-0.4927,-0.6779,-0.3779,0,0,0,0,0,0,1,-13.0,2124.0,2123.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,转中单路深暗，重新退离后再转,-400,-400,1
1.413,410.0,809.0,545.0,366.0,-0.2632,0.3532,-0.4927,-0.8859,-0.3779,0,0,0,0,0,0,1,-2.0,2300.0,2082.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,转中单路深暗，重新退离后再转,-400,-400,1
1.433,408.0,801.0,543.0,340.0,-0.2663,0.3512,-0.4927,-1.0369,-0.3795,0,0,0,0,0,0,1,-9.0,2184.0,2148.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,转中单路深暗，重新退离后再转,-400,-400,1
1.453,409.0,805.0,546.0,320.0,-0.2632,0.3433,-0.4903,-1.1242,-0.3767,0,0,0,0,0,0,1,-9.0,2198.0,2112.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,转中单路深暗，重新退离后再转,-400,-400,1
1.473,407.0,795.0,544.0,298.0,-0.2663,0.3353,-0.4927,-1.1913,-0.3795,0,0,0,0,0,0,1,-8.0,2182.0,2035.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,转中单路深暗，重新退离后再转,-400,-400,1
1.493,407.0,797.0,546.0,280.0,-0.2693,0.3274,-0.4879,-1.2651,-0.3786,0,0,0,0,0,0,1,-9.0,2184.0,2053.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,转中单路深暗，重新退离后再转,-400,-400,1
1.513,405.0,803.0,544.0,274.0,-0.2693,0.3274,-0.4927,-1.3255,-0.381,0,0,0,0,0,0,1,-9.0,2300.0,2083.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,转中单路深暗，重新退离后再转,-400,-400,1
1.534,397.0,805.0,533.0,269.0,-0.2755,0.3393,-0.4927,-1.3456,-0.3841,0,0,0,0,0,0,1,-9.0,2139.0,2078.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,转中单路深暗，重新退离后再转,-400,-400,1
1.554,392.0,809.0,524.0,257.0,-0.3003,0.3433,-0.5194,-1.3624,-0.4099,0,0,0,0,0,0,1,-10.0,2299.0,2140.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,转中单路深暗，重新退离后再转,-400,-400,1
1.574,387.0,823.0,516.0,260.0,-0.3158,0.3512,-0.5413,-1.3926,-0.4285,0,0,0,0,0,0,1,4.0,2169.0,2169.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1,no_target,0,0,转中单路深暗，重新退离后再转,-400,-400,1
