t,front,rear,left,right,zone_front,zone_rear,zone_left,zone_right,zone_score,ir_front,ir_rear,ir_left_front,ir_left_rear,ir_right_front,ir_right_rear,ir_valid,analog_diff,shovel_left,shovel_right,shovel_valid,shovel_preheat,shovel_active,mode,state,patrol_state,reentry_state,shovel_state,hunt_mode,hunt_state,hunt_target_type,good_offset_x,bad_offset_x,good_confidence,good_acquire_count,good_miss_count,good_locked,near_direction,probe_state,probe_source_direction,probe_turn_direction,enemy_slow,enemy_confirmed,probe_vision_count,probe_vision_verdict,vision_sequence,vision_status,vision_has_good,vision_has_bad,reason,left_cmd,right_cmd,healthy
308.381,1380.0,1711.0,1788.0,1543.0,3.0495,2.2282,2.3641,2.7081,2.5361,0,0,0,0,0,0,1,-4.0,80.0,989.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1867,no_target,0,0,按区域分级巡航,450,450,1
308.402,1183.0,1677.0,1801.0,1642.0,2.743,2.1409,2.5267,2.9128,2.6349,0,0,0,0,0,0,1,-4.0,51.0,990.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1867,no_target,0,0,按区域分级巡航,450,450,1
308.422,1183.0,1677.0,1801.0,1642.0,2.1331,2.0734,2.5583,3.245,2.3457,0,0,0,0,0,0,1,-4.0,51.0,990.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1867,no_target,0,0,按区域分级巡航,450,450,1
308.442,1076.0,1640.0,1810.0,1650.0,2.1331,2.0734,2.5583,3.245,2.3457,0,0,0,0,0,0,1,49.0,28.0,1008.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1867,no_target,0,0,按区域分级巡航,450,450,1
308.463,1134.0,1618.0,1817.0,1642.0,1.9814,2.0,2.5801,3.245,2.29,0,0,0,0,0,0,1,-3.0,471.0,1025.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1868,no_target,0,0,按区域分级巡航,450,450,1
308.483,1260.0,1632.0,1789.0,1668.0,1.9814,1.9841,2.5801,3.2718,2.2821,0,0,0,0,0,0,1,-5.0,80.0,1006.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1868,no_target,0,0,按区域分级巡航,450,450,1
308.503,1333.0,1706.0,1645.0,1624.0,2.3715,1.9841,2.5291,3.245,2.4503,0,0,0,0,0,0,1,-5.0,96.0,1025.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1868,no_target,0,0,按区域分级巡航,450,450,1
308.524,1366.0,1866.0,1503.0,1467.0,2.5975,2.131,2.1796,3.1846,2.3886,0,0,0,0,0,0,1,-6.0,79.0,1025.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1868,no_target,0,0,按区域分级巡航,450,450,1
308.544,1381.0,1948.0,1479.0,1392.0,2.6997,2.4484,1.835,2.6577,2.5531,0,0,0,0,0,0,1,-4.0,80.0,1037.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1868,no_target,0,0,按区域分级巡航,450,450,1
308.564,1385.0,1950.0,1428.0,1563.0,2.7461,2.6111,1.7767,2.6577,2.6344,0,0,0,0,0,0,1,-4.0,26.0,1038.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1868,no_target,0,0,按区域分级巡航,450,450,1
308.584,1385.0,1950.0,1497.0,1597.0,2.7585,2.6151,1.7767,2.9799,2.6868,0,0,0,0,0,0,1,-5.0,80.0,1025.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1868,no_target,0,0,按区域分级巡航,450,450,1
308.605,1367.0,1951.0,1585.0,1584.0,2.7585,2.6151,1.8204,3.0503,2.6868,0,0,0,0,0,0,1,-4.0,30.0,1009.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1868,no_target,0,0,按区域分级巡航,450,450,1
308.625,1245.0,1868.0,1704.0,1546.0,2.7028,2.6151,2.034,3.0503,2.6589,0,0,0,0,0,0,1,-5.0,51.0,1027.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1869,no_target,0,0,按区域分级巡航,450,450,1
308.645,1091.0,1668.0,1785.0,1437.0,2.3251,2.4524,2.3228,2.9228,2.3887,0,0,0,0,0,0,1,-4.0,379.0,1010.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1869,no_target,0,0,按区域分级巡航,450,450,1
308.666,1009.0,1472.0,1807.0,1289.0,1.8483,2.0556,2.5194,2.557,2.2875,0,0,0,0,0,0,1,-5.0,410.0,977.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1869,no_target,0,0,按区域分级巡航,450,450,1
308.686,980.0,1448.0,1803.0,1237.0,1.5944,1.6667,2.5631,2.0604,1.8635,0,0,0,0,0,0,1,-4.0,78.0,1044.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1869,no_target,0,0,按区域分级巡航,450,450,1
308.706,968.0,1642.0,1801.0,1252.0,1.5046,1.6667,2.5631,1.9362,1.8015,0,0,0,0,0,0,1,-3.0,443.0,974.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1869,no_target,0,0,按区域分级巡航,450,450,1
308.727,965.0,1833.0,1737.0,1316.0,1.4675,2.004,2.5583,1.9362,1.9701,0,0,0,0,0,0,1,-4.0,64.0,959.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1869,no_target,0,0,按区域分级巡航,450,450,1
308.747,952.0,1872.0,1508.0,1321.0,1.4582,2.3829,2.4029,2.151,2.267,0,0,0,0,0,0,1,1.0,51.0,928.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1869,no_target,0,0,按区域分级巡航,450,450,1
308.767,969.0,1909.0,1484.0,1338.0,1.4582,2.4603,1.8471,2.1678,2.0074,0,0,0,0,0,0,1,-4.0,96.0,908.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1870,no_target,0,0,按区域分级巡航,450,450,1
308.788,968.0,1899.0,1698.0,1340.0,1.4675,2.5139,1.8471,2.2248,2.036,0,0,0,0,0,0,1,168.0,26.0,925.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1870,no_target,0,0,按区域分级巡航,450,450,1
308.808,972.0,1892.0,1786.0,1363.0,1.4706,2.5139,2.3083,2.2315,2.2699,0,0,0,0,0,0,1,-10.0,130.0,896.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1870,no_target,0,0,按区域分级巡航,450,450,1
308.829,957.0,1851.0,1795.0,1374.0,1.4675,2.5,2.5218,2.3087,2.4044,0,0,0,0,0,0,1,-4.0,497.0,961.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1870,no_target,0,0,按区域分级巡航,450,450,1
308.849,915.0,1686.0,1801.0,1396.0,1.4334,2.4187,2.5437,2.3456,2.3821,0,0,0,0,0,0,1,-5.0,145.0,957.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1870,no_target,0,0,按区域分级巡航,450,450,1
308.869,877.0,1419.0,1785.0,1357.0,1.3034,2.0913,2.5437,2.3456,2.2185,0,0,0,0,0,0,1,-4.0,61.0,943.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1870,no_target,0,0,按区域分级巡航,450,450,1
308.889,860.0,1306.0,1669.0,1208.0,1.1858,1.5615,2.5194,2.2886,1.925,0,0,0,0,0,0,1,-4.0,23.0,959.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1870,no_target,0,0,按区域分级巡航,450,450,1
308.91,845.0,1277.0,1420.0,1041.0,1.1331,1.3373,2.2379,1.7886,1.5629,0,0,0,0,0,0,1,-4.0,23.0,943.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1871,no_target,0,0,按区域分级巡航,450,450,1
308.93,834.0,1250.0,1234.0,1017.0,1.0867,1.2798,1.6335,1.2282,1.254,0,0,0,0,0,0,1,15.0,142.0,973.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1871,no_target,0,0,按区域分级巡航,450,450,1
308.95,859.0,1243.0,1208.0,1009.0,1.0867,1.2262,1.182,1.1477,1.1648,0,0,0,0,0,0,1,-4.0,22.0,958.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1871,no_target,0,0,按区域分级巡航,450,450,1
308.97,964.0,1246.0,1200.0,1009.0,1.13,1.2183,1.1189,1.1208,1.1254,0,0,0,0,0,0,1,9.0,62.0,975.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1871,no_target,0,0,按区域分级巡航,450,450,1
308.991,1094.0,1240.0,1195.0,1009.0,1.4551,1.2123,1.0995,1.1208,1.1666,0,0,0,0,0,0,1,114.0,111.0,1026.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1871,no_target,0,0,按区域分级巡航,450,450,1
309.011,1160.0,1244.0,1196.0,1010.0,1.8576,1.2143,1.0898,1.1208,1.1675,0,0,0,0,0,0,1,-4.0,77.0,956.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1871,no_target,0,0,按区域分级巡航,450,450,1
309.032,1180.0,1261.0,1211.0,1032.0,2.0619,1.2143,1.0898,1.1242,1.1692,0,0,0,0,0,0,1,-4.0,604.0,945.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1871,no_target,0,0,按区域分级巡航,450,450,1
309.052,1189.0,1264.0,1220.0,1072.0,2.1238,1.248,1.1262,1.198,1.223,0,0,0,0,0,0,1,-4.0,49.0,943.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1872,no_target,0,0,按区域分级巡航,450,450,1
309.072,1189.0,1264.0,1220.0,1072.0,2.1517,1.254,1.1481,1.3322,1.2931,0,0,0,0,0,0,1,-4.0,49.0,943.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1872,no_target,0,0,按区域分级巡航,450,450,1
309.092,1180.0,1197.0,1256.0,1207.0,2.1517,1.254,1.1481,1.3322,1.2931,0,0,0,0,0,0,1,16.0,39.0,924.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1872,no_target,0,0,按区域分级巡航,450,450,1
309.113,1175.0,1142.0,1442.0,1390.0,2.1238,1.121,1.2354,1.7852,1.5103,0,0,0,0,0,0,1,-4.0,22.0,944.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1872,no_target,0,0,按区域分级巡航,450,450,1
309.133,1165.0,1132.0,1559.0,1433.0,2.1084,1.0119,1.6869,2.3993,1.8976,0,0,0,0,0,0,1,-4.0,77.0,911.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1872,no_target,0,0,按区域分级巡航,450,450,1
309.153,1152.0,1143.0,1566.0,1442.0,2.0774,1.0119,1.9709,2.5436,2.0241,0,0,0,0,0,0,1,36.0,32.0,975.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1872,no_target,0,0,按区域分级巡航,450,450,1
309.173,1140.0,1133.0,1570.0,1421.0,2.0372,0.994,1.9879,2.5436,2.0125,0,0,0,0,0,0,1,1.0,25.0,958.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1872,no_target,0,0,按区域分级巡航,450,450,1
309.194,1120.0,1252.0,1573.0,1390.0,2.0,1.0139,1.9976,2.5034,1.9988,0,0,0,0,0,0,1,-4.0,492.0,928.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1872,no_target,0,0,按区域分级巡航,450,450,1
309.214,1120.0,1252.0,1573.0,1390.0,1.9381,1.2302,2.0049,2.3993,1.9715,0,0,0,0,0,0,1,-4.0,492.0,928.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1872,no_target,0,0,按区域分级巡航,450,450,1
309.234,1101.0,1569.0,1560.0,1385.0,1.9381,1.2302,2.0049,2.3993,1.9715,0,0,0,0,0,0,1,-3.0,112.0,925.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1872,no_target,0,0,按区域分级巡航,450,450,1
309.254,1082.0,1627.0,1545.0,1357.0,1.8793,1.8591,1.9733,2.3826,1.9263,0,0,0,0,0,0,1,-10.0,28.0,957.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1872,no_target,0,0,按区域分级巡航,450,450,1
309.275,1082.0,1627.0,1545.0,1357.0,1.8204,1.9742,1.9369,2.2886,1.9555,0,0,0,0,0,0,1,-10.0,28.0,957.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1872,no_target,0,0,按区域分级巡航,450,450,1
309.295,1064.0,1626.0,1536.0,1343.0,1.8204,1.9742,1.9369,2.2886,1.9555,0,0,0,0,0,0,1,-4.0,91.0,928.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1872,no_target,0,0,按区域分级巡航,450,450,1
309.315,1060.0,1617.0,1500.0,1328.0,1.7647,1.9722,1.915,2.2416,1.9436,0,0,0,0,0,0,1,-3.0,51.0,957.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1872,no_target,0,0,按区域分级巡航,450,450,1
309.335,1044.0,1603.0,1484.0,1321.0,1.7523,1.9544,1.8277,2.1913,1.891,0,0,0,0,0,0,1,-4.0,456.0,944.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1872,no_target,0,0,按区域分级巡航,450,450,1
309.356,1043.0,1598.0,1498.0,1315.0,1.7028,1.9266,1.8228,2.1678,1.8747,0,0,0,0,0,0,1,-3.0,442.0,945.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1872,no_target,0,0,按区域分级巡航,450,450,1
309.376,1031.0,1581.0,1483.0,1316.0,1.6997,1.9167,1.7888,2.151,1.8528,0,0,0,0,0,0,1,-6.0,458.0,928.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1872,no_target,0,0,按区域分级巡航,450,450,1
309.397,1019.0,1568.0,1473.0,1301.0,1.6625,1.8829,1.7864,2.1477,1.8347,0,0,0,1,0,0,1,-4.0,79.0,1000.0,1,0,0,proximity_probe,PROBE_TURN,CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,PROBE_TURN,left_rear,left,0,0,0,idle,1872,no_target,0,0,left_rear 发现近物候选，原地转向,0,0,1
309.417,1014.0,1568.0,1460.0,1312.0,1.6254,1.8571,1.7621,2.1376,1.8096,0,0,0,1,0,0,1,-4.0,24.0,943.0,1,0,0,proximity_probe,PROBE_TURN,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_TURN,left_rear,left,0,0,0,idle,1872,no_target,0,0,left_rear 发现近物候选，原地转向,-550,550,1
309.437,1017.0,1563.0,1466.0,1297.0,1.6192,1.8571,1.7451,2.1007,1.8011,0,0,0,1,0,0,1,-3.0,441.0,928.0,1,0,0,proximity_probe,PROBE_TURN,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_TURN,left_rear,left,0,0,0,idle,1872,no_target,0,0,left_rear 发现近物候选，原地转向,-550,550,1
309.458,1000.0,1549.0,1451.0,1295.0,1.6099,1.8472,1.7306,2.0872,1.7889,0,0,0,1,0,0,1,-5.0,899.0,1020.0,1,0,0,proximity_probe,PROBE_TURN,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_TURN,left_rear,left,0,0,0,idle,1872,no_target,0,0,left_rear 发现近物候选，原地转向,-550,550,1
309.478,984.0,1536.0,1433.0,1285.0,1.5666,1.8194,1.7087,2.0805,1.7641,0,0,0,1,0,0,1,15.0,50.0,959.0,1,0,0,proximity_probe,PROBE_TURN,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_TURN,left_rear,left,0,0,0,idle,1872,no_target,0,0,left_rear 发现近物候选，原地转向,-550,550,1
309.503,979.0,1520.0,1428.0,1251.0,1.517,1.7937,1.665,2.047,1.7293,0,0,0,1,0,0,1,-4.0,210.0,960.0,1,0,0,proximity_probe,PROBE_TURN,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_TURN,left_rear,left,0,0,0,idle,,stale,0,0,left_rear 发现近物候选，原地转向,-550,550,1
309.564,944.0,1482.0,1398.0,1202.0,1.5015,1.7619,1.6529,1.9329,1.7074,0,0,0,1,0,0,1,-4.0,835.0,930.0,1,0,0,proximity_probe,PROBE_TURN,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_TURN,left_rear,left,0,0,0,idle,,stale,0,0,left_rear 发现近物候选，原地转向,-550,550,1
309.584,944.0,1472.0,1390.0,1204.0,1.3932,1.6865,1.5801,1.7752,1.6333,0,0,0,1,0,0,1,81.0,424.0,987.0,1,0,0,proximity_probe,PROBE_TURN,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_TURN,left_rear,left,0,0,0,idle,,stale,0,0,left_rear 发现近物候选，原地转向,-550,550,1
309.605,924.0,1437.0,1372.0,1187.0,1.3932,1.6667,1.5607,1.7685,1.6137,0,0,0,1,0,0,1,1.0,49.0,1033.0,1,0,0,proximity_probe,PROBE_TURN,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_TURN,left_rear,left,0,0,0,idle,,stale,0,0,left_rear 发现近物候选，原地转向,-550,550,1
309.642,922.0,1427.0,1378.0,1187.0,1.3313,1.5972,1.5316,1.7181,1.5644,0,0,0,1,0,0,1,14.0,23.0,958.0,1,0,0,proximity_probe,PROBE_TURN,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_TURN,left_rear,left,0,0,0,idle,,stale,0,0,left_rear 发现近物候选，原地转向,-550,550,1
309.662,911.0,1440.0,1385.0,1184.0,1.3251,1.5972,1.5316,1.7181,1.5644,0,0,0,1,0,0,1,53.0,24.0,958.0,1,0,0,proximity_probe,PROBE_TURN,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_TURN,left_rear,left,0,0,0,idle,,stale,0,0,left_rear 发现近物候选，原地转向,-550,550,1
309.682,892.0,1416.0,1376.0,1165.0,1.291,1.5774,1.5316,1.7081,1.5545,0,0,0,1,0,0,1,-5.0,23.0,996.0,1,0,0,proximity_probe,PROBE_TURN,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_TURN,left_rear,left,0,0,0,idle,1873,no_target,0,0,left_rear 发现近物候选，原地转向,-550,550,1
309.703,885.0,1403.0,1381.0,1156.0,1.2322,1.5556,1.5388,1.6443,1.5472,0,0,0,1,0,0,1,-44.0,62.0,943.0,1,0,0,proximity_probe,PROBE_TURN,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_TURN,left_rear,left,0,0,0,idle,1873,no_target,0,0,left_rear 发现近物候选，原地转向,-550,550,1
309.723,879.0,1404.0,1377.0,1149.0,1.2105,1.5317,1.5291,1.6141,1.5304,0,0,0,1,0,0,1,-4.0,23.0,972.0,1,0,0,proximity_probe,PROBE_TURN,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_TURN,left_rear,left,0,0,0,idle,1873,no_target,0,0,left_rear 发现近物候选，原地转向,-550,550,1
309.743,873.0,1400.0,1367.0,1152.0,1.192,1.5298,1.5291,1.6007,1.5294,0,0,0,1,0,0,1,2.0,77.0,973.0,1,0,0,proximity_probe,PROBE_TURN,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_TURN,left_rear,left,0,0,0,idle,1873,no_target,0,0,left_rear 发现近物候选，原地转向,-550,550,1
309.763,858.0,1388.0,1361.0,1145.0,1.1734,1.5238,1.5049,1.5906,1.5143,0,0,0,1,0,0,1,-11.0,194.0,1009.0,1,0,0,proximity_probe,PROBE_TURN,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_TURN,left_rear,left,0,0,0,idle,1873,no_target,0,0,left_rear 发现近物候选，原地转向,-550,550,1
309.783,848.0,1387.0,1360.0,1135.0,1.1269,1.5,1.4903,1.5772,1.4951,0,0,0,1,0,0,1,-5.0,736.0,993.0,1,0,0,proximity_probe,PROBE_TURN,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_TURN,left_rear,left,0,0,0,idle,1873,no_target,0,0,left_rear 发现近物候选，原地转向,-550,550,1
309.803,839.0,1378.0,1352.0,1138.0,1.096,1.498,1.4879,1.5537,1.4929,0,0,0,0,0,0,1,-5.0,23.0,973.0,1,0,0,proximity_probe,PROBE_TURN,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_TURN,left_rear,left,0,0,0,idle,1873,no_target,0,0,left_rear 发现近物候选，原地转向,-550,550,1
309.823,834.0,1365.0,1350.0,1109.0,1.0681,1.4802,1.4684,1.5436,1.4743,0,0,0,0,0,0,1,-6.0,40.0,987.0,1,0,0,proximity_probe,PROBE_TURN,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_TURN,left_rear,left,0,0,0,idle,1874,no_target,0,0,left_rear 发现近物候选，原地转向,-550,550,1
309.843,853.0,1354.0,1345.0,1039.0,1.0681,1.4544,1.4636,1.4564,1.4554,0,0,0,0,0,0,1,134.0,33.0,991.0,1,0,0,proximity_probe,PROBE_TURN,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_TURN,left_rear,left,0,0,0,idle,1874,no_target,0,0,left_rear 发现近物候选，原地转向,-550,550,1
309.864,881.0,1350.0,1351.0,1102.0,1.1115,1.4325,1.4636,1.4329,1.4327,0,0,0,0,0,0,1,-5.0,23.0,991.0,1,0,0,proximity_probe,PROBE_TURN,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_TURN,left_rear,left,0,0,0,idle,1874,no_target,0,0,left_rear 发现近物候选，原地转向,-550,550,1
309.884,882.0,1326.0,1341.0,1095.0,1.1981,1.4246,1.4515,1.4094,1.417,0,0,0,0,0,0,1,14.0,420.0,992.0,1,0,0,proximity_probe,PROBE_TURN,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_TURN,left_rear,left,0,0,0,idle,1874,no_target,0,0,left_rear 发现近物候选，原地转向,-550,550,1
309.904,878.0,1326.0,1346.0,1090.0,1.1981,1.377,1.4539,1.4094,1.3932,0,0,0,0,0,0,1,253.0,23.0,1071.0,1,0,0,proximity_probe,PROBE_TURN,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_TURN,left_rear,left,0,0,0,idle,1874,no_target,0,0,left_rear 发现近物候选，原地转向,-550,550,1
309.924,870.0,1323.0,1344.0,1076.0,1.1889,1.377,1.449,1.3926,1.3848,0,0,0,0,0,0,1,15.0,26.0,959.0,1,0,0,proximity_probe,PROBE_TURN,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_TURN,left_rear,left,0,0,0,idle,1874,no_target,0,0,left_rear 发现近物候选，原地转向,-550,550,1
309.944,869.0,1303.0,1338.0,1065.0,1.1641,1.371,1.449,1.3456,1.3583,0,0,0,0,0,0,1,119.0,23.0,940.0,1,0,0,proximity_probe,PROBE_TURN,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_TURN,left_rear,left,0,0,0,idle,1874,no_target,0,0,left_rear 发现近物候选，原地转向,-550,550,1
309.965,869.0,1303.0,1338.0,1065.0,1.161,1.3313,1.4345,1.3087,1.32,0,0,0,0,0,0,1,119.0,23.0,940.0,1,0,0,proximity_probe,PROBE_TURN,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_TURN,left_rear,left,0,0,0,idle,1875,no_target,0,0,left_rear 发现近物候选，原地转向,-550,550,1
309.985,877.0,1288.0,1340.0,1061.0,1.161,1.3313,1.4345,1.3087,1.32,0,0,1,0,0,0,1,28.0,23.0,925.0,1,0,0,proximity_probe,PROBE_TURN,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_TURN,left_rear,left,0,0,0,idle,1875,no_target,0,0,left_rear 发现近物候选，原地转向,-550,550,1
310.005,881.0,1306.0,1348.0,1071.0,1.1858,1.3313,1.4393,1.3087,1.32,0,0,1,0,0,0,1,37.0,23.0,912.0,1,0,0,proximity_probe,PROBE_TURN,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_TURN,left_rear,left,0,0,0,idle,1875,no_target,0,0,left_rear 发现近物候选，原地转向,-550,550,1
310.025,868.0,1290.0,1337.0,1070.0,1.1858,1.3056,1.4393,1.3255,1.3155,0,0,1,0,0,0,1,-4.0,79.0,928.0,1,0,0,proximity_probe,PROBE_TURN,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_TURN,left_rear,left,0,0,0,idle,1875,no_target,0,0,left_rear 发现近物候选，原地转向,-550,550,1
