t,sequence,vision_timestamp_ms,received_age_ms,valid,reason,frame_width,frame_height,action,target_type,confidence,center_x,center_y,offset_x,offset_y,distance_cm,dt,error_x_normalized,filtered_error,turn_command,state,left_cmd,right_cmd,motor_enabled
7.201991,26,1786521036057,19.713,1,ok,640,480,push,good,0.91201,343,358,0.071875,0.491667,,0.226347,0.000225,0.000226,0,ALIGNED,0,0,1
7.407602,27,1786521036267,15.797,1,ok,640,480,push,good,0.91131,344,358,0.075,0.491667,,0.205611,0.000234,0.00023,0,ALIGNED,0,0,1
7.613261,28,1786521036476,12.83,1,ok,640,480,push,good,0.90426,343,358,0.071875,0.491667,,0.20566,0.000225,0.000227,0,ALIGNED,0,0,1
7.816408,29,1786521036681,10.632,1,ok,640,480,push,good,0.916481,343,358,0.071875,0.491667,,0.203146,0.000225,0.000226,0,ALIGNED,0,0,1
8.020077,30,1786521036888,7.433,1,ok,640,480,push,good,0.906946,343,358,0.071875,0.491667,,0.20367,0.000225,0.000225,0,ALIGNED,0,0,1
8.221908,31,1786521037094,3.048,1,ok,640,480,push,good,0.901865,344,358,0.075,0.491667,,0.20183,0.000234,0.000229,0,ALIGNED,0,0,1
8.443884,32,1786521037299,19.907,1,ok,640,480,push,good,0.90783,343,358,0.071875,0.491667,,0.221976,0.000225,0.000227,0,ALIGNED,0,0,1
8.645629,33,1786521037506,15.298,1,ok,640,480,push,good,0.907465,343,358,0.071875,0.491667,,0.201745,0.000225,0.000226,0,ALIGNED,0,0,1
8.847632,34,1786521037705,17.268,1,ok,640,480,push,good,0.912212,343,358,0.071875,0.491667,,0.202003,0.000225,0.000225,0,ALIGNED,0,0,1
9.029983,35,1786521037901,3.799,1,ok,640,480,push,good,0.895017,344,358,0.075,0.491667,,0.182351,0.000234,0.000229,0,ALIGNED,0,0,1
9.231772,36,1786521038105,1.886,1,ok,640,480,push,good,0.907132,344,358,0.075,0.491667,,0.201789,0.000234,0.000232,0,ALIGNED,0,0,1
9.453903,37,1786521038311,18.488,1,ok,640,480,push,good,0.904526,343,358,0.071875,0.491667,,0.222131,0.000225,0.000228,0,ALIGNED,0,0,1
9.657011,38,1786521038527,5.264,1,ok,640,480,push,good,0.896452,344,358,0.075,0.491667,,0.203108,0.000234,0.000231,0,ALIGNED,0,0,1
9.898596,39,1786521038763,10.73,1,ok,640,480,push,good,0.898364,343,358,0.071875,0.491667,,0.241585,0.000225,0.000228,0,ALIGNED,0,0,1
10.120579,40,1786521038977,18.547,1,ok,640,480,push,good,0.908638,343,358,0.071875,0.491667,,0.221983,0.000225,0.000227,0,ALIGNED,0,0,1
10.565257,,,,0,no_data_or_stale,,,search,,,,,,,,0.444678,,,0,VISION_STOP,0,0,1
10.807178,41,1786521039679,3.589,1,ok,640,480,push,good,0.908971,343,358,0.071875,0.491667,,0.241921,0.000225,0.000225,0,ALIGNED,0,0,1
11.029691,42,1786521039900,4.925,1,ok,640,480,push,good,0.906599,343,358,0.071875,0.491667,,0.222513,0.000225,0.000225,0,ALIGNED,0,0,1
11.271476,43,1786521040131,15.976,1,ok,640,480,push,good,0.899862,343,358,0.071875,0.491667,,0.241785,0.000225,0.000225,0,ALIGNED,0,0,1
11.47403,44,1786521040346,3.583,1,ok,640,480,push,good,0.909312,343,358,0.071875,0.491667,,0.202554,0.000225,0.000225,0,ALIGNED,0,0,1
11.695745,45,1786521040571,0.302,1,ok,640,480,push,good,0.912763,343,358,0.071875,0.491667,,0.221715,0.000225,0.000225,0,ALIGNED,0,0,1
11.957359,46,1786521040819,13.772,1,ok,640,480,push,good,0.913242,343,358,0.071875,0.491667,,0.261614,0.000225,0.000225,0,ALIGNED,0,0,1
12.158705,47,1786521041029,4.496,1,ok,640,480,push,good,0.899539,344,358,0.075,0.491667,,0.201346,0.000234,0.000229,0,ALIGNED,0,0,1
12.38104,48,1786521041242,14.182,1,ok,640,480,push,good,0.910531,343,358,0.071875,0.491667,,0.222335,0.000225,0.000227,0,ALIGNED,0,0,1
12.582705,49,1786521041458,0.058,1,ok,640,480,push,good,0.901504,343,358,0.071875,0.491667,,0.201665,0.000225,0.000226,0,ALIGNED,0,0,1
12.805285,50,1786521041675,5.476,1,ok,640,480,push,good,0.904773,343,358,0.071875,0.491667,,0.22258,0.000225,0.000225,0,ALIGNED,0,0,1
13.02899,51,1786521041892,12.344,1,ok,640,480,push,good,0.908042,343,358,0.071875,0.491667,,0.223705,0.000225,0.000225,0,ALIGNED,0,0,1
13.250812,52,1786521042106,19.7,1,ok,640,480,push,good,0.911766,343,358,0.071875,0.491667,,0.221821,0.000225,0.000225,0,ALIGNED,0,0,1
13.472916,53,1786521042333,14.975,1,ok,640,480,push,good,0.905754,343,358,0.071875,0.491667,,0.222105,0.000225,0.000225,0,ALIGNED,0,0,1
13.674903,54,1786521042539,11.503,1,ok,640,480,push,good,0.90659,343,358,0.071875,0.491667,,0.201987,0.000225,0.000225,0,ALIGNED,0,0,1
13.876553,55,1786521042743,8.485,1,ok,640,480,push,good,0.906857,343,358,0.071875,0.491667,,0.20165,0.000225,0.000225,0,ALIGNED,0,0,1
14.122961,56,1786521042995,3.677,1,ok,640,480,push,good,0.91192,343,358,0.071875,0.491667,,0.246408,0.000225,0.000225,0,ALIGNED,0,0,1
14.390826,57,1786521043262,3.88,1,ok,640,480,push,good,0.904164,344,358,0.075,0.491667,,0.267865,0.000234,0.000229,0,ALIGNED,0,0,1
14.617915,58,1786521043474,19.282,1,ok,640,480,push,good,0.905945,343,358,0.071875,0.491667,,0.227089,0.000225,0.000227,0,ALIGNED,0,0,1
14.823393,59,1786521043686,12.885,1,ok,640,480,push,good,0.911327,343,358,0.071875,0.491667,,0.205479,0.000225,0.000226,0,ALIGNED,0,0,1
15.028053,60,1786521043894,9.039,1,ok,640,480,push,good,0.906117,343,358,0.071875,0.491667,,0.204659,0.000225,0.000225,0,ALIGNED,0,0,1
15.476315,,,,0,no_data_or_stale,,,search,,,,,,,,0.448263,,,0,VISION_STOP,0,0,1
15.619443,61,1786521044481,13.891,1,ok,640,480,push,good,0.908511,343,358,0.071875,0.491667,,0.143127,0.000225,0.000225,0,ALIGNED,0,0,1
15.861987,62,1786521044728,8.696,1,ok,640,480,push,good,0.907933,343,358,0.071875,0.491667,,0.242544,0.000225,0.000225,0,ALIGNED,0,0,1
16.068808,63,1786521044940,3.688,1,ok,640,480,push,good,0.901373,343,358,0.071875,0.491667,,0.206821,0.000225,0.000225,0,ALIGNED,0,0,1
16.312601,64,1786521045170,18.378,1,ok,640,480,push,good,0.910052,343,358,0.071875,0.491667,,0.243793,0.000225,0.000225,0,ALIGNED,0,0,1
16.536153,65,1786521045393,18.822,1,ok,640,480,push,good,0.910425,343,358,0.071875,0.491667,,0.223552,0.000225,0.000225,0,ALIGNED,0,0,1
16.739478,66,1786521045602,12.527,1,ok,640,480,push,good,0.909363,343,358,0.071875,0.491667,,0.203325,0.000225,0.000225,0,ALIGNED,0,0,1
16.941156,67,1786521045805,11.097,1,ok,640,480,push,good,0.911217,344,358,0.075,0.491667,,0.201678,0.000234,0.000229,0,ALIGNED,0,0,1
17.142808,68,1786521046014,4.493,1,ok,640,480,push,good,0.914673,343,358,0.071875,0.491667,,0.201652,0.000225,0.000227,0,ALIGNED,0,0,1
17.36946,69,1786521046230,15.195,1,ok,640,480,push,good,0.906198,344,358,0.075,0.491667,,0.226651,0.000234,0.00023,0,ALIGNED,0,0,1
17.57207,70,1786521046438,9.615,1,ok,640,480,push,good,0.912267,343,358,0.071875,0.491667,,0.202611,0.000225,0.000228,0,ALIGNED,0,0,1
17.784031,71,1786521046647,12.351,1,ok,640,480,push,good,0.904595,343,358,0.071875,0.491667,,0.211961,0.000225,0.000226,0,ALIGNED,0,0,1
17.965587,72,1786521046839,1.684,1,ok,640,480,push,good,0.902268,344,358,0.075,0.491667,,0.181556,0.000234,0.00023,0,ALIGNED,0,0,1
18.167596,73,1786521047030,12.832,1,ok,640,480,push,good,0.906592,343,358,0.071875,0.491667,,0.202009,0.000225,0.000228,0,ALIGNED,0,0,1
18.351477,74,1786521047222,4.62,1,ok,640,480,push,good,0.895648,344,358,0.075,0.491667,,0.183881,0.000234,0.000231,0,ALIGNED,0,0,1
18.539513,75,1786521047413,1.777,1,ok,640,480,push,good,0.904597,344,358,0.075,0.491667,,0.188036,0.000234,0.000232,0,ALIGNED,0,0,1
18.741394,76,1786521047608,8.579,1,ok,640,480,push,good,0.901817,344,358,0.075,0.491667,,0.201881,0.000234,0.000233,0,ALIGNED,0,0,1
18.943132,77,1786521047803,15.695,1,ok,640,480,push,good,0.905313,343,358,0.071875,0.491667,,0.201738,0.000225,0.000229,0,ALIGNED,0,0,1
19.1248,78,1786521047998,1.603,1,ok,640,480,push,good,0.905921,343,358,0.071875,0.491667,,0.181668,0.000225,0.000227,0,ALIGNED,0,0,1
19.326778,79,1786521048192,10.093,1,ok,640,480,push,good,0.904435,343,358,0.071875,0.491667,,0.201979,0.000225,0.000226,0,ALIGNED,0,0,1
19.528478,80,1786521048396,7.842,1,ok,640,480,push,good,0.905253,344,358,0.075,0.491667,,0.2017,0.000234,0.00023,0,ALIGNED,0,0,1
19.731602,81,1786521048590,16.778,1,ok,640,480,push,good,0.905039,344,358,0.075,0.491667,,0.203123,0.000234,0.000232,0,ALIGNED,0,0,1
19.912811,82,1786521048786,2.044,1,ok,640,480,push,good,0.906257,343,358,0.071875,0.491667,,0.18121,0.000225,0.000229,0,ALIGNED,0,0,1
20.114586,83,1786521048984,5.22,1,ok,640,480,push,good,0.90402,344,358,0.075,0.491667,,0.201775,0.000234,0.000231,0,ALIGNED,0,0,1
20.577527,,,,0,no_data_or_stale,,,search,,,,,,,,0.46294,,,0,VISION_STOP,0,0,1
20.738611,84,1786521049596,17.756,1,ok,640,480,push,good,0.906073,343,358,0.071875,0.491667,,0.161084,0.000225,0.000225,0,ALIGNED,0,0,1
20.940723,85,1786521049815,1.113,1,ok,640,480,push,good,0.902861,343,358,0.071875,0.491667,,0.202112,0.000225,0.000225,0,ALIGNED,0,0,1
21.162773,86,1786521050020,17.518,1,ok,640,480,push,good,0.90384,344,358,0.075,0.491667,,0.222051,0.000234,0.000229,0,ALIGNED,0,0,1
21.364609,87,1786521050222,18.311,1,ok,640,480,push,good,0.908668,343,358,0.071875,0.491667,,0.201835,0.000225,0.000227,0,ALIGNED,0,0,1
21.566529,88,1786521050423,18.771,1,ok,640,480,push,good,0.903562,343,358,0.071875,0.491667,,0.20192,0.000225,0.000226,0,ALIGNED,0,0,1
21.747912,89,1786521050621,2.211,1,ok,640,480,push,good,0.905508,343,358,0.071875,0.491667,,0.181383,0.000225,0.000225,0,ALIGNED,0,0,1
21.949615,90,1786521050816,8.351,1,ok,640,480,push,good,0.914219,343,358,0.071875,0.491667,,0.201703,0.000225,0.000225,0,ALIGNED,0,0,1
22.15091,91,1786521051016,10.064,1,ok,640,480,push,good,0.901782,344,358,0.075,0.491667,,0.201295,0.000234,0.000229,0,ALIGNED,0,0,1
22.352396,92,1786521051213,14.797,1,ok,640,480,push,good,0.91226,344,358,0.075,0.491667,,0.201486,0.000234,0.000232,0,ALIGNED,0,0,1
22.554157,93,1786521051427,2.057,1,ok,640,480,push,good,0.899096,343,358,0.071875,0.491667,,0.201761,0.000225,0.000228,0,ALIGNED,0,0,1
22.758615,94,1786521051621,13.087,1,ok,640,480,push,good,0.905763,343,358,0.071875,0.491667,,0.204458,0.000225,0.000227,0,ALIGNED,0,0,1
22.960187,95,1786521051821,14.287,1,ok,640,480,push,good,0.903022,343,358,0.071875,0.491667,,0.201572,0.000225,0.000226,0,ALIGNED,0,0,1
23.162034,96,1786521052024,12.908,1,ok,640,480,push,good,0.907018,343,358,0.071875,0.491667,,0.201847,0.000225,0.000225,0,ALIGNED,0,0,1
23.363416,97,1786521052222,17.019,1,ok,640,480,push,good,0.910208,343,358,0.071875,0.491667,,0.201382,0.000225,0.000225,0,ALIGNED,0,0,1
23.544789,98,1786521052418,2.227,1,ok,640,480,push,good,0.903087,343,358,0.071875,0.491667,,0.181373,0.000225,0.000225,0,ALIGNED,0,0,1
23.746557,99,1786521052620,1.931,1,ok,640,480,push,good,0.908936,343,358,0.071875,0.491667,,0.201768,0.000225,0.000225,0,ALIGNED,0,0,1
23.950485,100,1786521052819,6.325,1,ok,640,480,push,good,0.902009,343,358,0.071875,0.491667,,0.203928,0.000225,0.000225,0,ALIGNED,0,0,1
24.161574,101,1786521053023,14.21,1,ok,640,480,push,good,0.901318,344,358,0.075,0.491667,,0.211089,0.000234,0.000229,0,ALIGNED,0,0,1
24.363693,102,1786521053229,10.247,1,ok,640,480,push,good,0.901598,344,358,0.075,0.491667,,0.202119,0.000234,0.000231,0,ALIGNED,0,0,1
24.565567,103,1786521053426,14.819,1,ok,640,480,push,good,0.906223,343,358,0.071875,0.491667,,0.201874,0.000225,0.000228,0,ALIGNED,0,0,1
24.767707,104,1786521053627,15.873,1,ok,640,480,push,good,0.895505,343,358,0.071875,0.491667,,0.20214,0.000225,0.000227,0,ALIGNED,0,0,1
24.950261,105,1786521053823,2.595,1,ok,640,480,push,good,0.907041,343,358,0.071875,0.491667,,0.182554,0.000225,0.000226,0,ALIGNED,0,0,1
25.172372,106,1786521054030,17.702,1,ok,640,480,push,good,0.903027,343,358,0.071875,0.491667,,0.222111,0.000225,0.000225,0,ALIGNED,0,0,1
25.616903,,,,0,no_data_or_stale,,,search,,,,,,,,0.444531,,,0,VISION_STOP,0,0,1
25.83967,107,1786521054698,16.607,1,ok,640,480,push,good,0.911953,343,358,0.071875,0.491667,,0.222767,0.000225,0.000225,0,ALIGNED,0,0,1
26.041191,108,1786521054904,12.029,1,ok,640,480,push,good,0.9026,343,358,0.071875,0.491667,,0.201522,0.000225,0.000225,0,ALIGNED,0,0,1
26.33041,109,1786521055190,17.121,1,ok,640,480,push,good,0.905112,343,358,0.071875,0.491667,,0.289219,0.000225,0.000225,0,ALIGNED,0,0,1
26.514681,110,1786521055388,2.315,1,ok,640,480,push,good,0.90728,343,358,0.071875,0.491667,,0.184271,0.000225,0.000225,0,ALIGNED,0,0,1
26.716193,111,1786521055582,9.255,1,ok,640,480,push,good,0.911938,344,358,0.075,0.491667,,0.201512,0.000234,0.000229,0,ALIGNED,0,0,1
26.918126,112,1786521055785,8.626,1,ok,640,480,push,good,0.909826,343,358,0.071875,0.491667,,0.201933,0.000225,0.000227,0,ALIGNED,0,0,1
27.200536,113,1786521056056,19.89,1,ok,640,480,push,good,0.903065,344,358,0.075,0.491667,,0.28241,0.000234,0.00023,0,ALIGNED,0,0,1
27.422244,114,1786521056291,6.886,1,ok,640,480,push,good,0.911463,343,358,0.071875,0.491667,,0.221708,0.000225,0.000228,0,ALIGNED,0,0,1
27.646907,115,1786521056513,9.064,1,ok,640,480,push,good,0.908494,344,358,0.075,0.491667,,0.224662,0.000234,0.000231,0,ALIGNED,0,0,1
27.849806,116,1786521056716,8.969,1,ok,640,480,push,good,0.906913,343,358,0.071875,0.491667,,0.202899,0.000225,0.000228,0,ALIGNED,0,0,1
28.072139,117,1786521056931,16.624,1,ok,640,480,push,good,0.905019,343,358,0.071875,0.491667,,0.222333,0.000225,0.000226,0,ALIGNED,0,0,1
28.283436,118,1786521057147,12.111,1,ok,640,480,push,good,0.908011,343,358,0.071875,0.491667,,0.211297,0.000225,0.000226,0,ALIGNED,0,0,1
28.487497,119,1786521057350,12.426,1,ok,640,480,push,good,0.918332,343,358,0.071875,0.491667,,0.204061,0.000225,0.000225,0,ALIGNED,0,0,1
28.712808,120,1786521057588,0.313,1,ok,640,480,push,good,0.904217,343,358,0.071875,0.491667,,0.225312,0.000225,0.000225,0,ALIGNED,0,0,1
28.956377,121,1786521057821,10.255,1,ok,640,480,push,good,0.914314,343,358,0.071875,0.491667,,0.243568,0.000225,0.000225,0,ALIGNED,0,0,1
29.158098,122,1786521058020,13.865,1,ok,640,480,push,good,0.91407,343,358,0.071875,0.491667,,0.201721,0.000225,0.000225,0,ALIGNED,0,0,1
29.360653,123,1786521058221,14.825,1,ok,640,480,push,good,0.905976,343,358,0.071875,0.491667,,0.202555,0.000225,0.000225,0,ALIGNED,0,0,1
29.562303,124,1786521058425,12.348,1,ok,640,480,push,good,0.906789,343,358,0.071875,0.491667,,0.20165,0.000225,0.000225,0,ALIGNED,0,0,1
29.788665,125,1786521058648,15.645,1,ok,640,480,push,good,0.912591,343,358,0.071875,0.491667,,0.226362,0.000225,0.000225,0,ALIGNED,0,0,1
29.992641,126,1786521058860,7.79,1,ok,640,480,push,good,0.906533,343,358,0.071875,0.491667,,0.203975,0.000225,0.000225,0,ALIGNED,0,0,1
30.359148,127,1786521059223,10.981,1,ok,640,480,push,good,0.906178,343,358,0.071875,0.491667,,0.366507,0.000225,0.000225,0,ALIGNED,0,0,1
30.817058,,,,0,no_data_or_stale,,,search,,,,,,,,0.45791,,,0,VISION_STOP,0,0,1
30.83718,128,1786521059704,8.159,1,ok,640,480,push,good,0.909335,343,358,0.071875,0.491667,,0.020121,0.000225,0.000225,0,ALIGNED,0,0,1
31.039303,129,1786521059908,6.623,1,ok,640,480,push,good,0.907548,343,358,0.071875,0.491667,,0.202124,0.000225,0.000225,0,ALIGNED,0,0,1
31.267627,130,1786521060130,13.257,1,ok,640,480,push,good,0.907686,343,358,0.071875,0.491667,,0.228323,0.000225,0.000225,0,ALIGNED,0,0,1
31.469567,131,1786521060325,19.881,1,ok,640,480,push,good,0.90557,343,358,0.071875,0.491667,,0.20194,0.000225,0.000225,0,ALIGNED,0,0,1
31.671278,132,1786521060533,13.155,1,ok,640,480,push,good,0.904799,343,358,0.071875,0.491667,,0.201712,0.000225,0.000225,0,ALIGNED,0,0,1
31.872854,133,1786521060731,17.353,1,ok,640,480,push,good,0.905052,343,358,0.071875,0.491667,,0.201576,0.000225,0.000225,0,ALIGNED,0,0,1
32.076194,134,1786521060945,5.981,1,ok,640,480,push,good,0.908713,343,358,0.071875,0.491667,,0.203339,0.000225,0.000225,0,ALIGNED,0,0,1
32.319638,135,1786521061184,10.546,1,ok,640,480,push,good,0.905184,343,358,0.071875,0.491667,,0.243444,0.000225,0.000225,0,ALIGNED,0,0,1
32.541823,136,1786521061407,9.756,1,ok,640,480,push,good,0.910345,343,358,0.071875,0.491667,,0.222185,0.000225,0.000225,0,ALIGNED,0,0,1
32.743906,137,1786521061611,8.514,1,ok,640,480,push,good,0.912106,343,358,0.071875,0.491667,,0.202083,0.000225,0.000225,0,ALIGNED,0,0,1
33.203981,,,,0,no_data_or_stale,,,search,,,,,,,,0.460075,,,0,VISION_STOP,0,0,1
33.264511,138,1786521062135,5.067,1,ok,640,480,push,good,0.906682,343,358,0.071875,0.491667,,0.06053,0.000225,0.000225,0,ALIGNED,0,0,1
33.489462,139,1786521062362,2.794,1,ok,640,480,push,good,0.902088,343,358,0.071875,0.491667,,0.224952,0.000225,0.000225,0,ALIGNED,0,0,1
33.732752,140,1786521062597,10.725,1,ok,640,480,push,good,0.911792,343,358,0.071875,0.491667,,0.243289,0.000225,0.000225,0,ALIGNED,0,0,1
33.975718,141,1786521062833,17.734,1,ok,640,480,push,good,0.913846,343,358,0.071875,0.491667,,0.242967,0.000225,0.000225,0,ALIGNED,0,0,1
34.199027,142,1786521063070,4.654,1,ok,640,480,push,good,0.903524,343,358,0.071875,0.491667,,0.223309,0.000225,0.000225,0,ALIGNED,0,0,1
34.42163,143,1786521063279,17.731,1,ok,640,480,push,good,0.908867,343,358,0.071875,0.491667,,0.222602,0.000225,0.000225,0,ALIGNED,0,0,1
34.623877,144,1786521063489,10.374,1,ok,640,480,push,good,0.906882,343,358,0.071875,0.491667,,0.202247,0.000225,0.000225,0,ALIGNED,0,0,1
34.825568,145,1786521063692,8.961,1,ok,640,480,push,good,0.911468,343,358,0.071875,0.491667,,0.201691,0.000225,0.000225,0,ALIGNED,0,0,1
35.027275,146,1786521063899,3.201,1,ok,640,480,push,good,0.906528,343,358,0.071875,0.491667,,0.201706,0.000225,0.000225,0,ALIGNED,0,0,1
35.490892,,,,0,no_data_or_stale,,,search,,,,,,,,0.463617,,,0,VISION_STOP,0,0,1
35.672139,147,1786521064541,6.705,1,ok,640,480,push,good,0.91374,344,358,0.075,0.491667,,0.181247,0.000234,0.000234,0,ALIGNED,0,0,1
35.916709,148,1786521064784,8.307,1,ok,640,480,push,good,0.90655,343,358,0.071875,0.491667,,0.24457,0.000225,0.00023,0,ALIGNED,0,0,1
36.13899,149,1786521065005,9.497,1,ok,640,480,push,good,0.912814,343,358,0.071875,0.491667,,0.222281,0.000225,0.000228,0,ALIGNED,0,0,1
36.361936,150,1786521065222,15.528,1,ok,640,480,push,good,0.904407,343,358,0.071875,0.491667,,0.222946,0.000225,0.000226,0,ALIGNED,0,0,1
36.563885,151,1786521065433,5.983,1,ok,640,480,push,good,0.907224,343,358,0.071875,0.491667,,0.201948,0.000225,0.000226,0,ALIGNED,0,0,1
36.765509,152,1786521065637,4.103,1,ok,640,480,push,good,0.914428,343,358,0.071875,0.491667,,0.201624,0.000225,0.000225,0,ALIGNED,0,0,1
36.967364,153,1786521065841,1.588,1,ok,640,480,push,good,0.905839,343,358,0.071875,0.491667,,0.201855,0.000225,0.000225,0,ALIGNED,0,0,1
37.170659,154,1786521066040,5.737,1,ok,640,480,push,good,0.909265,343,358,0.071875,0.491667,,0.203294,0.000225,0.000225,0,ALIGNED,0,0,1
37.392257,155,1786521066250,17.414,1,ok,640,480,push,good,0.913649,343,358,0.071875,0.491667,,0.221598,0.000225,0.000225,0,ALIGNED,0,0,1
37.594069,156,1786521066456,13.701,1,ok,640,480,push,good,0.913749,343,358,0.071875,0.491667,,0.201813,0.000225,0.000225,0,ALIGNED,0,0,1
37.796431,157,1786521066660,11.405,1,ok,640,480,push,good,0.911409,343,358,0.071875,0.491667,,0.202361,0.000225,0.000225,0,ALIGNED,0,0,1
37.998459,158,1786521066865,8.392,1,ok,640,480,push,good,0.908774,343,358,0.071875,0.491667,,0.202029,0.000225,0.000225,0,ALIGNED,0,0,1
38.222524,159,1786521067083,14.413,1,ok,640,480,push,good,0.907493,343,358,0.071875,0.491667,,0.224065,0.000225,0.000225,0,ALIGNED,0,0,1
38.490013,160,1786521067358,7.194,1,ok,640,480,push,good,0.913788,343,358,0.071875,0.491667,,0.267489,0.000225,0.000225,0,ALIGNED,0,0,1
38.71622,161,1786521067573,18.572,1,ok,640,480,push,good,0.909778,343,358,0.071875,0.491667,,0.226207,0.000225,0.000225,0,ALIGNED,0,0,1
38.938882,162,1786521067795,18.916,1,ok,640,480,push,good,0.913858,343,358,0.071875,0.491667,,0.222662,0.000225,0.000225,0,ALIGNED,0,0,1
39.120757,163,1786521067990,6.336,1,ok,640,480,push,good,0.913094,343,358,0.071875,0.491667,,0.181875,0.000225,0.000225,0,ALIGNED,0,0,1
39.342426,164,1786521068213,4.582,1,ok,640,480,push,good,0.899535,343,358,0.071875,0.491667,,0.221669,0.000225,0.000225,0,ALIGNED,0,0,1
39.586664,165,1786521068442,19.663,1,ok,640,480,push,good,0.913424,343,358,0.071875,0.491667,,0.244237,0.000225,0.000225,0,ALIGNED,0,0,1
39.808801,166,1786521068674,10.294,1,ok,640,480,push,good,0.915938,343,358,0.071875,0.491667,,0.222137,0.000225,0.000225,0,ALIGNED,0,0,1
