t,front,rear,left,right,zone_front,zone_rear,zone_left,zone_right,zone_score,white_hits,state,reason,risk_sensor,linear_risk,turn_risk,near_edge,speed_level,turn_angle,turn_direction,turn_duration,left_cmd,right_cmd,healthy
0.302,699.0,1039.0,1097.0,915.0,0.6502,0.8115,0.8228,0.8054,0.8084,,MEDIUM_CRUISE,按区域分级巡航,,-0.1614,0.0174,0,medium,0.0,,0.0,400,400,1
0.322,689.0,1024.0,1098.0,906.0,0.6347,0.8075,0.8495,0.7953,0.8014,,MEDIUM_CRUISE,按区域分级巡航,,-0.1729,0.0542,0,medium,0.0,,0.0,400,400,1
0.342,656.0,1021.0,1095.0,905.0,0.6037,0.7778,0.8495,0.7752,0.7765,,MEDIUM_CRUISE,按区域分级巡航,,-0.1741,0.0743,0,medium,0.0,,0.0,400,400,1
0.362,627.0,1028.0,1084.0,913.0,0.5015,0.7778,0.8447,0.7752,0.7765,,MEDIUM_CRUISE,按区域分级巡航,,-0.2762,0.0695,0,medium,0.0,,0.0,400,400,1
0.382,656.0,1025.0,1077.0,910.0,0.5015,0.7798,0.818,0.7886,0.7842,,MEDIUM_CRUISE,按区域分级巡航,,-0.2782,0.0294,0,medium,0.0,,0.0,400,400,1
0.402,674.0,1024.0,1077.0,906.0,0.5015,0.7798,0.801,0.7886,0.7842,,MEDIUM_CRUISE,按区域分级巡航,,-0.2782,0.0124,0,medium,0.0,,0.0,400,400,1
0.422,663.0,1020.0,1074.0,886.0,0.5232,0.7778,0.801,0.7752,0.7765,,MEDIUM_CRUISE,按区域分级巡航,,-0.2546,0.0258,0,medium,0.0,,0.0,400,400,1
0.442,666.0,1006.0,1056.0,879.0,0.5325,0.7698,0.7937,0.7081,0.7389,,MEDIUM_CRUISE,按区域分级巡航,,-0.2373,0.0856,0,medium,0.0,,0.0,400,400,1
0.463,662.0,1015.0,1058.0,880.0,0.5232,0.7599,0.7549,0.6879,0.7214,,MEDIUM_CRUISE,按区域分级巡航,,-0.2367,0.0669,0,medium,0.0,,0.0,400,400,1
0.483,663.0,990.0,1056.0,869.0,0.5232,0.7421,0.75,0.6846,0.7133,,MEDIUM_CRUISE,按区域分级巡航,,-0.2188,0.0654,0,medium,0.0,,0.0,400,400,1
0.503,653.0,998.0,1066.0,865.0,0.5201,0.7262,0.7549,0.651,0.6886,,MEDIUM_CRUISE,按区域分级巡航,,-0.2061,0.1038,0,medium,0.0,,0.0,400,400,1
0.523,642.0,987.0,1056.0,862.0,0.4923,0.7103,0.75,0.6376,0.674,,MEDIUM_CRUISE,按区域分级巡航,,-0.2181,0.1124,0,medium,0.0,,0.0,400,400,1
0.543,645.0,986.0,1051.0,849.0,0.4675,0.7044,0.75,0.6275,0.6659,,MEDIUM_CRUISE,按区域分级巡航,,-0.2369,0.1225,0,medium,0.0,,0.0,400,400,1
0.563,642.0,970.0,1047.0,852.0,0.4582,0.7024,0.7379,0.594,0.6482,,MEDIUM_CRUISE,按区域分级巡航,,-0.2442,0.1439,0,medium,0.0,,0.0,400,400,1
0.583,643.0,936.0,1006.0,852.0,0.4613,0.6706,0.7282,0.594,0.6323,,MEDIUM_CRUISE,按区域分级巡航,,-0.2093,0.1342,0,medium,0.0,,0.0,400,400,1
0.603,633.0,942.0,1005.0,832.0,0.4582,0.6151,0.6286,0.594,0.6045,,MEDIUM_CRUISE,按区域分级巡航,,-0.1569,0.0347,0,medium,0.0,,0.0,400,400,1
0.623,629.0,954.0,1017.0,812.0,0.4303,0.6151,0.6286,0.5268,0.571,,MEDIUM_CRUISE,按区域分级巡航,,-0.1847,0.1018,0,medium,0.0,,0.0,400,400,1
0.643,622.0,965.0,1016.0,797.0,0.418,0.6389,0.6529,0.4597,0.5493,,MEDIUM_CRUISE,按区域分级巡航,,-0.2209,0.1932,0,medium,0.0,,0.0,400,400,1
0.663,613.0,973.0,1009.0,780.0,0.3963,0.6607,0.6529,0.4094,0.5312,,MEDIUM_CRUISE,按区域分级巡航,,-0.2644,0.2435,0,medium,0.0,,0.0,400,400,1
0.683,608.0,949.0,996.0,777.0,0.3684,0.6607,0.6359,0.3523,0.5022,,MEDIUM_CRUISE,按区域分级巡航,,-0.2923,0.2836,0,medium,0.0,,0.0,400,400,1
0.704,603.0,890.0,988.0,779.0,0.3529,0.629,0.6044,0.349,0.4787,,MEDIUM_CRUISE,按区域分级巡航,,-0.276,0.2554,0,medium,0.0,,0.0,400,400,1
0.724,624.0,941.0,971.0,793.0,0.3529,0.6131,0.585,0.349,0.4689,,MEDIUM_CRUISE,按区域分级巡航,,-0.2602,0.236,0,medium,0.0,,0.0,400,400,1
0.744,695.0,923.0,971.0,881.0,0.4025,0.5774,0.5437,0.396,0.4731,,MEDIUM_CRUISE,按区域分级巡航,,-0.1749,0.1477,0,medium,0.0,,0.0,400,400,1
0.764,695.0,923.0,971.0,881.0,0.6223,0.5774,0.5437,0.6913,0.5998,,MEDIUM_CRUISE,按区域分级巡航,,0.0449,-0.1476,0,medium,0.0,,0.0,400,400,1
0.784,734.0,929.0,991.0,932.0,0.6223,0.5774,0.5437,0.6913,0.5998,,MEDIUM_CRUISE,按区域分级巡航,,0.0449,-0.1476,0,medium,0.0,,0.0,400,400,1
0.804,682.0,915.0,979.0,916.0,0.6223,0.5774,0.5631,0.8087,0.5998,,MEDIUM_CRUISE,按区域分级巡航,,0.0449,-0.2456,0,medium,0.0,,0.0,400,400,1
0.824,589.0,926.0,968.0,772.0,0.582,0.5833,0.5631,0.8087,0.5827,,MEDIUM_CRUISE,按区域分级巡航,,-0.0013,-0.2456,0,medium,0.0,,0.0,400,400,1
0.844,526.0,910.0,981.0,652.0,0.2941,0.5615,0.5631,0.3255,0.4435,,MEDIUM_CRUISE,按区域分级巡航,,-0.2674,0.2376,0,medium,0.0,,0.0,400,400,1
0.864,504.0,914.0,990.0,620.0,0.0991,0.5595,0.568,-0.0772,0.3293,,MEDIUM_CRUISE,按区域分级巡航,,-0.4605,0.6451,1,medium,0.0,,0.0,400,400,1
0.884,503.0,941.0,1014.0,624.0,0.031,0.5595,0.5898,-0.1711,0.2952,,MEDIUM_CRUISE,按区域分级巡航,,-0.5286,0.7609,1,medium,0.0,,0.0,400,400,1
0.905,511.0,981.0,1061.0,627.0,0.031,0.6131,0.6481,-0.1711,0.322,,EDGE_AVOID,进入危险区，先直线退离再转向,right,-0.5821,0.8192,1,slow,0.0,,0.0,-400,-400,1
0.925,536.0,1052.0,1171.0,642.0,0.0526,0.6925,0.7621,-0.1611,0.3725,,EDGE_AVOID,进入危险区，先直线退离再转向,right,-0.6398,0.9232,0,slow,0.0,,0.0,-400,-400,1
0.945,579.0,1111.0,1377.0,649.0,0.13,0.8333,1.0291,-0.1107,0.4817,,EDGE_AVOID,进入危险区，先直线退离再转向,right,-0.7033,1.1399,0,slow,0.0,,0.0,-400,-400,1
0.965,640.0,1077.0,1476.0,669.0,0.2632,0.8829,1.5291,-0.0872,0.573,,EDGE_AVOID,进入危险区，先直线退离再转向,right,-0.6198,1.6164,0,slow,0.0,,0.0,-400,-400,1
0.985,656.0,879.0,1282.0,638.0,0.452,0.8829,1.5291,-0.0872,0.6675,,EDGE_AVOID,进入危险区，先直线退离再转向,right,-0.4309,1.6164,0,slow,0.0,,0.0,-400,-400,1
1.005,630.0,829.0,1174.0,586.0,0.452,0.4901,1.2985,-0.1242,0.471,,EDGE_AVOID,进入危险区，先直线退离再转向,right,-0.0381,1.4227,0,slow,0.0,,0.0,-400,-400,1
1.025,622.0,868.0,1153.0,561.0,0.4211,0.4683,1.0364,-0.2987,0.4447,,EDGE_AVOID,进入危险区，先直线退离再转向,right,-0.0472,1.3351,0,slow,0.0,,0.0,-400,-400,1
1.045,643.0,891.0,1253.0,563.0,0.4211,0.4683,1.0364,-0.3758,0.4447,,EDGE_AVOID,进入危险区，先直线退离再转向,right,-0.0472,1.4122,0,slow,0.0,,0.0,-400,-400,1
1.065,668.0,973.0,1393.0,585.0,0.4613,0.5139,1.2282,-0.3758,0.4876,,EDGE_AVOID,进入危险区，先直线退离再转向,right,-0.0526,1.604,0,slow,0.0,,0.0,-400,-400,1
1.086,707.0,1138.0,1973.0,622.0,0.5387,0.6766,1.568,-0.302,0.6076,,EDGE_AVOID,进入危险区，先直线退离再转向,right,-0.1379,1.87,0,slow,0.0,,0.0,-400,-400,1
1.106,761.0,1355.0,1568.0,684.0,0.6594,1.004,1.9927,-0.1779,0.8317,,EDGE_AVOID,进入危险区，先直线退离再转向,right,-0.3445,2.1706,0,slow,0.0,,0.0,-400,-400,1
1.126,795.0,1364.0,2027.0,751.0,0.8266,1.4345,2.9757,0.0302,1.1306,left,EDGE_AVOID,进入危险区，先直线退离再转向,right,-0.6079,2.9455,0,slow,0.0,,0.0,-400,-400,1
1.146,795.0,1269.0,1995.0,780.0,0.9319,1.4345,3.0291,0.255,1.1832,left,EDGE_AVOID,进入危险区，先直线退离再转向,right,-0.5026,2.7741,0,slow,0.0,,0.0,-400,-400,1
1.166,791.0,1199.0,1654.0,811.0,0.9319,1.2639,3.0291,0.3523,1.0979,left,EDGE_AVOID,进入危险区，先直线退离再转向,right,-0.332,2.6768,0,slow,0.0,,0.0,-400,-400,1
1.186,791.0,1171.0,1423.0,844.0,0.9195,1.125,2.2015,0.4564,1.0223,,EDGE_AVOID,进入危险区，先直线退离再转向,right,-0.2055,1.7451,0,slow,0.0,,0.0,-400,-400,1
1.206,791.0,1171.0,1423.0,844.0,0.9195,1.0694,1.6408,0.5671,0.9945,,EDGE_AVOID,进入危险区，先直线退离再转向,right,-0.1499,1.0737,0,slow,0.0,,0.0,-400,-400,1
1.226,784.0,1162.0,1311.0,864.0,0.9195,1.0694,1.6408,0.5671,0.9945,,EDGE_AVOID,进入危险区，先直线退离再转向,right,-0.1499,1.0737,0,slow,0.0,,0.0,-400,-400,1
1.246,778.0,1179.0,1283.0,878.0,0.8978,1.0694,1.3689,0.6342,0.9836,,EDGE_AVOID,进入危险区，先直线退离再转向,right,-0.1716,0.7347,0,slow,0.0,,0.0,-400,-400,1
1.266,776.0,1204.0,1288.0,894.0,0.8793,1.0853,1.3131,0.6812,0.9823,,EDGE_AVOID,进入危险区，先直线退离再转向,right,-0.2061,0.6319,0,slow,0.0,,0.0,-400,-400,1
1.287,775.0,1228.0,1325.0,913.0,0.8731,1.1349,1.3131,0.7349,1.004,,EDGE_AVOID,进入危险区，先直线退离再转向,right,-0.2619,0.5782,0,slow,0.0,,0.0,-400,-400,1
1.307,773.0,1266.0,1378.0,922.0,0.87,1.1825,1.4029,0.7987,1.0263,,EDGE_AVOID,进入危险区，先直线退离再转向,right,-0.3126,0.6043,0,slow,0.0,,0.0,-400,-400,1
1.327,769.0,1350.0,1473.0,927.0,0.8638,1.2579,1.5316,0.8289,1.0609,,EDGE_AVOID,进入危险区，先直线退离再转向,right,-0.3942,0.7027,0,slow,0.0,,0.0,-400,-400,1
1.347,762.0,1490.0,1632.0,929.0,0.8514,1.4246,1.7621,0.8456,1.138,,EDGE_AVOID,进入危险区，先直线退离再转向,right,-0.5732,0.9165,0,slow,0.0,,0.0,-400,-400,1
1.367,768.0,1655.0,1793.0,923.0,0.8483,1.7024,2.1481,0.8456,1.2753,,EDGE_AVOID,进入危险区，先直线退离再转向,right,-0.8541,1.3024,0,slow,0.0,,0.0,-400,-400,1
1.387,768.0,1800.0,1817.0,915.0,0.8483,2.0298,2.5388,0.8322,1.439,left,EDGE_AVOID,进入危险区，先直线退离再转向,right,-1.1815,1.7066,0,slow,0.0,,0.0,-400,-400,1
1.407,769.0,1850.0,1920.0,901.0,0.8483,2.3175,2.5971,0.8054,1.5829,left,EDGE_AVOID,进入危险区，先直线退离再转向,right,-1.4692,1.7917,0,slow,0.0,,0.0,-400,-400,1
1.427,768.0,1794.0,1963.0,877.0,0.8483,2.3175,2.8471,0.7584,1.5829,left,EDGE_AVOID,进入危险区，先直线退离再转向,right,-1.4692,2.0887,0,slow,0.0,,0.0,-400,-400,1
1.448,764.0,1706.0,1756.0,847.0,0.8483,2.3056,2.8471,0.6779,1.5769,left,EDGE_AVOID,进入危险区，先直线退离再转向,right,-1.4573,2.1692,0,slow,0.0,,0.0,-400,-400,1
1.468,767.0,1563.0,1712.0,823.0,0.8452,2.131,2.449,0.5772,1.4881,,EDGE_AVOID,进入危险区，先直线退离再转向,right,-1.2858,1.8718,0,slow,0.0,,0.0,-400,-400,1
1.488,769.0,1397.0,1677.0,787.0,0.8452,1.8472,2.3422,0.4966,1.3462,,EDGE_AVOID,进入危险区，先直线退离再转向,right,-1.002,1.8456,0,slow,0.0,,0.0,-400,-400,1
1.508,761.0,1314.0,1653.0,768.0,0.8452,1.5179,2.2573,0.3758,1.1815,,EDGE_TURN,直线退离完成，开始转向,right,-0.6727,1.8814,0,danger_turn,135.0,left,0.8,-550,550,1
1.528,759.0,1344.0,1668.0,783.0,0.8266,1.4127,2.2354,0.3624,1.1197,,EDGE_TURN,直线退离完成，开始转向,right,-0.5861,1.873,0,danger_turn,135.0,left,0.8,-550,550,1
1.548,763.0,1355.0,1666.0,792.0,0.8266,1.4127,2.2306,0.3624,1.1197,,EDGE_TURN,直线退离完成，开始转向,right,-0.5861,1.8682,0,danger_turn,135.0,left,0.8,-550,550,1
1.568,751.0,1307.0,1633.0,775.0,0.8204,1.4127,2.2306,0.3624,1.1166,,EDGE_TURN,直线退离完成，开始转向,right,-0.5923,1.8682,0,danger_turn,135.0,left,0.8,-550,550,1
1.588,750.0,1308.0,1623.0,775.0,0.7957,1.3413,2.1505,0.3356,1.0685,,EDGE_TURN,直线退离完成，开始转向,right,-0.5456,1.8149,0,danger_turn,135.0,left,0.8,-550,550,1
1.608,753.0,1340.0,1630.0,786.0,0.7957,1.3413,2.1432,0.3356,1.0685,,EDGE_TURN,直线退离完成，开始转向,right,-0.5456,1.8076,0,danger_turn,135.0,left,0.8,-550,550,1
1.628,755.0,1362.0,1632.0,793.0,0.8019,1.4048,2.1432,0.3725,1.1033,,EDGE_TURN,直线退离完成，开始转向,right,-0.6029,1.7707,0,danger_turn,135.0,left,0.8,-550,550,1
1.648,754.0,1368.0,1627.0,790.0,0.805,1.4484,2.1432,0.3859,1.1267,,EDGE_TURN,直线退离完成，开始转向,right,-0.6435,1.7573,0,danger_turn,135.0,left,0.8,-550,550,1
1.669,754.0,1368.0,1627.0,790.0,0.805,1.4603,2.1359,0.3859,1.1326,,EDGE_TURN,直线退离完成，开始转向,right,-0.6554,1.75,0,danger_turn,135.0,left,0.8,-550,550,1
1.689,758.0,1380.0,1635.0,797.0,0.805,1.4603,2.1359,0.3859,1.1326,,EDGE_TURN,直线退离完成，开始转向,right,-0.6554,1.75,0,danger_turn,135.0,left,0.8,-550,550,1
1.709,757.0,1380.0,1632.0,797.0,0.8142,1.4841,2.1481,0.4094,1.1492,,EDGE_TURN,直线退离完成，开始转向,right,-0.6699,1.7387,0,danger_turn,135.0,left,0.8,-550,550,1
1.729,759.0,1389.0,1633.0,802.0,0.8173,1.4841,2.1505,0.4094,1.1507,,EDGE_TURN,直线退离完成，开始转向,right,-0.6668,1.7411,0,danger_turn,135.0,left,0.8,-550,550,1
1.749,760.0,1391.0,1624.0,807.0,0.8204,1.502,2.1481,0.4262,1.1612,,EDGE_TURN,直线退离完成，开始转向,right,-0.6816,1.7219,0,danger_turn,135.0,left,0.8,-550,550,1
1.769,759.0,1393.0,1626.0,808.0,0.8204,1.506,2.1335,0.443,1.1632,,EDGE_TURN,直线退离完成，开始转向,right,-0.6855,1.6905,0,danger_turn,135.0,left,0.8,-550,550,1
1.789,761.0,1406.0,1632.0,814.0,0.8235,1.5099,2.1335,0.4463,1.1667,,EDGE_TURN,直线退离完成，开始转向,right,-0.6864,1.6872,0,danger_turn,135.0,left,0.8,-550,550,1
1.809,758.0,1410.0,1618.0,815.0,0.8204,1.5357,2.1335,0.4664,1.1781,,EDGE_TURN,直线退离完成，开始转向,right,-0.7153,1.6671,0,danger_turn,135.0,left,0.8,-550,550,1
1.829,755.0,1421.0,1617.0,818.0,0.8173,1.5437,2.1141,0.4698,1.1805,,EDGE_TURN,直线退离完成，开始转向,right,-0.7263,1.6443,0,danger_turn,135.0,left,0.8,-550,550,1
1.849,761.0,1448.0,1621.0,825.0,0.8173,1.5655,2.1141,0.4799,1.1914,,EDGE_TURN,直线退离完成，开始转向,right,-0.7481,1.6342,0,danger_turn,135.0,left,0.8,-550,550,1
1.869,758.0,1450.0,1613.0,832.0,0.8173,1.619,2.1117,0.5034,1.2182,,EDGE_TURN,直线退离完成，开始转向,right,-0.8017,1.6083,0,danger_turn,135.0,left,0.8,-550,550,1
1.89,756.0,1454.0,1592.0,841.0,0.8173,1.623,2.1019,0.5268,1.2202,,EDGE_TURN,直线退离完成，开始转向,right,-0.8057,1.5751,0,danger_turn,135.0,left,0.8,-550,550,1
1.91,745.0,1520.0,1541.0,846.0,0.8111,1.631,2.051,0.557,1.221,,EDGE_TURN,直线退离完成，开始转向,right,-0.8198,1.4939,0,danger_turn,135.0,left,0.8,-550,550,1
1.93,737.0,1504.0,1496.0,854.0,0.7771,1.7302,1.9272,0.5738,1.2536,,EDGE_TURN,直线退离完成，开始转向,right,-0.9531,1.3534,0,danger_turn,135.0,left,0.8,-550,550,1
1.95,742.0,1533.0,1519.0,866.0,0.7678,1.7619,1.8738,0.6007,1.2649,,EDGE_TURN,直线退离完成，开始转向,right,-0.9941,1.2731,0,danger_turn,135.0,left,0.8,-550,550,1
1.97,742.0,1560.0,1499.0,883.0,0.7678,1.7877,1.8252,0.6409,1.2778,,EDGE_TURN,直线退离完成，开始转向,right,-1.0199,1.1843,0,danger_turn,135.0,left,0.8,-550,550,1
1.99,735.0,1662.0,1445.0,912.0,0.7678,1.8413,1.8252,0.698,1.2965,,EDGE_TURN,直线退离完成，开始转向,right,-1.0735,1.1273,0,danger_turn,135.0,left,0.8,-550,550,1
2.01,728.0,1821.0,1392.0,945.0,0.7461,2.0437,1.6942,0.7953,1.2447,,EDGE_TURN,直线退离完成，开始转向,right,-1.2975,0.8989,0,danger_turn,135.0,left,0.8,-550,550,1
2.03,718.0,1920.0,1329.0,956.0,0.7245,2.3591,1.5655,0.906,1.2358,,EDGE_TURN,直线退离完成，开始转向,right,-1.6347,0.6595,0,danger_turn,135.0,left,0.8,-550,550,1
2.05,715.0,2035.0,1315.0,974.0,0.6935,2.5556,1.4126,0.943,1.1778,,EDGE_TURN,直线退离完成，开始转向,right,-1.8621,0.4697,0,danger_turn,135.0,left,0.8,-550,550,1
2.07,712.0,2164.0,1270.0,1006.0,0.6842,2.7837,1.3786,1.0034,1.191,rear,EDGE_TURN,直线退离完成，开始转向,right,-2.0995,0.3753,0,danger_turn,135.0,left,0.8,-550,550,1
2.09,706.0,2276.0,1220.0,1053.0,0.6749,3.0397,1.2694,1.1107,1.1901,rear,EDGE_TURN,直线退离完成，开始转向,right,-2.3648,0.1587,0,danger_turn,135.0,left,0.8,-550,550,1
2.11,700.0,2152.0,1158.0,1088.0,0.6563,3.0397,1.1481,1.2685,1.2083,rear,EDGE_TURN,直线退离完成，开始转向,right,-2.3833,-0.1204,0,danger_turn,135.0,left,0.8,-550,550,1
2.13,689.0,1699.0,1088.0,1131.0,0.6378,3.0159,0.9976,1.3859,1.1917,rear,EDGE_TURN,直线退离完成，开始转向,right,-2.3781,-0.3883,0,danger_turn,135.0,left,0.8,-550,550,1
2.151,676.0,1275.0,1018.0,1166.0,0.6037,2.1171,0.8277,1.5302,1.1789,,EDGE_TURN,直线退离完成，开始转向,right,-1.5133,-0.7025,0,danger_turn,135.0,left,0.8,-550,550,1
2.171,667.0,992.0,963.0,1195.0,0.5635,1.2758,0.6578,1.6477,0.9668,,EDGE_TURN,直线退离完成，开始转向,right,-0.7123,-0.9899,0,danger_turn,135.0,left,0.8,-550,550,1
2.191,657.0,934.0,919.0,1204.0,0.5356,0.7143,0.5243,1.745,0.6249,,EDGE_TURN,直线退离完成，开始转向,right,-0.1787,-1.2207,0,danger_turn,135.0,left,0.8,-550,550,1
2.211,651.0,926.0,883.0,1217.0,0.5046,0.5992,0.4175,1.7752,0.5519,,EDGE_TURN,直线退离完成，开始转向,right,-0.0946,-1.3577,0,danger_turn,135.0,left,0.8,-550,550,1
2.231,650.0,935.0,870.0,1216.0,0.4861,0.5992,0.3301,1.8154,0.5426,,EDGE_TURN,直线退离完成，开始转向,right,-0.1131,-1.4853,0,danger_turn,135.0,left,0.8,-550,550,1
2.251,650.0,945.0,873.0,1228.0,0.483,0.6012,0.3058,1.8188,0.5421,,EDGE_TURN,直线退离完成，开始转向,right,-0.1182,-1.513,0,danger_turn,135.0,left,0.8,-550,550,1
2.271,650.0,957.0,886.0,1225.0,0.483,0.621,0.3058,1.8456,0.552,,EDGE_TURN,直线退离完成，开始转向,right,-0.1381,-1.5398,0,danger_turn,135.0,left,0.8,-550,550,1
2.291,650.0,959.0,908.0,1205.0,0.483,0.6448,0.3374,1.8456,0.5639,,EDGE_TURN,直线退离完成，开始转向,right,-0.1619,-1.5083,0,danger_turn,135.0,left,0.8,-550,550,1
2.311,654.0,964.0,940.0,1223.0,0.483,0.6488,0.3908,1.8389,0.5659,,RECOVER_FORWARD,转向完成，向前离开边缘,right,-0.1658,-1.4481,0,danger,0.0,,0.0,400,400,1
2.331,658.0,977.0,974.0,1223.0,0.4954,0.6587,0.4684,1.8389,0.577,,RECOVER_FORWARD,转向完成，向前离开边缘,right,-0.1634,-1.3705,0,danger,0.0,,0.0,400,400,1
2.351,658.0,977.0,974.0,1223.0,0.5077,0.6845,0.551,1.8389,0.6177,,RECOVER_FORWARD,转向完成，向前离开边缘,right,-0.1768,-1.288,0,danger,0.0,,0.0,400,400,1
2.371,655.0,979.0,993.0,1225.0,0.5077,0.6845,0.551,1.8389,0.6177,,RECOVER_FORWARD,转向完成，向前离开边缘,right,-0.1768,-1.288,0,danger,0.0,,0.0,400,400,1
2.391,648.0,976.0,1000.0,1189.0,0.4985,0.6845,0.5971,1.8389,0.6408,,RECOVER_FORWARD,转向完成，向前离开边缘,right,-0.1861,-1.2418,0,danger,0.0,,0.0,400,400,1
2.411,649.0,984.0,1022.0,1190.0,0.4799,0.6885,0.6141,1.7282,0.6513,,RECOVER_FORWARD,转向完成，向前离开边缘,right,-0.2086,-1.1141,0,danger,0.0,,0.0,400,400,1
2.432,649.0,988.0,1048.0,1209.0,0.4799,0.6984,0.6675,1.7282,0.6829,,RECOVER_FORWARD,转向完成，向前离开边缘,right,-0.2185,-1.0607,0,danger,0.0,,0.0,400,400,1
2.452,649.0,981.0,1069.0,1212.0,0.4799,0.6984,0.7306,1.7919,0.7145,,RECOVER_FORWARD,转向完成，向前离开边缘,right,-0.2185,-1.0614,0,danger,0.0,,0.0,400,400,1
2.472,653.0,989.0,1085.0,1198.0,0.4799,0.7063,0.7816,1.7919,0.744,,RECOVER_FORWARD,转向完成，向前离开边缘,right,-0.2265,-1.0104,0,danger,0.0,,0.0,400,400,1
2.492,652.0,984.0,1088.0,1218.0,0.4892,0.6984,0.8204,1.802,0.7594,,RECOVER_FORWARD,转向完成，向前离开边缘,right,-0.2092,-0.9816,0,danger,0.0,,0.0,400,400,1
2.512,652.0,985.0,1089.0,1217.0,0.4892,0.7004,0.8277,1.8188,0.764,,RECOVER_FORWARD,转向完成，向前离开边缘,right,-0.2112,-0.9911,0,danger,0.0,,0.0,400,400,1
2.532,652.0,983.0,1082.0,1216.0,0.4892,0.6984,0.8277,1.8188,0.763,,RECOVER_FORWARD,转向完成，向前离开边缘,right,-0.2092,-0.9911,0,danger,0.0,,0.0,400,400,1
2.552,656.0,985.0,1081.0,1214.0,0.4892,0.7004,0.8131,1.8154,0.7568,,RECOVER_FORWARD,转向完成，向前离开边缘,right,-0.2112,-1.0023,0,danger,0.0,,0.0,400,400,1
2.572,659.0,991.0,1077.0,1216.0,0.5015,0.7004,0.8107,1.8154,0.7555,,RECOVER_FORWARD,转向完成，向前离开边缘,right,-0.1988,-1.0048,0,danger,0.0,,0.0,400,400,1
2.592,660.0,991.0,1072.0,1224.0,0.5108,0.7123,0.801,1.8154,0.7566,,RECOVER_FORWARD,转向完成，向前离开边缘,right,-0.2015,-1.0145,0,danger,0.0,,0.0,400,400,1
2.612,657.0,990.0,1065.0,1218.0,0.5108,0.7123,0.7888,1.8221,0.7506,,RECOVER_FORWARD,转向完成，向前离开边缘,right,-0.2015,-1.0333,0,danger,0.0,,0.0,400,400,1
