t,front,rear,left,right,zone_front,zone_rear,zone_left,zone_right,zone_score,ir_front,ir_rear,ir_left_front,ir_left_rear,ir_right_front,ir_right_rear,ir_valid,analog_diff,shovel_left,shovel_right,shovel_valid,shovel_preheat,shovel_active,mode,state,patrol_state,reentry_state,shovel_state,hunt_mode,hunt_state,hunt_target_type,good_offset_x,bad_offset_x,good_confidence,good_acquire_count,good_miss_count,good_locked,near_direction,probe_state,probe_source_direction,probe_turn_direction,enemy_slow,enemy_confirmed,probe_vision_count,probe_vision_verdict,enemy_bad_interrupt_count,vision_sequence,vision_status,vision_has_good,vision_has_bad,reason,left_cmd,right_cmd,healthy
0.027,658.0,957.0,784.0,733.0,0.5077,0.6448,0.0898,0.1946,0.3512,0,0,0,0,0,0,1,-1451.0,127.0,908.0,1,0,0,reentry,SENSOR_STOP,WARMUP,SENSOR_STOP,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,传感器无效或数据过期,0,0,1
0.047,657.0,957.0,784.0,733.0,0.5062,0.6448,0.0898,0.1946,0.3504,0,0,0,0,0,0,1,-1421.0,22.0,926.0,1,0,0,reentry,SENSOR_STOP,WARMUP,SENSOR_STOP,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,传感器无效或数据过期,0,0,1
0.067,651.0,947.0,778.0,725.0,0.4861,0.625,0.0752,0.1678,0.3269,0,0,0,0,0,0,1,-1393.0,21.0,911.0,1,0,0,patrol,WARMUP,WARMUP,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,等待滤波窗口,0,0,1
0.09,648.0,942.0,774.0,722.0,0.4814,0.62,0.0704,0.1628,0.3221,0,0,0,0,0,0,1,-1316.0,77.0,923.0,1,0,0,patrol,WARMUP,WARMUP,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,等待滤波窗口,0,0,1
0.11,648.0,942.0,774.0,722.0,0.4768,0.6151,0.0655,0.1577,0.3172,0,0,0,0,0,0,1,-1316.0,77.0,923.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.13,648.0,945.0,775.0,724.0,0.4768,0.6151,0.0655,0.1577,0.3172,0,0,0,0,0,0,1,-1464.0,22.0,911.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.15,650.0,946.0,776.0,725.0,0.4768,0.621,0.068,0.1644,0.3206,0,0,0,0,0,0,1,-1434.0,22.0,927.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.171,641.0,935.0,766.0,715.0,0.4768,0.621,0.068,0.1644,0.3206,0,0,0,0,0,0,1,-1420.0,22.0,925.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.191,640.0,935.0,766.0,715.0,0.4551,0.6012,0.0461,0.1342,0.2947,0,0,0,0,0,0,1,-1436.0,22.0,925.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.213,646.0,943.0,773.0,722.0,0.4551,0.6012,0.0461,0.1342,0.2947,0,0,0,0,0,0,1,-1301.0,176.0,927.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.233,644.0,939.0,769.0,720.0,0.4644,0.6091,0.0534,0.151,0.3077,0,0,0,0,0,0,1,-1434.0,36.0,926.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.253,647.0,944.0,773.0,723.0,0.4706,0.6171,0.0631,0.1577,0.3142,0,0,0,0,0,0,1,-1427.0,24.0,910.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.273,660.0,964.0,788.0,738.0,0.4737,0.619,0.0631,0.1611,0.3174,0,0,0,0,0,0,1,-1424.0,21.0,921.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.293,658.0,962.0,784.0,737.0,0.5077,0.6548,0.0898,0.2081,0.3579,0,0,0,0,0,0,1,-1434.0,21.0,926.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.313,670.0,974.0,797.0,749.0,0.5139,0.6587,0.0995,0.2114,0.3627,0,0,0,0,0,0,1,-1434.0,22.0,907.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.334,680.0,982.0,804.0,757.0,0.5449,0.6786,0.1214,0.2483,0.3966,0,0,0,0,0,0,1,-1422.0,22.0,924.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.354,681.0,975.0,798.0,758.0,0.5759,0.6806,0.1238,0.2752,0.4255,0,0,0,0,0,0,1,-1444.0,22.0,910.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.374,694.0,978.0,801.0,766.0,0.5789,0.6865,0.1311,0.2785,0.4287,0,0,0,0,0,0,1,-1409.0,21.0,847.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.394,699.0,970.0,790.0,747.0,0.6192,0.6806,0.1238,0.2785,0.4489,0,0,0,0,0,0,1,-1460.0,507.0,783.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.414,702.0,960.0,779.0,737.0,0.6347,0.6706,0.1044,0.2416,0.4381,0,0,0,0,0,0,1,-1429.0,28.0,861.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.434,698.0,960.0,779.0,750.0,0.6347,0.6508,0.0777,0.2416,0.4381,0,0,0,0,0,0,1,-1408.0,22.0,927.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.454,683.0,947.0,774.0,764.0,0.6316,0.6508,0.0777,0.2517,0.4416,0,0,0,0,0,0,1,-1451.0,22.0,926.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.474,679.0,939.0,779.0,751.0,0.5851,0.625,0.0777,0.255,0.4201,0,0,0,0,0,0,1,-1357.0,38.0,925.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.495,685.0,942.0,793.0,743.0,0.5851,0.6151,0.0777,0.255,0.4201,0,0,0,0,0,0,1,-1464.0,31.0,925.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.515,679.0,937.0,784.0,740.0,0.5728,0.6091,0.0898,0.2282,0.4005,0,0,0,0,0,0,1,-1444.0,25.0,926.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.535,675.0,921.0,775.0,739.0,0.5728,0.6052,0.0898,0.2181,0.3954,0,0,0,0,0,0,1,-1424.0,21.0,911.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.555,687.0,932.0,786.0,753.0,0.5728,0.5952,0.0898,0.2181,0.3954,0,0,0,0,0,0,1,-1423.0,21.0,907.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.575,674.0,933.0,793.0,749.0,0.5604,0.5952,0.0947,0.2483,0.4043,0,0,0,0,0,0,1,-1327.0,21.0,940.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.595,657.0,934.0,796.0,730.0,0.5573,0.5972,0.1117,0.2483,0.4028,0,0,0,0,0,0,1,-1463.0,22.0,926.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.616,644.0,953.0,798.0,743.0,0.5046,0.5992,0.1189,0.2282,0.3664,0,0,0,0,0,0,1,-1434.0,22.0,958.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.636,643.0,923.0,785.0,725.0,0.4644,0.5992,0.1189,0.1846,0.3245,0,0,0,0,0,0,1,-1457.0,21.0,941.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.656,644.0,904.0,764.0,713.0,0.4644,0.5774,0.0922,0.1678,0.3161,0,0,0,0,0,0,1,-1421.0,22.0,926.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.676,646.0,900.0,766.0,721.0,0.4644,0.5397,0.0461,0.1544,0.3094,0,0,0,0,0,0,1,-1276.0,21.0,958.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.696,654.0,877.0,755.0,708.0,0.4706,0.5317,0.0413,0.1275,0.2991,0,0,0,0,0,0,1,-1448.0,21.0,942.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.716,658.0,886.0,742.0,704.0,0.4954,0.504,0.0194,0.1107,0.303,0,0,0,0,0,0,1,-1463.0,22.0,925.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,0,,stale,0,0,直线退离完成，开始转向,550,-550,1
0.736,663.0,906.0,757.0,724.0,0.5077,0.504,0.0194,0.1107,0.3074,0,0,0,0,0,0,1,-1443.0,34.0,942.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,0,,stale,0,0,直线退离完成，开始转向,550,-550,1
0.756,663.0,906.0,757.0,724.0,0.5232,0.5437,0.0243,0.1644,0.3438,0,0,0,0,0,0,1,-1443.0,34.0,942.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,0,,stale,0,0,直线退离完成，开始转向,550,-550,1
0.777,654.0,896.0,748.0,717.0,0.5232,0.5437,0.0243,0.1644,0.3438,0,0,0,0,0,0,1,-1415.0,21.0,958.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,0,,stale,0,0,直线退离完成，开始转向,550,-550,1
0.797,651.0,881.0,736.0,684.0,0.4954,0.5238,0.0024,0.1409,0.3181,0,0,0,0,0,0,1,-1210.0,21.0,942.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,0,,stale,0,0,直线退离完成，开始转向,550,-550,1
0.817,652.0,878.0,740.0,680.0,0.4892,0.494,-0.017,0.0302,0.2597,0,0,0,0,0,0,1,-1435.0,21.0,957.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,0,,stale,0,0,直线退离完成，开始转向,550,-550,1
0.837,640.0,861.0,745.0,691.0,0.4861,0.4881,-0.017,0.0302,0.2581,0,0,0,0,0,0,1,-1452.0,21.0,974.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,0,,stale,0,0,直线退离完成，开始转向,550,-550,1
0.857,626.0,835.0,748.0,691.0,0.452,0.4544,-0.0049,0.0537,0.2529,0,0,0,0,0,0,1,-1432.0,21.0,959.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,0,,stale,0,0,直线退离完成，开始转向,550,-550,1
0.877,633.0,841.0,756.0,682.0,0.4303,0.4147,0.0024,0.0537,0.2342,0,0,0,0,0,0,1,-1436.0,21.0,940.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,0,,stale,0,0,直线退离完成，开始转向,550,-550,1
0.897,628.0,833.0,746.0,665.0,0.4149,0.4028,0.0024,0.0235,0.2131,0,0,0,0,0,0,1,-1451.0,21.0,940.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,0,,stale,0,0,直线退离完成，开始转向,550,-550,1
0.917,622.0,818.0,736.0,655.0,0.4149,0.3988,-0.0024,-0.0336,0.1982,0,0,0,0,0,0,1,-1445.0,34.0,927.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,0,,stale,0,0,直线退离完成，开始转向,550,-550,1
0.938,629.0,840.0,749.0,671.0,0.4149,0.3988,-0.0024,-0.0336,0.1982,0,0,0,0,0,0,1,-1409.0,21.0,974.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,0,,stale,0,0,直线退离完成，开始转向,550,-550,1
0.958,612.0,830.0,742.0,657.0,0.3963,0.3929,-0.0121,-0.0604,0.1904,0,0,0,0,0,0,1,-1463.0,21.0,998.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,0,,stale,0,0,直线退离完成，开始转向,550,-550,1
0.978,614.0,830.0,742.0,645.0,0.3715,0.3929,-0.0121,-0.0604,0.1797,0,0,0,0,0,0,1,-1463.0,21.0,940.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,0,,stale,0,0,直线退离完成，开始转向,550,-550,1
0.998,624.0,824.0,743.0,647.0,0.3715,0.3929,-0.0121,-0.094,0.1797,0,0,0,0,0,0,1,-1445.0,21.0,990.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,0,,stale,0,0,直线退离完成，开始转向,550,-550,1
1.018,613.0,824.0,734.0,642.0,0.3715,0.381,-0.0121,-0.1007,0.1797,0,0,0,0,0,0,1,-1296.0,30.0,958.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,0,,stale,0,0,直线退离完成，开始转向,550,-550,1
1.038,587.0,819.0,715.0,628.0,0.3684,0.381,-0.0316,-0.1107,0.1684,0,0,0,0,0,0,1,-1463.0,22.0,972.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,0,,stale,0,0,直线退离完成，开始转向,550,-550,1
1.059,584.0,848.0,709.0,646.0,0.2879,0.381,-0.0777,-0.1107,0.1051,0,0,0,0,0,1,1,-1192.0,21.0,972.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,0,,stale,0,0,直线退离完成，开始转向,550,-550,1
1.079,582.0,868.0,694.0,641.0,0.2786,0.4286,-0.0922,-0.1141,0.0932,0,0,0,0,0,1,1,-1465.0,31.0,1040.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,0,,stale,0,0,直线退离完成，开始转向,550,-550,1
1.099,570.0,881.0,670.0,649.0,0.2724,0.4683,-0.1286,-0.0973,0.0876,0,0,0,0,0,1,1,-1246.0,126.0,1070.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,0,,stale,0,0,直线退离完成，开始转向,550,-550,1
1.119,561.0,908.0,666.0,675.0,0.2353,0.494,-0.1869,-0.0872,0.074,0,0,0,0,0,1,1,-1408.0,408.0,1150.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,0,,stale,0,0,直线退离完成，开始转向,550,-550,1
1.139,548.0,914.0,655.0,692.0,0.2074,0.5476,-0.1966,0.0,0.1037,0,0,0,0,0,1,1,-1453.0,408.0,1198.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,0,,stale,0,0,直线退离完成，开始转向,550,-550,1
1.159,525.0,905.0,631.0,693.0,0.1672,0.5476,-0.2233,0.057,0.1121,0,0,0,0,0,1,1,-996.0,1477.0,1380.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,0,,stale,0,0,直线退离完成，开始转向,550,-550,1
1.179,516.0,896.0,616.0,722.0,0.096,0.5417,-0.2816,0.0604,0.0782,0,0,0,0,0,1,1,-1294.0,1632.0,1503.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,0,,stale,0,0,直线退离完成，开始转向,550,-550,1
1.199,496.0,875.0,600.0,758.0,0.0681,0.5238,-0.318,0.1577,0.1129,0,0,0,0,0,1,1,-1375.0,1902.0,1544.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,0,,stale,0,0,直线退离完成，开始转向,550,-550,1
1.219,476.0,881.0,585.0,768.0,0.0062,0.494,-0.3568,0.2785,0.1424,0,0,0,0,0,1,1,-1467.0,2372.0,1600.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,0,,stale,0,0,直线退离完成，开始转向,550,-550,1
1.239,450.0,912.0,564.0,707.0,-0.0557,0.494,-0.3932,0.2785,0.1114,0,0,0,0,0,1,1,-1467.0,2509.0,1506.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,0,,stale,0,0,直线退离完成，开始转向,550,-550,1
1.259,418.0,950.0,538.0,667.0,-0.1362,0.5556,-0.4442,0.1074,-0.0144,0,0,0,0,0,1,1,-1464.0,2521.0,1581.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,0,,stale,0,0,直线退离完成，开始转向,550,-550,1
1.28,382.0,947.0,506.0,623.0,-0.2353,0.625,-0.5073,-0.0268,-0.1311,0,0,0,0,0,1,1,-1466.0,2272.0,1809.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,转中单路深暗，重新退离后再转,-400,-400,1
1.3,382.0,947.0,506.0,623.0,-0.3467,0.625,-0.585,-0.1745,-0.2606,0,0,0,0,0,1,1,-1466.0,2272.0,1809.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,转中单路深暗，重新退离后再转,-400,-400,1
1.32,352.0,1014.0,478.0,626.0,-0.3467,0.625,-0.585,-0.1745,-0.2606,0,0,0,0,0,1,1,-1468.0,2274.0,2139.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,转中单路深暗，重新退离后再转,-400,-400,1
1.34,320.0,1092.0,442.0,602.0,-0.4396,0.7579,-0.6529,-0.1745,-0.3071,0,0,0,0,0,1,1,-1467.0,1962.0,2228.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,转中单路深暗，重新退离后再转,-400,-400,1
1.36,288.0,1107.0,402.0,562.0,-0.5387,0.9127,-0.7403,-0.245,-0.3918,0,0,0,0,0,1,1,-1468.0,1814.0,2313.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,转中单路深暗，重新退离后再转,-400,-400,1
1.38,261.0,1200.0,369.0,533.0,-0.6378,0.9425,-0.8374,-0.3792,-0.5085,0,0,0,0,0,1,1,-1469.0,1542.0,2426.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,转中单路深暗，重新退离后再转,-400,-400,1
1.4,234.0,1277.0,338.0,513.0,-0.7214,1.127,-0.9175,-0.4765,-0.5989,0,0,0,0,0,1,1,-1470.0,867.0,2480.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,转中单路深暗，重新退离后再转,-400,-400,1
1.42,209.0,1249.0,306.0,482.0,-0.805,1.2242,-0.9927,-0.5436,-0.6743,0,0,0,0,0,1,1,-1470.0,717.0,2436.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,转中单路深暗，重新退离后再转,-400,-400,1
1.44,196.0,1262.0,290.0,462.0,-0.8824,1.25,-1.0704,-0.6477,-0.765,0,0,0,0,0,1,1,-1469.0,881.0,2336.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,转中单路深暗，重新退离后再转,-400,-400,1
1.461,187.0,1277.0,278.0,453.0,-0.9226,1.25,-1.1092,-0.7148,-0.8187,0,0,0,0,0,1,1,-1469.0,736.0,2268.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,转中单路深暗，重新退离后再转,-400,-400,1
1.481,177.0,1219.0,267.0,440.0,-0.9505,1.25,-1.1383,-0.745,-0.8477,0,0,0,0,0,1,1,-1468.0,543.0,2251.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,转中单路深暗，重新退离后再转,-400,-400,1
1.502,171.0,1204.0,262.0,437.0,-0.9814,1.1647,-1.165,-0.7886,-0.885,0,0,0,0,0,1,1,-1469.0,542.0,2262.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,转中单路深暗，重新退离后再转,-400,-400,1
1.522,169.0,1187.0,260.0,438.0,-1.0,1.1349,-1.1772,-0.7953,-0.8977,0,0,0,0,0,1,1,-1470.0,835.0,2325.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,转中单路深暗，重新退离后再转,-400,-400,1
1.542,173.0,1181.0,267.0,445.0,-1.0,1.1012,-1.1772,-0.7953,-0.8977,0,0,0,0,0,1,1,-1470.0,882.0,2368.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,转中单路深暗，重新退离后再转,-400,-400,1
1.562,176.0,1138.0,274.0,450.0,-0.9938,1.0893,-1.165,-0.7718,-0.8828,0,0,0,0,0,1,1,-1463.0,1076.0,2435.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,转中单路深暗，重新退离后再转,-400,-400,1
