t,front,rear,left,right,zone_front,zone_rear,zone_left,zone_right,zone_score,ir_front,ir_rear,ir_left_front,ir_left_rear,ir_right_front,ir_right_rear,ir_valid,analog_diff,shovel_left,shovel_right,shovel_valid,shovel_preheat,shovel_active,mode,state,patrol_state,reentry_state,shovel_state,hunt_mode,hunt_state,hunt_target_type,good_offset_x,bad_offset_x,good_confidence,good_acquire_count,good_miss_count,good_locked,near_direction,enemy_state,enemy_source_direction,enemy_turn_direction,enemy_slow,enemy_confirmed,enemy_vision_count,enemy_vision_verdict,vision_sequence,vision_status,vision_has_good,vision_has_bad,reason,left_cmd,right_cmd,healthy
103.642,596.0,1536.0,1341.0,684.0,0.3189,1.7937,1.4296,0.0604,0.8742,0,0,0,0,0,0,1,261.0,1139.0,1393.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,640,no_target,0,0,直线退离完成，开始转向,-550,550,1
103.662,593.0,1510.0,1337.0,674.0,0.3158,1.7937,1.432,0.0302,0.8739,0,0,0,0,0,0,1,335.0,1436.0,1363.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,640,no_target,0,0,直线退离完成，开始转向,-550,550,1
103.682,588.0,1497.0,1335.0,668.0,0.3065,1.7421,1.432,-0.0034,0.8693,1,0,0,0,0,0,1,291.0,1708.0,1333.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,640,no_target,0,0,直线退离完成，开始转向,-550,550,1
103.702,586.0,1502.0,1333.0,670.0,0.291,1.7262,1.4272,-0.0168,0.8591,1,0,0,0,0,0,1,275.0,1706.0,1333.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,640,no_target,0,0,直线退离完成，开始转向,-550,550,1
103.722,588.0,1521.0,1344.0,678.0,0.291,1.7262,1.4272,-0.0168,0.8591,1,0,0,0,0,0,1,243.0,1544.0,1344.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,640,no_target,0,0,直线退离完成，开始转向,-550,550,1
103.742,594.0,1507.0,1352.0,684.0,0.291,1.7361,1.449,0.0101,0.87,0,0,0,0,0,0,1,192.0,1046.0,1424.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,641,no_target,0,0,直线退离完成，开始转向,-550,550,1
103.763,594.0,1507.0,1352.0,684.0,0.3096,1.7361,1.4684,0.0302,0.889,0,0,0,0,0,0,1,192.0,1046.0,1424.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,641,no_target,0,0,直线退离完成，开始转向,-550,550,1
103.783,592.0,1491.0,1343.0,683.0,0.3096,1.7361,1.4684,0.0302,0.889,0,0,0,0,0,0,1,289.0,1342.0,1425.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,641,no_target,0,0,直线退离完成，开始转向,-550,550,1
103.803,594.0,1500.0,1351.0,689.0,0.3096,1.7222,1.466,0.0302,0.8878,0,0,0,0,0,0,1,189.0,1373.0,1362.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,641,no_target,0,0,直线退离完成，开始转向,-550,550,1
103.823,596.0,1495.0,1363.0,690.0,0.3096,1.7123,1.466,0.047,0.8878,1,0,0,0,0,0,1,159.0,1481.0,1379.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,641,no_target,0,0,直线退离完成，开始转向,-550,550,1
103.843,599.0,1477.0,1354.0,701.0,0.3158,1.7123,1.4733,0.0503,0.8945,1,0,0,0,0,0,1,256.0,1328.0,1425.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,641,no_target,0,0,直线退离完成，开始转向,-550,550,1
103.863,598.0,1448.0,1346.0,698.0,0.322,1.6766,1.4733,0.0772,0.8976,1,0,0,0,0,0,1,145.0,1693.0,1410.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,641,no_target,0,0,直线退离完成，开始转向,-550,550,1
103.883,599.0,1445.0,1351.0,704.0,0.3251,1.619,1.466,0.0872,0.8955,1,0,0,0,0,0,1,229.0,1123.0,1392.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,641,no_target,0,0,直线退离完成，开始转向,-550,550,1
103.903,599.0,1450.0,1358.0,712.0,0.3251,1.619,1.466,0.0973,0.8955,1,0,0,0,0,0,1,60.0,1312.0,1440.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,641,no_target,0,0,直线退离完成，开始转向,-550,550,1
103.924,599.0,1476.0,1352.0,715.0,0.3251,1.623,1.4684,0.1242,0.8968,1,0,0,0,0,0,1,77.0,1078.0,1424.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,642,no_target,0,0,直线退离完成，开始转向,-550,550,1
103.944,596.0,1505.0,1355.0,721.0,0.3251,1.6746,1.4757,0.1342,0.9004,1,0,0,0,0,0,1,179.0,1463.0,1424.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,642,no_target,0,0,直线退离完成，开始转向,-550,550,1
103.964,600.0,1520.0,1348.0,735.0,0.3251,1.7321,1.4684,0.1544,0.8968,1,0,0,0,0,0,1,159.0,1342.0,1452.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,642,no_target,0,0,直线退离完成，开始转向,-550,550,1
103.984,604.0,1508.0,1341.0,737.0,0.3282,1.7381,1.4587,0.2013,0.8935,1,0,0,0,0,0,1,337.0,1251.0,1486.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,642,no_target,0,0,直线退离完成，开始转向,-550,550,1
104.005,601.0,1473.0,1331.0,737.0,0.3313,1.7381,1.4417,0.2081,0.8865,1,0,0,0,0,0,1,150.0,995.0,1483.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,642,no_target,0,0,直线退离完成，开始转向,-550,550,1
104.025,603.0,1458.0,1342.0,738.0,0.3375,1.6687,1.4417,0.2081,0.8896,1,0,0,0,0,0,1,295.0,1248.0,1484.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,642,no_target,0,0,直线退离完成，开始转向,-550,550,1
104.045,607.0,1444.0,1348.0,737.0,0.3375,1.6389,1.4442,0.2081,0.8908,1,0,0,0,0,0,1,76.0,699.0,1483.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,642,no_target,0,0,直线退离完成，开始转向,-550,550,1
104.065,614.0,1445.0,1359.0,737.0,0.3498,1.6131,1.4587,0.2081,0.9043,1,0,0,0,0,0,1,125.0,1171.0,1486.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,643,no_target,0,0,直线退离完成，开始转向,-550,550,1
104.085,610.0,1427.0,1351.0,728.0,0.3591,1.6111,1.466,0.2081,0.9126,1,0,0,0,0,0,1,128.0,1202.0,1546.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,643,no_target,0,0,直线退离完成，开始转向,-550,550,1
104.105,612.0,1433.0,1358.0,731.0,0.3653,1.5893,1.483,0.1879,0.9242,1,0,0,0,0,0,1,46.0,1170.0,1485.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,643,no_target,0,0,直线退离完成，开始转向,-550,550,1
104.125,602.0,1417.0,1342.0,716.0,0.3591,1.5774,1.466,0.1779,0.9126,1,0,0,0,0,0,1,335.0,1281.0,1470.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,643,no_target,0,0,直线退离完成，开始转向,-550,550,1
104.146,602.0,1424.0,1342.0,711.0,0.3344,1.5714,1.4442,0.1376,0.8893,1,0,0,0,0,0,1,339.0,1202.0,1455.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,643,no_target,0,0,直线退离完成，开始转向,-550,550,1
104.166,595.0,1424.0,1323.0,699.0,0.3344,1.5714,1.4442,0.1208,0.8893,1,0,0,0,0,0,1,111.0,1360.0,1439.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,643,no_target,0,0,直线退离完成，开始转向,-550,550,1
104.186,598.0,1454.0,1317.0,692.0,0.322,1.5714,1.3981,0.0805,0.86,0,0,0,0,0,0,1,208.0,1678.0,1410.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,643,no_target,0,0,直线退离完成，开始转向,-550,550,1
104.206,592.0,1468.0,1297.0,679.0,0.3127,1.631,1.3835,0.057,0.8481,1,0,0,0,0,0,1,322.0,1692.0,1349.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,644,no_target,0,0,转向结束时车身斜压白边，重新退离后再转,-400,-400,1
104.226,592.0,1468.0,1297.0,679.0,0.3034,1.6587,1.335,0.0134,0.8192,1,0,0,0,0,0,1,322.0,1692.0,1349.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,644,no_target,0,0,转向结束时车身斜压白边，重新退离后再转,-400,-400,1
104.246,583.0,1474.0,1277.0,672.0,0.3034,1.6587,1.335,0.0134,0.8192,0,0,0,0,0,0,1,323.0,1936.0,1301.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,644,no_target,0,0,转向结束时车身斜压白边，重新退离后再转,-400,-400,1
104.266,568.0,1422.0,1225.0,653.0,0.2755,1.6587,1.2864,-0.0101,0.781,0,0,0,0,0,0,1,347.0,2430.0,1273.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,644,no_target,0,0,转向结束时车身斜压白边，重新退离后再转,-400,-400,1
104.286,557.0,1358.0,1161.0,634.0,0.2291,1.5675,1.1602,-0.0738,0.6946,0,0,0,0,0,0,1,226.0,2569.0,1207.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,644,no_target,0,0,转向结束时车身斜压白边，重新退离后再转,-400,-400,1
104.306,544.0,1278.0,1115.0,604.0,0.195,1.4405,1.0049,-0.1376,0.6,0,0,0,0,0,0,1,234.0,2570.0,1176.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,644,no_target,0,0,转向结束时车身斜压白边，重新退离后再转,-400,-400,1
104.327,533.0,1224.0,1069.0,566.0,0.1548,1.2817,0.8932,-0.2383,0.524,0,0,0,0,0,0,1,243.0,2535.0,1143.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,644,no_target,0,0,转向结束时车身斜压白边，重新退离后再转,-400,-400,1
104.347,514.0,1160.0,997.0,523.0,0.1207,1.1746,0.7816,-0.3658,0.4511,0,0,0,0,0,0,1,79.0,2411.0,1111.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,645,no_target,0,0,转向结束时车身斜压白边，重新退离后再转,-400,-400,1
104.367,500.0,1086.0,948.0,494.0,0.0619,1.0476,0.6068,-0.5101,0.3344,0,0,0,0,0,0,1,317.0,2186.0,1032.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,645,no_target,0,0,转向结束时车身斜压白边，重新退离后再转,-400,-400,1
104.387,483.0,994.0,891.0,462.0,0.0186,0.9008,0.4879,-0.6074,0.2532,0,0,0,0,0,0,1,364.0,2010.0,996.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,645,no_target,0,0,转向结束时车身斜压白边，重新退离后再转,-400,-400,1
104.407,466.0,908.0,839.0,429.0,-0.0341,0.7183,0.3495,-0.7148,0.1577,0,0,0,0,0,0,1,184.0,1723.0,963.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,645,no_target,0,0,转向结束时车身斜压白边，重新退离后再转,-400,-400,1
104.427,451.0,827.0,787.0,399.0,-0.0867,0.5476,0.2233,-0.8255,0.0683,0,0,0,0,0,0,1,34.0,1692.0,1015.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,645,no_target,0,0,转向结束时车身斜压白边，重新退离后再转,-400,-400,1
104.447,434.0,748.0,742.0,373.0,-0.1331,0.3869,0.0971,-0.9262,-0.018,0,0,0,0,0,0,1,63.0,1691.0,1627.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,645,no_target,0,0,转向结束时车身斜压白边，重新退离后再转,-400,-400,1
104.468,418.0,676.0,704.0,352.0,-0.1858,0.2302,-0.0121,-1.0134,-0.0989,0,0,0,0,0,0,1,-7.0,1249.0,1578.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,645,no_target,0,0,转向结束时车身斜压白边，重新退离后再转,-400,-400,1
104.488,404.0,616.0,667.0,336.0,-0.2353,0.0873,-0.1044,-1.0839,-0.1698,0,0,0,0,0,0,1,-6.0,1417.0,1454.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,646,no_target,0,0,转向结束时车身斜压白边，重新退离后再转,-400,-400,1
104.508,393.0,567.0,627.0,324.0,-0.2786,-0.0317,-0.1942,-1.1376,-0.2364,0,0,0,0,0,0,1,-4.0,1338.0,1234.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,646,no_target,0,0,转向结束时车身斜压白边，重新退离后再转,-400,-400,1
104.528,384.0,529.0,597.0,319.0,-0.3127,-0.129,-0.2913,-1.1779,-0.302,0,0,0,0,0,0,1,-5.0,990.0,1193.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,646,no_target,0,0,转向结束时车身斜压白边，重新退离后再转,-400,-400,1
104.548,367.0,491.0,564.0,312.0,-0.3406,-0.2044,-0.3641,-1.1946,-0.3523,0,0,0,0,0,0,1,-4.0,733.0,1070.0,1,0,0,reentry,IR_WAIT,EDGE_AVOID,IR_WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,646,no_target,0,0,掉台但六路红外暂时无值，停车等待,0,0,1
104.568,347.0,457.0,541.0,309.0,-0.3932,-0.2798,-0.4442,-1.2181,-0.4187,0,0,0,0,0,0,1,-4.0,817.0,1026.0,1,0,0,reentry,IR_WAIT,EDGE_AVOID,IR_WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,646,no_target,0,0,掉台但六路红外暂时无值，停车等待,0,0,1
104.588,338.0,426.0,520.0,309.0,-0.4551,-0.3472,-0.5,-1.2282,-0.4776,0,0,0,0,0,0,1,-4.0,768.0,961.0,1,0,0,reentry,IR_WAIT,EDGE_AVOID,IR_WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,646,no_target,0,0,掉台但六路红外暂时无值，停车等待,0,0,1
104.609,315.0,396.0,498.0,309.0,-0.483,-0.4087,-0.551,-1.2282,-0.517,0,1,0,0,0,0,1,-3.0,1244.0,914.0,1,0,0,reentry,TURN_180,EDGE_AVOID,TURN_180,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,646,no_target,0,0,正后红外亮，转 180 度,600,-600,1
104.629,291.0,373.0,479.0,306.0,-0.5542,-0.4683,-0.6044,-1.2282,-0.5793,0,1,0,0,0,0,1,-4.0,539.0,941.0,1,0,0,reentry,TURN_180,EDGE_AVOID,TURN_180,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,647,no_target,0,0,正后红外亮，转 180 度,600,-600,1
104.649,277.0,361.0,462.0,307.0,-0.6285,-0.5139,-0.6505,-1.2349,-0.6395,0,1,0,0,0,0,1,-2.0,684.0,832.0,1,0,0,reentry,TURN_180,EDGE_AVOID,TURN_180,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,647,no_target,0,0,正后红外亮，转 180 度,600,-600,1
104.67,270.0,357.0,442.0,305.0,-0.6718,-0.5377,-0.6917,-1.2383,-0.6818,0,1,0,0,0,0,1,-4.0,699.0,817.0,1,0,0,reentry,TURN_180,EDGE_AVOID,TURN_180,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,647,no_target,0,0,正后红外亮，转 180 度,600,-600,1
104.69,270.0,357.0,442.0,305.0,-0.6935,-0.5456,-0.7403,-1.2416,-0.7169,0,1,0,0,0,0,1,-4.0,699.0,817.0,1,0,0,reentry,TURN_180,EDGE_AVOID,TURN_180,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,647,no_target,0,0,正后红外亮，转 180 度,600,-600,1
104.71,265.0,355.0,418.0,307.0,-0.6935,-0.5456,-0.7403,-1.2416,-0.7169,0,1,0,0,0,0,1,-129.0,554.0,799.0,1,0,0,reentry,TURN_180,EDGE_AVOID,TURN_180,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,647,no_target,0,0,正后红外亮，转 180 度,600,-600,1
104.73,260.0,353.0,393.0,307.0,-0.709,-0.5496,-0.7985,-1.2349,-0.7538,0,1,0,0,0,0,1,-3.0,1182.0,786.0,1,0,0,reentry,TURN_180,EDGE_AVOID,TURN_180,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,647,no_target,0,0,正后红外亮，转 180 度,600,-600,1
104.75,260.0,358.0,380.0,314.0,-0.7245,-0.5496,-0.8592,-1.2349,-0.7918,0,1,0,0,0,0,1,-2.0,1073.0,755.0,1,0,0,reentry,TURN_180,EDGE_AVOID,TURN_180,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,647,no_target,0,0,正后红外亮，转 180 度,600,-600,1
104.771,258.0,359.0,365.0,316.0,-0.7245,-0.5437,-0.8908,-1.2114,-0.8076,0,1,0,0,0,0,1,-2.0,875.0,754.0,1,0,0,reentry,TURN_180,EDGE_AVOID,TURN_180,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,648,no_target,0,0,正后红外亮，转 180 度,600,-600,1
104.791,261.0,366.0,358.0,323.0,-0.7245,-0.5417,-0.9272,-1.2047,-0.8258,0,1,0,0,0,0,1,-6.0,973.0,809.0,1,0,0,reentry,TURN_180,EDGE_AVOID,TURN_180,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,648,no_target,0,0,正后红外亮，转 180 度,600,-600,1
104.811,262.0,372.0,350.0,323.0,-0.7214,-0.5278,-0.9442,-1.1812,-0.8328,0,1,0,0,0,0,1,-4.0,1026.0,750.0,1,0,0,reentry,TURN_180,EDGE_TURN,TURN_180,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,648,no_target,0,0,正后红外亮，转 180 度,600,-600,1
104.831,264.0,376.0,349.0,323.0,-0.7183,-0.5159,-0.9636,-1.1812,-0.8409,0,1,0,0,0,0,1,-3.0,1057.0,750.0,1,0,0,reentry,TURN_180,EDGE_AVOID,TURN_180,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,648,no_target,0,0,正后红外亮，转 180 度,600,-600,1
104.851,266.0,380.0,349.0,329.0,-0.7121,-0.5079,-0.966,-1.1812,-0.839,0,1,0,0,0,0,1,-1.0,1626.0,751.0,1,0,0,reentry,TURN_180,EDGE_AVOID,TURN_180,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,648,no_target,0,0,正后红外亮，转 180 度,600,-600,1
104.871,270.0,388.0,354.0,335.0,-0.7059,-0.5,-0.966,-1.1611,-0.836,0,1,0,0,0,0,1,-2.0,1366.0,750.0,1,0,0,reentry,TURN_180,EDGE_AVOID,TURN_180,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,648,no_target,0,0,正后红外亮，转 180 度,600,-600,1
104.891,275.0,407.0,360.0,336.0,-0.6935,-0.4841,-0.9539,-1.1409,-0.8237,0,1,0,0,0,0,1,-2.0,1214.0,756.0,1,0,0,reentry,TURN_180,EDGE_AVOID,TURN_180,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,648,no_target,0,0,正后红外亮，转 180 度,600,-600,1
104.912,281.0,429.0,368.0,337.0,-0.678,-0.4464,-0.9393,-1.1376,-0.8087,0,1,0,0,0,0,1,-3.0,1230.0,771.0,1,0,0,reentry,TURN_180,EDGE_AVOID,TURN_180,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,649,no_target,0,0,正后红外亮，转 180 度,600,-600,1
104.932,287.0,446.0,379.0,347.0,-0.6594,-0.4028,-0.9199,-1.1342,-0.7897,0,1,0,0,0,0,1,-3.0,1262.0,769.0,1,0,0,reentry,TURN_180,EDGE_AVOID,TURN_180,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,649,no_target,0,0,正后红外亮，转 180 度,600,-600,1
104.952,291.0,455.0,395.0,363.0,-0.6409,-0.369,-0.8932,-1.1007,-0.767,0,1,0,0,0,0,1,-4.0,1569.0,803.0,1,0,0,reentry,TURN_180,EDGE_AVOID,TURN_180,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,649,no_target,0,0,正后红外亮，转 180 度,600,-600,1
104.973,291.0,457.0,407.0,369.0,-0.6285,-0.3512,-0.8544,-1.047,-0.7414,0,1,0,0,0,0,1,-4.0,1416.0,820.0,1,0,0,reentry,TURN_180,EDGE_AVOID,TURN_180,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,649,no_target,0,0,正后红外亮，转 180 度,600,-600,1
104.993,295.0,462.0,419.0,374.0,-0.6285,-0.3472,-0.8252,-1.0268,-0.7269,0,1,0,0,0,0,1,3.0,1462.0,850.0,1,0,0,reentry,TURN_180,EDGE_AVOID,TURN_180,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,649,no_target,0,0,正后红外亮，转 180 度,600,-600,1
105.013,300.0,475.0,434.0,382.0,-0.6161,-0.3373,-0.7961,-1.0101,-0.7061,0,1,0,0,0,0,1,-4.0,1739.0,851.0,1,0,0,reentry,TURN_180,EDGE_AVOID,TURN_180,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,649,no_target,0,0,正后红外亮，转 180 度,600,-600,1
105.033,308.0,488.0,451.0,387.0,-0.6006,-0.3115,-0.7597,-0.9832,-0.6802,0,1,0,0,0,0,1,-4.0,1689.0,868.0,1,0,0,reentry,TURN_180,EDGE_AVOID,TURN_180,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,649,no_target,0,0,正后红外亮，转 180 度,600,-600,1
105.053,308.0,498.0,475.0,394.0,-0.5759,-0.2857,-0.7184,-0.9664,-0.6471,0,1,0,0,0,0,1,-5.0,1888.0,917.0,1,0,0,reentry,TURN_180,EDGE_AVOID,TURN_180,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,650,no_target,0,0,正后红外亮，转 180 度,600,-600,1
105.073,313.0,507.0,488.0,400.0,-0.5759,-0.2659,-0.6602,-0.943,-0.618,0,1,0,0,0,0,1,9.0,1755.0,932.0,1,0,0,reentry,TURN_180,EDGE_AVOID,TURN_180,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,650,no_target,0,0,正后红外亮，转 180 度,600,-600,1
105.094,321.0,515.0,501.0,405.0,-0.5604,-0.248,-0.6286,-0.9228,-0.5945,0,1,0,0,0,0,1,-5.0,1810.0,946.0,1,0,0,reentry,TURN_180,EDGE_AVOID,TURN_180,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,650,no_target,0,0,正后红外亮，转 180 度,600,-600,1
105.114,326.0,524.0,513.0,411.0,-0.5356,-0.2321,-0.5971,-0.906,-0.5663,0,1,0,0,0,0,1,-4.0,1858.0,1031.0,1,0,0,reentry,TURN_180,EDGE_AVOID,TURN_180,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,650,no_target,0,0,正后红外亮，转 180 度,600,-600,1
105.134,336.0,531.0,530.0,414.0,-0.5201,-0.2143,-0.568,-0.8859,-0.544,0,1,0,0,0,0,1,-5.0,1932.0,1064.0,1,0,0,reentry,TURN_180,EDGE_AVOID,TURN_180,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,650,no_target,0,0,正后红外亮，转 180 度,600,-600,1
105.154,342.0,540.0,546.0,418.0,-0.4892,-0.2004,-0.5267,-0.8758,-0.5079,0,1,0,0,0,0,1,-5.0,1981.0,1093.0,1,0,0,reentry,TURN_180,EDGE_AVOID,TURN_180,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,650,no_target,0,0,正后红外亮，转 180 度,600,-600,1
105.174,349.0,548.0,563.0,419.0,-0.4706,-0.1825,-0.4879,-0.8624,-0.4792,0,1,0,0,0,0,1,-4.0,2021.0,1106.0,1,0,0,reentry,TURN_180,EDGE_AVOID,TURN_180,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,650,no_target,0,0,正后红外亮，转 180 度,600,-600,1
