t,front,rear,left,right,zone_front,zone_rear,zone_left,zone_right,zone_score,ir_front,ir_rear,ir_left_front,ir_left_rear,ir_right_front,ir_right_rear,ir_valid,analog_diff,shovel_left,shovel_right,shovel_valid,shovel_preheat,shovel_active,mode,state,patrol_state,reentry_state,shovel_state,hunt_mode,hunt_state,hunt_target_type,good_offset_x,bad_offset_x,good_confidence,good_acquire_count,good_miss_count,good_locked,near_direction,enemy_state,enemy_source_direction,enemy_turn_direction,enemy_slow,enemy_confirmed,enemy_vision_count,enemy_vision_verdict,vision_sequence,vision_status,vision_has_good,vision_has_bad,reason,left_cmd,right_cmd,healthy
0.042,640.0,1017.0,975.0,826.0,0.452,0.7639,0.5534,0.5067,0.5301,0,0,0,0,0,0,1,-5.0,159.0,1132.0,1,0,0,reentry,SENSOR_STOP,WARMUP,SENSOR_STOP,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,传感器无效或数据过期,0,0,1
0.062,637.0,1014.0,972.0,823.0,0.4474,0.7609,0.5498,0.5017,0.5257,0,0,0,0,0,0,1,-5.0,142.0,1133.0,1,0,0,reentry,SENSOR_STOP,WARMUP,SENSOR_STOP,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,传感器无效或数据过期,0,0,1
0.082,636.0,1012.0,969.0,820.0,0.4396,0.754,0.5388,0.4866,0.5127,0,0,0,0,0,0,1,6.0,245.0,1131.0,1,0,0,patrol,WARMUP,WARMUP,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,等待滤波窗口,0,0,1
0.102,634.0,1009.0,968.0,818.0,0.4365,0.751,0.5376,0.4832,0.5104,0,0,0,0,0,0,1,-5.0,637.0,1133.0,1,0,0,patrol,WARMUP,WARMUP,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,等待滤波窗口,0,0,1
0.122,638.0,1017.0,974.0,825.0,0.4396,0.754,0.5388,0.4866,0.5127,0,0,0,0,0,0,1,-4.0,176.0,1133.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.142,638.0,1016.0,972.0,822.0,0.4458,0.7619,0.5461,0.4933,0.5197,0,0,0,0,0,0,1,-4.0,142.0,1118.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.162,636.0,1011.0,970.0,820.0,0.4458,0.7619,0.5461,0.4933,0.5197,0,0,0,0,0,0,1,-4.0,247.0,1132.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.183,638.0,1016.0,973.0,825.0,0.4458,0.7619,0.5461,0.4933,0.5197,0,0,0,0,0,0,1,-5.0,606.0,1162.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.203,638.0,1018.0,974.0,825.0,0.4458,0.7619,0.5485,0.5034,0.5259,0,0,0,0,0,0,1,53.0,246.0,1135.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.223,635.0,1010.0,969.0,818.0,0.4458,0.7619,0.5485,0.5034,0.5259,0,0,0,0,0,0,1,-5.0,1028.0,1122.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.243,635.0,1011.0,969.0,820.0,0.4365,0.752,0.5388,0.4866,0.5127,0,0,0,0,0,0,1,-6.0,734.0,1134.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.263,638.0,1017.0,973.0,824.0,0.4365,0.752,0.5388,0.4866,0.5127,0,0,0,0,0,0,1,0.0,246.0,1133.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.283,632.0,1007.0,966.0,817.0,0.4365,0.752,0.5388,0.4866,0.5127,0,0,0,0,0,0,1,52.0,654.0,1136.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.303,633.0,1007.0,968.0,819.0,0.4303,0.744,0.5364,0.4832,0.5098,0,0,0,0,0,0,1,-5.0,257.0,1134.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.323,629.0,1000.0,960.0,813.0,0.4272,0.744,0.5316,0.4765,0.504,0,0,0,0,0,0,1,-2.0,170.0,1132.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.343,637.0,1012.0,970.0,827.0,0.4303,0.744,0.5364,0.4832,0.5098,0,0,0,0,0,0,1,49.0,229.0,1118.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.363,636.0,1011.0,975.0,825.0,0.4396,0.752,0.5413,0.5034,0.5223,0,0,0,0,0,0,1,-5.0,110.0,1118.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.383,632.0,999.0,978.0,826.0,0.4396,0.752,0.5534,0.5067,0.5301,0,0,0,0,0,0,1,-4.0,226.0,1118.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.404,625.0,981.0,974.0,816.0,0.4272,0.7282,0.5534,0.5034,0.5284,0,0,0,0,0,0,1,6.0,76.0,1100.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.424,626.0,984.0,972.0,814.0,0.4087,0.6984,0.551,0.4732,0.5121,0,0,0,0,0,0,1,18.0,225.0,1102.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.444,632.0,972.0,976.0,823.0,0.4087,0.6925,0.551,0.4732,0.5121,0,0,0,0,0,0,1,-4.0,176.0,1102.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.464,625.0,933.0,968.0,827.0,0.4087,0.6746,0.5461,0.4966,0.5214,0,0,0,0,0,0,1,-10.0,126.0,1124.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.484,615.0,956.0,953.0,821.0,0.4056,0.6429,0.5364,0.4966,0.5165,0,0,0,0,0,0,1,-4.0,484.0,1148.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.504,622.0,970.0,941.0,825.0,0.3963,0.6429,0.5,0.5034,0.5017,0,0,0,0,0,0,1,-4.0,25.0,1102.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.524,622.0,970.0,941.0,825.0,0.3963,0.6706,0.4709,0.5034,0.4871,0,0,0,0,0,0,1,-4.0,25.0,1102.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.544,622.0,966.0,944.0,825.0,0.3963,0.6706,0.4709,0.5034,0.4871,0,0,0,0,0,0,1,-5.0,24.0,1134.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.564,611.0,951.0,938.0,824.0,0.3963,0.6627,0.4709,0.5034,0.4871,0,0,0,0,0,0,1,84.0,93.0,1184.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.585,605.0,952.0,926.0,825.0,0.3622,0.6349,0.4636,0.5034,0.4835,0,0,0,0,0,0,1,14.0,21.0,1160.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.605,606.0,961.0,922.0,826.0,0.3467,0.6349,0.4345,0.5034,0.4689,0,0,0,0,0,0,1,-3.0,142.0,1135.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.625,598.0,969.0,921.0,822.0,0.3437,0.6528,0.4248,0.5034,0.4641,0,0,0,0,0,0,1,-4.0,441.0,1151.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.645,593.0,954.0,940.0,814.0,0.322,0.6528,0.4248,0.4933,0.459,0,0,0,0,0,0,1,-5.0,474.0,1165.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.665,598.0,952.0,945.0,809.0,0.322,0.6389,0.4684,0.4664,0.4674,0,0,0,0,0,0,1,-6.0,21.0,1164.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.685,602.0,952.0,941.0,805.0,0.322,0.6349,0.4709,0.4497,0.4603,0,0,0,0,0,0,1,-5.0,38.0,1165.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.705,592.0,944.0,928.0,813.0,0.322,0.6349,0.4709,0.4497,0.4603,0,0,0,0,0,0,1,-6.0,392.0,1163.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,前向灰度趋势变暗，提前离边,-400,-400,1
0.726,590.0,922.0,928.0,791.0,0.3034,0.619,0.4393,0.4362,0.4378,0,0,0,0,0,0,1,-4.0,21.0,1208.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,,stale,0,0,直线退离完成，开始转向,550,-550,1
0.746,592.0,906.0,928.0,790.0,0.3034,0.5754,0.4393,0.3893,0.4143,0,0,0,0,0,0,1,-5.0,24.0,1181.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,,stale,0,0,直线退离完成，开始转向,550,-550,1
0.766,590.0,918.0,907.0,773.0,0.2972,0.5675,0.4393,0.3859,0.4126,0,0,0,0,0,0,1,-5.0,23.0,1196.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,,stale,0,0,直线退离完成，开始转向,550,-550,1
0.786,578.0,913.0,912.0,766.0,0.2972,0.5575,0.4005,0.3289,0.3647,0,0,0,0,0,0,1,-5.0,21.0,1208.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,,stale,0,0,直线退离完成，开始转向,550,-550,1
0.806,572.0,922.0,919.0,766.0,0.2601,0.5675,0.4005,0.3054,0.3529,0,0,0,0,0,0,1,7.0,22.0,1228.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,,stale,0,0,直线退离完成，开始转向,550,-550,1
0.826,556.0,912.0,912.0,765.0,0.2415,0.5575,0.4005,0.3054,0.3529,0,0,0,0,0,0,1,-5.0,21.0,1244.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,,stale,0,0,直线退离完成，开始转向,550,-550,1
0.846,565.0,933.0,909.0,770.0,0.2198,0.5754,0.4005,0.3054,0.3529,0,0,0,0,0,0,1,-5.0,22.0,1262.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,,stale,0,0,直线退离完成，开始转向,550,-550,1
0.866,563.0,930.0,900.0,752.0,0.2136,0.5913,0.3932,0.302,0.3476,0,0,0,0,0,0,1,-5.0,126.0,1037.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,,stale,0,0,直线退离完成，开始转向,550,-550,1
0.886,568.0,920.0,901.0,778.0,0.2198,0.5913,0.3738,0.3188,0.3463,0,0,0,0,0,0,1,5.0,245.0,1296.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,,stale,0,0,直线退离完成，开始转向,550,-550,1
0.907,565.0,900.0,896.0,770.0,0.2198,0.5714,0.3714,0.3188,0.3451,0,0,0,0,0,0,1,-5.0,21.0,1342.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,,stale,0,0,直线退离完成，开始转向,550,-550,1
0.927,559.0,909.0,901.0,771.0,0.2198,0.5496,0.3738,0.3221,0.348,0,0,0,0,0,0,1,-6.0,202.0,1309.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,,stale,0,0,直线退离完成，开始转向,550,-550,1
0.947,554.0,911.0,910.0,766.0,0.2012,0.5496,0.3738,0.3188,0.3463,0,0,0,0,0,0,1,-6.0,22.0,1278.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,,stale,0,0,直线退离完成，开始转向,550,-550,1
0.967,554.0,911.0,910.0,766.0,0.1858,0.5536,0.3956,0.3054,0.3505,0,0,0,0,0,0,1,-6.0,22.0,1278.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,,stale,0,0,直线退离完成，开始转向,550,-550,1
0.988,552.0,940.0,906.0,758.0,0.1858,0.5536,0.3956,0.3054,0.3505,0,0,0,0,0,0,1,-10.0,226.0,1266.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,,stale,0,0,直线退离完成，开始转向,550,-550,1
1.008,552.0,961.0,890.0,803.0,0.1796,0.6111,0.3859,0.3054,0.3456,0,0,0,0,0,0,1,-5.0,390.0,1328.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,,stale,0,0,直线退离完成，开始转向,550,-550,1
1.028,545.0,980.0,875.0,818.0,0.1796,0.6528,0.3471,0.4295,0.3883,0,0,0,0,0,0,1,-5.0,294.0,1496.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,,stale,0,0,直线退离完成，开始转向,550,-550,1
1.048,527.0,985.0,832.0,843.0,0.1579,0.6905,0.3107,0.4799,0.3953,0,0,0,0,0,0,1,2.0,1372.0,1624.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,,stale,0,0,直线退离完成，开始转向,550,-550,1
1.068,523.0,999.0,795.0,872.0,0.1022,0.7004,0.2063,0.5638,0.385,0,0,0,0,0,0,1,-10.0,2040.0,1568.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,,stale,0,0,直线退离完成，开始转向,550,-550,1
1.088,519.0,1021.0,752.0,912.0,0.0898,0.7282,0.1165,0.6611,0.3888,0,0,0,0,0,0,1,-7.0,2329.0,1675.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,,stale,0,0,直线退离完成，开始转向,550,-550,1
1.108,501.0,1044.0,696.0,1050.0,0.0774,0.7718,0.0121,0.7953,0.4246,0,0,0,0,0,0,1,-7.0,2567.0,1853.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,,stale,0,0,直线退离完成，开始转向,550,-550,1
1.128,478.0,1073.0,648.0,1361.0,0.0217,0.8175,-0.1238,1.2584,0.4196,0,1,0,0,0,0,1,-9.0,2290.0,2033.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,,stale,0,0,直线退离完成，开始转向,550,-550,1
1.149,466.0,1069.0,629.0,1403.0,-0.0495,0.8671,-0.2403,2.302,0.4088,0,1,0,0,0,0,1,-10.0,2011.0,2328.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,,stale,0,0,直线退离完成，开始转向,550,-550,1
1.169,474.0,1083.0,646.0,1381.0,-0.0619,0.875,-0.2451,2.3691,0.4065,0,1,0,0,0,0,1,-10.0,2070.0,2314.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,,stale,0,0,直线退离完成，开始转向,550,-550,1
1.189,477.0,1098.0,663.0,1133.0,-0.0619,0.8948,-0.2451,2.3691,0.4165,0,1,0,0,0,0,1,-10.0,2197.0,2150.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,,stale,0,0,直线退离完成，开始转向,550,-550,1
1.209,471.0,1091.0,660.0,960.0,-0.0619,0.9107,-0.2112,1.5369,0.4244,0,1,0,0,0,0,1,-15.0,2402.0,1944.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,,stale,0,0,直线退离完成，开始转向,550,-550,1
1.229,456.0,1090.0,639.0,843.0,-0.0712,0.9107,-0.2112,0.9564,0.4198,0,1,0,0,0,0,1,-10.0,2087.0,2272.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,,stale,0,0,直线退离完成，开始转向,550,-550,1
1.249,442.0,1102.0,614.0,739.0,-0.1176,0.9107,-0.2621,0.5638,0.2231,0,1,0,0,0,0,1,-9.0,1980.0,2313.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,,stale,0,0,直线退离完成，开始转向,550,-550,1
1.27,435.0,1118.0,606.0,662.0,-0.161,0.9325,-0.3228,0.2148,0.0269,0,1,0,0,0,0,1,-10.0,2285.0,2243.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,,stale,0,0,直线退离完成，开始转向,550,-550,1
1.29,432.0,1104.0,607.0,631.0,-0.1827,0.9365,-0.3398,-0.0436,-0.1131,0,0,0,0,0,0,1,-9.0,2173.0,2181.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,,stale,0,0,直线退离完成，开始转向,550,-550,1
1.31,434.0,1109.0,608.0,623.0,-0.1858,0.9464,-0.3398,-0.1477,-0.1667,0,0,0,0,0,0,1,-9.0,2234.0,2197.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,,stale,0,0,直线退离完成，开始转向,550,-550,1
1.33,441.0,1124.0,608.0,617.0,-0.1858,0.9464,-0.3374,-0.1745,-0.1801,0,0,0,0,0,0,1,-8.0,2141.0,2152.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,,stale,0,0,直线退离完成，开始转向,550,-550,1
1.35,450.0,1154.0,618.0,616.0,-0.1641,0.9762,-0.3374,-0.1946,-0.1794,0,0,0,0,0,0,1,-8.0,2173.0,2017.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,,stale,0,0,直线退离完成，开始转向,550,-550,1
1.371,454.0,1172.0,615.0,615.0,-0.1362,1.0357,-0.3204,-0.198,-0.1671,0,0,0,0,0,0,1,-8.0,2233.0,1899.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,,stale,0,0,直线退离完成，开始转向,550,-550,1
1.391,478.0,1209.0,624.0,653.0,-0.1238,1.0714,-0.3131,-0.198,-0.1609,0,0,0,0,0,1,1,-6.0,2474.0,1538.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,,stale,0,0,直线退离完成，开始转向,550,-550,1
1.411,547.0,1341.0,660.0,684.0,-0.0495,1.1448,-0.2985,-0.0738,-0.0617,0,0,0,0,0,1,1,-7.0,2571.0,1552.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,,stale,0,0,直线退离完成，开始转向,550,-550,1
1.431,598.0,1373.0,701.0,714.0,0.1641,1.4067,-0.2112,0.0302,0.0971,0,0,0,0,0,1,1,-8.0,2372.0,1490.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,,stale,0,0,直线退离完成，开始转向,550,-550,1
1.451,604.0,1381.0,697.0,698.0,0.322,1.4702,-0.1214,0.0772,0.1996,0,0,0,0,0,1,1,-1.0,2380.0,37.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,,stale,0,0,直线退离完成，开始转向,550,-550,1
1.472,633.0,1413.0,688.0,717.0,0.3406,1.4861,-0.1214,0.1309,0.2357,0,0,0,0,0,1,1,-6.0,2537.0,1353.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,,stale,0,0,直线退离完成，开始转向,550,-550,1
1.492,702.0,1488.0,721.0,742.0,0.4303,1.5496,-0.1214,0.1409,0.2856,0,0,0,0,0,1,1,-5.0,2390.0,1289.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,,stale,0,0,直线退离完成，开始转向,550,-550,1
1.512,754.0,1480.0,731.0,759.0,0.644,1.6825,-0.0631,0.2248,0.4344,0,0,0,0,0,0,1,-7.0,2485.0,1463.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,right,0,0,0,idle,,stale,0,0,直线退离完成，开始转向,550,-550,1
1.532,768.0,1496.0,731.0,771.0,0.805,1.6984,-0.0388,0.2819,0.5434,0,0,0,0,0,1,1,-7.0,2486.0,1525.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,转向完成，向前离开边缘,400,400,1
1.552,829.0,1556.0,746.0,795.0,0.8483,1.7143,-0.0388,0.3221,0.5852,0,0,0,0,0,1,1,-7.0,2537.0,1554.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,转向完成，向前离开边缘,400,400,1
1.573,998.0,1638.0,784.0,832.0,1.0372,1.8333,-0.0024,0.4027,0.7199,0,0,0,0,0,1,1,-7.0,2514.0,1581.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,转向完成，向前离开边缘,400,400,1
1.593,998.0,1638.0,784.0,832.0,1.5604,1.996,0.0898,0.5268,1.0436,0,0,0,0,0,1,1,-7.0,2514.0,1581.0,1,0,0,patrol,RECOVER_FORWARD,RECOVER_FORWARD,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,,stale,0,0,转向完成，向前离开边缘,400,400,1
