t,front,rear,left,right,zone_front,zone_rear,zone_left,zone_right,fall,fall_edge,ir_front,ir_rear,ir_left_front,ir_left_rear,ir_right_front,ir_right_rear,ir_valid,adc_left,adc_right,adc_signal_raw,diff,state,reason,left_cmd,right_cmd,healthy
0.201,519.0,770.0,379.0,1076.0,-0.3973,-0.061,-0.2201,-0.1378,1,0,0,0,1,1,0,0,1,16.0,21.0,21.0,-5.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.221,520.0,771.0,379.0,1076.0,-0.3973,-0.061,-0.2201,-0.1399,1,0,0,0,1,1,0,0,1,16.0,20.0,20.0,-4.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.242,520.0,770.0,379.0,1076.0,-0.3973,-0.061,-0.2201,-0.1399,1,0,0,0,1,1,0,0,1,17.0,22.0,22.0,-5.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.262,520.0,769.0,380.0,1075.0,-0.3973,-0.061,-0.2201,-0.1399,1,0,0,0,1,1,0,0,1,17.0,23.0,23.0,-6.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.282,519.0,768.0,379.0,1075.0,-0.3973,-0.0632,-0.2201,-0.142,1,0,0,0,1,1,0,0,1,15.0,21.0,21.0,-6.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.302,517.0,763.0,379.0,1072.0,-0.4,-0.0654,-0.2201,-0.142,1,0,0,0,1,1,0,0,1,16.0,21.0,21.0,-5.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.322,516.0,763.0,379.0,1069.0,-0.4054,-0.0763,-0.2201,-0.1482,1,0,0,0,1,1,0,0,1,17.0,22.0,22.0,-5.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.342,518.0,766.0,381.0,1072.0,-0.4054,-0.0763,-0.2201,-0.1482,1,0,0,0,1,1,0,0,1,20.0,21.0,21.0,-1.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.362,517.0,768.0,383.0,1073.0,-0.4054,-0.0697,-0.2145,-0.1482,1,0,0,0,1,1,0,0,1,16.0,27.0,27.0,-11.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.382,518.0,769.0,382.0,1071.0,-0.4027,-0.0654,-0.2117,-0.1482,1,0,0,0,1,1,0,0,1,26.0,21.0,26.0,5.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.402,521.0,780.0,381.0,1073.0,-0.4027,-0.0632,-0.2117,-0.1461,1,0,0,0,1,1,0,0,1,32.0,21.0,32.0,11.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.422,522.0,782.0,379.0,1065.0,-0.3946,-0.0392,-0.2145,-0.1503,1,0,0,0,1,1,0,0,1,24.0,21.0,24.0,3.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.442,524.0,782.0,382.0,1056.0,-0.3918,-0.0349,-0.2145,-0.1628,1,0,0,0,1,1,0,0,1,17.0,21.0,21.0,-4.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.462,527.0,779.0,385.0,1049.0,-0.3864,-0.0349,-0.2117,-0.1816,1,0,0,0,1,1,0,0,1,17.0,21.0,21.0,-4.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.483,530.0,778.0,382.0,1040.0,-0.3782,-0.0414,-0.2117,-0.1962,1,0,0,0,1,1,0,0,1,16.0,21.0,21.0,-5.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.503,534.0,778.0,377.0,1030.0,-0.3701,-0.0436,-0.2117,-0.215,1,0,0,0,1,1,0,0,1,18.0,22.0,22.0,-4.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.523,538.0,781.0,377.0,1028.0,-0.3592,-0.0436,-0.2256,-0.2359,1,0,0,0,1,1,0,0,1,133.0,21.0,133.0,112.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.543,538.0,778.0,375.0,1027.0,-0.3483,-0.0436,-0.2256,-0.2401,1,0,0,0,1,1,0,0,1,17.0,22.0,22.0,-5.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.563,536.0,773.0,374.0,1026.0,-0.3483,-0.0436,-0.2312,-0.2422,1,0,0,0,1,1,0,0,1,17.0,21.0,21.0,-4.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.583,537.0,772.0,376.0,1029.0,-0.351,-0.0545,-0.2312,-0.2422,1,0,0,0,1,1,0,0,1,20.0,23.0,23.0,-3.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.603,537.0,772.0,376.0,1029.0,-0.351,-0.0566,-0.2284,-0.238,1,0,0,0,1,1,0,0,1,20.0,23.0,23.0,-3.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.623,532.0,769.0,376.0,1025.0,-0.351,-0.0566,-0.2284,-0.238,1,0,0,0,1,1,0,0,1,33.0,23.0,33.0,10.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.643,531.0,771.0,375.0,1025.0,-0.3646,-0.0588,-0.2284,-0.2463,1,0,0,0,1,1,0,0,1,69.0,22.0,69.0,47.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.663,534.0,772.0,373.0,1035.0,-0.3646,-0.0588,-0.2312,-0.2463,1,0,0,0,1,1,0,0,1,124.0,30.0,124.0,94.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.683,535.0,773.0,369.0,1038.0,-0.3592,-0.0566,-0.2368,-0.2255,1,0,0,0,1,1,0,0,1,182.0,22.0,182.0,160.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.704,535.0,775.0,369.0,1041.0,-0.3565,-0.0545,-0.2479,-0.2192,1,0,0,0,1,1,0,0,1,200.0,22.0,200.0,178.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.724,538.0,776.0,372.0,1046.0,-0.3565,-0.0501,-0.2479,-0.2129,1,0,0,0,1,1,0,0,1,150.0,21.0,150.0,129.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.744,540.0,768.0,374.0,1051.0,-0.3483,-0.0501,-0.2396,-0.2025,1,0,0,0,1,1,0,0,1,207.0,22.0,207.0,185.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.764,541.0,756.0,376.0,1047.0,-0.3429,-0.0654,-0.234,-0.2004,1,0,0,0,1,1,0,0,1,73.0,21.0,73.0,52.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.784,544.0,750.0,377.0,1046.0,-0.3401,-0.0915,-0.2284,-0.2004,1,0,0,0,1,1,0,0,1,346.0,21.0,346.0,325.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.805,546.0,744.0,378.0,1046.0,-0.332,-0.1046,-0.2256,-0.2025,1,0,0,0,1,1,0,0,1,330.0,26.0,330.0,304.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.825,546.0,737.0,376.0,1040.0,-0.3265,-0.1176,-0.2256,-0.2025,1,0,0,0,1,0,0,0,1,528.0,34.0,528.0,494.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.845,548.0,742.0,379.0,1036.0,-0.3265,-0.122,-0.2228,-0.215,1,0,1,0,1,0,0,0,1,412.0,22.0,412.0,390.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.865,551.0,743.0,378.0,1029.0,-0.3211,-0.122,-0.2228,-0.2234,1,0,1,0,1,0,0,0,1,346.0,21.0,346.0,325.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.885,551.0,743.0,376.0,1019.0,-0.3129,-0.1198,-0.2228,-0.238,1,0,1,0,1,0,0,0,1,397.0,20.0,397.0,377.0,ADC_CORRECT,定时转向完成，停车后进入 ADC 评估,0,0,1
0.906,556.0,752.0,377.0,1019.0,-0.3129,-0.1198,-0.2256,-0.2589,1,0,1,0,1,0,0,0,1,397.0,22.0,397.0,375.0,ADC_CORRECT,ADC 中值滤波准备中,0,0,1
0.926,559.0,758.0,376.0,1018.0,-0.2993,-0.1002,-0.2284,-0.2589,1,0,1,0,1,0,0,0,1,477.0,21.0,477.0,456.0,ADC_CORRECT,ADC 中值滤波准备中,0,0,1
0.946,559.0,765.0,375.0,1017.0,-0.2912,-0.0871,-0.2284,-0.261,1,0,1,0,1,0,0,0,1,477.0,21.0,477.0,456.0,ADC_CORRECT,ADC 中值滤波准备中,0,0,1
0.966,558.0,771.0,375.0,1021.0,-0.2912,-0.0719,-0.2312,-0.261,1,0,1,0,1,0,0,0,1,591.0,21.0,591.0,570.0,ADC_CORRECT,ADC 中值滤波准备中,0,0,1
0.986,559.0,771.0,374.0,1020.0,-0.2912,-0.0588,-0.2312,-0.2568,1,0,1,0,1,0,0,0,1,494.0,21.0,494.0,473.0,ADC_CORRECT,ADC 中值滤波准备中,0,0,1
1.007,558.0,773.0,373.0,1021.0,-0.2939,-0.0588,-0.234,-0.2547,1,0,1,0,1,0,0,0,1,495.0,22.0,495.0,473.0,ADC_CORRECT,ADC 中值滤波准备中,0,0,1
1.027,559.0,778.0,375.0,1026.0,-0.2912,-0.0545,-0.234,-0.2547,1,0,1,0,1,0,0,0,1,568.0,22.0,568.0,546.0,ADC_CORRECT,ADC 中值滤波准备中,0,0,1
1.047,559.0,778.0,375.0,1026.0,-0.2912,-0.0436,-0.2312,-0.2443,1,0,1,0,1,0,0,0,1,568.0,22.0,568.0,546.0,ADC_CORRECT,ADC 中值滤波准备中,0,0,1
1.067,560.0,780.0,376.0,1028.0,-0.2912,-0.0436,-0.2312,-0.2443,1,0,1,0,1,0,0,0,1,544.0,20.0,544.0,524.0,ADC_CORRECT,ADC 正对确认 1/3，diff=474,0,0,1
1.087,559.0,780.0,376.0,1028.0,-0.2912,-0.0392,-0.2284,-0.2401,1,0,1,0,1,0,0,0,1,479.0,21.0,479.0,458.0,ADC_CORRECT,ADC 正对确认 2/3，diff=474,0,0,1
1.107,560.0,781.0,376.0,1029.0,-0.2884,-0.0392,-0.2284,-0.2401,1,0,1,0,1,0,0,0,1,494.0,21.0,494.0,473.0,REVERSE,ADC 矫正完成，倒车,-400,-400,1
1.127,561.0,782.0,377.0,1029.0,-0.2884,-0.037,-0.2284,-0.238,1,0,1,0,1,0,0,0,1,494.0,160.0,494.0,334.0,REVERSE,ADC 矫正完成，倒车,-400,-400,1
1.147,560.0,781.0,376.0,1028.0,-0.2884,-0.037,-0.2284,-0.238,1,0,1,0,1,0,0,0,1,511.0,21.0,511.0,490.0,REVERSE,ADC 矫正完成，倒车,-400,-400,1
1.167,561.0,783.0,377.0,1031.0,-0.2857,-0.0349,-0.2256,-0.238,1,0,1,0,1,0,0,0,1,544.0,20.0,544.0,524.0,REVERSE,ADC 矫正完成，倒车,-400,-400,1
1.187,560.0,782.0,377.0,1030.0,-0.2884,-0.0349,-0.2256,-0.2359,1,0,1,0,1,0,0,0,1,494.0,20.0,494.0,474.0,REVERSE,ADC 矫正完成，倒车,-400,-400,1
1.208,561.0,783.0,376.0,1031.0,-0.2857,-0.0327,-0.2256,-0.2338,1,0,1,0,1,0,0,0,1,673.0,21.0,673.0,652.0,REVERSE,ADC 矫正完成，倒车,-400,-400,1
1.228,561.0,784.0,377.0,1030.0,-0.2857,-0.0327,-0.2256,-0.2359,1,0,1,0,1,0,0,0,1,494.0,21.0,494.0,473.0,REVERSE,ADC 矫正完成，倒车,-400,-400,1
1.248,561.0,783.0,377.0,1031.0,-0.2857,-0.0327,-0.2256,-0.2338,1,0,1,0,1,0,0,0,1,689.0,21.0,689.0,668.0,REVERSE,ADC 矫正完成，倒车,-400,-400,1
1.268,561.0,781.0,375.0,1030.0,-0.2857,-0.0327,-0.2256,-0.2359,1,0,1,0,1,0,0,0,1,478.0,22.0,478.0,456.0,REVERSE,ADC 矫正完成，倒车,-400,-400,1
1.288,560.0,781.0,376.0,1029.0,-0.2857,-0.037,-0.2284,-0.2359,1,0,1,0,1,0,0,0,1,494.0,20.0,494.0,474.0,REVERSE,ADC 矫正完成，倒车,-400,-400,1
1.308,562.0,784.0,377.0,1032.0,-0.2857,-0.037,-0.2284,-0.2359,1,0,1,0,1,0,0,0,1,544.0,20.0,544.0,524.0,REVERSE,ADC 矫正完成，倒车,-400,-400,1
1.328,560.0,781.0,375.0,1030.0,-0.2884,-0.037,-0.2284,-0.2359,1,0,1,0,1,0,0,0,1,396.0,21.0,396.0,375.0,REVERSE,ADC 矫正完成，倒车,-400,-400,1
1.348,560.0,781.0,375.0,1030.0,-0.2884,-0.037,-0.2312,-0.2359,1,0,1,0,1,0,0,0,1,577.0,21.0,577.0,556.0,REVERSE,ADC 矫正完成，倒车,-400,-400,1
1.369,559.0,779.0,373.0,1028.0,-0.2884,-0.037,-0.2312,-0.2359,1,0,1,0,1,0,0,0,1,477.0,21.0,477.0,456.0,REVERSE,ADC 矫正完成，倒车,-400,-400,1
1.389,559.0,773.0,370.0,1026.0,-0.2912,-0.0414,-0.2368,-0.2401,1,0,1,0,1,0,0,0,1,720.0,22.0,720.0,698.0,REVERSE,ADC 矫正完成，倒车,-400,-400,1
1.409,559.0,773.0,370.0,1026.0,-0.2912,-0.0545,-0.2451,-0.2443,1,0,1,0,1,0,0,0,1,720.0,22.0,720.0,698.0,REVERSE,ADC 矫正完成，倒车,-400,-400,1
1.429,561.0,768.0,371.0,1030.0,-0.2912,-0.0545,-0.2451,-0.2443,1,0,1,0,1,0,0,0,1,496.0,21.0,496.0,475.0,REVERSE,ADC 矫正完成，倒车,-400,-400,1
1.449,561.0,768.0,372.0,1040.0,-0.2857,-0.0654,-0.2423,-0.2359,1,0,1,0,1,0,0,0,1,461.0,20.0,461.0,441.0,REVERSE,ADC 矫正完成，倒车,-400,-400,1
1.469,555.0,765.0,371.0,1046.0,-0.2857,-0.0654,-0.2423,-0.215,1,0,1,0,1,0,0,0,1,429.0,21.0,429.0,408.0,REVERSE,ADC 矫正完成，倒车,-400,-400,1
1.489,549.0,770.0,373.0,1058.0,-0.302,-0.0654,-0.2396,-0.2025,1,0,1,0,1,0,0,0,1,403.0,20.0,403.0,383.0,REVERSE,ADC 矫正完成，倒车,-400,-400,1
1.509,545.0,778.0,368.0,1059.0,-0.3184,-0.061,-0.2423,-0.1775,1,0,1,0,1,0,0,0,1,396.0,20.0,396.0,376.0,REVERSE,ADC 矫正完成，倒车,-400,-400,1
1.53,546.0,789.0,364.0,1057.0,-0.3265,-0.0436,-0.2507,-0.1775,1,0,1,0,1,0,0,0,1,445.0,21.0,445.0,424.0,REVERSE,ADC 矫正完成，倒车,-400,-400,1
1.55,544.0,789.0,371.0,1048.0,-0.3293,-0.0196,-0.2507,-0.1795,1,0,1,0,1,0,0,0,1,411.0,21.0,411.0,390.0,REVERSE,ADC 矫正完成，倒车,-400,-400,1
1.57,545.0,773.0,376.0,1041.0,-0.3293,-0.0196,-0.2423,-0.1983,1,0,1,0,1,0,0,0,1,282.0,21.0,282.0,261.0,REVERSE,ADC 矫正完成，倒车,-400,-400,1
1.59,541.0,758.0,366.0,1027.0,-0.332,-0.0545,-0.2423,-0.2129,1,0,1,0,1,0,0,0,1,349.0,33.0,349.0,316.0,REVERSE,ADC 矫正完成，倒车,-400,-400,1
1.61,537.0,765.0,363.0,1032.0,-0.3401,-0.0719,-0.2563,-0.2317,1,0,1,0,1,0,0,0,1,347.0,21.0,347.0,326.0,REVERSE,ADC 矫正完成，倒车,-400,-400,1
1.63,534.0,778.0,356.0,1036.0,-0.351,-0.0719,-0.2646,-0.2317,1,0,1,0,1,0,0,0,1,330.0,20.0,330.0,310.0,REVERSE,ADC 矫正完成，倒车,-400,-400,1
1.65,537.0,777.0,352.0,1037.0,-0.351,-0.0458,-0.2841,-0.2234,1,0,0,0,1,0,0,0,1,346.0,20.0,346.0,326.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
1.67,532.0,761.0,354.0,1042.0,-0.3592,-0.0458,-0.2897,-0.2213,1,0,0,0,1,0,0,0,1,427.0,20.0,427.0,407.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
1.69,540.0,763.0,362.0,1056.0,-0.351,-0.0763,-0.2897,-0.2109,1,0,0,0,1,0,0,0,1,232.0,20.0,232.0,212.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
1.711,538.0,761.0,365.0,1059.0,-0.3483,-0.0806,-0.2674,-0.1816,1,0,0,0,1,0,0,0,1,100.0,20.0,100.0,80.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
1.731,535.0,753.0,368.0,1044.0,-0.3483,-0.0806,-0.2591,-0.1816,1,0,0,0,1,0,0,0,1,257.0,22.0,257.0,235.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
1.751,536.0,741.0,366.0,1038.0,-0.3537,-0.098,-0.2563,-0.2067,1,0,0,0,1,0,0,0,1,233.0,21.0,233.0,212.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
1.771,536.0,741.0,366.0,1038.0,-0.3537,-0.1242,-0.2563,-0.2192,1,0,0,0,1,0,0,0,1,233.0,21.0,233.0,212.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
1.791,536.0,736.0,364.0,1035.0,-0.3537,-0.1242,-0.2563,-0.2192,1,0,0,0,1,0,0,0,1,396.0,21.0,396.0,375.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
1.811,533.0,752.0,364.0,1026.0,-0.3537,-0.1242,-0.2618,-0.2255,1,0,0,0,1,0,0,0,1,216.0,21.0,216.0,195.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
1.832,532.0,767.0,369.0,1027.0,-0.3619,-0.1002,-0.2618,-0.2422,1,0,0,0,1,0,0,0,1,508.0,21.0,508.0,487.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
1.852,532.0,769.0,373.0,1028.0,-0.3646,-0.0675,-0.2479,-0.2422,1,0,0,0,1,0,0,0,1,233.0,20.0,233.0,213.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
1.873,533.0,766.0,375.0,1026.0,-0.3646,-0.0675,-0.2368,-0.2422,1,0,0,0,1,0,0,0,1,234.0,21.0,234.0,213.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
1.893,532.0,765.0,376.0,1027.0,-0.3646,-0.0697,-0.2312,-0.2422,1,0,0,0,1,0,0,0,1,269.0,22.0,269.0,247.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
1.913,532.0,764.0,376.0,1027.0,-0.3646,-0.0719,-0.2284,-0.2422,1,0,0,0,1,0,0,0,1,117.0,22.0,117.0,95.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
1.933,533.0,764.0,377.0,1029.0,-0.3646,-0.0741,-0.2284,-0.2422,1,0,0,0,1,0,0,0,1,234.0,28.0,234.0,206.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
1.953,535.0,767.0,377.0,1030.0,-0.3619,-0.0741,-0.2256,-0.238,1,0,0,0,1,0,0,0,1,216.0,21.0,216.0,195.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
1.973,534.0,767.0,377.0,1030.0,-0.3592,-0.0675,-0.2256,-0.2359,1,0,0,0,1,0,0,0,1,313.0,21.0,313.0,292.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
1.993,534.0,768.0,377.0,1031.0,-0.3592,-0.0675,-0.2256,-0.2359,1,0,0,0,1,0,0,0,1,266.0,28.0,266.0,238.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
2.013,534.0,767.0,377.0,1030.0,-0.3592,-0.0675,-0.2256,-0.2359,1,0,0,0,1,0,0,0,1,250.0,21.0,250.0,229.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
2.033,534.0,766.0,378.0,1032.0,-0.3592,-0.0675,-0.2256,-0.2338,1,0,0,0,1,0,0,0,1,298.0,21.0,298.0,277.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
2.054,533.0,766.0,377.0,1029.0,-0.3592,-0.0697,-0.2256,-0.2359,1,0,0,0,1,0,0,0,1,217.0,21.0,217.0,196.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
2.074,533.0,768.0,378.0,1030.0,-0.3619,-0.0697,-0.2228,-0.2359,1,0,0,0,1,0,0,0,1,217.0,22.0,217.0,195.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
2.094,533.0,767.0,378.0,1031.0,-0.3619,-0.0675,-0.2228,-0.2359,1,0,0,0,1,0,0,0,1,265.0,21.0,265.0,244.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
2.114,534.0,765.0,377.0,1030.0,-0.3619,-0.0675,-0.2228,-0.2359,1,0,0,0,1,0,0,0,1,199.0,21.0,199.0,178.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
2.134,533.0,767.0,378.0,1031.0,-0.3619,-0.0675,-0.2228,-0.2338,1,0,0,0,1,0,0,0,1,17.0,21.0,21.0,-4.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
2.154,533.0,767.0,378.0,1032.0,-0.3619,-0.0675,-0.2228,-0.2338,1,0,0,0,1,0,0,0,1,216.0,21.0,216.0,195.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
2.174,533.0,767.0,378.0,1032.0,-0.3619,-0.0675,-0.2228,-0.2317,1,0,0,0,1,0,0,0,1,216.0,21.0,216.0,195.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
2.194,532.0,765.0,378.0,1029.0,-0.3619,-0.0675,-0.2228,-0.2317,1,0,0,0,1,0,0,0,1,378.0,21.0,378.0,357.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
2.215,533.0,767.0,378.0,1031.0,-0.3619,-0.0675,-0.2228,-0.2338,1,0,0,0,1,0,0,0,1,576.0,21.0,576.0,555.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
2.235,533.0,768.0,378.0,1031.0,-0.3619,-0.0675,-0.2228,-0.2338,1,0,0,0,1,0,0,0,1,265.0,21.0,265.0,244.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
2.255,532.0,764.0,376.0,1028.0,-0.3619,-0.0675,-0.2228,-0.2338,1,0,0,0,1,0,0,0,1,428.0,22.0,428.0,406.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
2.275,533.0,766.0,378.0,1030.0,-0.3619,-0.0697,-0.2228,-0.2359,1,0,0,0,1,0,0,0,1,53.0,21.0,53.0,32.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
2.296,532.0,766.0,377.0,1030.0,-0.3646,-0.0697,-0.2256,-0.2359,1,0,0,0,1,0,0,0,1,16.0,21.0,21.0,-5.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
2.316,532.0,765.0,376.0,1029.0,-0.3646,-0.0697,-0.2256,-0.2359,1,0,0,0,1,0,0,0,1,220.0,21.0,220.0,199.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
2.336,533.0,766.0,377.0,1030.0,-0.3646,-0.0697,-0.2256,-0.2359,1,0,0,0,1,0,0,0,1,249.0,20.0,249.0,229.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
2.357,532.0,765.0,377.0,1030.0,-0.3646,-0.0719,-0.2256,-0.2359,1,0,0,0,1,0,0,0,1,494.0,22.0,494.0,472.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
2.377,533.0,766.0,377.0,1029.0,-0.3619,-0.0697,-0.2256,-0.2359,1,0,0,0,1,0,0,0,1,219.0,22.0,219.0,197.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
2.397,534.0,766.0,378.0,1031.0,-0.3619,-0.0697,-0.2256,-0.2359,1,0,0,0,1,0,0,0,1,264.0,21.0,264.0,243.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
2.417,533.0,1022.0,377.0,1031.0,-0.3619,-0.0697,-0.2256,-0.2338,1,0,0,0,1,0,0,0,1,216.0,20.0,216.0,196.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
2.437,533.0,766.0,376.0,1030.0,-0.3619,-0.0697,-0.2256,-0.2338,1,0,0,0,1,0,0,0,1,233.0,20.0,233.0,213.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
2.457,533.0,767.0,378.0,1031.0,-0.3619,-0.0675,-0.2256,-0.2338,1,0,0,0,1,0,0,0,1,249.0,22.0,249.0,227.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
2.478,532.0,765.0,376.0,1029.0,-0.3619,-0.0697,-0.2284,-0.2359,1,0,0,0,1,0,0,0,1,265.0,21.0,265.0,244.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
2.498,532.0,764.0,376.0,1027.0,-0.3646,-0.0719,-0.2284,-0.238,1,0,0,0,1,0,0,0,1,216.0,20.0,216.0,196.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
2.519,532.0,764.0,377.0,1028.0,-0.3646,-0.0741,-0.2284,-0.2401,1,0,0,0,1,0,0,0,1,216.0,21.0,216.0,195.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
