t,label,mode,state,reason,left_cmd,right_cmd,motor_enabled,healthy,vision_sequence,vision_status,vision_has_good,vision_has_bad,probe_state,probe_source_direction,probe_turn_direction,enemy_slow,enemy_confirmed,probe_vision_count,probe_vision_verdict,shovel_state,shovel_active,ir_front,ir_left_front,ir_right_front,ir_left_rear,ir_right_rear,ir_rear,gray_front,gray_rear,gray_left,gray_right,shovel_left,shovel_right
119.216,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,743,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,759.0,1040.0,1142.0,912.0,802.0,993.0
119.236,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,743,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,754.0,1032.0,1133.0,903.0,344.0,992.0
119.256,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,743,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,756.0,1034.0,1137.0,906.0,717.0,992.0
119.276,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,743,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,759.0,1039.0,1142.0,911.0,391.0,991.0
119.296,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,743,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,756.0,1036.0,1137.0,907.0,392.0,992.0
119.316,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,744,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,761.0,1042.0,1146.0,915.0,386.0,993.0
119.336,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,744,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,758.0,1039.0,1141.0,910.0,273.0,1002.0
119.357,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,744,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,756.0,1034.0,1138.0,906.0,310.0,991.0
119.377,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,744,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,755.0,1033.0,1135.0,905.0,376.0,993.0
119.397,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,744,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,755.0,1033.0,1136.0,907.0,379.0,993.0
119.417,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,744,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,756.0,1034.0,1139.0,909.0,386.0,991.0
119.437,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,744,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,759.0,1038.0,1141.0,910.0,375.0,991.0
119.457,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,745,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,763.0,1045.0,1148.0,916.0,473.0,992.0
119.477,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,745,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,759.0,1038.0,1141.0,912.0,373.0,992.0
119.498,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,745,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,755.0,1032.0,1135.0,905.0,406.0,989.0
119.518,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,745,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,758.0,1038.0,1142.0,910.0,1011.0,995.0
119.538,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,745,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,758.0,1038.0,1142.0,910.0,1011.0,995.0
119.558,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,745,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,760.0,1040.0,1142.0,912.0,755.0,994.0
119.578,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,745,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,758.0,1037.0,1140.0,909.0,374.0,991.0
119.598,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,746,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,757.0,1036.0,1139.0,908.0,373.0,992.0
119.619,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,746,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,760.0,1041.0,1144.0,913.0,392.0,992.0
119.639,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,746,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,758.0,1038.0,1141.0,910.0,392.0,990.0
119.659,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,746,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,759.0,1038.0,1142.0,911.0,245.0,1006.0
119.679,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,746,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,758.0,1037.0,1140.0,909.0,22.0,991.0
119.699,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,746,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,758.0,1038.0,1140.0,910.0,392.0,992.0
119.719,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,746,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,756.0,1034.0,1137.0,907.0,246.0,990.0
119.739,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,747,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,760.0,1040.0,1143.0,913.0,375.0,991.0
119.76,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,747,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,756.0,1034.0,1137.0,906.0,768.0,994.0
119.78,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,747,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,757.0,1035.0,1139.0,907.0,392.0,993.0
119.8,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,747,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,759.0,1039.0,1143.0,912.0,246.0,990.0
119.82,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,747,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,759.0,1040.0,1142.0,912.0,520.0,992.0
119.84,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,747,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,757.0,1035.0,1139.0,910.0,375.0,993.0
119.86,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,747,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,759.0,1039.0,1141.0,910.0,245.0,990.0
119.881,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,748,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,759.0,1039.0,1141.0,911.0,392.0,990.0
119.901,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,748,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,761.0,1041.0,1145.0,914.0,245.0,992.0
119.921,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,748,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,760.0,1041.0,1144.0,914.0,391.0,993.0
119.942,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,748,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,759.0,1039.0,1142.0,910.0,246.0,989.0
119.962,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,748,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,758.0,1038.0,1140.0,911.0,392.0,992.0
119.982,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,748,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,757.0,1036.0,1140.0,910.0,375.0,993.0
120.002,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,748,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,757.0,1036.0,1140.0,910.0,375.0,993.0
120.022,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,749,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,756.0,1035.0,1137.0,906.0,390.0,992.0
120.043,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,749,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,762.0,1044.0,1146.0,914.0,623.0,991.0
120.063,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,749,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,0,1,0,0,757.0,1037.0,1138.0,908.0,670.0,994.0
120.083,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,749,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,0,1,0,0,756.0,1034.0,1136.0,905.0,801.0,994.0
120.104,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,749,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,0,1,0,0,758.0,1038.0,1141.0,911.0,573.0,991.0
120.124,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,749,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,0,1,0,0,761.0,1043.0,1144.0,913.0,376.0,990.0
120.144,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,749,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,0,1,0,0,757.0,1035.0,1138.0,907.0,390.0,991.0
120.164,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,750,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,0,1,0,0,758.0,1037.0,1140.0,910.0,402.0,993.0
120.184,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,750,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,0,1,0,0,759.0,1040.0,1142.0,912.0,392.0,1058.0
120.205,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,750,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,0,1,0,0,756.0,1033.0,1136.0,906.0,392.0,993.0
120.225,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,750,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,0,1,0,0,760.0,1040.0,1143.0,913.0,255.0,992.0
120.247,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,750,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,0,1,0,0,752.0,1029.0,1132.0,904.0,552.0,991.0
120.267,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,750,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,0,1,0,0,758.0,1038.0,1141.0,910.0,392.0,992.0
120.288,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,751,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,0,1,0,0,759.0,1039.0,1141.0,911.0,359.0,993.0
120.308,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,751,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,0,1,0,0,757.0,1036.0,1139.0,908.0,375.0,992.0
120.328,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,751,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,0,1,0,0,760.0,1040.0,1143.0,911.0,768.0,990.0
120.349,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,751,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,0,1,0,0,761.0,1041.0,1144.0,913.0,159.0,992.0
120.369,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,751,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,0,1,0,0,761.0,1040.0,1144.0,912.0,246.0,992.0
120.389,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,751,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,0,1,0,0,757.0,1036.0,1136.0,907.0,752.0,1051.0
120.409,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,751,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,0,1,0,0,758.0,1038.0,1140.0,910.0,374.0,990.0
120.429,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,751,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,0,1,0,0,759.0,1039.0,1142.0,911.0,376.0,993.0
120.449,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,752,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,0,1,0,0,763.0,1045.0,1147.0,917.0,458.0,993.0
120.469,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,752,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,0,1,0,0,756.0,1034.0,1138.0,908.0,387.0,989.0
120.489,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,752,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,0,1,0,0,757.0,1036.0,1138.0,908.0,522.0,993.0
120.51,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,752,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,0,1,0,0,757.0,1036.0,1138.0,908.0,522.0,993.0
120.53,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,752,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,0,1,0,0,755.0,1033.0,1136.0,906.0,375.0,992.0
120.55,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,752,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,0,1,0,0,761.0,1041.0,1145.0,914.0,246.0,991.0
120.57,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,752,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,0,1,0,0,757.0,1035.0,1138.0,910.0,440.0,989.0
120.59,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,753,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,0,1,0,0,759.0,1038.0,1142.0,911.0,390.0,993.0
120.61,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,753,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,0,1,0,0,758.0,1037.0,1140.0,909.0,246.0,992.0
120.63,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,753,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,0,1,0,0,763.0,1044.0,1147.0,916.0,391.0,1064.0
120.65,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,753,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,0,1,0,0,761.0,1041.0,1144.0,913.0,375.0,990.0
120.671,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,753,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,0,1,0,0,758.0,1038.0,1140.0,909.0,375.0,992.0
120.691,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,753,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,0,1,0,0,755.0,1032.0,1135.0,905.0,392.0,990.0
120.711,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,753,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,0,1,0,0,760.0,1039.0,1143.0,910.0,457.0,991.0
120.731,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,754,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,0,1,0,0,755.0,1034.0,1135.0,905.0,245.0,991.0
120.751,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,754,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,0,1,0,0,757.0,1037.0,1139.0,910.0,555.0,993.0
120.771,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,754,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,0,1,0,0,762.0,1044.0,1146.0,915.0,375.0,990.0
120.792,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,754,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,0,1,0,0,764.0,1046.0,1148.0,917.0,653.0,992.0
120.812,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,754,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,0,1,0,0,758.0,1038.0,1142.0,912.0,770.0,994.0
120.832,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,754,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,0,1,0,0,759.0,1038.0,1142.0,911.0,770.0,994.0
120.852,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,754,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,0,1,0,0,756.0,1034.0,1137.0,909.0,457.0,990.0
120.872,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,754,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,0,1,0,0,758.0,1038.0,1140.0,909.0,493.0,991.0
120.892,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,755,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,0,1,0,0,764.0,1048.0,1149.0,920.0,326.0,992.0
120.912,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,755,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,0,1,0,0,758.0,1038.0,1141.0,911.0,800.0,994.0
120.932,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,755,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,0,1,0,0,755.0,1032.0,1136.0,906.0,408.0,991.0
120.953,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,755,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,0,1,0,0,756.0,1036.0,1137.0,908.0,702.0,993.0
120.973,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,755,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,0,1,0,0,755.0,1032.0,1136.0,905.0,848.0,994.0
120.993,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,755,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,0,1,0,0,758.0,1038.0,1140.0,909.0,244.0,991.0
121.013,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,755,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,0,1,0,0,756.0,1035.0,1139.0,909.0,770.0,1071.0
121.033,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,756,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,0,1,0,0,756.0,1035.0,1139.0,909.0,770.0,1071.0
121.053,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,756,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,0,1,0,0,760.0,1040.0,1142.0,911.0,375.0,992.0
121.073,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,756,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,0,1,0,0,758.0,1038.0,1140.0,910.0,391.0,992.0
121.094,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,756,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,0,1,0,0,758.0,1037.0,1139.0,909.0,375.0,988.0
121.114,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,756,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,0,1,0,0,755.0,1034.0,1136.0,906.0,392.0,989.0
121.134,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,756,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,0,1,0,0,758.0,1040.0,1141.0,910.0,669.0,993.0
121.154,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,756,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,0,1,0,0,759.0,1038.0,1142.0,912.0,391.0,1065.0
121.175,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,757,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,0,1,0,0,760.0,1040.0,1143.0,912.0,754.0,992.0
121.196,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,757,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,759.0,1040.0,1142.0,911.0,246.0,992.0
121.217,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,757,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,764.0,1047.0,1149.0,917.0,392.0,993.0
121.237,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,757,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,756.0,1035.0,1137.0,907.0,770.0,993.0
121.257,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,757,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,757.0,1036.0,1139.0,908.0,407.0,1018.0
121.278,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,757,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,763.0,1045.0,1147.0,917.0,392.0,993.0
121.298,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,757,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,762.0,1044.0,1147.0,915.0,376.0,993.0
121.318,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,758,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,759.0,1040.0,1141.0,911.0,374.0,991.0
121.338,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,758,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,762.0,1044.0,1146.0,915.0,110.0,990.0
121.359,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,758,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,760.0,1040.0,1143.0,912.0,622.0,994.0
121.379,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,758,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,757.0,1036.0,1138.0,908.0,374.0,991.0
121.399,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,758,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,756.0,1034.0,1138.0,904.0,395.0,992.0
121.419,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,758,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,756.0,1035.0,1138.0,910.0,278.0,992.0
121.44,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,758,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,758.0,1039.0,1140.0,910.0,376.0,992.0
121.46,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,759,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,763.0,1046.0,1147.0,916.0,246.0,990.0
121.48,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,759,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,764.0,1045.0,1148.0,916.0,390.0,1005.0
121.501,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,759,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,760.0,1040.0,1143.0,912.0,588.0,994.0
121.522,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,759,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,760.0,1041.0,1142.0,912.0,110.0,992.0
121.542,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,759,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,761.0,1040.0,1143.0,913.0,375.0,991.0
121.562,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,759,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,764.0,1045.0,1148.0,918.0,293.0,991.0
121.582,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,759,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,758.0,1037.0,1140.0,909.0,422.0,993.0
121.602,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,759,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,760.0,1042.0,1144.0,913.0,110.0,991.0
121.622,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,759,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,758.0,1037.0,1140.0,909.0,376.0,1042.0
121.643,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,759,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,758.0,1037.0,1140.0,909.0,376.0,1042.0
121.663,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,759,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,759.0,1039.0,1141.0,910.0,374.0,991.0
121.683,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,759,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,759.0,1040.0,1142.0,911.0,375.0,992.0
121.703,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,759,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,757.0,1037.0,1139.0,909.0,392.0,989.0
121.723,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,759,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,760.0,1040.0,1142.0,912.0,735.0,992.0
121.743,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,759,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,757.0,1036.0,1138.0,908.0,769.0,994.0
121.764,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,759,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,761.0,1042.0,1145.0,914.0,225.0,992.0
121.784,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,759,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,760.0,1040.0,1143.0,913.0,770.0,993.0
121.805,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,759,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,757.0,1036.0,1139.0,909.0,573.0,990.0
121.825,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,759,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,1,0,1,0,0,761.0,1042.0,1146.0,914.0,401.0,992.0
