t,label,mode,state,reason,left_cmd,right_cmd,motor_enabled,healthy,vision_sequence,vision_status,vision_has_good,vision_has_bad,probe_state,probe_source_direction,probe_turn_direction,enemy_slow,enemy_confirmed,probe_vision_count,probe_vision_verdict,shovel_state,shovel_active,ir_front,ir_left_front,ir_right_front,ir_left_rear,ir_right_rear,ir_rear,gray_front,gray_rear,gray_left,gray_right,shovel_left,shovel_right
27.438,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,163,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,743.0,997.0,1060.0,970.0,440.0,1024.0
27.458,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,163,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,741.0,993.0,1057.0,967.0,260.0,1026.0
27.478,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,163,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,744.0,997.0,1062.0,973.0,358.0,1026.0
27.498,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,164,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,747.0,1004.0,1067.0,978.0,359.0,1024.0
27.518,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,164,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,740.0,992.0,1056.0,967.0,441.0,1024.0
27.538,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,164,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,744.0,998.0,1062.0,972.0,359.0,1026.0
27.559,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,164,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,738.0,989.0,1055.0,966.0,93.0,1102.0
27.579,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,164,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,742.0,989.0,1059.0,968.0,754.0,1028.0
27.599,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,164,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,741.0,993.0,1057.0,968.0,374.0,1026.0
27.619,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,164,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,741.0,994.0,1058.0,967.0,91.0,1025.0
27.639,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,165,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,741.0,994.0,1058.0,967.0,91.0,1025.0
27.659,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,165,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,744.0,998.0,1062.0,972.0,229.0,1025.0
27.679,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,165,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,743.0,997.0,1060.0,970.0,392.0,1024.0
27.699,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,165,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,745.0,998.0,1062.0,972.0,359.0,1026.0
27.719,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,165,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,740.0,992.0,1056.0,965.0,753.0,1028.0
27.74,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,165,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,743.0,996.0,1060.0,969.0,343.0,1024.0
27.76,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,165,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,740.0,992.0,1056.0,967.0,93.0,1091.0
27.78,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,166,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,741.0,994.0,1057.0,966.0,225.0,1024.0
27.8,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,166,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,741.0,994.0,1057.0,967.0,407.0,1033.0
27.82,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,166,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,738.0,989.0,1053.0,964.0,360.0,1024.0
27.84,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,166,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,741.0,995.0,1059.0,969.0,359.0,1025.0
27.86,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,166,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,742.0,994.0,1058.0,968.0,359.0,1026.0
27.881,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,166,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,739.0,992.0,1055.0,965.0,359.0,1024.0
27.901,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,166,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,742.0,995.0,1059.0,969.0,359.0,1024.0
27.921,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,167,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,746.0,999.0,1064.0,974.0,359.0,1026.0
27.941,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,167,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,740.0,993.0,1056.0,966.0,390.0,1026.0
27.961,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,167,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,742.0,994.0,1059.0,967.0,539.0,1025.0
27.981,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,167,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,740.0,992.0,1057.0,966.0,225.0,1024.0
28.002,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,167,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,741.0,994.0,1058.0,968.0,226.0,1025.0
28.022,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,167,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,742.0,996.0,1060.0,969.0,360.0,1026.0
28.042,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,167,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,741.0,995.0,1060.0,966.0,387.0,1025.0
28.062,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,168,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,745.0,1000.0,1064.0,973.0,632.0,1025.0
28.082,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,168,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,740.0,992.0,1057.0,967.0,786.0,1028.0
28.102,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,168,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,739.0,989.0,1055.0,963.0,361.0,1025.0
28.123,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,168,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,739.0,989.0,1055.0,963.0,361.0,1025.0
28.143,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,168,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,747.0,1003.0,1067.0,976.0,359.0,1024.0
28.163,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,168,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,743.0,996.0,1061.0,970.0,225.0,1025.0
28.183,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,169,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,742.0,995.0,1059.0,969.0,360.0,1028.0
28.203,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,169,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,744.0,999.0,1062.0,971.0,357.0,1021.0
28.223,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,169,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,743.0,996.0,1060.0,969.0,253.0,1026.0
28.244,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,169,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,742.0,994.0,1059.0,969.0,229.0,1026.0
28.264,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,169,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,742.0,995.0,1059.0,969.0,441.0,1104.0
28.284,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,169,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,736.0,987.0,1051.0,965.0,359.0,1022.0
28.304,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,169,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,744.0,998.0,1061.0,971.0,225.0,1025.0
28.324,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,170,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,742.0,996.0,1060.0,969.0,375.0,1026.0
28.344,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,170,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,743.0,996.0,1060.0,969.0,360.0,1022.0
28.365,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,170,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,744.0,997.0,1061.0,970.0,473.0,1026.0
28.385,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,170,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,747.0,1003.0,1066.0,975.0,605.0,1027.0
28.405,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,170,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,742.0,996.0,1061.0,970.0,229.0,1024.0
28.425,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,170,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,743.0,996.0,1060.0,969.0,741.0,1026.0
28.445,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,170,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,746.0,1001.0,1064.0,973.0,358.0,1027.0
28.465,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,171,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,743.0,996.0,1059.0,969.0,375.0,1026.0
28.485,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,171,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,740.0,993.0,1057.0,966.0,22.0,1021.0
28.506,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,171,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,743.0,996.0,1060.0,969.0,733.0,1026.0
28.526,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,171,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,742.0,994.0,1059.0,969.0,374.0,1026.0
28.546,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,171,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,742.0,994.0,1059.0,969.0,374.0,1026.0
28.566,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,171,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,737.0,988.0,1053.0,962.0,326.0,1024.0
28.586,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,171,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,742.0,996.0,1060.0,969.0,359.0,1025.0
28.606,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,171,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,744.0,996.0,1063.0,972.0,372.0,1026.0
28.626,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,172,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,741.0,995.0,1058.0,968.0,326.0,1025.0
28.646,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,172,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,745.0,1000.0,1064.0,974.0,472.0,1024.0
28.667,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,172,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,740.0,992.0,1058.0,967.0,226.0,1021.0
28.687,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,172,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,741.0,994.0,1058.0,968.0,358.0,1026.0
28.707,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,172,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,741.0,993.0,1057.0,967.0,325.0,1025.0
28.727,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,172,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,742.0,994.0,1059.0,965.0,225.0,1085.0
28.747,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,172,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,739.0,992.0,1059.0,968.0,359.0,1022.0
28.768,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,173,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,744.0,999.0,1062.0,971.0,746.0,1027.0
28.788,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,173,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,744.0,997.0,1062.0,972.0,368.0,1026.0
28.808,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,173,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,739.0,989.0,1054.0,964.0,734.0,1103.0
28.828,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,173,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,744.0,998.0,1062.0,972.0,226.0,1025.0
28.848,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,173,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,746.0,1000.0,1064.0,974.0,507.0,1027.0
28.868,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,173,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,743.0,996.0,1061.0,970.0,732.0,1026.0
28.888,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,173,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,742.0,995.0,1059.0,969.0,359.0,1025.0
28.909,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,174,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,744.0,999.0,1063.0,974.0,92.0,1025.0
28.929,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,174,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,743.0,997.0,1060.0,970.0,228.0,1026.0
28.949,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,174,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,741.0,994.0,1058.0,969.0,225.0,1102.0
28.969,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,174,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,740.0,992.0,1058.0,968.0,734.0,1025.0
28.989,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,174,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,743.0,997.0,1061.0,970.0,685.0,1027.0
29.009,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,174,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,742.0,997.0,1060.0,970.0,359.0,1026.0
29.029,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,175,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,740.0,992.0,1057.0,968.0,359.0,1045.0
29.049,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,175,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,743.0,997.0,1061.0,971.0,1010.0,1028.0
29.069,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,175,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,743.0,997.0,1061.0,971.0,1010.0,1028.0
29.09,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,175,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,744.0,998.0,1064.0,972.0,360.0,1026.0
29.11,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,175,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,738.0,989.0,1054.0,964.0,688.0,1025.0
29.13,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,175,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,744.0,997.0,1061.0,970.0,326.0,1024.0
29.15,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,175,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,743.0,997.0,1060.0,969.0,391.0,1026.0
29.17,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,175,no_target,0,0,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,743.0,997.0,1061.0,971.0,1028.0,1029.0
29.19,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,176,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,741.0,994.0,1058.0,968.0,327.0,1024.0
29.21,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,176,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,745.0,1000.0,1064.0,973.0,225.0,1024.0
29.231,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,176,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,743.0,995.0,1060.0,969.0,224.0,1026.0
29.251,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,176,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,745.0,999.0,1061.0,972.0,392.0,1026.0
29.271,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,176,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,742.0,993.0,1059.0,969.0,1122.0,1027.0
29.291,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,176,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,743.0,995.0,1060.0,970.0,229.0,1025.0
29.311,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,176,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,743.0,995.0,1060.0,970.0,406.0,1026.0
29.331,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,177,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,746.0,1002.0,1065.0,975.0,359.0,1025.0
29.351,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,177,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,746.0,1000.0,1064.0,974.0,473.0,1022.0
29.372,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,177,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,743.0,996.0,1059.0,970.0,701.0,1027.0
29.392,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,177,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,742.0,995.0,1058.0,969.0,717.0,1027.0
29.412,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,177,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,742.0,994.0,1059.0,969.0,605.0,1024.0
29.432,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,177,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,744.0,997.0,1063.0,974.0,755.0,1025.0
29.452,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,177,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,748.0,1004.0,1067.0,978.0,358.0,1026.0
29.472,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,178,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,748.0,1003.0,1066.0,977.0,359.0,1024.0
29.493,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,178,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,742.0,995.0,1060.0,970.0,229.0,1024.0
29.513,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,178,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,743.0,996.0,1060.0,970.0,375.0,1026.0
29.533,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,178,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,742.0,995.0,1059.0,969.0,358.0,1026.0
29.553,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,178,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,742.0,995.0,1059.0,969.0,358.0,1026.0
29.573,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,178,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,743.0,996.0,1061.0,970.0,359.0,1024.0
29.593,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,178,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,740.0,993.0,1057.0,967.0,510.0,1025.0
29.613,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,179,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,743.0,997.0,1060.0,971.0,358.0,1026.0
29.633,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,179,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,741.0,993.0,1056.0,967.0,878.0,1028.0
29.654,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,179,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,744.0,998.0,1062.0,972.0,209.0,1024.0
29.674,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,179,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,740.0,992.0,1056.0,965.0,359.0,1025.0
29.694,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,179,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,738.0,990.0,1054.0,964.0,362.0,1026.0
29.714,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,179,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,741.0,994.0,1059.0,970.0,568.0,1027.0
29.734,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,179,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,742.0,995.0,1059.0,969.0,229.0,1024.0
29.755,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,180,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,741.0,995.0,1059.0,969.0,225.0,1025.0
29.775,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,180,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,747.0,1002.0,1065.0,976.0,358.0,1026.0
29.795,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,180,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,747.0,1002.0,1065.0,976.0,359.0,1024.0
29.815,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,180,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,743.0,995.0,1061.0,972.0,226.0,1093.0
29.835,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,180,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,739.0,990.0,1054.0,964.0,1121.0,1029.0
29.855,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,180,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,743.0,996.0,1060.0,971.0,524.0,1027.0
29.875,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,180,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,742.0,996.0,1060.0,970.0,358.0,1025.0
29.895,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,181,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,741.0,995.0,1059.0,971.0,589.0,1025.0
29.915,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,181,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,744.0,998.0,1062.0,972.0,294.0,1026.0
29.936,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,181,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,741.0,994.0,1059.0,968.0,391.0,1026.0
29.956,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,181,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,737.0,989.0,1054.0,965.0,604.0,1104.0
29.976,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,181,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,740.0,992.0,1057.0,967.0,359.0,1025.0
29.996,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,181,target,0,1,IDLE,,,0,0,0,bad,IDLE,0,0,0,1,0,0,0,743.0,995.0,1060.0,970.0,605.0,1027.0
