t,front,rear,left,right,zone_front,zone_rear,zone_left,zone_right,zone_score,white_hits,state,reason,risk_sensor,linear_risk,turn_risk,near_edge,speed_level,turn_angle,turn_direction,turn_duration,left_cmd,right_cmd,healthy
0.0,0.0,0.0,0.0,0.0,-1.5294,-1.254,-1.8131,-2.2651,-1.6713,,SENSOR_STOP,传感器无效或数据过期,,-0.2754,0.452,1,stop,0.0,,0.0,0,0,0
0.02,862.0,1331.0,1230.0,1108.0,-0.195,0.0665,-0.3204,-0.406,-0.2577,,WARMUP,等待滤波窗口,,-0.2615,0.0857,1,stop,0.0,,0.0,0,0,1
0.041,867.0,1342.0,1237.0,1114.0,1.1393,1.3869,1.1723,1.453,1.2796,,CRUISE,按区域分级巡航,,-0.2476,-0.2807,0,fast,0.0,,0.0,450,450,1
0.061,870.0,1346.0,1241.0,1119.0,1.1548,1.4087,1.1893,1.4732,1.299,,CRUISE,按区域分级巡航,,-0.2539,-0.2838,0,fast,0.0,,0.0,450,450,1
0.081,869.0,1345.0,1240.0,1120.0,1.161,1.4147,1.1966,1.4899,1.3056,,CRUISE,按区域分级巡航,,-0.2537,-0.2933,0,fast,0.0,,0.0,450,450,1
0.101,868.0,1342.0,1238.0,1117.0,1.161,1.4147,1.1966,1.4899,1.3056,,CRUISE,按区域分级巡航,,-0.2537,-0.2933,0,fast,0.0,,0.0,450,450,1
0.121,869.0,1345.0,1240.0,1118.0,1.161,1.4147,1.1966,1.4866,1.3056,,CRUISE,按区域分级巡航,,-0.2537,-0.29,0,fast,0.0,,0.0,450,450,1
0.141,870.0,1348.0,1240.0,1120.0,1.161,1.4147,1.1966,1.4866,1.3056,,CRUISE,按区域分级巡航,,-0.2537,-0.29,0,fast,0.0,,0.0,450,450,1
0.161,873.0,1351.0,1245.0,1125.0,1.1641,1.4206,1.1966,1.4933,1.3086,,CRUISE,按区域分级巡航,,-0.2565,-0.2967,0,fast,0.0,,0.0,450,450,1
0.181,872.0,1349.0,1244.0,1123.0,1.1703,1.4226,1.2063,1.5034,1.3145,,CRUISE,按区域分级巡航,,-0.2523,-0.297,0,fast,0.0,,0.0,450,450,1
0.201,872.0,1349.0,1243.0,1122.0,1.1703,1.4226,1.2063,1.5034,1.3145,,CRUISE,按区域分级巡航,,-0.2523,-0.297,0,fast,0.0,,0.0,450,450,1
0.221,873.0,1352.0,1246.0,1126.0,1.1703,1.4226,1.2063,1.5034,1.3145,,CRUISE,按区域分级巡航,,-0.2523,-0.297,0,fast,0.0,,0.0,450,450,1
0.242,870.0,1348.0,1243.0,1120.0,1.1703,1.4226,1.2039,1.5,1.3133,,CRUISE,按区域分级巡航,,-0.2523,-0.2961,0,fast,0.0,,0.0,450,450,1
0.262,868.0,1349.0,1244.0,1120.0,1.1641,1.4226,1.2063,1.4933,1.3145,,CRUISE,按区域分级巡航,,-0.2585,-0.287,0,fast,0.0,,0.0,450,450,1
0.282,867.0,1356.0,1246.0,1121.0,1.1579,1.4226,1.2063,1.4933,1.3145,,CRUISE,按区域分级巡航,,-0.2647,-0.287,0,fast,0.0,,0.0,450,450,1
0.302,861.0,1348.0,1243.0,1109.0,1.1548,1.4226,1.2063,1.4933,1.3145,,CRUISE,按区域分级巡航,,-0.2678,-0.287,0,fast,0.0,,0.0,450,450,1
0.322,860.0,1345.0,1246.0,1108.0,1.1362,1.4206,1.2112,1.4564,1.3159,,CRUISE,按区域分级巡航,,-0.2844,-0.2452,0,fast,0.0,,0.0,450,450,1
0.342,857.0,1340.0,1245.0,1093.0,1.1331,1.4147,1.2087,1.453,1.3117,,CRUISE,按区域分级巡航,,-0.2816,-0.2443,0,fast,0.0,,0.0,450,450,1
0.362,849.0,1325.0,1233.0,1083.0,1.1238,1.4048,1.2087,1.4027,1.3057,,CRUISE,按区域分级巡航,,-0.2809,-0.1939,0,fast,0.0,,0.0,450,450,1
0.382,847.0,1312.0,1229.0,1079.0,1.0991,1.375,1.1796,1.3691,1.2744,,CRUISE,按区域分级巡航,,-0.2759,-0.1895,0,fast,0.0,,0.0,450,450,1
0.402,840.0,1306.0,1235.0,1066.0,1.0929,1.3492,1.1796,1.3557,1.2644,,CRUISE,按区域分级巡航,,-0.2563,-0.1761,0,fast,0.0,,0.0,450,450,1
0.422,832.0,1291.0,1233.0,1063.0,1.0712,1.3373,1.1796,1.3121,1.2458,,CRUISE,按区域分级巡航,,-0.2661,-0.1325,0,fast,0.0,,0.0,450,450,1
