t,left,right,valid
10.282,1755.0,1946.0,1
10.302,1753.0,1943.0,1
10.323,1769.0,1930.0,1
10.343,1755.0,1947.0,1
10.363,1752.0,1945.0,1
10.383,1782.0,1931.0,1
10.403,1753.0,1945.0,1
10.423,1767.0,1946.0,1
10.443,1740.0,1930.0,1
10.463,1755.0,1945.0,1
10.483,1754.0,1946.0,1
10.504,1740.0,1932.0,1
10.524,1770.0,1934.0,1
10.544,1775.0,1943.0,1
10.564,1739.0,1931.0,1
10.584,1755.0,1962.0,1
10.604,1754.0,1943.0,1
10.624,1772.0,1931.0,1
10.644,1754.0,1946.0,1
10.664,1770.0,1926.0,1
10.684,1769.0,1930.0,1
10.705,1755.0,1932.0,1
10.725,1770.0,1933.0,1
10.745,1769.0,1930.0,1
10.765,1754.0,1930.0,1
10.785,1784.0,1945.0,1
10.805,1770.0,1933.0,1
10.825,1753.0,1945.0,1
10.845,1754.0,1930.0,1
10.865,1768.0,1946.0,1
10.885,1755.0,1945.0,1
10.906,1769.0,1942.0,1
10.926,1769.0,1931.0,1
10.946,1755.0,1931.0,1
10.966,1741.0,1935.0,1
10.986,1768.0,1929.0,1
11.006,1754.0,1917.0,1
11.026,1755.0,1918.0,1
11.046,1756.0,1914.0,1
11.066,1761.0,1916.0,1
11.086,1739.0,1918.0,1
11.107,1740.0,1914.0,1
11.127,1741.0,1901.0,1
11.147,1745.0,1917.0,1
11.167,1740.0,1904.0,1
11.187,1725.0,1901.0,1
11.207,1726.0,1902.0,1
11.227,1727.0,1889.0,1
11.247,1710.0,1889.0,1
11.267,1741.0,1888.0,1
11.288,1756.0,1904.0,1
11.308,1746.0,1889.0,1
11.328,1740.0,1904.0,1
11.348,1726.0,1904.0,1
11.368,1740.0,1889.0,1
11.388,1743.0,1904.0,1
11.408,1740.0,1917.0,1
11.428,1740.0,1884.0,1
11.448,1740.0,1889.0,1
11.469,1725.0,1875.0,1
11.489,1711.0,1885.0,1
11.509,1709.0,1888.0,1
11.529,1739.0,1889.0,1
11.549,1725.0,1889.0,1
11.569,1725.0,1887.0,1
11.589,1709.0,1873.0,1
11.609,1710.0,1875.0,1
11.629,1710.0,1873.0,1
11.649,1711.0,1873.0,1
11.67,1710.0,1889.0,1
11.69,1724.0,1888.0,1
11.71,1711.0,1901.0,1
11.73,1726.0,1917.0,1
11.75,1709.0,1904.0,1
11.77,1695.0,1917.0,1
11.79,1697.0,1932.0,1
11.81,1710.0,1885.0,1
11.83,1716.0,1889.0,1
11.85,1696.0,1889.0,1
11.871,1681.0,1886.0,1
11.891,1674.0,1888.0,1
11.911,1680.0,1875.0,1
11.931,1682.0,1885.0,1
11.951,1675.0,1887.0,1
11.971,1696.0,1903.0,1
11.991,1697.0,1889.0,1
12.011,1697.0,1902.0,1
12.031,1681.0,1888.0,1
12.051,1681.0,1904.0,1
12.072,1695.0,1889.0,1
12.092,1674.0,1887.0,1
12.112,1673.0,1916.0,1
12.132,1673.0,1904.0,1
12.152,1682.0,1917.0,1
12.172,1660.0,1920.0,1
12.192,1659.0,1917.0,1
12.212,1673.0,1917.0,1
12.232,1682.0,1902.0,1
12.253,1681.0,1899.0,1
12.273,1681.0,1904.0,1
12.293,1696.0,1902.0,1
12.313,1696.0,1899.0,1
12.333,1711.0,1901.0,1
12.353,1709.0,1918.0,1
12.373,1694.0,1900.0,1
12.393,1682.0,1901.0,1
12.413,1682.0,1889.0,1
12.433,1681.0,1890.0,1
12.454,1681.0,1888.0,1
12.474,1696.0,1888.0,1
12.494,1682.0,1903.0,1
12.514,1693.0,1889.0,1
12.534,1696.0,1888.0,1
12.554,1712.0,1902.0,1
12.574,1681.0,1875.0,1
12.594,1683.0,1875.0,1
12.614,1682.0,1904.0,1
12.634,1710.0,1874.0,1
12.655,1696.0,1875.0,1
12.675,1716.0,1903.0,1
12.695,1697.0,1900.0,1
12.715,1682.0,1904.0,1
12.735,1681.0,1904.0,1
12.755,1696.0,1905.0,1
12.775,1680.0,1887.0,1
12.795,1682.0,1904.0,1
12.815,1681.0,1889.0,1
12.835,1658.0,1886.0,1
12.856,1645.0,1901.0,1
12.876,1643.0,1903.0,1
12.896,1628.0,1888.0,1
12.916,1629.0,1887.0,1
12.936,1644.0,1902.0,1
12.956,1658.0,1904.0,1
12.976,1643.0,1915.0,1
12.996,1644.0,1904.0,1
13.016,1645.0,1901.0,1
13.036,1632.0,1904.0,1
13.057,1657.0,1917.0,1
13.077,1660.0,1912.0,1
13.097,1643.0,1917.0,1
13.117,1665.0,1889.0,1
13.137,1658.0,1885.0,1
13.157,1660.0,1888.0,1
13.177,1674.0,1875.0,1
13.197,1681.0,1894.0,1
13.217,1674.0,1858.0,1
13.238,1659.0,1846.0,1
13.258,1644.0,1847.0,1
13.278,1618.0,1842.0,1
13.298,1628.0,1830.0,1
13.318,1644.0,1861.0,1
13.338,1644.0,1846.0,1
13.358,1646.0,1849.0,1
13.378,1664.0,1857.0,1
13.398,1646.0,1859.0,1
13.418,1644.0,1844.0,1
13.439,1659.0,1845.0,1
13.459,1660.0,1845.0,1
