t,front,rear,left,right,zone_front,zone_rear,zone_left,zone_right,zone_score,ir_front,ir_rear,ir_left_front,ir_left_rear,ir_right_front,ir_right_rear,ir_valid,analog_diff,shovel_left,shovel_right,shovel_valid,shovel_preheat,shovel_active,mode,state,patrol_state,reentry_state,shovel_state,hunt_mode,hunt_state,hunt_target_type,good_offset_x,bad_offset_x,good_confidence,good_acquire_count,good_miss_count,good_locked,near_direction,probe_state,probe_source_direction,probe_turn_direction,enemy_slow,enemy_confirmed,probe_vision_count,probe_vision_verdict,enemy_bad_interrupt_count,vision_sequence,vision_status,vision_has_good,vision_has_bad,reason,left_cmd,right_cmd,healthy
0.55,1233.0,1559.0,1554.0,1361.0,2.3034,1.8571,1.9733,2.3221,2.1384,1,0,0,0,0,0,1,1131.0,747.0,993.0,1,0,0,proximity_probe,PROBE_VISION_WAIT,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_VISION_WAIT,front,,0,0,0,waiting,0,,stale,0,0,视觉无新结果，停车等待,0,0,1
0.57,1236.0,1563.0,1556.0,1362.0,2.2972,1.8472,1.9636,2.3054,2.1304,1,0,0,0,0,0,1,1126.0,256.0,976.0,1,0,0,proximity_probe,PROBE_VISION_WAIT,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_VISION_WAIT,front,,0,0,0,waiting,0,,stale,0,0,视觉无新结果，停车等待,0,0,1
0.59,1234.0,1561.0,1553.0,1361.0,2.291,1.8433,1.9587,2.302,2.1249,1,0,0,0,0,0,1,1149.0,361.0,976.0,1,0,0,proximity_probe,PROBE_VISION_WAIT,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_VISION_WAIT,front,,0,0,0,waiting,0,,stale,0,0,视觉无新结果，停车等待,0,0,1
0.61,1235.0,1561.0,1555.0,1361.0,2.2941,1.8433,1.9612,2.302,2.1276,1,0,0,0,0,0,1,1129.0,264.0,975.0,1,0,0,proximity_probe,PROBE_VISION_WAIT,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_VISION_WAIT,front,,0,0,0,waiting,0,,stale,0,0,视觉无新结果，停车等待,0,0,1
0.63,1229.0,1561.0,1548.0,1354.0,2.291,1.8433,1.9563,2.302,2.1237,1,0,0,0,0,0,1,1123.0,128.0,1046.0,1,0,0,proximity_probe,PROBE_VISION_WAIT,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_VISION_WAIT,front,,0,0,0,waiting,0,,stale,0,0,视觉无新结果，停车等待,0,0,1
0.65,1233.0,1560.0,1552.0,1360.0,2.2879,1.8433,1.9539,2.2987,2.1209,1,0,0,0,0,0,1,1090.0,227.0,975.0,1,0,0,proximity_probe,PROBE_VISION_WAIT,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_VISION_WAIT,front,,0,0,0,waiting,0,,stale,0,0,视觉无新结果，停车等待,0,0,1
0.67,1235.0,1561.0,1555.0,1362.0,2.2879,1.8433,1.9539,2.2987,2.1209,1,0,0,0,0,0,1,1147.0,362.0,1036.0,1,0,0,proximity_probe,PROBE_VISION_WAIT,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_VISION_WAIT,front,,0,0,0,waiting,0,,stale,0,0,视觉无新结果，停车等待,0,0,1
0.69,1235.0,1563.0,1555.0,1362.0,2.2941,1.8433,1.9612,2.3054,2.1276,1,0,0,0,0,0,1,1165.0,361.0,974.0,1,0,0,proximity_probe,PROBE_VISION_WAIT,CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_VISION_WAIT,front,,0,0,0,waiting,0,,stale,0,0,视觉无新结果，停车等待,0,0,1
0.71,1235.0,1562.0,1556.0,1363.0,2.2941,1.8452,1.9636,2.3087,2.1289,1,0,0,0,0,0,1,1175.0,929.0,978.0,1,0,0,patrol,WARMUP,WARMUP,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,timeout,0,,stale,0,0,等待滤波窗口,0,0,1
0.731,1236.0,1564.0,1556.0,1362.0,2.2957,1.8472,1.9636,2.307,2.1296,1,0,0,0,0,0,1,1108.0,286.0,976.0,1,0,0,patrol,WARMUP,WARMUP,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,等待滤波窗口,0,0,1
0.751,1236.0,1564.0,1556.0,1363.0,2.2972,1.8492,1.9636,2.3087,2.1304,1,0,0,0,0,0,1,982.0,228.0,975.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,450,450,1
0.771,1235.0,1562.0,1554.0,1360.0,2.2972,1.8492,1.9636,2.3054,2.1304,1,0,0,0,0,0,1,965.0,688.0,976.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,450,450,1
0.791,1233.0,1559.0,1552.0,1357.0,2.2941,1.8452,1.9587,2.2987,2.1264,1,0,0,0,0,0,1,997.0,361.0,976.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,450,450,1
0.811,1237.0,1565.0,1558.0,1364.0,2.2941,1.8452,1.9587,2.2987,2.1264,1,0,0,0,0,0,1,1096.0,770.0,1019.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,450,450,1
0.831,1233.0,1562.0,1553.0,1360.0,2.2879,1.8452,1.9563,2.2987,2.1221,1,0,0,0,0,0,1,1109.0,443.0,974.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,450,450,1
0.852,1233.0,1562.0,1553.0,1360.0,2.2879,1.8452,1.9563,2.2987,2.1221,1,0,0,0,0,0,1,1109.0,443.0,974.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,450,450,1
0.872,1232.0,1559.0,1552.0,1358.0,2.2879,1.8452,1.9563,2.2987,2.1221,1,0,0,0,0,0,1,1076.0,361.0,976.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,450,450,1
0.892,1236.0,1564.0,1556.0,1364.0,2.2879,1.8452,1.9563,2.2987,2.1221,1,0,0,0,0,0,1,1096.0,227.0,974.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,450,450,1
0.912,1236.0,1563.0,1556.0,1363.0,2.2972,1.8472,1.9636,2.3087,2.1304,1,0,0,0,0,0,1,1096.0,227.0,1051.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,450,450,1
0.932,1236.0,1563.0,1556.0,1364.0,2.2972,1.8472,1.9636,2.3121,2.1304,1,0,0,0,0,0,1,1125.0,374.0,976.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,450,450,1
0.952,1236.0,1564.0,1556.0,1363.0,2.2972,1.8472,1.9636,2.3087,2.1304,1,0,0,0,0,0,1,1094.0,457.0,977.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,450,450,1
0.972,1233.0,1560.0,1553.0,1359.0,2.2972,1.8472,1.9636,2.3087,2.1304,1,0,0,0,0,0,1,1127.0,361.0,975.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,450,450,1
0.992,1237.0,1565.0,1559.0,1365.0,2.2972,1.8492,1.9636,2.3087,2.1304,1,0,0,0,0,0,1,1110.0,362.0,974.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,450,450,1
1.012,1238.0,1566.0,1559.0,1365.0,2.3003,1.8512,1.9709,2.3154,2.1356,1,0,0,0,0,0,1,1111.0,344.0,976.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,450,450,1
1.032,1237.0,1564.0,1557.0,1363.0,2.3003,1.8512,1.9709,2.3154,2.1356,1,0,0,0,0,0,1,1120.0,361.0,976.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,450,450,1
1.053,1233.0,1560.0,1553.0,1360.0,2.3003,1.8492,1.966,2.3087,2.1332,1,0,0,0,0,0,1,1096.0,247.0,972.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,450,450,1
1.073,1236.0,1564.0,1556.0,1363.0,2.2972,1.8492,1.9636,2.3087,2.1304,1,0,0,0,0,0,1,1140.0,410.0,976.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,450,450,1
1.093,1239.0,1568.0,1558.0,1365.0,2.2972,1.8492,1.9636,2.3087,2.1304,1,0,0,0,0,0,1,1107.0,736.0,978.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,450,450,1
1.113,1235.0,1562.0,1555.0,1361.0,2.2972,1.8492,1.9636,2.3087,2.1304,1,0,0,0,0,0,1,1113.0,360.0,976.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,450,450,1
1.133,1241.0,1570.0,1561.0,1368.0,2.3065,1.8571,1.9684,2.3154,2.1375,1,0,0,0,0,0,1,1096.0,361.0,973.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,450,450,1
1.153,1240.0,1568.0,1561.0,1368.0,2.3096,1.8571,1.9757,2.3255,2.1427,1,0,0,0,0,0,1,1131.0,443.0,977.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,450,450,1
1.173,1239.0,1568.0,1559.0,1365.0,2.3096,1.8571,1.9757,2.3255,2.1427,1,0,0,0,0,0,1,1102.0,329.0,976.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,450,450,1
1.194,1243.0,1571.0,1564.0,1371.0,2.3096,1.8571,1.9757,2.3255,2.1427,1,0,0,0,0,0,1,1127.0,558.0,976.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,450,450,1
1.214,1239.0,1568.0,1559.0,1367.0,2.3065,1.8571,1.9709,2.3221,2.1387,1,0,0,0,0,0,1,1110.0,228.0,975.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,450,450,1
1.234,1240.0,1569.0,1562.0,1367.0,2.3096,1.8591,1.9782,2.3221,2.1439,1,0,0,0,0,0,1,1095.0,757.0,978.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,450,450,1
1.254,1231.0,1558.0,1552.0,1358.0,2.3065,1.8571,1.9709,2.3221,2.1387,1,0,0,0,0,0,1,1110.0,361.0,1037.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,450,450,1
1.274,1231.0,1558.0,1552.0,1358.0,2.2817,1.8373,1.9539,2.2919,2.1178,1,0,0,0,0,0,1,1110.0,361.0,1037.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,450,450,1
1.294,1225.0,1549.0,1544.0,1350.0,2.2817,1.8373,1.9539,2.2919,2.1178,1,0,0,0,0,0,1,1096.0,231.0,972.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,450,450,1
1.314,1223.0,1547.0,1542.0,1349.0,2.2632,1.8194,1.9345,2.2651,2.0988,1,0,0,0,0,0,1,1124.0,607.0,977.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,450,450,1
1.335,1220.0,1544.0,1540.0,1348.0,2.257,1.8155,1.9296,2.2617,2.0933,1,0,0,0,0,0,1,1128.0,243.0,973.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,450,450,1
1.355,1220.0,1546.0,1540.0,1347.0,2.2477,1.8135,1.9248,2.2584,2.0862,1,0,0,0,0,0,1,1112.0,736.0,977.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,450,450,1
1.375,1222.0,1549.0,1541.0,1349.0,2.2477,1.8135,1.9248,2.2584,2.0862,1,0,0,0,0,0,1,1138.0,377.0,976.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,450,450,1
1.395,1219.0,1544.0,1538.0,1346.0,2.2477,1.8135,1.9248,2.255,2.0862,1,0,0,0,0,0,1,1140.0,703.0,1057.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,450,450,1
1.415,1220.0,1544.0,1539.0,1347.0,2.2477,1.8095,1.9223,2.255,2.085,1,0,0,0,0,0,1,1080.0,238.0,976.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,450,450,1
1.436,1220.0,1545.0,1539.0,1345.0,2.2477,1.8095,1.9223,2.2517,2.085,1,0,0,0,0,0,1,1167.0,228.0,976.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,450,450,1
1.456,1218.0,1543.0,1536.0,1344.0,2.2477,1.8095,1.9223,2.2483,2.085,1,0,0,0,0,0,1,1167.0,211.0,973.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,450,450,1
1.476,1216.0,1540.0,1536.0,1344.0,2.2415,1.8075,1.915,2.245,2.0783,1,0,0,0,0,0,1,942.0,361.0,973.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,450,450,1
1.496,1219.0,1545.0,1538.0,1345.0,2.2415,1.8075,1.915,2.245,2.0783,1,0,0,0,0,0,1,1031.0,457.0,977.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,450,450,1
