t,front,rear,left,right,zone_front,zone_rear,zone_left,zone_right,fall,fall_edge,ir_front,ir_rear,ir_left_front,ir_left_rear,ir_right_front,ir_right_rear,ir_valid,diff,state,reason,left_cmd,right_cmd,healthy
0.404,546.0,743.0,375.0,1018.0,-0.3265,-0.1176,-0.2312,-0.261,1,0,0,0,0,0,0,0,1,309.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
0.424,547.0,745.0,376.0,1018.0,-0.3265,-0.1176,-0.2312,-0.261,1,0,0,0,0,0,0,0,1,179.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
0.444,547.0,744.0,375.0,1017.0,-0.3238,-0.1176,-0.2312,-0.261,1,0,0,0,0,0,0,0,1,639.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
0.464,547.0,744.0,376.0,1018.0,-0.3238,-0.1176,-0.2284,-0.261,1,0,0,0,0,0,0,0,1,179.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
0.484,547.0,745.0,376.0,1019.0,-0.3238,-0.1176,-0.2284,-0.261,1,0,0,0,0,0,0,0,1,179.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
0.504,547.0,745.0,376.0,1018.0,-0.3238,-0.1155,-0.2284,-0.261,1,0,0,0,0,0,0,0,1,228.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
0.525,548.0,744.0,375.0,1018.0,-0.3238,-0.1155,-0.2284,-0.261,1,0,0,0,0,0,0,0,1,145.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
0.545,546.0,744.0,376.0,1017.0,-0.3238,-0.1176,-0.2284,-0.261,1,0,0,0,0,0,0,0,1,133.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
0.565,547.0,745.0,375.0,1017.0,-0.3238,-0.1176,-0.2312,-0.263,1,0,0,0,0,0,0,0,1,179.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
0.585,547.0,745.0,376.0,1018.0,-0.3238,-0.1155,-0.2284,-0.263,1,0,0,0,0,0,0,0,1,145.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
0.605,547.0,745.0,376.0,1017.0,-0.3238,-0.1155,-0.2284,-0.263,1,0,0,0,0,0,0,0,1,179.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
0.625,547.0,742.0,374.0,1017.0,-0.3238,-0.1155,-0.2284,-0.263,1,0,0,0,0,0,0,0,1,200.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
0.645,547.0,745.0,376.0,1018.0,-0.3238,-0.1155,-0.2284,-0.263,1,0,0,0,0,0,0,0,1,308.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
0.665,549.0,746.0,376.0,1020.0,-0.3238,-0.1155,-0.2284,-0.261,1,0,0,0,0,0,0,0,1,151.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
0.685,549.0,746.0,376.0,1020.0,-0.3184,-0.1133,-0.2284,-0.2568,1,0,0,0,0,0,0,0,1,151.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
0.705,546.0,743.0,373.0,1014.0,-0.3184,-0.1133,-0.2284,-0.2568,1,0,0,0,0,0,0,0,1,630.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
0.725,547.0,745.0,375.0,1018.0,-0.3238,-0.1155,-0.2312,-0.261,1,0,0,0,0,0,0,0,1,438.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
0.745,548.0,745.0,375.0,1019.0,-0.3238,-0.1155,-0.2312,-0.261,1,0,0,0,0,0,0,0,1,245.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
0.766,547.0,744.0,376.0,1018.0,-0.3238,-0.1155,-0.2312,-0.261,1,0,0,0,0,0,0,0,1,218.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
0.786,548.0,744.0,375.0,1017.0,-0.3211,-0.1176,-0.2312,-0.261,1,0,0,0,0,0,0,0,1,-5.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
0.806,547.0,744.0,376.0,1017.0,-0.3238,-0.1176,-0.2284,-0.263,1,0,0,0,0,0,0,0,1,-6.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
0.826,546.0,742.0,373.0,1015.0,-0.3238,-0.1176,-0.2312,-0.263,1,0,0,0,0,0,0,0,1,148.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
0.846,547.0,744.0,375.0,1017.0,-0.3238,-0.1176,-0.2312,-0.263,1,0,0,0,0,0,0,0,1,356.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
0.866,546.0,744.0,375.0,1017.0,-0.3265,-0.1176,-0.2312,-0.263,1,0,0,0,0,0,0,0,1,714.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
0.886,548.0,745.0,376.0,1019.0,-0.3238,-0.1176,-0.2312,-0.263,1,0,0,0,0,0,0,0,1,228.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
0.906,546.0,744.0,375.0,1017.0,-0.3265,-0.1176,-0.2312,-0.263,1,0,0,0,0,0,0,0,1,358.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
0.926,548.0,745.0,376.0,1019.0,-0.3211,-0.1155,-0.2284,-0.2589,1,0,0,0,0,0,0,0,1,19.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
0.947,547.0,744.0,375.0,1016.0,-0.3238,-0.1176,-0.2312,-0.263,1,0,0,0,0,0,0,0,1,-9.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
0.967,546.0,742.0,374.0,1014.0,-0.3238,-0.1176,-0.2312,-0.2651,1,0,0,0,0,0,0,0,1,178.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
0.987,548.0,746.0,376.0,1018.0,-0.3238,-0.1176,-0.2312,-0.2651,1,0,0,0,0,0,0,0,1,161.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
1.007,548.0,745.0,375.0,1017.0,-0.3211,-0.1155,-0.2312,-0.263,1,0,0,0,0,0,0,0,1,212.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
1.027,546.0,743.0,375.0,1017.0,-0.3211,-0.1155,-0.2312,-0.263,1,0,0,0,0,0,0,0,1,146.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
1.047,547.0,745.0,375.0,1017.0,-0.3238,-0.1155,-0.2312,-0.263,1,0,0,0,0,0,0,0,1,179.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
1.067,546.0,744.0,376.0,1018.0,-0.3265,-0.1176,-0.2312,-0.263,1,0,0,0,0,0,0,0,1,162.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
1.087,546.0,744.0,375.0,1016.0,-0.3265,-0.1176,-0.2312,-0.263,1,0,0,0,0,0,0,0,1,195.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
1.107,547.0,744.0,376.0,1017.0,-0.3265,-0.1176,-0.2284,-0.263,1,0,0,0,0,0,0,0,1,472.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
1.128,546.0,743.0,375.0,1016.0,-0.3265,-0.1176,-0.2312,-0.2651,1,0,0,0,0,0,0,0,1,197.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
1.148,547.0,744.0,375.0,1018.0,-0.3238,-0.1176,-0.2312,-0.263,1,0,0,0,0,0,0,0,1,195.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
1.168,548.0,745.0,375.0,1018.0,-0.3238,-0.1176,-0.2312,-0.261,1,0,0,0,0,0,0,0,1,160.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
1.188,547.0,744.0,374.0,1017.0,-0.3238,-0.1176,-0.2312,-0.261,1,0,0,0,0,0,0,0,1,-4.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
1.208,546.0,743.0,375.0,1016.0,-0.3238,-0.1176,-0.2312,-0.263,1,0,0,0,0,0,0,0,1,179.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
1.228,548.0,745.0,375.0,1018.0,-0.3238,-0.1176,-0.2312,-0.263,1,0,0,0,0,0,0,0,1,257.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
1.248,548.0,745.0,376.0,1018.0,-0.3211,-0.1155,-0.2312,-0.261,1,0,0,0,0,0,0,0,1,684.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
1.268,548.0,745.0,376.0,1018.0,-0.3211,-0.1155,-0.2284,-0.261,1,0,0,0,0,0,0,0,1,684.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
1.288,547.0,745.0,375.0,1017.0,-0.3211,-0.1155,-0.2284,-0.261,1,0,0,0,0,0,0,0,1,162.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
1.308,548.0,744.0,375.0,1017.0,-0.3211,-0.1155,-0.2312,-0.263,1,0,0,0,0,0,0,0,1,666.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
1.329,547.0,745.0,375.0,1018.0,-0.3238,-0.1155,-0.2312,-0.263,1,0,0,0,0,0,0,0,1,129.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
1.349,548.0,745.0,375.0,1018.0,-0.3211,-0.1155,-0.2312,-0.261,1,0,0,0,0,0,0,0,1,162.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
1.369,548.0,745.0,376.0,1018.0,-0.3211,-0.1155,-0.2312,-0.261,1,0,0,0,0,0,0,0,1,212.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
1.389,547.0,744.0,375.0,1018.0,-0.3211,-0.1155,-0.2312,-0.261,1,0,0,0,0,0,0,0,1,-16.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
1.409,547.0,745.0,375.0,1016.0,-0.3238,-0.1155,-0.2312,-0.261,1,0,0,0,0,0,0,0,1,145.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
1.429,548.0,745.0,375.0,1018.0,-0.3238,-0.1155,-0.2312,-0.261,1,0,0,0,0,0,0,0,1,162.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
1.449,547.0,745.0,375.0,1018.0,-0.3238,-0.1155,-0.2312,-0.261,1,0,0,0,0,0,0,0,1,553.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
1.469,548.0,745.0,376.0,1018.0,-0.3211,-0.1155,-0.2312,-0.261,1,0,0,0,0,0,0,0,1,229.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
1.489,547.0,744.0,375.0,1017.0,-0.3238,-0.1155,-0.2312,-0.261,1,0,0,0,0,0,0,0,1,228.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
1.51,547.0,745.0,375.0,1018.0,-0.3238,-0.1155,-0.2312,-0.261,1,0,0,0,0,0,0,0,1,217.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
1.53,547.0,744.0,375.0,1017.0,-0.3238,-0.1176,-0.2312,-0.263,1,0,0,0,0,0,0,0,1,162.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
1.55,547.0,745.0,375.0,1017.0,-0.3238,-0.1155,-0.2312,-0.263,1,0,0,0,0,0,0,0,1,174.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
1.57,548.0,745.0,376.0,1019.0,-0.3238,-0.1155,-0.2312,-0.263,1,0,0,0,0,0,0,0,1,179.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
1.59,548.0,744.0,376.0,1017.0,-0.3211,-0.1155,-0.2284,-0.263,1,0,0,0,0,0,0,0,1,246.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
1.61,548.0,745.0,376.0,1018.0,-0.3211,-0.1155,-0.2284,-0.261,1,0,0,0,0,0,0,0,1,-4.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
1.63,547.0,745.0,375.0,1017.0,-0.3211,-0.1155,-0.2284,-0.263,1,0,0,0,0,0,0,0,1,145.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
1.65,548.0,745.0,375.0,1017.0,-0.3211,-0.1155,-0.2312,-0.263,1,0,0,0,0,0,0,0,1,161.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
1.67,548.0,745.0,375.0,1018.0,-0.3211,-0.1155,-0.2312,-0.263,1,0,0,0,0,0,0,0,1,178.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
1.691,548.0,745.0,375.0,1018.0,-0.3211,-0.1155,-0.2312,-0.261,1,0,0,0,0,0,0,0,1,178.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
1.711,548.0,745.0,376.0,1018.0,-0.3211,-0.1155,-0.2312,-0.261,1,0,0,0,0,0,0,0,1,228.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
1.731,547.0,745.0,376.0,1017.0,-0.3211,-0.1155,-0.2284,-0.261,1,0,0,0,0,0,0,0,1,586.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
1.751,546.0,743.0,375.0,1016.0,-0.3238,-0.1155,-0.2284,-0.263,1,0,0,0,0,0,0,0,1,211.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
1.771,547.0,745.0,376.0,1018.0,-0.3238,-0.1155,-0.2284,-0.263,1,0,0,0,0,0,0,0,1,-4.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
1.791,548.0,746.0,375.0,1018.0,-0.3238,-0.1155,-0.2312,-0.261,1,0,0,0,0,0,0,0,1,179.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
1.811,547.0,744.0,375.0,1017.0,-0.3238,-0.1155,-0.2312,-0.261,1,0,0,0,0,0,0,0,1,-4.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
1.831,546.0,744.0,375.0,1016.0,-0.3238,-0.1176,-0.2312,-0.263,1,0,0,0,0,0,0,0,1,177.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
1.852,547.0,744.0,375.0,1017.0,-0.3238,-0.1176,-0.2312,-0.263,1,0,0,0,0,0,0,0,1,212.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
1.872,548.0,745.0,375.0,1019.0,-0.3238,-0.1176,-0.2312,-0.263,1,0,0,0,0,0,0,0,1,667.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
1.892,548.0,745.0,376.0,1018.0,-0.3211,-0.1155,-0.2312,-0.261,1,0,0,0,0,0,0,0,1,161.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
1.912,548.0,745.0,375.0,1019.0,-0.3211,-0.1155,-0.2312,-0.2589,1,0,0,0,0,0,0,0,1,162.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
1.932,547.0,746.0,375.0,1017.0,-0.3211,-0.1155,-0.2312,-0.261,1,0,0,0,0,0,0,0,1,161.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
1.952,546.0,745.0,376.0,1017.0,-0.3238,-0.1155,-0.2312,-0.263,1,0,0,0,0,0,0,0,1,178.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
1.972,548.0,745.0,375.0,1017.0,-0.3238,-0.1155,-0.2312,-0.263,1,0,0,0,0,0,0,0,1,159.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
1.992,548.0,745.0,376.0,1019.0,-0.3211,-0.1155,-0.2284,-0.263,1,0,0,0,0,0,0,0,1,146.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
2.013,548.0,746.0,376.0,1018.0,-0.3211,-0.1155,-0.2284,-0.261,1,0,0,0,0,0,0,0,1,178.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
2.033,546.0,745.0,375.0,1017.0,-0.3211,-0.1155,-0.2284,-0.261,1,0,0,0,0,0,0,0,1,176.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
2.053,548.0,746.0,376.0,1019.0,-0.3211,-0.1133,-0.2284,-0.261,1,0,0,0,0,0,0,0,1,246.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
2.073,547.0,745.0,375.0,1017.0,-0.3238,-0.1155,-0.2312,-0.263,1,0,0,0,0,0,0,0,1,266.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
2.094,547.0,745.0,375.0,1017.0,-0.3238,-0.1155,-0.2312,-0.263,1,0,0,0,0,0,0,0,1,266.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
2.114,546.0,744.0,374.0,1017.0,-0.3238,-0.1155,-0.2312,-0.263,1,0,0,0,0,0,0,0,1,210.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
2.134,548.0,746.0,375.0,1019.0,-0.3238,-0.1155,-0.2312,-0.263,1,0,0,0,0,0,0,0,1,179.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
2.154,547.0,744.0,375.0,1018.0,-0.3238,-0.1176,-0.2312,-0.261,1,0,0,0,0,0,0,0,1,298.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
2.174,546.0,743.0,375.0,1017.0,-0.3238,-0.1176,-0.2312,-0.261,1,0,0,0,0,0,0,0,1,149.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
2.195,549.0,745.0,376.0,1018.0,-0.3238,-0.1176,-0.2312,-0.261,1,0,0,0,0,0,0,0,1,101.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
2.215,548.0,745.0,376.0,1019.0,-0.3211,-0.1155,-0.2284,-0.261,1,0,0,0,0,0,0,0,1,227.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
2.236,547.0,744.0,375.0,1017.0,-0.3211,-0.1155,-0.2284,-0.261,1,0,0,0,0,0,0,0,1,-4.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
2.256,548.0,745.0,375.0,1018.0,-0.3211,-0.1155,-0.2312,-0.261,1,0,0,0,0,0,0,0,1,145.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
2.276,547.0,744.0,376.0,1018.0,-0.3238,-0.1176,-0.2312,-0.261,1,0,0,0,0,0,0,0,1,163.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
2.297,548.0,745.0,376.0,1018.0,-0.3211,-0.1155,-0.2284,-0.261,1,0,0,0,0,0,0,0,1,539.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
2.317,547.0,745.0,376.0,1018.0,-0.3238,-0.1155,-0.2284,-0.261,1,0,0,0,0,0,0,0,1,242.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
2.337,547.0,744.0,375.0,1017.0,-0.3238,-0.1155,-0.2284,-0.261,1,0,0,0,0,0,0,0,1,226.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
2.357,547.0,744.0,375.0,1017.0,-0.3238,-0.1176,-0.2312,-0.263,1,0,0,0,0,0,0,0,1,161.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
2.377,548.0,746.0,375.0,1019.0,-0.3238,-0.1176,-0.2312,-0.263,1,0,0,0,0,0,0,0,1,95.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
2.397,548.0,746.0,375.0,1019.0,-0.3211,-0.1133,-0.2312,-0.2589,1,0,0,0,0,0,0,0,1,161.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
2.417,548.0,745.0,375.0,1017.0,-0.3211,-0.1133,-0.2312,-0.2589,1,0,0,0,0,0,0,0,1,244.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
2.437,548.0,745.0,375.0,1019.0,-0.3211,-0.1155,-0.2312,-0.2589,1,0,0,0,0,0,0,0,1,299.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
2.457,548.0,746.0,376.0,1019.0,-0.3211,-0.1155,-0.2312,-0.2589,1,0,0,0,0,0,0,0,1,210.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
2.478,547.0,744.0,374.0,1016.0,-0.3211,-0.1155,-0.2312,-0.2589,1,0,0,0,0,0,0,0,1,180.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
2.498,547.0,744.0,374.0,1016.0,-0.3238,-0.1176,-0.234,-0.2651,1,0,0,0,0,0,0,0,1,180.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
2.518,548.0,746.0,375.0,1019.0,-0.3238,-0.1176,-0.234,-0.2651,1,0,0,0,0,0,0,0,1,162.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
2.538,548.0,746.0,376.0,1018.0,-0.3211,-0.1133,-0.2312,-0.261,1,0,0,0,0,0,0,0,1,178.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
2.558,546.0,742.0,374.0,1015.0,-0.3211,-0.1133,-0.2312,-0.261,1,0,0,0,0,0,0,0,1,275.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
2.578,548.0,745.0,376.0,1018.0,-0.3211,-0.1155,-0.2284,-0.261,1,0,0,0,0,0,0,0,1,325.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
2.598,548.0,746.0,376.0,1019.0,-0.3211,-0.1155,-0.2284,-0.261,1,0,0,0,0,0,0,0,1,177.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
2.618,547.0,744.0,375.0,1017.0,-0.3211,-0.1155,-0.2284,-0.261,1,0,0,0,0,0,0,0,1,162.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
2.639,547.0,745.0,376.0,1018.0,-0.3238,-0.1155,-0.2284,-0.261,1,0,0,0,0,0,0,0,1,162.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
2.659,547.0,744.0,376.0,1019.0,-0.3238,-0.1176,-0.2284,-0.261,1,0,0,0,0,0,0,0,1,-4.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
2.679,546.0,744.0,375.0,1017.0,-0.3238,-0.1176,-0.2284,-0.261,1,0,0,0,0,0,0,0,1,228.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
2.699,548.0,744.0,375.0,1017.0,-0.3238,-0.1176,-0.2312,-0.263,1,0,0,0,0,0,0,0,1,212.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
2.72,548.0,746.0,376.0,1019.0,-0.3211,-0.1176,-0.2312,-0.263,1,0,0,0,0,0,0,0,1,620.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
2.74,545.0,744.0,376.0,1018.0,-0.3211,-0.1176,-0.2284,-0.261,1,0,0,0,0,0,0,0,1,178.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
2.76,547.0,744.0,375.0,1017.0,-0.3238,-0.1176,-0.2284,-0.261,1,0,0,0,0,0,0,0,1,618.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
2.78,548.0,746.0,376.0,1019.0,-0.3238,-0.1176,-0.2284,-0.261,1,0,0,0,0,0,0,0,1,260.0,IR_WAIT,掉台但六路红外暂时无值，停车等待,0,0,1
