t,front,rear,left,right,zone_front,zone_rear,zone_left,zone_right,fall,fall_edge,ir_front,ir_rear,ir_left_front,ir_left_rear,ir_right_front,ir_right_rear,ir_valid,adc_left,adc_right,adc_signal_raw,diff,state,reason,left_cmd,right_cmd,healthy
0.0,0.0,0.0,0.0,0.0,-1.8122,-1.7386,-1.2758,-2.3862,0,0,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,SENSOR_STOP,传感器无效或数据过期,0,0,0
0.02,536.0,730.0,374.0,936.0,-1.083,-0.9434,-0.7549,-1.4092,0,0,0,0,0,1,0,0,1,17.0,23.0,23.0,-6.0,SENSOR_STOP,传感器无效或数据过期,0,0,1
0.041,534.0,730.0,375.0,936.0,-0.3592,-0.1481,-0.234,-0.4322,1,0,0,0,0,1,0,0,1,16.0,23.0,23.0,-7.0,SENSOR_STOP,传感器无效或数据过期,0,0,1
0.061,535.0,730.0,375.0,936.0,-0.3565,-0.1481,-0.2312,-0.4322,1,0,0,0,0,1,0,0,1,17.0,22.0,22.0,-5.0,SENSOR_STOP,传感器无效或数据过期,0,0,1
0.081,535.0,729.0,374.0,936.0,-0.3565,-0.1481,-0.2312,-0.4322,1,1,0,0,0,1,0,0,1,16.0,23.0,23.0,-7.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.101,536.0,731.0,375.0,937.0,-0.3565,-0.1481,-0.2312,-0.4322,1,0,0,0,0,1,0,0,1,17.0,22.0,22.0,-5.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.121,536.0,730.0,374.0,936.0,-0.3537,-0.1481,-0.234,-0.4322,1,0,0,0,0,1,0,0,1,17.0,23.0,23.0,-6.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.141,534.0,729.0,373.0,933.0,-0.3537,-0.1481,-0.234,-0.4322,1,0,0,0,0,1,0,0,1,16.0,24.0,24.0,-8.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.161,533.0,728.0,373.0,934.0,-0.3592,-0.1503,-0.2368,-0.4363,1,0,0,0,0,1,0,0,1,16.0,24.0,24.0,-8.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.182,533.0,726.0,373.0,932.0,-0.3619,-0.1525,-0.2368,-0.4384,1,0,0,0,0,1,0,0,1,17.0,25.0,25.0,-8.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.202,534.0,728.0,373.0,934.0,-0.3619,-0.1525,-0.2368,-0.4363,1,0,0,0,0,1,0,0,1,16.0,24.0,24.0,-8.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.222,534.0,730.0,374.0,935.0,-0.3592,-0.1525,-0.2368,-0.4363,1,0,0,0,0,1,0,0,1,17.0,23.0,23.0,-6.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.243,535.0,730.0,374.0,934.0,-0.3592,-0.1481,-0.234,-0.4363,1,0,0,0,0,1,0,0,1,16.0,22.0,22.0,-6.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.263,534.0,727.0,373.0,933.0,-0.3592,-0.1481,-0.234,-0.4363,1,0,0,0,0,1,0,0,1,22.0,23.0,23.0,-1.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.284,535.0,728.0,372.0,936.0,-0.3565,-0.1525,-0.2368,-0.4363,1,0,0,0,0,1,0,0,1,17.0,23.0,23.0,-6.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.304,536.0,728.0,372.0,938.0,-0.3565,-0.1525,-0.2396,-0.4322,1,0,0,0,0,1,0,0,1,18.0,23.0,23.0,-5.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.324,534.0,723.0,367.0,935.0,-0.3565,-0.1525,-0.2396,-0.4322,1,0,0,0,0,1,0,0,1,17.0,22.0,22.0,-5.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.344,535.0,724.0,367.0,938.0,-0.3565,-0.1612,-0.2535,-0.428,1,0,0,0,0,1,0,0,1,17.0,22.0,22.0,-5.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.364,533.0,724.0,364.0,939.0,-0.3592,-0.1612,-0.2535,-0.428,1,0,0,0,0,1,0,0,1,16.0,22.0,22.0,-6.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.384,533.0,722.0,361.0,936.0,-0.3619,-0.1612,-0.2618,-0.428,1,0,0,0,0,1,0,0,1,16.0,21.0,21.0,-5.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.404,534.0,723.0,357.0,940.0,-0.3619,-0.1634,-0.2702,-0.4259,1,0,0,0,0,1,0,0,1,17.0,24.0,24.0,-7.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.424,532.0,723.0,353.0,940.0,-0.3619,-0.1634,-0.2813,-0.4238,1,0,0,0,0,1,0,0,1,17.0,23.0,23.0,-6.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.444,538.0,725.0,358.0,950.0,-0.3592,-0.1634,-0.2813,-0.4238,1,0,0,0,0,1,0,0,1,23.0,24.0,24.0,-1.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.464,538.0,725.0,361.0,954.0,-0.3483,-0.159,-0.2786,-0.4029,1,0,0,0,0,1,0,0,1,16.0,24.0,24.0,-8.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.485,540.0,725.0,363.0,957.0,-0.3483,-0.159,-0.2702,-0.3946,1,0,0,0,0,1,0,0,1,17.0,24.0,24.0,-7.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.505,534.0,728.0,360.0,956.0,-0.3483,-0.159,-0.2702,-0.3904,1,0,0,0,0,1,0,0,1,17.0,25.0,25.0,-8.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.525,527.0,734.0,360.0,960.0,-0.3592,-0.1525,-0.273,-0.3883,1,0,0,0,0,1,0,0,1,17.0,24.0,24.0,-7.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.545,517.0,737.0,359.0,968.0,-0.3782,-0.1394,-0.273,-0.382,1,0,0,0,0,1,0,0,1,16.0,21.0,21.0,-5.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.565,508.0,737.0,358.0,978.0,-0.4054,-0.1329,-0.2758,-0.3653,1,0,0,0,0,1,0,0,1,24.0,24.0,24.0,0.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.585,502.0,737.0,364.0,989.0,-0.4299,-0.1329,-0.2758,-0.3445,1,0,0,0,0,1,0,0,1,16.0,24.0,24.0,-8.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.605,502.0,737.0,364.0,989.0,-0.4463,-0.1329,-0.2618,-0.3215,1,0,0,0,0,1,0,0,1,16.0,24.0,24.0,-8.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.625,503.0,736.0,367.0,982.0,-0.4463,-0.1329,-0.2618,-0.3215,1,0,0,0,0,1,0,0,1,17.0,35.0,35.0,-18.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.645,508.0,732.0,370.0,972.0,-0.4435,-0.1351,-0.2535,-0.3361,1,0,0,0,0,1,0,0,1,17.0,22.0,22.0,-5.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.666,517.0,732.0,372.0,973.0,-0.4299,-0.1438,-0.2451,-0.3549,1,0,0,0,0,1,0,0,1,17.0,22.0,22.0,-5.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.686,522.0,732.0,374.0,986.0,-0.4054,-0.1438,-0.2396,-0.3549,1,0,0,0,0,1,0,0,1,16.0,20.0,20.0,-4.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.706,524.0,732.0,373.0,996.0,-0.3918,-0.1438,-0.2368,-0.3278,1,0,0,0,0,1,0,0,1,16.0,21.0,21.0,-5.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.726,517.0,732.0,369.0,1012.0,-0.3918,-0.1438,-0.2368,-0.3069,1,0,0,0,0,1,0,0,1,68.0,23.0,68.0,45.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.746,514.0,736.0,372.0,1037.0,-0.4054,-0.1438,-0.2396,-0.2735,1,0,0,0,0,1,0,0,1,19.0,22.0,22.0,-3.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.766,509.0,736.0,366.0,1058.0,-0.4136,-0.1351,-0.2479,-0.2213,1,0,0,0,0,1,0,0,1,17.0,21.0,21.0,-4.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.786,507.0,736.0,361.0,1075.0,-0.4272,-0.1351,-0.2563,-0.1775,1,0,0,0,0,1,0,0,1,16.0,25.0,25.0,-9.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.806,508.0,737.0,354.0,1100.0,-0.4299,-0.1351,-0.2702,-0.142,1,0,0,0,0,0,0,0,1,17.0,20.0,20.0,-3.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.826,512.0,739.0,353.0,1126.0,-0.4299,-0.1329,-0.2897,-0.0898,1,0,0,0,0,0,0,0,1,16.0,21.0,21.0,-5.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.847,514.0,736.0,354.0,1149.0,-0.419,-0.1329,-0.2897,-0.0355,1,0,0,0,0,0,0,0,1,17.0,20.0,20.0,-3.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.867,515.0,734.0,355.0,1168.0,-0.4136,-0.1351,-0.2897,0.0125,0,0,0,0,0,0,0,0,1,17.0,21.0,21.0,-4.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.888,515.0,729.0,348.0,1181.0,-0.4109,-0.1394,-0.2897,0.0522,0,0,0,0,0,0,0,1,1,16.0,20.0,20.0,-4.0,ADC_CORRECT,定时转向完成，停车后进入 ADC 评估,0,0,1
0.909,514.0,728.0,348.0,1198.0,-0.4109,-0.1503,-0.3064,0.0793,0,0,0,0,0,0,0,1,1,16.0,21.0,21.0,-5.0,ADC_CORRECT,ADC 中值滤波准备中,0,0,1
0.963,512.0,724.0,363.0,1234.0,-0.4136,-0.1525,-0.3064,0.1148,0,0,0,0,0,0,0,1,1,19.0,34.0,34.0,-15.0,ADC_CORRECT,ADC 中值滤波准备中,0,0,1
0.983,512.0,729.0,368.0,1248.0,-0.419,-0.1525,-0.2646,0.19,0,0,0,0,0,0,0,1,1,17.0,20.0,20.0,-3.0,ADC_CORRECT,ADC 中值滤波准备中,0,0,1
1.003,510.0,729.0,369.0,1252.0,-0.419,-0.1503,-0.2507,0.2192,0,0,0,0,0,0,0,1,1,16.0,21.0,21.0,-5.0,ADC_CORRECT,ADC 中值滤波准备中,0,0,1
1.024,510.0,729.0,369.0,1257.0,-0.4245,-0.1503,-0.2479,0.2276,0,0,0,0,0,0,0,1,1,17.0,20.0,20.0,-3.0,ADC_CORRECT,ADC 中值滤波准备中,0,0,1
1.044,510.0,727.0,368.0,1255.0,-0.4245,-0.1503,-0.2479,0.2338,0,0,0,0,0,0,0,1,1,17.0,31.0,31.0,-14.0,ADC_CORRECT,ADC 中值滤波准备中,0,0,1
1.064,511.0,729.0,371.0,1254.0,-0.4245,-0.1503,-0.2479,0.2338,0,0,0,0,0,0,0,1,1,16.0,21.0,21.0,-5.0,ADC_CORRECT,ADC 中值滤波准备中,0,0,1
