t,left,right,diff,valid
7.927,645.0,273.0,372.0,1
7.947,646.0,283.0,363.0,1
7.967,654.0,220.0,434.0,1
7.987,711.0,292.0,419.0,1
8.008,740.0,241.0,499.0,1
8.028,709.0,274.0,435.0,1
8.048,723.0,272.0,451.0,1
8.068,645.0,225.0,420.0,1
8.088,644.0,72.0,572.0,1
8.108,644.0,224.0,420.0,1
8.128,710.0,275.0,435.0,1
8.148,709.0,274.0,435.0,1
8.168,644.0,223.0,421.0,1
8.188,645.0,276.0,369.0,1
8.208,646.0,522.0,124.0,1
8.229,646.0,275.0,371.0,1
8.249,664.0,276.0,388.0,1
8.269,710.0,224.0,486.0,1
8.289,726.0,272.0,454.0,1
8.309,644.0,273.0,371.0,1
8.329,661.0,275.0,386.0,1
8.349,645.0,273.0,372.0,1
8.369,725.0,224.0,501.0,1
8.389,727.0,273.0,454.0,1
8.41,710.0,274.0,436.0,1
8.43,692.0,274.0,418.0,1
8.45,644.0,274.0,370.0,1
8.47,653.0,225.0,428.0,1
8.49,662.0,275.0,387.0,1
8.51,709.0,272.0,437.0,1
8.53,709.0,224.0,485.0,1
8.55,661.0,274.0,387.0,1
8.57,650.0,226.0,424.0,1
8.59,644.0,273.0,371.0,1
8.61,646.0,274.0,372.0,1
8.631,724.0,223.0,501.0,1
8.651,707.0,274.0,433.0,1
8.671,726.0,210.0,516.0,1
8.691,646.0,276.0,370.0,1
8.711,644.0,272.0,372.0,1
8.731,661.0,224.0,437.0,1
8.751,708.0,273.0,435.0,1
8.771,715.0,225.0,490.0,1
8.791,708.0,274.0,434.0,1
8.811,645.0,287.0,358.0,1
8.831,653.0,226.0,427.0,1
8.852,661.0,287.0,374.0,1
8.872,645.0,208.0,437.0,1
8.892,710.0,356.0,354.0,1
8.912,724.0,273.0,451.0,1
8.932,647.0,552.0,95.0,1
8.952,642.0,71.0,571.0,1
8.972,645.0,273.0,372.0,1
8.992,660.0,273.0,387.0,1
9.012,724.0,274.0,450.0,1
9.033,725.0,225.0,500.0,1
9.053,708.0,321.0,387.0,1
9.073,644.0,271.0,373.0,1
9.093,644.0,273.0,371.0,1
9.113,643.0,272.0,371.0,1
9.133,708.0,224.0,484.0,1
9.153,725.0,271.0,454.0,1
9.173,710.0,280.0,430.0,1
9.193,653.0,274.0,379.0,1
9.214,660.0,275.0,385.0,1
9.234,662.0,554.0,108.0,1
9.254,708.0,273.0,435.0,1
9.274,708.0,273.0,435.0,1
9.294,714.0,552.0,162.0,1
9.314,644.0,274.0,370.0,1
9.334,643.0,224.0,419.0,1
9.354,660.0,273.0,387.0,1
9.374,661.0,274.0,387.0,1
9.395,725.0,28.0,697.0,1
9.415,724.0,273.0,451.0,1
