t,left,right,diff,valid
6.557,1312.0,1070.0,242.0,1
6.578,1313.0,1085.0,228.0,1
6.598,1314.0,1082.0,232.0,1
6.618,1313.0,1206.0,107.0,1
6.638,1314.0,1291.0,23.0,1
6.658,1312.0,1069.0,243.0,1
6.678,1312.0,1069.0,243.0,1
6.698,1313.0,1070.0,243.0,1
6.718,1313.0,1305.0,8.0,1
6.739,1313.0,1198.0,115.0,1
6.759,1312.0,1069.0,243.0,1
6.779,1313.0,1070.0,243.0,1
6.799,1314.0,1709.0,-395.0,1
6.819,1313.0,1068.0,245.0,1
6.839,1312.0,1068.0,244.0,1
6.86,1324.0,1133.0,191.0,1
6.88,1314.0,1088.0,226.0,1
6.9,1314.0,1307.0,7.0,1
6.92,1314.0,1068.0,246.0,1
6.94,1313.0,1305.0,8.0,1
6.96,1314.0,1289.0,25.0,1
6.98,1314.0,1070.0,244.0,1
7.0,1314.0,1526.0,-212.0,1
7.02,1314.0,1324.0,-10.0,1
7.041,1313.0,1302.0,11.0,1
7.061,1315.0,1072.0,243.0,1
7.081,1313.0,1068.0,245.0,1
7.101,1313.0,1184.0,129.0,1
7.121,1317.0,1085.0,232.0,1
7.141,1313.0,1069.0,244.0,1
7.161,1314.0,1229.0,85.0,1
7.181,1314.0,1069.0,245.0,1
7.201,1313.0,1070.0,243.0,1
7.221,1313.0,1070.0,243.0,1
7.242,1313.0,1069.0,244.0,1
7.262,1317.0,1231.0,86.0,1
7.282,1314.0,1069.0,245.0,1
7.302,1317.0,1072.0,245.0,1
7.322,1314.0,1070.0,244.0,1
7.342,1313.0,1069.0,244.0,1
7.362,1313.0,1070.0,243.0,1
7.382,1313.0,1144.0,169.0,1
7.402,1312.0,1080.0,232.0,1
7.422,1313.0,1069.0,244.0,1
7.443,1314.0,1292.0,22.0,1
7.463,1312.0,1309.0,3.0,1
7.483,1313.0,1069.0,244.0,1
7.503,1313.0,1068.0,245.0,1
7.523,1316.0,1525.0,-209.0,1
7.543,1314.0,1308.0,6.0,1
7.563,1311.0,1070.0,241.0,1
7.583,1313.0,1068.0,245.0,1
7.603,1314.0,1067.0,247.0,1
7.623,1325.0,1289.0,36.0,1
7.644,1312.0,1069.0,243.0,1
7.664,1312.0,1069.0,243.0,1
7.684,1315.0,1069.0,246.0,1
7.704,1315.0,1082.0,233.0,1
7.724,1313.0,1069.0,244.0,1
7.744,1314.0,1070.0,244.0,1
7.764,1315.0,1070.0,245.0,1
7.784,1315.0,1070.0,245.0,1
7.804,1315.0,1070.0,245.0,1
7.825,1312.0,1068.0,244.0,1
