t,front,rear,left,right,zone_front,zone_rear,zone_left,zone_right,fall,fall_edge,ir_front,ir_rear,ir_left_front,ir_left_rear,ir_right_front,ir_right_rear,ir_valid,adc_left,adc_right,adc_signal_raw,diff,state,reason,left_cmd,right_cmd,healthy
0.424,483.0,966.0,710.0,573.0,-0.0464,0.6528,-0.1019,-0.3221,0,0,0,1,0,1,0,1,1,302.0,21.0,302.0,281.0,TURN_180,正后红外亮，转 180 度,600,-600,1
0.445,488.0,962.0,709.0,562.0,-0.0341,0.6548,-0.0922,-0.3423,0,0,0,1,0,0,0,1,1,303.0,20.0,303.0,283.0,TURN_180,正后红外亮，转 180 度,600,-600,1
0.465,497.0,967.0,716.0,557.0,-0.0186,0.6627,-0.0898,-0.3792,0,0,0,1,0,0,0,1,1,352.0,21.0,352.0,331.0,TURN_180,正后红外亮，转 180 度,600,-600,1
0.485,493.0,965.0,718.0,553.0,-0.0031,0.6607,-0.0752,-0.396,0,0,0,1,0,0,0,1,1,315.0,21.0,315.0,294.0,TURN_180,正后红外亮，转 180 度,600,-600,1
0.505,473.0,966.0,720.0,551.0,-0.0031,0.6627,-0.0704,-0.4094,0,0,0,1,0,0,0,1,1,319.0,21.0,319.0,298.0,TURN_180,正后红外亮，转 180 度,600,-600,1
0.525,447.0,972.0,725.0,552.0,-0.065,0.6627,-0.0655,-0.4128,0,0,0,1,0,0,0,1,1,320.0,28.0,320.0,292.0,TURN_180,正后红外亮，转 180 度,600,-600,1
0.545,432.0,977.0,725.0,548.0,-0.1455,0.6746,-0.0534,-0.4161,0,0,0,1,0,0,0,1,1,304.0,21.0,304.0,283.0,TURN_180,正后红外亮，转 180 度,600,-600,1
0.565,446.0,977.0,714.0,549.0,-0.1486,0.6845,-0.0534,-0.4228,0,0,0,1,0,0,0,1,1,282.0,20.0,282.0,262.0,TURN_180,正后红外亮，转 180 度,600,-600,1
0.585,473.0,979.0,706.0,562.0,-0.1486,0.6845,-0.0801,-0.4228,0,0,0,1,0,0,0,1,1,298.0,22.0,298.0,276.0,TURN_180,正后红外亮，转 180 度,600,-600,1
0.605,482.0,967.0,704.0,573.0,-0.065,0.6845,-0.0995,-0.3792,0,0,0,1,0,0,0,1,1,254.0,25.0,254.0,229.0,TURN_180,正后红外亮，转 180 度,600,-600,1
0.625,484.0,953.0,704.0,575.0,-0.0372,0.6647,-0.1044,-0.3423,0,0,0,1,0,0,0,1,1,238.0,24.0,238.0,214.0,TURN_180,正后红外亮，转 180 度,600,-600,1
0.646,480.0,944.0,704.0,572.0,-0.0372,0.6369,-0.1044,-0.3423,0,0,0,1,0,0,0,1,1,153.0,23.0,153.0,130.0,TURN_180,正后红外亮，转 180 度,600,-600,1
0.666,475.0,941.0,706.0,569.0,-0.0433,0.619,-0.1044,-0.3456,0,0,0,1,0,0,0,1,1,203.0,22.0,203.0,181.0,TURN_180,正后红外亮，转 180 度,600,-600,1
0.686,475.0,941.0,706.0,569.0,-0.0588,0.6131,-0.0995,-0.3557,0,0,0,1,0,0,0,1,1,203.0,22.0,203.0,181.0,TURN_180,正后红外亮，转 180 度,600,-600,1
0.706,471.0,941.0,703.0,557.0,-0.0588,0.6131,-0.0995,-0.3557,0,0,0,1,0,0,0,1,1,18.0,22.0,22.0,-4.0,TURN_180,正后红外亮，转 180 度,600,-600,1
0.726,467.0,947.0,702.0,542.0,-0.0712,0.6131,-0.1068,-0.396,0,0,0,1,0,0,0,1,1,467.0,21.0,467.0,446.0,TURN_180,正后红外亮，转 180 度,600,-600,1
0.746,465.0,957.0,705.0,532.0,-0.0836,0.625,-0.1068,-0.4463,0,0,0,1,0,0,0,1,1,204.0,22.0,204.0,182.0,TURN_180,正后红外亮，转 180 度,600,-600,1
0.766,461.0,964.0,707.0,526.0,-0.0898,0.6448,-0.1019,-0.4799,0,0,0,0,0,0,0,1,1,203.0,25.0,203.0,178.0,TURN_180,正后红外亮，转 180 度,600,-600,1
0.786,462.0,982.0,702.0,524.0,-0.0991,0.6587,-0.1019,-0.5,0,0,0,0,0,0,0,1,1,74.0,49.0,74.0,25.0,TURN_180,正后红外亮，转 180 度,600,-600,1
0.807,466.0,999.0,696.0,527.0,-0.0991,0.6944,-0.1092,-0.5,0,0,0,0,0,0,0,1,1,17.0,22.0,22.0,-5.0,TURN_180,正后红外亮，转 180 度,600,-600,1
0.827,467.0,997.0,704.0,535.0,-0.0867,0.7242,-0.1092,-0.4966,0,0,0,0,0,0,0,1,1,188.0,40.0,188.0,148.0,TURN_180,正后红外亮，转 180 度,600,-600,1
0.847,470.0,993.0,708.0,553.0,-0.0836,0.7242,-0.1044,-0.4698,0,0,0,0,0,0,0,1,1,18.0,25.0,25.0,-7.0,TURN_180,正后红外亮，转 180 度,600,-600,1
0.867,469.0,987.0,692.0,568.0,-0.0774,0.7163,-0.1044,-0.4094,0,0,0,0,0,0,1,1,1,18.0,21.0,21.0,-3.0,TURN_180,正后红外亮，转 180 度,600,-600,1
0.887,468.0,979.0,681.0,584.0,-0.0774,0.7044,-0.1335,-0.3591,0,0,0,0,0,0,1,1,1,18.0,20.0,20.0,-2.0,TURN_180,正后红外亮，转 180 度,600,-600,1
0.907,470.0,972.0,691.0,586.0,-0.0774,0.6885,-0.1359,-0.3054,0,0,0,0,0,0,1,1,1,28.0,19.0,28.0,9.0,TURN_180,正后红外亮，转 180 度,600,-600,1
0.927,476.0,973.0,694.0,563.0,-0.0743,0.6766,-0.1359,-0.3054,0,0,0,0,0,0,1,1,1,23.0,51.0,51.0,-28.0,TURN_180,正后红外亮，转 180 度,600,-600,1
0.948,481.0,971.0,701.0,565.0,-0.0557,0.6746,-0.1286,-0.3691,0,0,0,0,0,0,1,1,1,74.0,292.0,292.0,-218.0,TURN_180,正后红外亮，转 180 度,600,-600,1
0.968,481.0,969.0,728.0,572.0,-0.0402,0.6726,-0.1117,-0.3691,0,0,0,0,0,0,1,1,1,72.0,24.0,72.0,48.0,TURN_180,正后红外亮，转 180 度,600,-600,1
0.988,475.0,964.0,736.0,555.0,-0.0402,0.6687,-0.0461,-0.3691,0,0,0,0,0,0,1,1,1,105.0,24.0,105.0,81.0,TURN_180,正后红外亮，转 180 度,600,-600,1
1.008,468.0,966.0,752.0,560.0,-0.0588,0.6627,-0.0267,-0.3859,0,0,0,0,0,0,1,1,1,18.0,21.0,21.0,-3.0,TURN_180,正后红外亮，转 180 度,600,-600,1
1.028,461.0,966.0,756.0,600.0,-0.0805,0.6627,0.0121,-0.3859,0,0,0,0,0,0,1,1,1,89.0,20.0,89.0,69.0,TURN_180,正后红外亮，转 180 度,600,-600,1
1.048,456.0,964.0,732.0,625.0,-0.1022,0.6627,0.0121,-0.2517,0,0,0,0,0,0,1,1,1,84.0,22.0,84.0,62.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.068,456.0,964.0,732.0,625.0,-0.1176,0.6587,-0.0364,-0.1678,0,0,0,0,0,0,1,1,1,84.0,22.0,84.0,62.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.088,455.0,963.0,702.0,593.0,-0.1176,0.6587,-0.0364,-0.1678,0,0,0,0,0,0,1,1,1,74.0,111.0,111.0,-37.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.109,458.0,963.0,698.0,567.0,-0.1176,0.6567,-0.1092,-0.2752,0,0,0,0,0,0,1,1,1,172.0,191.0,191.0,-19.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.129,461.0,960.0,702.0,564.0,-0.1115,0.6567,-0.1092,-0.3624,0,0,0,0,0,0,1,1,1,121.0,174.0,174.0,-53.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.149,466.0,960.0,705.0,571.0,-0.1022,0.6508,-0.1092,-0.3624,0,0,0,0,0,0,1,1,1,204.0,58.0,204.0,146.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.169,473.0,961.0,707.0,574.0,-0.0867,0.6508,-0.1019,-0.349,0,0,0,0,0,0,1,1,1,139.0,80.0,139.0,59.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.189,478.0,962.0,704.0,574.0,-0.065,0.6528,-0.1019,-0.3389,0,0,1,0,0,0,1,1,1,138.0,58.0,138.0,80.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.209,478.0,961.0,699.0,571.0,-0.0495,0.6528,-0.1044,-0.3389,0,0,1,0,0,0,1,1,1,57.0,46.0,57.0,11.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.229,482.0,959.0,700.0,572.0,-0.0495,0.6528,-0.1141,-0.3456,0,0,1,0,0,0,1,1,1,189.0,27.0,189.0,162.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.249,483.0,962.0,701.0,574.0,-0.0372,0.6528,-0.1141,-0.3456,0,0,1,0,0,0,1,1,1,154.0,37.0,154.0,117.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.269,479.0,956.0,695.0,570.0,-0.0372,0.6488,-0.1141,-0.3456,0,0,1,0,0,0,1,1,1,153.0,204.0,204.0,-51.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.29,480.0,963.0,698.0,573.0,-0.0433,0.6548,-0.1189,-0.3423,0,0,1,0,0,0,1,1,1,156.0,186.0,186.0,-30.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.31,479.0,959.0,695.0,572.0,-0.0464,0.6488,-0.1262,-0.3456,0,0,1,0,0,0,1,1,1,205.0,61.0,205.0,144.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.33,477.0,952.0,689.0,567.0,-0.0464,0.6488,-0.1262,-0.3456,0,0,1,0,0,0,1,1,1,101.0,155.0,155.0,-54.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.35,476.0,954.0,688.0,564.0,-0.0526,0.6389,-0.1408,-0.3624,0,0,1,0,0,0,1,1,1,154.0,171.0,171.0,-17.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.37,474.0,954.0,685.0,560.0,-0.0557,0.6389,-0.1432,-0.3725,0,0,1,0,0,0,1,1,1,138.0,22.0,138.0,116.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.39,474.0,954.0,685.0,560.0,-0.0619,0.6389,-0.1505,-0.3859,0,0,1,0,0,0,1,1,1,138.0,22.0,138.0,116.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.41,472.0,955.0,682.0,555.0,-0.0619,0.6389,-0.1505,-0.3859,0,0,1,0,0,0,1,1,1,155.0,335.0,335.0,-180.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.43,471.0,961.0,681.0,557.0,-0.0681,0.6409,-0.1578,-0.396,0,0,1,0,0,0,1,1,1,57.0,171.0,171.0,-114.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.451,472.0,968.0,681.0,559.0,-0.0681,0.6528,-0.1602,-0.396,0,0,1,0,0,0,1,1,1,337.0,178.0,337.0,159.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.471,469.0,966.0,678.0,564.0,-0.0712,0.6627,-0.1602,-0.3893,0,0,1,0,0,0,1,1,1,107.0,189.0,189.0,-82.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.491,468.0,969.0,676.0,576.0,-0.0774,0.6667,-0.1675,-0.3725,0,0,1,0,0,0,1,1,1,167.0,192.0,192.0,-25.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.511,469.0,968.0,680.0,595.0,-0.0774,0.6667,-0.1675,-0.3322,0,0,1,0,0,0,1,1,1,186.0,35.0,186.0,151.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.531,466.0,964.0,679.0,616.0,-0.0805,0.6667,-0.165,-0.2685,0,0,1,0,0,0,1,1,1,173.0,418.0,418.0,-245.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.551,467.0,966.0,683.0,636.0,-0.0836,0.6627,-0.1626,-0.198,0,0,1,0,0,0,1,1,1,123.0,192.0,192.0,-69.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.572,465.0,965.0,684.0,638.0,-0.0867,0.6607,-0.1553,-0.1309,0,0,1,0,0,0,1,1,1,155.0,171.0,171.0,-16.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.592,462.0,965.0,685.0,622.0,-0.0898,0.6607,-0.1529,-0.1309,0,0,1,0,0,0,1,1,1,123.0,172.0,172.0,-49.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.613,459.0,962.0,685.0,593.0,-0.0991,0.6607,-0.1505,-0.1779,0,0,1,0,0,0,1,1,1,173.0,224.0,224.0,-51.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.633,456.0,963.0,688.0,575.0,-0.1084,0.6567,-0.1505,-0.2752,0,0,1,0,0,0,1,1,1,28.0,45.0,45.0,-17.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.653,451.0,969.0,693.0,580.0,-0.1176,0.6567,-0.1432,-0.3188,0,0,1,0,0,0,1,1,1,167.0,404.0,404.0,-237.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.673,453.0,980.0,699.0,581.0,-0.1269,0.6687,-0.1311,-0.3188,0,0,1,0,0,0,1,1,1,172.0,208.0,208.0,-36.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.693,456.0,987.0,698.0,568.0,-0.1269,0.6905,-0.1189,-0.3188,0,0,1,0,0,0,1,1,1,173.0,225.0,225.0,-52.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.713,461.0,977.0,715.0,585.0,-0.1176,0.6905,-0.1165,-0.3154,0,0,1,0,0,0,1,1,1,416.0,40.0,416.0,376.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.733,468.0,957.0,727.0,613.0,-0.1022,0.6845,-0.0777,-0.302,0,0,1,0,0,0,1,1,1,171.0,224.0,224.0,-53.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.754,470.0,965.0,707.0,602.0,-0.0805,0.6607,-0.0777,-0.245,0,0,1,0,0,0,1,1,1,29.0,172.0,172.0,-143.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.774,470.0,965.0,707.0,602.0,-0.0743,0.6607,-0.0971,-0.245,0,0,1,0,0,0,1,1,1,29.0,172.0,172.0,-143.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.794,471.0,977.0,705.0,588.0,-0.0743,0.6607,-0.0971,-0.245,0,0,1,0,0,0,1,1,1,189.0,222.0,222.0,-33.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.814,471.0,986.0,716.0,589.0,-0.0712,0.6845,-0.0971,-0.2886,0,0,1,0,0,0,1,1,1,207.0,243.0,243.0,-36.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.835,465.0,984.0,715.0,593.0,-0.0712,0.6984,-0.0777,-0.2886,0,0,1,0,0,0,1,1,1,190.0,241.0,241.0,-51.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.855,465.0,977.0,712.0,580.0,-0.0898,0.6984,-0.0777,-0.2886,0,0,1,0,0,0,1,1,1,320.0,145.0,320.0,175.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.876,472.0,969.0,708.0,575.0,-0.0898,0.6845,-0.085,-0.3188,0,0,1,0,0,0,1,1,1,187.0,259.0,259.0,-72.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.896,479.0,964.0,709.0,593.0,-0.0681,0.6687,-0.0922,-0.3188,0,0,1,0,0,0,1,1,1,172.0,258.0,258.0,-86.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.916,481.0,952.0,708.0,586.0,-0.0464,0.6587,-0.0947,-0.2987,0,0,1,0,0,0,1,1,1,189.0,275.0,275.0,-86.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.936,482.0,949.0,707.0,598.0,-0.0402,0.6349,-0.0947,-0.2752,0,0,1,0,0,0,1,1,1,220.0,293.0,293.0,-73.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.956,486.0,945.0,694.0,590.0,-0.0372,0.629,-0.0971,-0.2852,0,0,1,0,0,0,1,1,1,303.0,291.0,303.0,12.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.976,483.0,940.0,672.0,573.0,-0.0341,0.621,-0.1286,-0.2852,0,0,1,0,0,0,1,1,1,206.0,324.0,324.0,-118.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.996,478.0,938.0,666.0,568.0,-0.0341,0.6111,-0.182,-0.3423,0,0,1,0,0,0,1,1,1,238.0,324.0,324.0,-86.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
2.016,488.0,944.0,678.0,578.0,-0.0341,0.6111,-0.182,-0.3423,0,0,1,0,0,0,1,1,1,384.0,309.0,384.0,75.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
2.036,490.0,947.0,683.0,592.0,-0.0186,0.619,-0.1675,-0.3255,0,0,1,0,0,0,1,1,1,224.0,324.0,324.0,-100.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
2.057,482.0,955.0,690.0,610.0,-0.0186,0.625,-0.1553,-0.2785,0,0,1,0,0,0,1,1,1,239.0,259.0,259.0,-20.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
2.077,481.0,959.0,698.0,619.0,-0.0372,0.6409,-0.1383,-0.2181,0,0,1,0,0,0,1,1,1,320.0,356.0,356.0,-36.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
2.097,474.0,954.0,683.0,632.0,-0.0402,0.6409,-0.1383,-0.1879,0,0,1,0,0,0,1,1,1,511.0,436.0,511.0,75.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
2.117,473.0,954.0,674.0,628.0,-0.0619,0.6389,-0.1553,-0.1577,0,0,1,0,0,0,1,1,1,354.0,373.0,373.0,-19.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
2.137,474.0,952.0,676.0,628.0,-0.0619,0.6389,-0.1723,-0.1577,0,0,1,0,0,0,1,1,1,712.0,323.0,712.0,389.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
2.157,474.0,952.0,676.0,628.0,-0.0619,0.6349,-0.1723,-0.1577,0,0,1,0,0,0,1,1,1,712.0,323.0,712.0,389.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
2.177,479.0,961.0,681.0,609.0,-0.0619,0.6349,-0.1723,-0.1577,0,0,1,0,0,0,1,1,1,288.0,419.0,419.0,-131.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
2.197,487.0,963.0,681.0,568.0,-0.0464,0.6528,-0.1602,-0.2215,0,0,1,0,0,0,1,1,1,273.0,437.0,437.0,-164.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
2.217,491.0,960.0,680.0,559.0,-0.0217,0.6528,-0.1602,-0.3591,0,0,1,0,0,0,1,1,1,305.0,453.0,453.0,-148.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
2.238,494.0,967.0,681.0,592.0,-0.0093,0.6567,-0.1602,-0.3591,0,0,1,0,0,0,1,1,1,368.0,553.0,553.0,-185.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
2.258,493.0,979.0,690.0,603.0,-0.0031,0.6647,-0.1602,-0.2785,0,0,1,0,0,0,1,1,1,239.0,485.0,485.0,-246.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
2.278,491.0,980.0,669.0,582.0,-0.0031,0.6885,-0.1602,-0.2785,0,0,1,0,0,0,1,1,1,648.0,452.0,648.0,196.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
2.298,492.0,976.0,663.0,555.0,-0.0062,0.6885,-0.1893,-0.3121,0,0,1,0,0,0,1,1,1,354.0,574.0,574.0,-220.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
2.318,495.0,986.0,676.0,559.0,-0.0062,0.6905,-0.1893,-0.3893,0,0,1,0,0,0,1,1,1,419.0,601.0,601.0,-182.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
2.338,489.0,982.0,664.0,564.0,-0.0062,0.6944,-0.2015,-0.3893,0,0,1,0,0,0,1,1,1,305.0,635.0,635.0,-330.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
2.358,486.0,967.0,665.0,566.0,-0.0155,0.6944,-0.199,-0.3725,0,0,1,0,0,0,1,1,1,387.0,683.0,683.0,-296.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
2.378,480.0,960.0,679.0,571.0,-0.0248,0.6647,-0.199,-0.3658,0,0,1,0,0,0,1,1,1,387.0,681.0,681.0,-294.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
2.399,479.0,956.0,682.0,555.0,-0.0433,0.6508,-0.165,-0.3658,0,0,1,0,0,0,1,1,1,402.0,715.0,715.0,-313.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
2.419,473.0,957.0,673.0,546.0,-0.0464,0.6448,-0.165,-0.4027,0,0,1,0,0,0,1,1,1,453.0,794.0,794.0,-341.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
2.439,469.0,962.0,674.0,575.0,-0.065,0.6448,-0.1772,-0.4027,0,0,1,0,0,0,1,1,1,521.0,831.0,831.0,-310.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
2.459,466.0,966.0,677.0,585.0,-0.0774,0.6548,-0.1772,-0.3356,0,0,1,0,0,0,1,1,1,421.0,845.0,845.0,-424.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
2.479,468.0,970.0,681.0,557.0,-0.0805,0.6627,-0.1699,-0.3356,0,0,1,0,0,0,1,1,1,435.0,862.0,862.0,-427.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
2.499,472.0,962.0,667.0,534.0,-0.0805,0.6627,-0.1699,-0.396,0,0,1,0,0,0,1,1,1,454.0,878.0,878.0,-424.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
2.519,478.0,969.0,669.0,541.0,-0.0681,0.6687,-0.1893,-0.4497,0,0,1,0,0,0,1,1,1,454.0,862.0,862.0,-408.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
2.539,480.0,965.0,681.0,570.0,-0.0495,0.6607,-0.1893,-0.4497,0,0,1,0,0,0,1,1,1,460.0,861.0,861.0,-401.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
