t,front,rear,left,right,zone_front,zone_rear,zone_left,zone_right,fall,fall_edge,ir_front,ir_rear,ir_left_front,ir_left_rear,ir_right_front,ir_right_rear,ir_valid,diff,state,reason,left_cmd,right_cmd,healthy
0.282,539.0,728.0,371.0,1041.0,-0.3456,-0.1525,-0.2423,-0.2192,1,0,0,0,1,1,0,0,1,1.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.302,537.0,726.0,371.0,1040.0,-0.351,-0.1547,-0.2423,-0.215,1,0,0,0,1,1,0,0,1,-7.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.322,535.0,726.0,370.0,1040.0,-0.351,-0.1569,-0.2423,-0.215,1,0,0,0,1,1,0,0,1,-8.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.342,532.0,725.0,370.0,1041.0,-0.3565,-0.1569,-0.2451,-0.215,1,0,0,0,1,1,0,0,1,-3.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.362,533.0,724.0,371.0,1043.0,-0.3619,-0.159,-0.2451,-0.2129,1,0,0,0,1,1,0,0,1,-3.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.382,533.0,724.0,373.0,1044.0,-0.3619,-0.1612,-0.2423,-0.2088,1,0,0,0,1,1,0,0,1,-6.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.402,531.0,721.0,380.0,1038.0,-0.3619,-0.1612,-0.2368,-0.2088,1,0,0,0,1,1,0,0,1,-6.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.422,533.0,722.0,386.0,1038.0,-0.3619,-0.1656,-0.2173,-0.2192,1,0,0,0,1,1,0,0,1,-6.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.442,532.0,720.0,387.0,1034.0,-0.3646,-0.1678,-0.2006,-0.2192,1,0,0,0,1,1,0,0,1,-6.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.463,534.0,714.0,380.0,1041.0,-0.3619,-0.1699,-0.2006,-0.2192,1,0,0,0,1,1,0,0,1,-5.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.483,537.0,711.0,370.0,1045.0,-0.3592,-0.183,-0.2173,-0.2129,1,0,0,0,1,1,0,0,1,22.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.503,540.0,705.0,361.0,1050.0,-0.351,-0.1895,-0.2451,-0.2046,1,0,0,0,1,1,0,0,1,-4.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.523,546.0,700.0,360.0,1049.0,-0.3429,-0.2026,-0.2702,-0.1962,1,0,0,0,1,1,0,0,1,-9.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.543,552.0,696.0,360.0,1049.0,-0.3265,-0.2135,-0.273,-0.1962,1,0,0,0,1,1,0,0,1,32.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.563,557.0,694.0,357.0,1049.0,-0.3102,-0.2222,-0.273,-0.1962,1,0,0,0,1,1,0,0,1,18.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.583,562.0,695.0,355.0,1051.0,-0.2966,-0.2244,-0.2813,-0.1962,1,0,0,0,1,1,0,0,1,11.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.603,562.0,691.0,350.0,1044.0,-0.283,-0.2266,-0.2869,-0.1962,1,0,0,0,1,1,0,0,1,94.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.623,562.0,691.0,350.0,1044.0,-0.283,-0.2331,-0.3008,-0.2067,1,0,0,0,1,1,0,0,1,94.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.643,560.0,693.0,351.0,1034.0,-0.283,-0.2331,-0.3008,-0.2067,1,0,0,0,1,0,0,0,1,179.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.663,560.0,693.0,352.0,1030.0,-0.2884,-0.2288,-0.2981,-0.2276,1,0,0,0,1,0,0,0,1,317.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.684,557.0,689.0,351.0,1021.0,-0.2884,-0.2288,-0.2981,-0.2359,1,0,0,0,1,0,0,0,1,178.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.704,559.0,691.0,354.0,1012.0,-0.2912,-0.2331,-0.2953,-0.2547,1,0,0,0,1,0,0,0,1,178.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.724,558.0,689.0,352.0,1003.0,-0.2939,-0.2375,-0.2953,-0.2735,1,0,0,0,1,0,0,0,1,196.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.746,556.0,690.0,355.0,1001.0,-0.2939,-0.2353,-0.2897,-0.2923,1,0,0,0,1,0,0,0,1,212.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.766,556.0,689.0,356.0,1011.0,-0.2993,-0.2375,-0.2869,-0.2923,1,0,0,0,1,0,0,0,1,244.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.786,553.0,690.0,358.0,1014.0,-0.2993,-0.2353,-0.2841,-0.2756,1,0,0,0,1,0,0,0,1,294.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.806,554.0,689.0,360.0,1010.0,-0.3048,-0.2375,-0.2786,-0.2756,1,0,0,0,1,0,0,0,1,309.0,TURN_LEFT_90,左侧红外亮，左转 90 度,-500,500,1
0.826,554.0,685.0,361.0,1002.0,-0.3048,-0.2375,-0.273,-0.2777,1,0,1,0,1,0,0,0,1,260.0,ADC_CORRECT,转向中前头红外亮，停转进矫正,0,0,1
0.846,555.0,688.0,361.0,1005.0,-0.3048,-0.2397,-0.2702,-0.2881,1,0,1,0,1,0,0,0,1,293.0,ADC_CORRECT,ADC 中值滤波准备中,0,0,1
0.866,558.0,690.0,362.0,1006.0,-0.302,-0.2397,-0.2702,-0.2881,1,0,1,0,1,0,0,0,1,261.0,ADC_CORRECT,ADC 中值滤波准备中,0,0,1
0.886,561.0,690.0,361.0,1011.0,-0.2939,-0.2353,-0.2702,-0.286,1,0,1,0,1,0,0,0,1,374.0,ADC_CORRECT,ADC 中值滤波准备中,0,0,1
0.907,561.0,694.0,362.0,1012.0,-0.2857,-0.2353,-0.2674,-0.2756,1,0,1,0,1,0,0,0,1,635.0,ADC_CORRECT,ADC 中值滤波准备中,0,0,1
0.927,561.0,692.0,360.0,1014.0,-0.2857,-0.2309,-0.2702,-0.2735,1,0,1,0,1,0,0,0,1,573.0,ADC_CORRECT,ADC 中值滤波准备中,0,0,1
0.947,561.0,693.0,357.0,1016.0,-0.2857,-0.2288,-0.273,-0.2693,1,0,1,0,1,0,0,0,1,310.0,ADC_CORRECT,ADC 中值滤波准备中,0,0,1
0.967,562.0,693.0,358.0,1019.0,-0.2857,-0.2288,-0.2786,-0.2651,1,0,1,0,1,0,0,0,1,342.0,ADC_CORRECT,ADC 中值滤波准备中,0,0,1
0.987,561.0,694.0,358.0,1020.0,-0.2857,-0.2288,-0.2786,-0.2589,1,0,1,0,1,0,0,0,1,245.0,ADC_CORRECT,ADC 中值滤波准备中,0,0,1
1.007,564.0,695.0,358.0,1024.0,-0.283,-0.2266,-0.2786,-0.2568,1,0,1,0,1,0,0,0,1,441.0,ADC_APPROACH,ADC 信号弱 365，靠墙脉冲 1/3,400,400,1
1.032,564.0,695.0,358.0,1024.0,-0.2776,-0.2244,-0.2786,-0.2484,1,0,1,0,1,0,0,0,1,441.0,ADC_APPROACH,ADC 信号弱 365，靠墙脉冲 1/3,400,400,1
1.052,564.0,695.0,357.0,1024.0,-0.2776,-0.2244,-0.2786,-0.2484,1,0,1,0,1,0,0,0,1,390.0,ADC_APPROACH,ADC 信号弱 365，靠墙脉冲 1/3,400,400,1
1.072,567.0,697.0,360.0,1028.0,-0.2776,-0.2244,-0.2786,-0.2484,1,0,1,0,1,0,0,0,1,392.0,ADC_APPROACH,ADC 信号弱 365，靠墙脉冲 1/3,400,400,1
1.092,566.0,694.0,358.0,1026.0,-0.2721,-0.2244,-0.2786,-0.2443,1,0,1,0,1,0,0,0,1,522.0,ADC_APPROACH,ADC 信号弱 365，靠墙脉冲 1/3,400,400,1
1.112,565.0,694.0,358.0,1025.0,-0.2721,-0.2266,-0.2786,-0.2443,1,0,1,0,1,0,0,0,1,344.0,ADC_APPROACH,ADC 信号弱 365，靠墙脉冲 1/3,400,400,1
1.132,566.0,694.0,358.0,1025.0,-0.2721,-0.2266,-0.2786,-0.2463,1,0,1,0,1,0,0,0,1,294.0,ADC_APPROACH,ADC 信号弱 365，靠墙脉冲 1/3,400,400,1
1.152,566.0,695.0,359.0,1025.0,-0.2721,-0.2266,-0.2786,-0.2463,1,0,1,0,1,0,0,0,1,391.0,ADC_APPROACH,ADC 信号弱 365，靠墙脉冲 1/3,400,400,1
1.172,566.0,697.0,359.0,1026.0,-0.2721,-0.2244,-0.2758,-0.2463,1,0,1,0,1,0,0,0,1,365.0,ADC_APPROACH,ADC 信号弱 365，靠墙脉冲 1/3,400,400,1
1.193,565.0,698.0,358.0,1027.0,-0.2721,-0.22,-0.2758,-0.2443,1,0,1,0,1,0,0,0,1,439.0,ADC_APPROACH,ADC 信号弱 365，靠墙脉冲 1/3,400,400,1
1.213,566.0,704.0,361.0,1031.0,-0.2721,-0.2179,-0.2758,-0.2422,1,0,1,0,1,0,0,0,1,339.0,ADC_CORRECT,靠墙脉冲完成，重新采样,0,0,1
1.233,568.0,707.0,362.0,1035.0,-0.2721,-0.2048,-0.2702,-0.2338,1,0,1,0,1,0,0,0,1,358.0,ADC_CORRECT,ADC 中值滤波准备中,0,0,1
1.253,570.0,711.0,364.0,1040.0,-0.2667,-0.1983,-0.2674,-0.2255,1,0,1,0,1,0,0,0,1,359.0,ADC_CORRECT,ADC 中值滤波准备中,0,0,1
1.273,570.0,713.0,365.0,1043.0,-0.2612,-0.1895,-0.2618,-0.215,1,0,1,0,1,0,0,0,1,407.0,ADC_CORRECT,ADC 中值滤波准备中,0,0,1
1.293,571.0,715.0,365.0,1050.0,-0.2612,-0.1852,-0.2591,-0.2088,1,0,1,0,1,0,0,0,1,588.0,ADC_CORRECT,ADC 中值滤波准备中,0,0,1
1.313,573.0,714.0,366.0,1054.0,-0.2585,-0.183,-0.2591,-0.1942,1,0,1,0,1,0,0,0,1,423.0,ADC_CORRECT,ADC 中值滤波准备中,0,0,1
1.333,573.0,710.0,367.0,1056.0,-0.2531,-0.183,-0.2563,-0.1858,1,0,1,0,1,0,0,0,1,455.0,ADC_CORRECT,ADC 中值滤波准备中,0,0,1
1.353,572.0,709.0,367.0,1057.0,-0.2531,-0.1917,-0.2535,-0.1816,1,0,1,0,1,0,0,0,1,375.0,ADC_CORRECT,ADC 中值滤波准备中,0,0,1
1.374,572.0,709.0,367.0,1057.0,-0.2558,-0.1939,-0.2535,-0.1795,1,0,1,0,1,0,0,0,1,292.0,ADC_CORRECT,ADC 中值滤波准备中,0,0,1
1.394,572.0,708.0,366.0,1055.0,-0.2558,-0.1939,-0.2535,-0.1795,1,0,1,0,1,0,0,0,1,374.0,ADC_CORRECT,ADC 正对确认 1/3，diff=375,0,0,1
1.414,573.0,709.0,367.0,1054.0,-0.2558,-0.1939,-0.2535,-0.1837,1,0,1,0,1,0,0,0,1,472.0,ADC_CORRECT,ADC 正对确认 2/3，diff=409,0,0,1
1.434,574.0,710.0,367.0,1056.0,-0.2531,-0.1939,-0.2535,-0.1837,1,0,1,0,1,0,0,0,1,668.0,REVERSE,ADC 矫正完成，倒车,-400,-400,1
1.454,574.0,711.0,368.0,1057.0,-0.2503,-0.1917,-0.2535,-0.1816,1,0,1,0,1,0,0,0,1,424.0,REVERSE,ADC 矫正完成，倒车,-400,-400,1
1.474,572.0,709.0,367.0,1054.0,-0.2503,-0.1917,-0.2535,-0.1816,1,0,1,0,1,0,0,0,1,603.0,REVERSE,ADC 矫正完成，倒车,-400,-400,1
1.494,574.0,710.0,368.0,1056.0,-0.2503,-0.1917,-0.2507,-0.1816,1,0,1,0,1,0,0,0,1,375.0,REVERSE,ADC 矫正完成，倒车,-400,-400,1
1.514,573.0,711.0,368.0,1056.0,-0.2531,-0.1917,-0.2507,-0.1816,1,0,1,0,1,0,0,0,1,294.0,REVERSE,ADC 矫正完成，倒车,-400,-400,1
1.535,573.0,710.0,368.0,1056.0,-0.2531,-0.1917,-0.2507,-0.1816,1,0,1,0,1,0,0,0,1,441.0,REVERSE,ADC 矫正完成，倒车,-400,-400,1
1.555,573.0,710.0,367.0,1054.0,-0.2531,-0.1917,-0.2507,-0.1816,1,0,1,0,1,0,0,0,1,403.0,REVERSE,ADC 矫正完成，倒车,-400,-400,1
1.575,573.0,710.0,367.0,1054.0,-0.2531,-0.1917,-0.2535,-0.1858,1,0,1,0,1,0,0,0,1,403.0,REVERSE,ADC 矫正完成，倒车,-400,-400,1
1.595,573.0,711.0,368.0,1056.0,-0.2531,-0.1917,-0.2535,-0.1858,1,0,1,0,1,0,0,0,1,669.0,REVERSE,ADC 矫正完成，倒车,-400,-400,1
1.615,572.0,709.0,368.0,1053.0,-0.2531,-0.1917,-0.2507,-0.1858,1,0,1,0,1,0,0,0,1,376.0,REVERSE,ADC 矫正完成，倒车,-400,-400,1
1.635,573.0,711.0,368.0,1056.0,-0.2531,-0.1895,-0.2507,-0.1816,1,0,1,0,1,0,0,0,1,405.0,REVERSE,ADC 矫正完成，倒车,-400,-400,1
1.656,576.0,715.0,369.0,1057.0,-0.2531,-0.1895,-0.2507,-0.1816,1,0,1,0,1,0,0,0,1,349.0,REVERSE,ADC 矫正完成，倒车,-400,-400,1
1.676,572.0,716.0,368.0,1053.0,-0.2531,-0.1808,-0.2507,-0.1816,1,0,1,0,1,0,0,0,1,407.0,REVERSE,ADC 矫正完成，倒车,-400,-400,1
1.696,574.0,710.0,367.0,1048.0,-0.2503,-0.1808,-0.2507,-0.1879,1,0,1,0,1,0,0,0,1,422.0,REVERSE,ADC 矫正完成，倒车,-400,-400,1
1.716,575.0,705.0,368.0,1046.0,-0.2503,-0.1917,-0.2507,-0.1983,1,0,1,0,1,0,0,0,1,408.0,REVERSE,ADC 矫正完成，倒车,-400,-400,1
1.736,570.0,696.0,363.0,1032.0,-0.2503,-0.2026,-0.2535,-0.2025,1,0,1,0,1,0,0,0,1,347.0,REVERSE,ADC 矫正完成，倒车,-400,-400,1
1.756,566.0,701.0,364.0,1030.0,-0.2612,-0.2113,-0.2618,-0.2317,1,0,1,0,1,0,0,0,1,344.0,REVERSE,ADC 矫正完成，倒车,-400,-400,1
1.776,560.0,716.0,362.0,1037.0,-0.2721,-0.2113,-0.2646,-0.2317,1,0,1,0,1,0,0,0,1,277.0,REVERSE,ADC 矫正完成，倒车,-400,-400,1
1.797,552.0,726.0,361.0,1038.0,-0.2884,-0.1786,-0.2674,-0.2213,1,0,1,0,1,0,0,0,1,326.0,REVERSE,ADC 矫正完成，倒车,-400,-400,1
1.817,551.0,729.0,364.0,1016.0,-0.3102,-0.1569,-0.2674,-0.2213,1,0,1,0,1,0,0,0,1,344.0,REVERSE,ADC 矫正完成，倒车,-400,-400,1
1.837,553.0,734.0,364.0,1006.0,-0.3102,-0.1503,-0.2618,-0.2651,1,0,1,0,1,0,0,0,1,605.0,REVERSE,ADC 矫正完成，倒车,-400,-400,1
1.857,553.0,733.0,361.0,1029.0,-0.3075,-0.1416,-0.2618,-0.2651,1,0,1,0,1,0,0,0,1,247.0,REVERSE,ADC 矫正完成，倒车,-400,-400,1
1.877,554.0,735.0,366.0,1060.0,-0.3075,-0.1394,-0.2618,-0.238,1,0,1,0,0,0,0,0,1,342.0,REVERSE,ADC 矫正完成，倒车,-400,-400,1
1.897,548.0,728.0,364.0,1030.0,-0.3075,-0.1416,-0.2618,-0.2359,1,0,1,0,0,0,0,0,1,260.0,REVERSE,ADC 矫正完成，倒车,-400,-400,1
1.917,536.0,730.0,363.0,1025.0,-0.3211,-0.1481,-0.2618,-0.2359,1,0,1,0,0,0,0,0,1,146.0,REVERSE,ADC 矫正完成，倒车,-400,-400,1
1.937,527.0,732.0,358.0,1040.0,-0.3537,-0.1481,-0.2646,-0.2359,1,0,1,0,0,0,0,0,1,294.0,REVERSE,ADC 矫正完成，倒车,-400,-400,1
1.957,520.0,739.0,357.0,1014.0,-0.3782,-0.1438,-0.2786,-0.2463,1,0,1,0,0,0,0,0,1,325.0,REVERSE,ADC 矫正完成，倒车,-400,-400,1
1.977,511.0,745.0,357.0,1006.0,-0.3973,-0.1285,-0.2813,-0.2693,1,0,0,0,0,0,0,0,1,521.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
1.997,507.0,745.0,356.0,1017.0,-0.4218,-0.1155,-0.2813,-0.2693,1,0,0,0,0,0,0,0,1,212.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
2.017,502.0,738.0,355.0,1026.0,-0.4327,-0.1155,-0.2841,-0.263,1,0,0,0,0,0,0,0,1,529.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
2.038,499.0,727.0,350.0,1024.0,-0.4463,-0.1307,-0.2869,-0.2484,1,0,0,0,0,0,0,0,1,205.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
2.058,506.0,732.0,348.0,1031.0,-0.4463,-0.1438,-0.3008,-0.2443,1,0,0,0,0,0,0,0,1,213.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
2.078,500.0,742.0,350.0,1019.0,-0.4517,-0.1438,-0.3008,-0.2484,1,0,0,0,0,0,0,0,1,229.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
2.098,495.0,746.0,348.0,1016.0,-0.4517,-0.122,-0.3064,-0.2589,1,0,0,0,0,0,0,0,1,10.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
2.118,501.0,744.0,347.0,1024.0,-0.4517,-0.1176,-0.3064,-0.2589,1,0,0,0,0,0,0,0,1,171.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
2.138,508.0,741.0,349.0,1026.0,-0.449,-0.1176,-0.3064,-0.2484,1,0,0,0,0,0,0,0,1,162.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
2.158,511.0,739.0,351.0,1020.0,-0.4299,-0.1242,-0.3036,-0.2484,1,0,0,0,0,0,0,0,1,308.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
2.178,514.0,740.0,353.0,1024.0,-0.4218,-0.1264,-0.2981,-0.2484,1,0,0,0,0,0,0,0,1,195.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
2.198,515.0,740.0,352.0,1020.0,-0.4136,-0.1264,-0.2953,-0.2568,1,0,0,0,0,0,0,0,1,146.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
2.218,515.0,740.0,352.0,1020.0,-0.4109,-0.1264,-0.2953,-0.2568,1,0,0,0,0,0,0,0,1,146.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
2.238,517.0,741.0,352.0,1024.0,-0.4109,-0.1264,-0.2953,-0.2568,1,0,0,0,0,0,0,0,1,261.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
2.259,518.0,742.0,354.0,1024.0,-0.4054,-0.1242,-0.2953,-0.2484,1,0,0,0,0,0,0,0,1,168.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
2.279,518.0,742.0,353.0,1024.0,-0.4027,-0.122,-0.2925,-0.2484,1,0,0,0,0,0,0,0,1,195.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
2.299,518.0,742.0,354.0,1025.0,-0.4027,-0.122,-0.2897,-0.2484,1,0,0,0,0,0,0,0,1,196.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
2.319,519.0,742.0,354.0,1025.0,-0.4027,-0.122,-0.2897,-0.2463,1,0,0,0,0,0,0,0,1,11.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
2.339,518.0,742.0,354.0,1025.0,-0.4027,-0.122,-0.2897,-0.2463,1,0,0,0,0,0,0,0,1,178.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
2.359,518.0,743.0,353.0,1024.0,-0.4027,-0.122,-0.2897,-0.2463,1,0,0,0,0,0,0,0,1,163.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
2.379,519.0,743.0,354.0,1026.0,-0.4027,-0.1198,-0.2897,-0.2463,1,0,0,0,0,0,0,0,1,421.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
2.399,517.0,741.0,353.0,1024.0,-0.4027,-0.1198,-0.2925,-0.2484,1,0,0,0,0,0,0,0,1,168.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
2.419,518.0,742.0,353.0,1025.0,-0.4027,-0.122,-0.2925,-0.2463,1,0,0,0,0,0,0,0,1,178.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
2.44,519.0,744.0,354.0,1026.0,-0.4027,-0.122,-0.2925,-0.2463,1,0,0,0,0,0,0,0,1,310.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
2.46,519.0,743.0,354.0,1026.0,-0.4,-0.1198,-0.2897,-0.2443,1,0,0,0,0,0,0,0,1,63.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
2.48,518.0,742.0,353.0,1024.0,-0.4,-0.1198,-0.2897,-0.2443,1,0,0,0,0,0,0,0,1,162.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
2.5,518.0,744.0,354.0,1027.0,-0.4027,-0.1198,-0.2897,-0.2443,1,0,0,0,0,0,0,0,1,163.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
2.52,518.0,744.0,354.0,1027.0,-0.4027,-0.1176,-0.2897,-0.2422,1,0,0,0,0,0,0,0,1,129.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
2.54,518.0,743.0,354.0,1026.0,-0.4027,-0.1176,-0.2897,-0.2422,1,0,0,0,0,0,0,0,1,195.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
2.56,518.0,744.0,354.0,1027.0,-0.4027,-0.1176,-0.2897,-0.2422,1,0,0,0,0,0,0,0,1,145.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
2.581,518.0,744.0,354.0,1027.0,-0.4027,-0.1176,-0.2897,-0.2422,1,0,0,0,0,0,0,0,1,195.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
2.601,518.0,744.0,354.0,1027.0,-0.4027,-0.1176,-0.2897,-0.2422,1,0,0,0,0,0,0,0,1,195.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
2.621,518.0,744.0,353.0,1026.0,-0.4027,-0.1176,-0.2897,-0.2422,1,0,0,0,0,0,0,0,1,168.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
2.641,519.0,744.0,354.0,1025.0,-0.4027,-0.1176,-0.2897,-0.2443,1,0,0,0,0,0,0,0,1,153.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
2.661,519.0,744.0,354.0,1027.0,-0.4,-0.1176,-0.2897,-0.2443,1,0,0,0,0,0,0,0,1,212.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
2.681,518.0,744.0,354.0,1027.0,-0.4,-0.1176,-0.2897,-0.2422,1,0,0,0,0,0,0,0,1,196.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
2.701,518.0,744.0,354.0,1026.0,-0.4027,-0.1176,-0.2897,-0.2422,1,0,0,0,0,0,0,0,1,144.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
2.722,518.0,744.0,354.0,1026.0,-0.4027,-0.1176,-0.2897,-0.2443,1,0,0,0,0,0,0,0,1,150.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
2.742,518.0,744.0,354.0,1026.0,-0.4027,-0.1176,-0.2897,-0.2443,1,0,0,0,0,0,0,0,1,64.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
2.762,519.0,746.0,354.0,1027.0,-0.4027,-0.1176,-0.2897,-0.2443,1,0,0,0,0,0,0,0,1,212.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
2.782,518.0,744.0,354.0,1027.0,-0.4027,-0.1176,-0.2897,-0.2422,1,0,0,0,0,0,0,0,1,162.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
2.802,518.0,744.0,353.0,1026.0,-0.4027,-0.1176,-0.2897,-0.2422,1,0,0,0,0,0,0,0,1,489.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
2.822,518.0,745.0,354.0,1028.0,-0.4027,-0.1176,-0.2897,-0.2422,1,0,0,0,0,0,0,0,1,161.0,SAFE_STOP,倒车完成（前头红外无值）,0,0,1
