t,front,rear,left,right,zone_front,zone_rear,zone_left,zone_right,zone_score,white_hits,state,reason,risk_sensor,linear_risk,turn_risk,near_edge,speed_level,turn_angle,turn_direction,turn_duration,left_cmd,right_cmd,healthy
0.001,0.0,0.0,0.0,0.0,-1.5294,-1.254,-1.8131,-2.2651,-1.6713,,SENSOR_STOP,传感器无效或数据过期,,-0.2754,0.452,1,stop,0.0,,0.0,0,0,0
0.021,686.0,1085.0,1075.0,938.0,-0.4675,-0.1776,-0.5085,-0.6913,-0.488,,WARMUP,等待滤波窗口,,-0.2899,0.1828,1,stop,0.0,,0.0,0,0,1
0.041,685.0,1086.0,1077.0,941.0,0.5913,0.8988,0.7961,0.8826,0.8393,,MEDIUM_CRUISE,按区域分级巡航,,-0.3075,-0.0864,0,medium,0.0,,0.0,400,400,1
0.061,683.0,1082.0,1074.0,939.0,0.5913,0.8988,0.7961,0.8859,0.841,,MEDIUM_CRUISE,按区域分级巡航,,-0.3075,-0.0898,0,medium,0.0,,0.0,400,400,1
0.081,684.0,1084.0,1074.0,938.0,0.5882,0.8968,0.7937,0.8859,0.8398,,MEDIUM_CRUISE,按区域分级巡航,,-0.3086,-0.0922,0,medium,0.0,,0.0,400,400,1
0.102,687.0,1088.0,1078.0,939.0,0.5882,0.8968,0.7937,0.8859,0.8398,,MEDIUM_CRUISE,按区域分级巡航,,-0.3086,-0.0922,0,medium,0.0,,0.0,400,400,1
0.122,684.0,1083.0,1074.0,937.0,0.5882,0.8968,0.7937,0.8826,0.8381,,EDGE_AVOID,前向灰度趋势变暗，提前离边,front,-0.3086,-0.0889,0,slow,0.0,,0.0,-400,-400,1
0.142,688.0,1089.0,1080.0,943.0,0.5975,0.9048,0.8034,0.8859,0.8447,,EDGE_AVOID,前向灰度趋势变暗，提前离边,front,-0.3072,-0.0825,0,slow,0.0,,0.0,-400,-400,1
0.162,686.0,1088.0,1077.0,941.0,0.5944,0.9048,0.801,0.8926,0.8468,,EDGE_AVOID,前向灰度趋势变暗，提前离边,front,-0.3103,-0.0916,0,slow,0.0,,0.0,-400,-400,1
0.182,690.0,1092.0,1082.0,945.0,0.6006,0.9067,0.8083,0.8993,0.8538,,EDGE_AVOID,前向灰度趋势变暗，提前离边,front,-0.3061,-0.0911,0,slow,0.0,,0.0,-400,-400,1
0.202,689.0,1090.0,1081.0,942.0,0.6037,0.9087,0.8107,0.896,0.8533,,EDGE_AVOID,前向灰度趋势变暗，提前离边,front,-0.305,-0.0853,0,slow,0.0,,0.0,-400,-400,1
0.222,687.0,1089.0,1078.0,943.0,0.6037,0.9087,0.8107,0.8993,0.855,,EDGE_AVOID,前向灰度趋势变暗，提前离边,front,-0.305,-0.0886,0,slow,0.0,,0.0,-400,-400,1
0.242,687.0,1089.0,1079.0,943.0,0.5975,0.9067,0.8058,0.8993,0.8526,,EDGE_AVOID,前向灰度趋势变暗，提前离边,front,-0.3092,-0.0935,0,slow,0.0,,0.0,-400,-400,1
0.262,688.0,1090.0,1079.0,943.0,0.5975,0.9067,0.8058,0.8993,0.8526,,EDGE_AVOID,前向灰度趋势变暗，提前离边,front,-0.3092,-0.0935,0,slow,0.0,,0.0,-400,-400,1
0.282,689.0,1092.0,1081.0,946.0,0.6006,0.9087,0.8058,0.8993,0.8526,,EDGE_AVOID,前向灰度趋势变暗，提前离边,front,-0.3081,-0.0935,0,slow,0.0,,0.0,-400,-400,1
0.302,689.0,1091.0,1081.0,944.0,0.6037,0.9107,0.8107,0.9027,0.8567,,EDGE_AVOID,前向灰度趋势变暗，提前离边,front,-0.307,-0.092,0,slow,0.0,,0.0,-400,-400,1
0.322,689.0,1092.0,1081.0,945.0,0.6037,0.9127,0.8107,0.906,0.8584,,EDGE_AVOID,前向灰度趋势变暗，提前离边,front,-0.309,-0.0954,0,slow,0.0,,0.0,-400,-400,1
0.342,690.0,1093.0,1083.0,945.0,0.6037,0.9127,0.8107,0.906,0.8584,,EDGE_AVOID,前向灰度趋势变暗，提前离边,front,-0.309,-0.0954,0,slow,0.0,,0.0,-400,-400,1
0.363,688.0,1091.0,1080.0,944.0,0.6037,0.9127,0.8107,0.906,0.8584,,EDGE_AVOID,前向灰度趋势变暗，提前离边,front,-0.309,-0.0954,0,slow,0.0,,0.0,-400,-400,1
0.383,686.0,1089.0,1077.0,944.0,0.6006,0.9107,0.8083,0.9027,0.8555,,EDGE_AVOID,前向灰度趋势变暗，提前离边,front,-0.3101,-0.0944,0,slow,0.0,,0.0,-400,-400,1
0.403,687.0,1090.0,1077.0,960.0,0.5975,0.9087,0.801,0.9027,0.8518,,EDGE_AVOID,前向灰度趋势变暗，提前离边,front,-0.3112,-0.1017,0,slow,0.0,,0.0,-400,-400,1
0.423,686.0,1097.0,1077.0,979.0,0.5944,0.9087,0.801,0.9564,0.8549,,EDGE_AVOID,前向灰度趋势变暗，提前离边,front,-0.3143,-0.1554,0,slow,0.0,,0.0,-400,-400,1
0.443,688.0,1096.0,1079.0,964.0,0.5975,0.9206,0.801,0.9698,0.8608,,EDGE_AVOID,前向灰度趋势变暗，提前离边,front,-0.3231,-0.1688,0,slow,0.0,,0.0,-400,-400,1
0.463,693.0,1093.0,1075.0,964.0,0.6006,0.9206,0.801,0.9698,0.8608,,EDGE_AVOID,前向灰度趋势变暗，提前离边,front,-0.32,-0.1688,0,slow,0.0,,0.0,-400,-400,1
0.483,700.0,1097.0,1084.0,966.0,0.6161,0.9206,0.8058,0.9698,0.8632,,EDGE_AVOID,前向灰度趋势变暗，提前离边,front,-0.3045,-0.164,0,slow,0.0,,0.0,-400,-400,1
0.503,712.0,1100.0,1088.0,962.0,0.6378,0.9226,0.818,0.9698,0.8703,,EDGE_AVOID,前向灰度趋势变暗，提前离边,front,-0.2848,-0.1518,0,slow,0.0,,0.0,-400,-400,1
0.523,723.0,1099.0,1096.0,961.0,0.6749,0.9266,0.8277,0.9631,0.8771,,EDGE_AVOID,前向灰度趋势变暗，提前离边,front,-0.2517,-0.1354,0,slow,0.0,,0.0,-400,-400,1
0.543,725.0,1092.0,1099.0,947.0,0.709,0.9266,0.8471,0.9597,0.8868,,EDGE_AVOID,前向灰度趋势变暗，提前离边,front,-0.2176,-0.1126,0,slow,0.0,,0.0,-400,-400,1
