t,label,measured_distance_cm,sequence,vision_timestamp_ms,received_age_ms,vision_valid,vision_status,vision_error,frame_width,frame_height,action,fps,inference_ms,detection_count,detection_index,selected_target,class_id,target_type,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_width,bbox_height,bbox_area,bbox_area_ratio,center_x,center_y,offset_x,offset_y,model_distance_cm,sensor_valid,sensor_error,io_mask,hunt_mode,hunt_state,hunt_reason,hunt_owns_control,near_direction,good_offset_x,bad_offset_x,good_confidence,good_acquire_count,good_miss_count,good_locked,shovel_left,shovel_right,shovel_state,shovel_active,shovel_hang,left_cmd,right_cmd,motor_enabled,adc0,adc1,adc2,adc3,adc4,adc5,adc6,adc7,adc8,adc9,io0,io1,io2,io3,io4,io5,io6,io7
0.014282,good_recheck,,,,,0,no_data_or_stale,,,,search,,,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,557.0,1041.0,IDLE,0,0,0,0,1,1236,1291,1038,1443,557,1041,21,17,2,27,1,1,1,1,1,1,1,1
1.583016,good_recheck,,1,1786891099879,8.550407001166604,1,no_target,,640,480,search,3.155909,211.363306,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,261.0,1006.0,IDLE,0,0,0,0,1,1211,1266,1014,1415,261,1006,21,37,3,26,1,1,1,1,1,1,1,1
1.784383,good_recheck,,2,1786891100084,4.304906999095692,1,no_target,,640,480,search,3.826711,203.240919,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,425.0,1039.0,IDLE,0,0,0,0,1,1211,1264,1014,1414,425,1039,21,22,2,26,1,1,1,1,1,1,1,1
1.985771,good_recheck,,3,1786891100280,9.748332000526716,1,target,,640,480,push,4.175168,193.272217,1,0,1,0,good,0.62943,602,283,640,448,38.0,165.0,6270.0,0.02041015625,621,366,0.940625,0.525,,1,,255,track_good,GOOD_ACQUIRE,中置信度 good 停车等待不同视觉帧确认,1,,0.940625,,0.62943,1,0,0,409.0,1006.0,IDLE,0,0,0,0,1,1211,1266,1016,1416,409,1006,21,18,2,25,1,1,1,1,1,1,1,1
2.187715,good_recheck,,4,1786891100474,17.68776899916702,1,target,,640,480,push,4.382889,185.832679,2,0,1,0,good,0.802431,602,282,640,446,38.0,164.0,6232.0,0.020286458333333333,621,364,0.940625,0.516667,,1,,255,track_good,BIG_TURN_RIGHT,目标偏差较大，原地大转,1,,0.940625,,0.802431,0,0,1,700.0,1017.0,IDLE,0,0,400,-400,1,1222,1276,1024,1429,700,1017,21,17,3,26,1,1,1,1,1,1,1,1
2.187715,good_recheck,,4,1786891100474,17.68776899916702,1,target,,640,480,push,4.382889,185.832679,2,1,0,0,good,0.760161,218,272,279,318,61.0,46.0,2806.0,0.009134114583333333,249,295,-0.221875,0.229167,,1,,255,track_good,BIG_TURN_RIGHT,目标偏差较大，原地大转,1,,0.940625,,0.802431,0,0,1,700.0,1017.0,IDLE,0,0,400,-400,1,1222,1276,1024,1429,700,1017,21,17,3,26,1,1,1,1,1,1,1,1
2.369019,good_recheck,,5,1786891100671,2.487087000190513,1,target,,640,480,push,4.508396,188.225619,3,0,1,0,good,0.782815,218,272,280,318,62.0,46.0,2852.0,0.009283854166666666,249,295,-0.221875,0.229167,,1,,255,track_good,ARC_LEFT,持续差速前进并小幅对准,1,,-0.221875,0.784375,0.782815,0,0,1,261.0,988.0,IDLE,0,0,400,500,1,1208,1263,1012,1412,261,988,21,18,2,26,1,1,1,1,1,1,1,1
2.369019,good_recheck,,5,1786891100671,2.487087000190513,1,target,,640,480,push,4.508396,188.225619,3,1,0,0,good,0.742969,600,283,640,442,40.0,159.0,6360.0,0.020703125,620,363,0.9375,0.5125,,1,,255,track_good,ARC_LEFT,持续差速前进并小幅对准,1,,-0.221875,0.784375,0.782815,0,0,1,261.0,988.0,IDLE,0,0,400,500,1,1208,1263,1012,1412,261,988,21,18,2,26,1,1,1,1,1,1,1,1
2.369019,good_recheck,,5,1786891100671,2.487087000190513,1,target,,640,480,push,4.508396,188.225619,3,2,0,1,bad,0.334405,527,278,615,334,88.0,56.0,4928.0,0.016041666666666666,571,306,0.784375,0.275,,1,,255,track_good,ARC_LEFT,持续差速前进并小幅对准,1,,-0.221875,0.784375,0.782815,0,0,1,261.0,988.0,IDLE,0,0,400,500,1,1208,1263,1012,1412,261,988,21,18,2,26,1,1,1,1,1,1,1,1
2.590998,good_recheck,,6,1786891100887,8.117193001453415,1,target,,640,480,push,4.526984,213.845658,3,0,1,0,good,0.796519,218,272,280,318,62.0,46.0,2852.0,0.009283854166666666,249,295,-0.221875,0.229167,,1,,255,track_good,ARC_LEFT,持续差速前进并小幅对准,1,,-0.221875,0.7875,0.796519,0,0,1,392.0,989.0,IDLE,0,0,400,500,1,1202,1262,1008,1409,392,989,21,19,2,25,1,1,1,1,1,1,1,1
2.590998,good_recheck,,6,1786891100887,8.117193001453415,1,target,,640,480,push,4.526984,213.845658,3,1,0,0,good,0.746003,600,283,640,441,40.0,158.0,6320.0,0.020572916666666666,620,362,0.9375,0.508333,,1,,255,track_good,ARC_LEFT,持续差速前进并小幅对准,1,,-0.221875,0.7875,0.796519,0,0,1,392.0,989.0,IDLE,0,0,400,500,1,1202,1262,1008,1409,392,989,21,19,2,25,1,1,1,1,1,1,1,1
2.590998,good_recheck,,6,1786891100887,8.117193001453415,1,target,,640,480,push,4.526984,213.845658,3,2,0,1,bad,0.399821,526,278,617,334,91.0,56.0,5096.0,0.016588541666666668,572,306,0.7875,0.275,,1,,255,track_good,ARC_LEFT,持续差速前进并小幅对准,1,,-0.221875,0.7875,0.796519,0,0,1,392.0,989.0,IDLE,0,0,400,500,1,1202,1262,1008,1409,392,989,21,19,2,25,1,1,1,1,1,1,1,1
2.955765,good_recheck,,6,1786891100887,372.8814030000649,1,target,,640,480,push,4.526984,213.845658,3,0,0,0,good,0.796519,218,272,280,318,62.0,46.0,2852.0,0.009283854166666666,249,295,-0.221875,0.229167,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,0.7875,,0,0,0,493.0,1056.0,IDLE,0,0,0,0,1,1288,1344,1094,1509,493,1056,22,18,3,26,1,1,1,1,1,1,1,1
2.955765,good_recheck,,6,1786891100887,372.8814030000649,1,target,,640,480,push,4.526984,213.845658,3,1,0,0,good,0.746003,600,283,640,441,40.0,158.0,6320.0,0.020572916666666666,620,362,0.9375,0.508333,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,0.7875,,0,0,0,493.0,1056.0,IDLE,0,0,0,0,1,1288,1344,1094,1509,493,1056,22,18,3,26,1,1,1,1,1,1,1,1
2.955765,good_recheck,,6,1786891100887,372.8814030000649,1,target,,640,480,push,4.526984,213.845658,3,2,1,1,bad,0.399821,526,278,617,334,91.0,56.0,5096.0,0.016588541666666668,572,306,0.7875,0.275,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,0.7875,,0,0,0,493.0,1056.0,IDLE,0,0,0,0,1,1288,1344,1094,1509,493,1056,22,18,3,26,1,1,1,1,1,1,1,1
2.975877,good_recheck,,6,1786891100887,393.0130389999249,1,target,,640,480,push,4.526984,213.845658,3,0,1,0,good,0.796519,218,272,280,318,62.0,46.0,2852.0,0.009283854166666666,249,295,-0.221875,0.229167,,1,,255,track_good,GOOD_ACQUIRE,中置信度 good 停车等待不同视觉帧确认,1,,-0.221875,0.7875,0.796519,1,0,0,494.0,1053.0,IDLE,0,0,0,0,1,1307,1352,1110,1520,494,1053,21,37,2,26,1,1,1,1,1,1,1,1
2.975877,good_recheck,,6,1786891100887,393.0130389999249,1,target,,640,480,push,4.526984,213.845658,3,1,0,0,good,0.746003,600,283,640,441,40.0,158.0,6320.0,0.020572916666666666,620,362,0.9375,0.508333,,1,,255,track_good,GOOD_ACQUIRE,中置信度 good 停车等待不同视觉帧确认,1,,-0.221875,0.7875,0.796519,1,0,0,494.0,1053.0,IDLE,0,0,0,0,1,1307,1352,1110,1520,494,1053,21,37,2,26,1,1,1,1,1,1,1,1
2.975877,good_recheck,,6,1786891100887,393.0130389999249,1,target,,640,480,push,4.526984,213.845658,3,2,0,1,bad,0.399821,526,278,617,334,91.0,56.0,5096.0,0.016588541666666668,572,306,0.7875,0.275,,1,,255,track_good,GOOD_ACQUIRE,中置信度 good 停车等待不同视觉帧确认,1,,-0.221875,0.7875,0.796519,1,0,0,494.0,1053.0,IDLE,0,0,0,0,1,1307,1352,1110,1520,494,1053,21,37,2,26,1,1,1,1,1,1,1,1
3.036152,good_recheck,,,,,0,no_data_or_stale,,,,search,,,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,205.0,1051.0,IDLE,0,0,0,0,1,1338,1386,1128,1568,205,1051,22,18,2,26,1,1,1,1,1,1,1,1
3.301527,good_recheck,,7,1786891101595,10.96084900018468,1,target,,640,480,push,3.443119,701.478969,3,0,1,0,good,0.904876,583,281,640,427,57.0,146.0,8322.0,0.02708984375,612,354,0.9125,0.475,,1,,255,track_good,BIG_TURN_RIGHT,目标偏差较大，原地大转,1,,0.9125,0.728125,0.904876,0,0,1,458.0,1037.0,IDLE,0,0,400,-400,1,1377,1426,1180,1618,458,1037,61,37,2,27,1,1,1,1,1,1,1,1
3.301527,good_recheck,,7,1786891101595,10.96084900018468,1,target,,640,480,push,3.443119,701.478969,3,1,0,0,good,0.842358,205,272,269,318,64.0,46.0,2944.0,0.009583333333333333,237,295,-0.259375,0.229167,,1,,255,track_good,BIG_TURN_RIGHT,目标偏差较大，原地大转,1,,0.9125,0.728125,0.904876,0,0,1,458.0,1037.0,IDLE,0,0,400,-400,1,1377,1426,1180,1618,458,1037,61,37,2,27,1,1,1,1,1,1,1,1
3.301527,good_recheck,,7,1786891101595,10.96084900018468,1,target,,640,480,push,3.443119,701.478969,3,2,0,1,bad,0.372671,514,277,591,334,77.0,57.0,4389.0,0.014287109375,553,306,0.728125,0.275,,1,,255,track_good,BIG_TURN_RIGHT,目标偏差较大，原地大转,1,,0.9125,0.728125,0.904876,0,0,1,458.0,1037.0,IDLE,0,0,400,-400,1,1377,1426,1180,1618,458,1037,61,37,2,27,1,1,1,1,1,1,1,1
3.534419,good_recheck,,8,1786891101823,15.842672999497154,1,target,,640,480,push,3.538001,221.375017,3,0,1,0,good,0.941843,564,283,640,422,76.0,139.0,10564.0,0.03438802083333333,602,353,0.88125,0.470833,,1,,255,track_good,BIG_TURN_RIGHT,目标偏差较大，原地大转,1,,0.88125,0.653125,0.941843,0,0,1,427.0,1064.0,IDLE,0,0,400,-400,1,1365,1418,1171,1602,427,1064,26,37,2,26,1,1,1,1,1,1,1,1
3.534419,good_recheck,,8,1786891101823,15.842672999497154,1,target,,640,480,push,3.538001,221.375017,3,1,0,0,good,0.842437,185,272,250,318,65.0,46.0,2990.0,0.009733072916666667,218,295,-0.31875,0.229167,,1,,255,track_good,BIG_TURN_RIGHT,目标偏差较大，原地大转,1,,0.88125,0.653125,0.941843,0,0,1,427.0,1064.0,IDLE,0,0,400,-400,1,1365,1418,1171,1602,427,1064,26,37,2,26,1,1,1,1,1,1,1,1
3.534419,good_recheck,,8,1786891101823,15.842672999497154,1,target,,640,480,push,3.538001,221.375017,3,2,0,1,bad,0.508611,492,278,565,334,73.0,56.0,4088.0,0.013307291666666667,529,306,0.653125,0.275,,1,,255,track_good,BIG_TURN_RIGHT,目标偏差较大，原地大转,1,,0.88125,0.653125,0.941843,0,0,1,427.0,1064.0,IDLE,0,0,400,-400,1,1365,1418,1171,1602,427,1064,26,37,2,26,1,1,1,1,1,1,1,1
3.816164,good_recheck,,9,1786891102112,8.665556000778452,1,target,,640,480,push,3.529345,281.894101,2,0,1,0,good,0.868321,190,274,260,326,70.0,52.0,3640.0,0.011848958333333333,225,300,-0.296875,0.25,,1,,255,track_good,ARC_LEFT,持续差速前进并小幅对准,1,,-0.296875,0.809375,0.868321,0,0,1,575.0,1053.0,IDLE,0,0,400,500,1,1341,1450,1168,1610,575,1053,21,18,2,26,1,1,1,1,1,1,1,1
3.816164,good_recheck,,9,1786891102112,8.665556000778452,1,target,,640,480,push,3.529345,281.894101,2,1,0,1,bad,0.93057,532,278,625,343,93.0,65.0,6045.0,0.019677734375,579,311,0.809375,0.295833,,1,,255,track_good,ARC_LEFT,持续差速前进并小幅对准,1,,-0.296875,0.809375,0.868321,0,0,1,575.0,1053.0,IDLE,0,0,400,500,1,1341,1450,1168,1610,575,1053,21,18,2,26,1,1,1,1,1,1,1,1
4.017569,good_recheck,,10,1786891102312,9.666631000072812,1,target,,640,480,push,3.635848,197.61615,3,0,1,0,good,0.902709,573,289,639,465,66.0,176.0,11616.0,0.0378125,606,377,0.89375,0.570833,,1,,255,track_good,BIG_TURN_RIGHT,目标偏差较大，原地大转,1,,0.89375,0.5875,0.902709,0,0,1,509.0,1036.0,IDLE,0,0,400,-400,1,1319,1472,1179,1597,509,1036,22,17,2,26,1,1,1,1,1,1,1,1
4.017569,good_recheck,,10,1786891102312,9.666631000072812,1,target,,640,480,push,3.635848,197.61615,3,1,0,0,good,0.631752,128,273,202,327,74.0,54.0,3996.0,0.0130078125,165,300,-0.484375,0.25,,1,,255,track_good,BIG_TURN_RIGHT,目标偏差较大，原地大转,1,,0.89375,0.5875,0.902709,0,0,1,509.0,1036.0,IDLE,0,0,400,-400,1,1319,1472,1179,1597,509,1036,22,17,2,26,1,1,1,1,1,1,1,1
4.017569,good_recheck,,10,1786891102312,9.666631000072812,1,target,,640,480,push,3.635848,197.61615,3,2,0,1,bad,0.801884,465,278,550,337,85.0,59.0,5015.0,0.016324869791666665,508,308,0.5875,0.283333,,1,,255,track_good,BIG_TURN_RIGHT,目标偏差较大，原地大转,1,,0.89375,0.5875,0.902709,0,0,1,509.0,1036.0,IDLE,0,0,400,-400,1,1319,1472,1179,1597,509,1036,22,17,2,26,1,1,1,1,1,1,1,1
4.239549,good_recheck,,11,1786891102537,6.601683999178931,1,target,,640,480,push,3.696961,222.068826,2,0,1,0,good,0.946486,414,284,566,428,152.0,144.0,21888.0,0.07125,490,356,0.53125,0.483333,,1,,255,track_good,BIG_TURN_RIGHT,目标偏差较大，原地大转,1,,0.53125,0.090625,0.946486,0,0,1,427.0,1070.0,IDLE,0,0,400,-400,1,1344,1508,1215,1652,427,1070,474,20,2,26,1,1,1,1,1,1,1,1
4.239549,good_recheck,,11,1786891102537,6.601683999178931,1,target,,640,480,push,3.696961,222.068826,2,1,0,1,bad,0.716866,311,275,386,329,75.0,54.0,4050.0,0.01318359375,349,302,0.090625,0.258333,,1,,255,track_good,BIG_TURN_RIGHT,目标偏差较大，原地大转,1,,0.53125,0.090625,0.946486,0,0,1,427.0,1070.0,IDLE,0,0,400,-400,1,1344,1508,1215,1652,427,1070,474,20,2,26,1,1,1,1,1,1,1,1
4.360233,good_recheck,,11,1786891102537,127.27288600035536,1,target,,640,480,push,3.696961,222.068826,2,0,0,0,good,0.946486,414,284,566,428,152.0,144.0,21888.0,0.07125,490,356,0.53125,0.483333,,1,,254,avoid_bad,BAD_CONFIRM,红外近距 bad 等待不同视觉帧确认,1,front,0.53125,0.090625,,0,0,0,574.0,1212.0,IDLE,0,0,0,0,1,1345,1523,1229,1645,574,1212,292,827,8,26,0,1,1,1,1,1,1,1
4.360233,good_recheck,,11,1786891102537,127.27288600035536,1,target,,640,480,push,3.696961,222.068826,2,1,1,1,bad,0.716866,311,275,386,329,75.0,54.0,4050.0,0.01318359375,349,302,0.090625,0.258333,,1,,254,avoid_bad,BAD_CONFIRM,红外近距 bad 等待不同视觉帧确认,1,front,0.53125,0.090625,,0,0,0,574.0,1212.0,IDLE,0,0,0,0,1,1345,1523,1229,1645,574,1212,292,827,8,26,0,1,1,1,1,1,1,1
4.501108,good_recheck,,12,1786891102803,2.1393900005932664,1,target,,640,480,push,3.701803,263.585286,2,0,0,0,good,0.947626,368,282,522,427,154.0,145.0,22330.0,0.07268880208333334,445,355,0.390625,0.479167,,1,,254,avoid_bad,AVOID_TURN,近距 bad 已确认，锁定方向原地转 90 度,1,front,0.390625,-0.04375,,0,0,0,362.0,1020.0,IDLE,0,0,550,-550,1,1337,1478,1229,1657,362,1020,241,462,4,26,0,1,1,1,1,1,1,1
4.501108,good_recheck,,12,1786891102803,2.1393900005932664,1,target,,640,480,push,3.701803,263.585286,2,1,1,1,bad,0.811228,268,272,343,331,75.0,59.0,4425.0,0.014404296875,306,302,-0.04375,0.258333,,1,,254,avoid_bad,AVOID_TURN,近距 bad 已确认，锁定方向原地转 90 度,1,front,0.390625,-0.04375,,0,0,0,362.0,1020.0,IDLE,0,0,550,-550,1,1337,1478,1229,1657,362,1020,241,462,4,26,0,1,1,1,1,1,1,1
4.702619,good_recheck,,13,1786891102992,15.186036998784402,1,target,,640,480,scan_with_ir,3.790103,185.929739,1,0,0,1,bad,0.31911,170,271,250,330,80.0,59.0,4720.0,0.015364583333333333,210,301,-0.34375,0.254167,,1,,254,avoid_bad,AVOID_TURN,锁定方向完成 90 度原地转向,1,front,,,,0,0,0,590.0,1007.0,IDLE,0,0,550,-550,1,1344,1460,1243,1673,590,1007,258,400,4,24,0,1,1,1,1,1,1,1
4.823394,good_recheck,,13,1786891102992,135.96047399914823,1,target,,640,480,scan_with_ir,3.790103,185.929739,1,0,0,1,bad,0.31911,170,271,250,330,80.0,59.0,4720.0,0.015364583333333333,210,301,-0.34375,0.254167,,1,,255,avoid_bad,AVOID_TURN,锁定方向完成 90 度原地转向,1,,,,,0,0,0,394.0,1056.0,IDLE,0,0,550,-550,1,1310,1273,1224,1671,394,1056,21,253,4,25,1,1,1,1,1,1,1,1
4.883752,good_recheck,,14,1786891103171,17.496519001724664,1,target,,640,480,scan_with_ir,3.879333,172.12727,1,0,0,1,bad,0.866311,152,269,232,330,80.0,61.0,4880.0,0.015885416666666666,192,300,-0.4,0.25,,1,,255,avoid_bad,AVOID_TURN,锁定方向完成 90 度原地转向,1,,,,,0,0,0,410.0,1114.0,IDLE,0,0,550,-550,1,1307,1213,1218,1677,410,1114,22,18,3,26,1,1,1,1,1,1,1,1
5.085137,good_recheck,,15,1786891103383,6.509131000711932,1,no_target,,640,480,search,3.925481,210.269755,0,,,,,,,,,,,,,,,,,,,1,,255,avoid_bad,AVOID_TURN,锁定方向完成 90 度原地转向,1,,,,,0,0,0,719.0,1024.0,IDLE,0,0,550,-550,1,1214,1194,1195,1714,719,1024,62,37,3,25,1,1,1,1,1,1,1,1
5.105483,good_recheck,,15,1786891103383,26.89139699941734,1,no_target,,640,480,search,3.925481,210.269755,0,,,,,,,,,,,,,,,,,,,1,,247,avoid_bad,AVOID_TURN,锁定方向完成 90 度原地转向,1,left,,,,0,0,0,544.0,988.0,IDLE,0,0,550,-550,1,1255,1192,1189,1716,544,988,21,72,2,25,1,1,1,0,1,1,1,1
5.226338,good_recheck,,15,1786891103383,147.70331500039902,1,no_target,,640,480,search,3.925481,210.269755,0,,,,,,,,,,,,,,,,,,,1,,255,release,AVOID_RELEASE,bad 避让转向完成，停车一帧后释放控制权,1,,,,,0,0,0,640.0,1088.0,IDLE,0,0,0,0,1,1261,1268,1140,1710,640,1088,24,18,2,26,1,1,1,1,1,1,1,1
5.246513,good_recheck,,15,1786891103383,167.90599100022519,1,no_target,,640,480,search,3.925481,210.269755,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,928.0,1088.0,IDLE,0,0,0,0,1,1272,1330,1143,1725,928,1088,22,17,2,25,1,1,1,1,1,1,1,1
5.266651,good_recheck,,16,1786891103561,9.800093999729143,1,no_target,,640,480,search,4.00058,171.493467,0,,,,,,,,,,,,,,,,,,,1,,255,release,NO_TARGET,没有可追踪 good；远处 bad 不触发避让,0,,,,,0,0,0,687.0,1072.0,IDLE,0,0,0,0,1,1286,1404,1148,1738,687,1072,21,18,2,26,1,1,1,1,1,1,1,1
5.387402,good_recheck,,16,1786891103561,130.541901999095,1,no_target,,640,480,search,4.00058,171.493467,0,,,,,,,,,,,,,,,,,,,1,,253,release,IR_UNCLASSIFIED,红外近物体未被识别为能量块，交给敌人模块,0,left,,,,0,0,0,329.0,1035.0,IDLE,0,0,0,0,1,1306,1574,1138,1746,329,1035,21,17,2,25,1,0,1,1,1,1,1,1
5.528251,good_recheck,,17,1786891103826,6.307579000349506,1,no_target,,640,480,search,3.986448,262.605814,0,,,,,,,,,,,,,,,,,,,1,,253,release,IR_UNCLASSIFIED,红外近物体未被识别为能量块，交给敌人模块,0,left,,,,0,0,0,394.0,1006.0,IDLE,0,0,0,0,1,1320,1588,1146,1757,394,1006,21,17,3,26,1,0,1,1,1,1,1,1
5.709629,good_recheck,,18,1786891104011,2.822526999807451,1,no_target,,640,480,search,4.04552,178.149096,0,,,,,,,,,,,,,,,,,,,1,,253,release,IR_UNCLASSIFIED,红外近物体未被识别为能量块，交给敌人模块,0,left,,,,0,0,0,378.0,1022.0,IDLE,0,0,0,0,1,1313,1584,1141,1749,378,1022,22,29,3,25,1,0,1,1,1,1,1,1
5.870662,good_recheck,,19,1786891104173,1.883580000139773,1,no_target,,640,480,search,4.120262,159.960422,0,,,,,,,,,,,,,,,,,,,1,,253,release,IR_UNCLASSIFIED,红外近物体未被识别为能量块，交给敌人模块,0,left,,,,0,0,0,378.0,1023.0,IDLE,0,0,0,0,1,1312,1583,1141,1751,378,1023,21,17,2,26,1,0,1,1,1,1,1,1
6.031952,good_recheck,,20,1786891104334,1.9497819994285237,1,no_target,,640,480,search,4.19061,159.085399,0,,,,,,,,,,,,,,,,,,,1,,253,release,IR_UNCLASSIFIED,红外近物体未被识别为能量块，交给敌人模块,0,left,,,,0,0,0,543.0,1024.0,IDLE,0,0,0,0,1,1309,1579,1137,1744,543,1024,21,20,2,25,1,0,1,1,1,1,1,1
6.194782,good_recheck,,21,1786891104497,2.258276999782538,1,no_target,,640,480,search,4.255239,159.979903,0,,,,,,,,,,,,,,,,,,,1,,253,release,IR_UNCLASSIFIED,红外近物体未被识别为能量块，交给敌人模块,0,left,,,,0,0,0,899.0,1024.0,IDLE,0,0,0,0,1,1305,1576,1136,1741,899,1024,761,124,3,25,1,0,1,1,1,1,1,1
6.357029,good_recheck,,22,1786891104658,3.3007969996106112,1,no_target,,640,480,search,4.31687,158.603907,0,,,,,,,,,,,,,,,,,,,1,,253,release,IR_UNCLASSIFIED,红外近物体未被识别为能量块，交给敌人模块,0,left,,,,0,0,0,931.0,1030.0,IDLE,0,0,0,0,1,1310,1579,1141,1750,931,1030,22,171,3,26,1,0,1,1,1,1,1,1
6.520228,good_recheck,,23,1786891104822,2.6759729989862535,1,no_target,,640,480,search,4.372708,155.186668,0,,,,,,,,,,,,,,,,,,,1,,253,release,IR_UNCLASSIFIED,红外近物体未被识别为能量块，交给敌人模块,0,left,,,,0,0,0,543.0,1022.0,IDLE,0,0,0,0,1,1316,1587,1143,1753,543,1022,340,19,2,26,1,0,1,1,1,1,1,1
6.701916,good_recheck,,24,1786891105000,6.598814999961178,1,no_target,,640,480,search,4.413461,169.522076,0,,,,,,,,,,,,,,,,,,,1,,253,release,IR_UNCLASSIFIED,红外近物体未被识别为能量块，交给敌人模块,0,left,,,,0,0,0,608.0,1024.0,IDLE,0,0,0,0,1,1312,1584,1141,1749,608,1024,21,18,3,26,1,0,1,1,1,1,1,1
6.885222,good_recheck,,25,1786891105172,17.43435700154805,1,no_target,,640,480,search,4.455991,164.296405,0,,,,,,,,,,,,,,,,,,,1,,253,release,IR_UNCLASSIFIED,红外近物体未被识别为能量块，交给敌人模块,0,left,,,,0,0,0,543.0,1024.0,IDLE,0,0,0,0,1,1317,1587,1144,1756,543,1024,21,17,2,26,1,0,1,1,1,1,1,1
7.046773,good_recheck,,26,1786891105337,14.11145000020042,1,no_target,,640,480,search,4.501939,156.47535,0,,,,,,,,,,,,,,,,,,,1,,253,release,IR_UNCLASSIFIED,红外近物体未被识别为能量块，交给敌人模块,0,left,,,,0,0,0,495.0,1054.0,IDLE,0,0,0,0,1,1318,1588,1145,1754,495,1054,21,17,2,26,1,0,1,1,1,1,1,1
7.20805,good_recheck,,27,1786891105509,3.3067409985960694,1,no_target,,640,480,search,4.539834,163.906263,0,,,,,,,,,,,,,,,,,,,1,,253,release,IR_UNCLASSIFIED,红外近物体未被识别为能量块，交给敌人模块,0,left,,,,0,0,0,898.0,1025.0,IDLE,0,0,0,0,1,1310,1580,1138,1745,898,1025,22,187,4,25,1,0,1,1,1,1,1,1
7.369415,good_recheck,,28,1786891105666,7.632353999724728,1,no_target,,640,480,search,4.586892,151.237419,0,,,,,,,,,,,,,,,,,,,1,,253,release,IR_UNCLASSIFIED,红外近物体未被识别为能量块，交给敌人模块,0,left,,,,0,0,0,736.0,1024.0,IDLE,0,0,0,0,1,1313,1584,1141,1750,736,1024,21,17,2,25,1,0,1,1,1,1,1,1
7.530972,good_recheck,,29,1786891105830,5.509315000381321,1,no_target,,640,480,search,4.626636,156.659346,0,,,,,,,,,,,,,,,,,,,1,,253,release,IR_UNCLASSIFIED,红外近物体未被识别为能量块，交给敌人模块,0,left,,,,0,0,0,542.0,1024.0,IDLE,0,0,0,0,1,1314,1586,1144,1753,542,1024,28,18,3,26,1,0,1,1,1,1,1,1
7.692187,good_recheck,,30,1786891105981,15.531852001004154,1,no_target,,640,480,search,4.673381,148.792885,0,,,,,,,,,,,,,,,,,,,1,,253,release,IR_UNCLASSIFIED,红外近物体未被识别为能量块，交给敌人模块,0,left,,,,0,0,0,560.0,1024.0,IDLE,0,0,0,0,1,1309,1579,1137,1745,560,1024,22,30,2,26,1,0,1,1,1,1,1,1
8.135307,good_recheck,,,,,0,no_data_or_stale,,,,search,,,0,,,,,,,,,,,,,,,,,,,1,,253,release,IR_UNCLASSIFIED,红外近物体未被识别为能量块，交给敌人模块,0,left,,,,0,0,0,387.0,1022.0,IDLE,0,0,0,0,1,1318,1589,1145,1754,387,1022,21,23,2,25,1,0,1,1,1,1,1,1
8.296277,good_recheck,,31,1786891106586,14.874716000122135,1,no_target,,640,480,search,4.413443,602.357765,0,,,,,,,,,,,,,,,,,,,1,,253,release,IR_UNCLASSIFIED,红外近物体未被识别为能量块，交给敌人模块,0,left,,,,0,0,0,543.0,1022.0,IDLE,0,0,0,0,1,1311,1580,1138,1745,543,1022,22,18,2,26,1,0,1,1,1,1,1,1
8.457366,good_recheck,,32,1786891106747,14.729756001543137,1,no_target,,640,480,search,4.453579,154.161517,0,,,,,,,,,,,,,,,,,,,1,,253,release,IR_UNCLASSIFIED,红外近物体未被识别为能量块，交给敌人模块,0,left,,,,0,0,0,378.0,1021.0,IDLE,0,0,0,0,1,1325,1596,1152,1765,378,1021,21,501,4,26,1,0,1,1,1,1,1,1
8.618771,good_recheck,,33,1786891106905,18.59328399950755,1,no_target,,640,480,search,4.494174,151.48432,0,,,,,,,,,,,,,,,,,,,1,,253,release,IR_UNCLASSIFIED,红外近物体未被识别为能量块，交给敌人模块,0,left,,,,0,0,0,544.0,1024.0,IDLE,0,0,0,0,1,1320,1592,1147,1759,544,1024,21,56,2,25,1,0,1,1,1,1,1,1
8.759773,good_recheck,,34,1786891107059,5.499502000020584,1,no_target,,640,480,search,4.535293,148.253954,0,,,,,,,,,,,,,,,,,,,1,,253,release,IR_UNCLASSIFIED,红外近物体未被识别为能量块，交给敌人模块,0,left,,,,0,0,0,897.0,1024.0,IDLE,0,0,0,0,1,1308,1579,1138,1744,897,1024,1019,22,3,25,1,0,1,1,1,1,1,1
