t,front,rear,left,right,zone_front,zone_rear,zone_left,zone_right,zone_score,white_hits,state,reason,risk_sensor,linear_risk,turn_risk,near_edge,speed_level,turn_angle,turn_direction,turn_duration,left_cmd,right_cmd,healthy
0.001,0.0,0.0,0.0,0.0,-1.5294,-1.254,-1.8131,-2.2651,-1.6713,,SENSOR_STOP,传感器无效或数据过期,,-0.2754,0.452,1,stop,0.0,,0.0,0,0,0
0.021,1154.0,1463.0,1527.0,1230.0,0.257,0.1974,0.04,-0.2013,0.1187,,WARMUP,等待滤波窗口,,0.0595,0.2414,1,stop,0.0,,0.0,0,0,1
0.041,1153.0,1464.0,1526.0,1228.0,2.0402,1.6488,1.8908,1.8557,1.8732,,CRUISE,按区域分级巡航,,0.3914,0.0351,0,fast,0.0,,0.0,450,450,1
0.061,1154.0,1466.0,1529.0,1232.0,2.0433,1.6508,1.8932,1.8624,1.8778,,CRUISE,按区域分级巡航,,0.3926,0.0308,0,fast,0.0,,0.0,450,450,1
0.081,1154.0,1466.0,1528.0,1232.0,2.0433,1.6548,1.8956,1.8691,1.8824,,CRUISE,按区域分级巡航,,0.3886,0.0265,0,fast,0.0,,0.0,450,450,1
0.101,1153.0,1464.0,1527.0,1230.0,2.0433,1.6548,1.8956,1.8691,1.8824,,CRUISE,按区域分级巡航,,0.3886,0.0265,0,fast,0.0,,0.0,450,450,1
0.121,1150.0,1459.0,1523.0,1226.0,2.0402,1.6508,1.8932,1.8624,1.8778,,CRUISE,按区域分级巡航,,0.3895,0.0308,0,fast,0.0,,0.0,450,450,1
0.141,1152.0,1462.0,1526.0,1229.0,2.0372,1.6468,1.8908,1.8591,1.8749,,CRUISE,按区域分级巡航,,0.3903,0.0317,0,fast,0.0,,0.0,450,450,1
0.161,1152.0,1463.0,1525.0,1229.0,2.0372,1.6468,1.8883,1.8591,1.8737,,CRUISE,按区域分级巡航,,0.3903,0.0293,0,fast,0.0,,0.0,450,450,1
0.181,1157.0,1469.0,1531.0,1235.0,2.0372,1.6488,1.8908,1.8591,1.8749,,CRUISE,按区域分级巡航,,0.3883,0.0317,0,fast,0.0,,0.0,450,450,1
0.202,1158.0,1470.0,1531.0,1235.0,2.0526,1.6607,1.9029,1.8792,1.8911,,CRUISE,按区域分级巡航,,0.3919,0.0237,0,fast,0.0,,0.0,450,450,1
0.222,1152.0,1464.0,1524.0,1226.0,2.0526,1.6607,1.9029,1.8792,1.8911,,CRUISE,按区域分级巡航,,0.3919,0.0237,0,fast,0.0,,0.0,450,450,1
0.242,1161.0,1476.0,1536.0,1236.0,2.0557,1.6627,1.9029,1.8792,1.8911,,CRUISE,按区域分级巡航,,0.393,0.0237,0,fast,0.0,,0.0,450,450,1
0.262,1161.0,1484.0,1536.0,1232.0,2.065,1.6746,1.915,1.8691,1.8921,,CRUISE,按区域分级巡航,,0.3904,0.0459,0,fast,0.0,,0.0,450,450,1
0.282,1160.0,1485.0,1280.0,1223.0,2.065,1.6905,1.915,1.8691,1.8921,,CRUISE,按区域分级巡航,,0.3745,0.0459,0,fast,0.0,,0.0,450,450,1
0.302,1161.0,1485.0,1540.0,1235.0,2.065,1.6925,1.915,1.8691,1.8921,,CRUISE,按区域分级巡航,,0.3726,0.0459,0,fast,0.0,,0.0,450,450,1
0.322,1162.0,1488.0,1543.0,1242.0,2.065,1.6925,1.9248,1.8792,1.902,,CRUISE,按区域分级巡航,,0.3726,0.0456,0,fast,0.0,,0.0,450,450,1
0.342,1159.0,1495.0,1532.0,1239.0,2.065,1.6984,1.9248,1.8926,1.9087,,CRUISE,按区域分级巡航,,0.3666,0.0321,0,fast,0.0,,0.0,450,450,1
0.362,1168.0,1503.0,1528.0,1244.0,2.0681,1.7123,1.9053,1.9027,1.904,,CRUISE,按区域分级巡航,,0.3558,0.0027,0,fast,0.0,,0.0,450,450,1
0.382,1162.0,1498.0,1526.0,1251.0,2.0681,1.7183,1.8956,1.9094,1.9025,,CRUISE,按区域分级巡航,,0.3499,-0.0138,0,fast,0.0,,0.0,450,450,1
0.402,1158.0,1518.0,1539.0,1246.0,2.0681,1.7282,1.8956,1.9161,1.9059,,CRUISE,按区域分级巡航,,0.3399,-0.0205,0,fast,0.0,,0.0,450,450,1
0.422,1171.0,1525.0,1559.0,1255.0,2.0681,1.7579,1.9223,1.9329,1.9276,,CRUISE,按区域分级巡航,,0.3102,-0.0106,0,fast,0.0,,0.0,450,450,1
0.443,1161.0,1522.0,1561.0,1243.0,2.065,1.7659,1.9709,1.9161,1.9435,,CRUISE,按区域分级巡航,,0.2991,0.0548,0,fast,0.0,,0.0,450,450,1
0.463,1166.0,1529.0,1556.0,1245.0,2.0805,1.7718,1.9709,1.9128,1.9418,,CRUISE,按区域分级巡航,,0.3087,0.0581,0,fast,0.0,,0.0,450,450,1
0.483,1182.0,1558.0,1571.0,1274.0,2.0805,1.7798,1.9757,1.9128,1.9442,,CRUISE,按区域分级巡航,,0.3007,0.063,0,fast,0.0,,0.0,450,450,1
0.503,1170.0,1545.0,1557.0,1274.0,2.0929,1.8115,1.966,2.0101,1.988,,CRUISE,按区域分级巡航,,0.2814,-0.044,0,fast,0.0,,0.0,450,450,1
0.523,1186.0,1569.0,1571.0,1283.0,2.13,1.8373,2.0,2.0101,2.005,,CRUISE,按区域分级巡航,,0.2927,-0.0101,0,fast,0.0,,0.0,450,450,1
