t,label,measured_distance_cm,sequence,vision_timestamp_ms,received_age_ms,vision_valid,vision_status,vision_error,frame_width,frame_height,action,fps,inference_ms,detection_count,detection_index,selected_target,class_id,target_type,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_width,bbox_height,bbox_area,bbox_area_ratio,center_x,center_y,offset_x,offset_y,model_distance_cm,sensor_valid,sensor_error,io_mask,avoid_state,avoid_reason,bad_offset_x,bad_bbox_area_ratio,left_cmd,right_cmd,motor_enabled,adc0,adc1,adc2,adc3,adc4,adc5,adc6,adc7,adc8,adc9,io0,io1,io2,io3,io4,io5,io6,io7
4.403525,bad_left_far,,15,1786864190437,15.60996500006695,1,no_target,,640,480,search,5.065773,165.553995,0,,,,,,,,,,,,,,,,,,,1,,247,CLEAR,没有检测到 bad 能量块,,,0,0,1,1292,1336,1146,1392,426,972,666,20,2,10,1,1,1,0,1,1,1,1
4.585151,bad_left_far,,16,1786864190622,11.881753000125173,1,no_target,,640,480,search,5.085183,183.158712,0,,,,,,,,,,,,,,,,,,,1,,247,CLEAR,没有检测到 bad 能量块,,,0,0,1,1295,1338,1147,1395,23,971,20,398,4,10,1,1,1,0,1,1,1,1
4.746808,bad_left_far,,17,1786864190794,2.0831939998515736,1,no_target,,640,480,search,5.123858,165.729936,0,,,,,,,,,,,,,,,,,,,1,,247,CLEAR,没有检测到 bad 能量块,,,0,0,1,1292,1337,1146,1393,410,971,257,19,3,10,1,1,1,0,1,1,1,1
5.21134,bad_left_far,,,,,0,no_data_or_stale,,,,search,,,0,,,,,,,,,,,,,,,,,,,1,,247,VISION_STOP,no_data_or_stale,,,0,0,1,1293,1337,1148,1393,40,970,21,17,2,10,1,1,1,0,1,1,1,1
5.352992,bad_left_far,,18,1786864191388,13.985500999979195,1,no_target,,640,480,search,4.601205,591.810704,0,,,,,,,,,,,,,,,,,,,1,,247,CLEAR,没有检测到 bad 能量块,,,0,0,1,1296,1339,1151,1397,458,973,21,154,4,10,1,1,1,0,1,1,1,1
5.514149,bad_left_far,,19,1786864191545,17.86619199992856,1,no_target,,640,480,search,4.668906,155.090192,0,,,,,,,,,,,,,,,,,,,1,,247,CLEAR,没有检测到 bad 能量块,,,0,0,1,1292,1336,1149,1394,23,970,21,17,2,10,1,1,1,0,1,1,1,1
5.654907,bad_left_far,,20,1786864191703,0.8399450000524666,1,no_target,,640,480,search,4.731334,155.46022,0,,,,,,,,,,,,,,,,,,,1,,247,CLEAR,没有检测到 bad 能量块,,,0,0,1,1291,1334,1147,1393,329,972,21,17,4,10,1,1,1,0,1,1,1,1
5.816048,bad_left_far,,21,1786864191857,8.012431999986802,1,no_target,,640,480,search,4.793312,151.228889,0,,,,,,,,,,,,,,,,,,,1,,247,CLEAR,没有检测到 bad 能量块,,,0,0,1,1294,1337,1149,1395,27,971,21,18,2,10,1,1,1,0,1,1,1,1
6.021462,bad_left_far,,22,1786864192067,3.560401999948226,1,no_target,,640,480,search,4.792007,203.062079,0,,,,,,,,,,,,,,,,,,,1,,247,CLEAR,没有检测到 bad 能量块,,,0,0,1,1293,1336,1148,1393,24,972,21,18,2,10,1,1,1,0,1,1,1,1
6.182436,bad_left_far,,23,1786864192221,10.05555300002925,1,no_target,,640,480,search,4.846742,151.863134,0,,,,,,,,,,,,,,,,,,,1,,245,CLEAR,没有检测到 bad 能量块,,,0,0,1,1294,1337,1150,1395,23,972,21,17,3,11,1,0,1,0,1,1,1,1
6.343528,bad_left_far,,24,1786864192386,6.15749199982929,1,no_target,,640,480,search,4.887633,162.115644,0,,,,,,,,,,,,,,,,,,,1,,245,CLEAR,没有检测到 bad 能量块,,,0,0,1,1288,1331,1142,1387,111,988,21,17,2,10,1,0,1,0,1,1,1,1
6.504705,bad_left_far,,25,1786864192547,6.591427000103067,1,no_target,,640,480,search,4.929727,151.987835,0,,,,,,,,,,,,,,,,,,,1,,245,CLEAR,没有检测到 bad 能量块,,,0,0,1,1288,1329,1129,1396,623,990,21,18,2,11,1,0,1,0,1,1,1,1
6.665669,bad_left_far,,26,1786864192700,14.726670000072772,1,no_target,,640,480,search,4.977021,150.715178,0,,,,,,,,,,,,,,,,,,,1,,245,CLEAR,没有检测到 bad 能量块,,,0,0,1,1293,1333,1134,1402,144,1005,21,21,2,10,1,0,1,0,1,1,1,1
6.826774,bad_left_far,,27,1786864192863,12.189189000082479,1,no_target,,640,480,search,5.011457,161.557971,0,,,,,,,,,,,,,,,,,,,1,,245,CLEAR,没有检测到 bad 能量块,,,0,0,1,1287,1325,1127,1398,24,1003,21,152,3,10,1,0,1,0,1,1,1,1
6.968757,bad_left_far,,28,1786864193016,1.7236829999092151,1,no_target,,640,480,search,5.054033,150.232689,0,,,,,,,,,,,,,,,,,,,1,,245,CLEAR,没有检测到 bad 能量块,,,0,0,1,1293,1331,1133,1402,49,1005,534,19,2,9,1,0,1,0,1,1,1,1
7.129932,bad_left_far,,29,1786864193164,15.296897999860448,1,no_target,,640,480,search,5.098676,145.609273,0,,,,,,,,,,,,,,,,,,,1,,247,CLEAR,没有检测到 bad 能量块,,,0,0,1,1298,1336,1145,1397,35,986,458,205,4,10,1,1,1,0,1,1,1,1
7.271193,bad_left_far,,30,1786864193312,7.845008999993297,1,no_target,,640,480,search,5.140084,146.534826,0,,,,,,,,,,,,,,,,,,,1,,247,CLEAR,没有检测到 bad 能量块,,,0,0,1,1289,1328,1137,1391,26,996,21,24,3,10,1,1,1,0,1,1,1,1
7.432983,bad_left_far,,31,1786864193472,9.712226999909035,1,no_target,,640,480,search,5.169788,157.86072,0,,,,,,,,,,,,,,,,,,,1,,247,CLEAR,没有检测到 bad 能量块,,,0,0,1,1294,1332,1136,1400,377,1005,21,17,2,11,1,1,1,0,1,1,1,1
7.574287,bad_left_far,,32,1786864193616,6.895826999880228,1,no_target,,640,480,search,5.211322,141.739952,0,,,,,,,,,,,,,,,,,,,1,,247,CLEAR,没有检测到 bad 能量块,,,0,0,1,1294,1332,1134,1397,23,987,23,156,3,10,1,1,1,0,1,1,1,1
7.715601,bad_left_far,,33,1786864193758,6.118678000120781,1,no_target,,640,480,search,5.252646,139.393209,0,,,,,,,,,,,,,,,,,,,1,,247,CLEAR,没有检测到 bad 能量块,,,0,0,1,1300,1339,1141,1404,23,1005,22,17,2,10,1,1,1,0,1,1,1,1
7.87686,bad_left_far,,34,1786864193920,5.633928999941418,1,no_target,,640,480,search,5.275973,159.274633,0,,,,,,,,,,,,,,,,,,,1,,247,CLEAR,没有检测到 bad 能量块,,,0,0,1,1296,1335,1136,1399,32,989,21,17,2,10,1,1,1,0,1,1,1,1
8.038239,bad_left_far,,35,1786864194070,17.575920999888694,1,no_target,,640,480,search,5.30803,147.043074,0,,,,,,,,,,,,,,,,,,,1,,247,CLEAR,没有检测到 bad 能量块,,,0,0,1,1302,1342,1144,1410,23,1001,21,17,2,10,1,1,1,0,1,1,1,1
8.179449,bad_left_far,,36,1786864194224,3.966873999843301,1,no_target,,640,480,search,5.334494,148.024069,0,,,,,,,,,,,,,,,,,,,1,,247,CLEAR,没有检测到 bad 能量块,,,0,0,1,1291,1329,1137,1392,342,861,20,17,3,10,1,1,1,0,1,1,1,1
8.320787,bad_left_far,,37,1786864194368,1.7412019999483164,1,no_target,,640,480,search,5.368552,140.860434,0,,,,,,,,,,,,,,,,,,,1,,247,CLEAR,没有检测到 bad 能量块,,,0,0,1,1277,1308,1081,1362,144,924,21,17,2,11,1,1,1,0,1,1,1,1
8.481873,bad_left_far,,38,1786864194516,14.491471000155798,1,no_target,,640,480,search,5.397355,145.823767,0,,,,,,,,,,,,,,,,,,,1,,245,CLEAR,没有检测到 bad 能量块,,,0,0,1,1288,1230,1084,1375,60,892,21,17,1,9,1,0,1,0,1,1,1,1
8.622743,bad_left_far,,39,1786864194662,10.070069999983389,1,no_target,,640,480,search,5.42741,142.8405,0,,,,,,,,,,,,,,,,,,,1,,237,CLEAR,没有检测到 bad 能量块,,,0,0,1,1283,1259,1044,1359,525,973,21,17,2,10,1,0,1,1,0,1,1,1
8.783758,bad_left_far,,40,1786864194819,13.37514400006512,1,no_target,,640,480,search,5.447025,155.173243,0,,,,,,,,,,,,,,,,,,,1,,237,CLEAR,没有检测到 bad 能量块,,,0,0,1,1257,1218,995,1315,229,1022,322,29,2,9,1,0,1,1,0,1,1,1
8.924655,bad_left_far,,41,1786864194970,4.023076999828845,1,no_target,,640,480,search,5.471257,147.764742,0,,,,,,,,,,,,,,,,,,,1,,230,CLEAR,没有检测到 bad 能量块,,,0,0,1,1259,1183,973,1303,23,987,21,582,6,10,0,1,1,0,0,1,1,1
9.065616,bad_left_far,,42,1786864195113,1.9249010001658462,1,target,,640,480,scan_with_ir,5.499723,140.482571,1,0,1,1,bad,0.809781,40,282,279,479,239.0,197.0,47083.0,0.15326497395833333,160,381,-0.5,0.5875,,1,,238,AVOID_ARC_RIGHT,bad 位于侧方，差速前进绕开,-0.5,0.15326497395833333,500,400,1,1258,1160,954,1294,23,939,60,599,6,10,0,1,1,1,0,1,1,1
9.226843,bad_left_far,,43,1786864195263,12.735881000025984,1,target,,640,480,scan_with_ir,5.521889,147.919349,1,0,1,1,bad,0.933241,177,285,344,480,167.0,195.0,32565.0,0.106005859375,261,383,-0.184375,0.595833,,1,,230,AVOID_ARC_RIGHT,bad 位于侧方，差速前进绕开,-0.184375,0.106005859375,500,400,1,1243,1163,943,1291,510,990,487,696,7,10,0,1,1,0,0,1,1,1
9.368033,bad_left_far,,44,1786864195407,9.832908999896972,1,target,,640,480,scan_with_ir,5.54768,141.607953,1,0,1,1,bad,0.959233,196,287,374,480,178.0,193.0,34354.0,0.11182942708333334,285,384,-0.109375,0.6,,1,,236,AVOID_TURN_RIGHT,bad 接近画面中心，原地大转避开,-0.109375,0.11182942708333334,400,-400,1,1259,1155,939,1313,262,1021,799,844,7,10,0,0,1,1,0,1,1,1
9.510163,bad_left_far,,45,1786864195558,1.5028739999252139,1,target,,640,480,scan_with_ir,5.568127,148.291192,1,0,1,1,bad,0.962096,193,291,395,480,202.0,189.0,38178.0,0.12427734375,294,386,-0.08125,0.608333,,1,,236,AVOID_TURN_RIGHT,bad 接近画面中心，原地大转避开,-0.08125,0.12427734375,400,-400,1,1266,1176,974,1331,226,1004,109,1372,10,9,0,0,1,1,0,1,1,1
9.671525,bad_left_far,,46,1786864195709,11.325856999974349,1,target,,640,480,scan_with_ir,5.587102,149.384279,1,0,1,1,bad,0.955526,148,291,409,479,261.0,188.0,49068.0,0.1597265625,279,385,-0.128125,0.604167,,1,,236,AVOID_TURN_RIGHT,bad 接近画面中心，原地大转避开,-0.128125,0.1597265625,400,-400,1,1298,1182,989,1353,94,987,21,1188,9,10,0,0,1,1,0,1,1,1
9.833518,bad_left_far,,47,1786864195860,7.7625110000099085,1,target,,640,480,scan_with_ir,5.605632,144.132526,1,0,1,1,bad,0.947909,114,289,359,480,245.0,191.0,46795.0,0.15232747395833332,237,385,-0.259375,0.604167,,1,,236,AVOID_ARC_RIGHT,bad 位于侧方，差速前进绕开,-0.259375,0.15232747395833332,500,400,1,1290,1213,998,1347,143,987,22,1220,9,9,0,0,1,1,0,1,1,1
10.276393,bad_left_far,,,,,0,no_data_or_stale,,,,search,,,0,,,,,,,,,,,,,,,,,,,1,,239,VISION_STOP,no_data_or_stale,,,0,0,1,1314,1216,999,1275,49,971,681,845,7,9,1,1,1,1,0,1,1,1
10.397324,bad_left_far,,48,1786864196428,18.498325999871668,1,target,,640,480,scan_with_ir,5.361994,546.314429,1,0,1,1,bad,0.931925,76,286,319,479,243.0,193.0,46899.0,0.152666015625,198,383,-0.38125,0.595833,,1,,239,AVOID_ARC_RIGHT,bad 位于侧方，差速前进绕开,-0.38125,0.152666015625,500,400,1,1331,1228,1009,1365,23,937,21,23,3,10,1,1,1,1,0,1,1,1
10.558419,bad_left_far,,49,1786864196590,17.12539300001481,1,target,,640,480,scan_with_ir,5.376136,159.855006,1,0,1,1,bad,0.923905,30,284,287,478,257.0,194.0,49858.0,0.16229817708333333,159,381,-0.503125,0.5875,,1,,239,AVOID_ARC_RIGHT,bad 位于侧方，差速前进绕开,-0.503125,0.16229817708333333,500,400,1,1320,1233,1005,1372,23,937,21,17,2,10,1,1,1,1,0,1,1,1
10.700046,bad_left_far,,50,1786864196749,0.057554000022719265,1,target,,640,480,scan_with_ir,5.391985,153.216377,1,0,1,1,bad,0.834117,6,280,217,480,211.0,200.0,42200.0,0.13736979166666666,112,380,-0.65,0.583333,,1,,239,AVOID_ARC_RIGHT,bad 位于侧方，差速前进绕开,-0.65,0.13736979166666666,500,400,1,1344,1259,1025,1394,24,955,21,18,3,10,1,1,1,1,0,1,1,1
10.862917,bad_left_far,,51,1786864196907,4.504658000087147,1,target,,640,480,scan_with_ir,5.407444,151.3524,1,0,1,1,bad,0.644155,3,281,166,480,163.0,199.0,32437.0,0.10558919270833333,85,381,-0.734375,0.5875,,1,,231,AVOID_ARC_RIGHT,bad 位于侧方，差速前进绕开,-0.734375,0.10558919270833333,500,400,1,1360,1255,1022,1411,24,939,21,17,2,10,1,1,1,0,0,1,1,1
11.024691,bad_left_far,,52,1786864197063,10.431507000021156,1,no_target,,640,480,search,5.423825,148.616128,0,,,,,,,,,,,,,,,,,,,1,,231,CLEAR,没有检测到 bad 能量块,,,0,0,1,1346,1262,1010,1417,34,1001,25,29,2,10,1,1,1,0,0,1,1,1
11.205699,bad_left_far,,53,1786864197239,15.74220200018317,1,no_target,,640,480,search,5.428647,173.204983,0,,,,,,,,,,,,,,,,,,,1,,229,CLEAR,没有检测到 bad 能量块,,,0,0,1,1354,1259,1027,1434,227,924,21,17,2,11,1,0,1,0,0,1,1,1
11.366861,bad_left_far,,54,1786864197402,13.358625999899232,1,no_target,,640,480,search,5.439942,161.141698,0,,,,,,,,,,,,,,,,,,,1,,245,CLEAR,没有检测到 bad 能量块,,,0,0,1,1366,1270,1031,1443,23,923,25,36,3,9,1,0,1,0,1,1,1,1
11.52793,bad_left_far,,55,1786864197568,8.7492850000217,1,no_target,,640,480,search,5.449784,156.536061,0,,,,,,,,,,,,,,,,,,,1,,245,CLEAR,没有检测到 bad 能量块,,,0,0,1,1360,1264,1026,1434,24,924,26,22,2,10,1,0,1,0,1,1,1,1
11.709213,bad_left_far,,56,1786864197745,13.564732000077129,1,no_target,,640,480,search,5.453468,171.405597,0,,,,,,,,,,,,,,,,,,,1,,245,CLEAR,没有检测到 bad 能量块,,,0,0,1,1350,1258,1021,1427,24,920,20,55,2,9,1,0,1,0,1,1,1,1
11.870312,bad_left_far,,57,1786864197915,4.551434999939374,1,no_target,,640,480,search,5.460383,163.379296,0,,,,,,,,,,,,,,,,,,,1,,229,CLEAR,没有检测到 bad 能量块,,,0,0,1,1353,1246,1015,1412,35,928,21,17,2,9,1,0,1,0,0,1,1,1
12.071488,bad_left_far,,58,1786864198106,13.982334000047558,1,no_target,,640,480,search,5.455963,189.584689,0,,,,,,,,,,,,,,,,,,,1,,231,CLEAR,没有检测到 bad 能量块,,,0,0,1,1384,1275,1048,1451,23,908,371,18,2,10,1,1,1,0,0,1,1,1
12.234756,bad_left_far,,59,1786864198280,3.931486000055884,1,no_target,,640,480,search,5.460991,168.314647,0,,,,,,,,,,,,,,,,,,,1,,237,CLEAR,没有检测到 bad 能量块,,,0,0,1,1361,1268,1040,1422,210,941,21,17,2,9,1,0,1,1,0,1,1,1
12.416873,bad_left_far,,60,1786864198455,10.997512000130882,1,no_target,,640,480,search,5.464986,172.97845,0,,,,,,,,,,,,,,,,,,,1,,252,CLEAR,没有检测到 bad 能量块,,,0,0,1,1238,1219,1006,1386,24,955,21,765,7,10,0,0,1,1,1,1,1,1
12.598989,bad_left_far,,61,1786864198629,19.177718000037203,1,target,,640,480,scan_with_ir,5.469409,166.702128,1,0,1,1,bad,0.944849,140,282,351,479,211.0,197.0,41567.0,0.13530924479166667,246,381,-0.23125,0.5875,,1,,252,AVOID_ARC_RIGHT,bad 位于侧方，差速前进绕开,-0.23125,0.13530924479166667,500,400,1,1334,1079,1007,1379,23,938,1271,1161,9,11,0,0,1,1,1,1,1,1
12.760027,bad_left_far,,62,1786864198804,5.206845999964571,1,target,,640,480,scan_with_ir,5.473226,167.692031,1,0,1,1,bad,0.965583,189,298,428,479,239.0,181.0,43259.0,0.14081705729166666,309,389,-0.034375,0.620833,,1,,252,AVOID_TURN_RIGHT,bad 接近画面中心，原地大转避开,-0.034375,0.14081705729166666,400,-400,1,1328,1069,1002,1370,24,940,1231,1299,10,10,0,0,1,1,1,1,1,1
12.92154,bad_left_far,,63,1786864198962,8.070504999977857,1,target,,640,480,scan_with_ir,5.484698,150.427605,1,0,1,1,bad,0.964695,175,297,430,480,255.0,183.0,46665.0,0.151904296875,303,389,-0.053125,0.620833,,1,,252,AVOID_TURN_RIGHT,bad 接近画面中心，原地大转避开,-0.053125,0.151904296875,400,-400,1,1273,1192,1002,1371,23,939,1193,1416,10,10,0,0,1,1,1,1,1,1
13.082478,bad_left_far,,64,1786864199122,9.605617999795868,1,target,,640,480,scan_with_ir,5.495533,152.268062,1,0,1,1,bad,0.959404,165,291,423,480,258.0,189.0,48762.0,0.15873046875,294,386,-0.08125,0.608333,,1,,236,AVOID_TURN_RIGHT,bad 接近画面中心，原地大转避开,-0.08125,0.15873046875,400,-400,1,1300,1211,993,1376,23,956,831,1331,10,9,0,0,1,1,0,1,1,1
13.243372,bad_left_far,,65,1786864199277,14.789149000080215,1,target,,640,480,scan_with_ir,5.507718,153.291576,1,0,1,1,bad,0.962294,165,291,412,480,247.0,189.0,46683.0,0.151962890625,289,386,-0.096875,0.608333,,1,,236,AVOID_TURN_RIGHT,bad 接近画面中心，原地大转避开,-0.096875,0.151962890625,400,-400,1,1276,1227,986,1361,23,923,21,1252,9,10,0,0,1,1,0,1,1,1
13.404586,bad_left_far,,66,1786864199451,1.9464560000415077,1,target,,640,480,scan_with_ir,5.511174,172.004285,1,0,1,1,bad,0.962073,143,296,396,479,253.0,183.0,46299.0,0.150712890625,270,388,-0.15625,0.616667,,1,,236,AVOID_ARC_RIGHT,bad 位于侧方，差速前进绕开,-0.15625,0.150712890625,500,400,1,1243,1214,986,1339,23,940,21,1063,8,11,0,0,1,1,0,1,1,1
13.565784,bad_left_far,,67,1786864199602,12.500219000003199,1,target,,640,480,scan_with_ir,5.52518,148.516184,1,0,1,1,bad,0.9601,124,283,360,479,236.0,196.0,46256.0,0.15057291666666667,242,381,-0.24375,0.5875,,1,,238,AVOID_ARC_RIGHT,bad 位于侧方，差速前进绕开,-0.24375,0.15057291666666667,500,400,1,1270,1241,1010,1367,23,923,21,793,7,11,0,1,1,1,0,1,1,1
13.707266,bad_left_far,,68,1786864199755,1.675628999919354,1,target,,640,480,scan_with_ir,5.538051,150.351087,1,0,1,1,bad,0.927449,46,282,313,478,267.0,196.0,52332.0,0.1703515625,180,380,-0.4375,0.583333,,1,,255,AVOID_ARC_RIGHT,bad 位于侧方，差速前进绕开,-0.4375,0.1703515625,500,400,1,1233,1249,1026,1283,94,904,21,188,3,9,1,1,1,1,1,1,1,1
13.868564,bad_left_far,,69,1786864199906,11.76599499990516,1,target,,640,480,scan_with_ir,5.551135,149.220445,1,0,1,1,bad,0.916192,19,280,262,480,243.0,200.0,48600.0,0.158203125,141,380,-0.559375,0.583333,,1,,255,AVOID_ARC_RIGHT,bad 位于侧方，差速前进绕开,-0.559375,0.158203125,500,400,1,1319,1266,1045,1380,33,985,21,17,2,10,1,1,1,1,1,1,1,1
14.029778,bad_left_far,,70,1786864200062,16.895212999997966,1,target,,640,480,scan_with_ir,5.561801,153.743177,1,0,1,1,bad,0.604141,6,279,197,479,191.0,200.0,38200.0,0.12434895833333333,102,379,-0.68125,0.579167,,1,,255,AVOID_ARC_RIGHT,bad 位于侧方，差速前进绕开,-0.68125,0.12434895833333333,500,400,1,1392,1322,1096,1448,24,938,174,18,2,10,1,1,1,1,1,1,1,1
14.170801,bad_left_far,,71,1786864200213,6.493891999980406,1,no_target,,640,480,search,5.574177,149.433681,0,,,,,,,,,,,,,,,,,,,1,,255,CLEAR,没有检测到 bad 能量块,,,0,0,1,1414,1328,1120,1475,23,953,240,18,3,10,1,1,1,1,1,1,1,1
14.331791,bad_left_far,,72,1786864200371,10.141031999864936,1,no_target,,640,480,search,5.583668,155.366954,0,,,,,,,,,,,,,,,,,,,1,,247,CLEAR,没有检测到 bad 能量块,,,0,0,1,1410,1327,1122,1497,24,922,77,23,2,10,1,1,1,0,1,1,1,1
14.493038,bad_left_far,,73,1786864200532,9.786355000187541,1,no_target,,640,480,search,5.591159,159.285793,0,,,,,,,,,,,,,,,,,,,1,,247,CLEAR,没有检测到 bad 能量块,,,0,0,1,1441,1348,1149,1528,24,969,21,35,2,10,1,1,1,0,1,1,1,1
14.673991,bad_left_far,,74,1786864200706,16.540979999945193,1,no_target,,640,480,search,5.593122,171.57598,0,,,,,,,,,,,,,,,,,,,1,,247,CLEAR,没有检测到 bad 能量块,,,0,0,1,1440,1347,1148,1525,24,972,20,16,3,10,1,1,1,0,1,1,1,1
15.117083,bad_left_far,,,,,0,no_data_or_stale,,,,search,,,0,,,,,,,,,,,,,,,,,,,1,,247,VISION_STOP,no_data_or_stale,,,0,0,1,1393,1338,1117,1504,23,951,21,28,2,10,1,1,1,0,1,1,1,1
15.243923,bad_left_far,,75,1786864201274,18.28381099994658,1,no_target,,640,480,search,5.435338,565.846882,0,,,,,,,,,,,,,,,,,,,1,,255,CLEAR,没有检测到 bad 能量块,,,0,0,1,1388,1337,1107,1488,24,1036,25,18,2,10,1,1,1,1,1,1,1,1
15.428461,bad_left_far,,76,1786864201471,6.1554359999718145,1,no_target,,640,480,search,5.430388,192.70617,0,,,,,,,,,,,,,,,,,,,1,,239,CLEAR,没有检测到 bad 能量块,,,0,0,1,1382,1339,1101,1478,94,1005,21,19,2,10,1,1,1,1,0,1,1,1
