t,front,rear,left,right,zone_front,zone_rear,zone_left,zone_right,zone_score,white_hits,state,reason,risk_sensor,linear_risk,turn_risk,near_edge,speed_level,turn_angle,turn_direction,turn_duration,left_cmd,right_cmd,healthy
0.0,0.0,0.0,0.0,0.0,-1.5294,-1.254,-1.8131,-2.2651,-1.6713,,SENSOR_STOP,传感器无效或数据过期,,-0.2754,0.452,1,stop,0.0,,0.0,0,0,0
0.02,666.0,992.0,1066.0,884.0,-0.4985,-0.2698,-0.5194,-0.7819,-0.5089,,WARMUP,等待滤波窗口,,-0.2286,0.2625,1,stop,0.0,,0.0,0,0,1
0.04,669.0,996.0,1071.0,887.0,0.5325,0.7143,0.7743,0.7013,0.7078,,EDGE_AVOID,灰度趋势变暗，提前避让,front,-0.1818,0.0729,0,slow,0.0,,0.0,-400,-400,1
0.061,668.0,992.0,1067.0,884.0,0.5387,0.7143,0.7767,0.7013,0.7078,,EDGE_AVOID,灰度趋势变暗，提前避让,front,-0.1756,0.0754,0,slow,0.0,,0.0,-400,-400,1
0.081,667.0,993.0,1067.0,885.0,0.5387,0.7163,0.7767,0.7047,0.7105,,EDGE_AVOID,灰度趋势变暗，提前避让,front,-0.1776,0.072,0,slow,0.0,,0.0,-400,-400,1
0.101,671.0,998.0,1073.0,891.0,0.5387,0.7163,0.7767,0.7047,0.7105,,EDGE_AVOID,灰度趋势变暗，提前避让,front,-0.1776,0.072,0,slow,0.0,,0.0,-400,-400,1
0.121,669.0,995.0,1069.0,887.0,0.5418,0.7202,0.7816,0.7114,0.7158,,EDGE_AVOID,灰度趋势变暗，提前避让,front,-0.1784,0.0701,0,slow,0.0,,0.0,-400,-400,1
0.141,669.0,995.0,1070.0,887.0,0.5418,0.7202,0.784,0.7114,0.7158,,EDGE_AVOID,灰度趋势变暗，提前避让,front,-0.1784,0.0726,0,slow,0.0,,0.0,-400,-400,1
0.161,668.0,993.0,1068.0,886.0,0.5418,0.7202,0.7816,0.7114,0.7158,,EDGE_AVOID,灰度趋势变暗，提前避让,front,-0.1784,0.0701,0,slow,0.0,,0.0,-400,-400,1
0.181,670.0,996.0,1071.0,888.0,0.5418,0.7202,0.784,0.7114,0.7158,,EDGE_AVOID,灰度趋势变暗，提前避让,front,-0.1784,0.0726,0,slow,0.0,,0.0,-400,-400,1
0.201,668.0,996.0,1068.0,886.0,0.5387,0.7222,0.7791,0.7081,0.7151,,EDGE_AVOID,灰度趋势变暗，提前避让,front,-0.1835,0.0711,0,slow,0.0,,0.0,-400,-400,1
0.221,670.0,996.0,1066.0,886.0,0.5449,0.7222,0.7791,0.7081,0.7151,,EDGE_AVOID,灰度趋势变暗，提前避让,front,-0.1773,0.0711,0,slow,0.0,,0.0,-400,-400,1
0.241,671.0,995.0,1063.0,890.0,0.5449,0.7222,0.7743,0.7081,0.7151,,EDGE_AVOID,灰度趋势变暗，提前避让,front,-0.1773,0.0662,0,slow,0.0,,0.0,-400,-400,1
0.261,671.0,997.0,1054.0,889.0,0.548,0.7222,0.767,0.7181,0.7202,,EDGE_AVOID,灰度趋势变暗，提前避让,front,-0.1742,0.0489,0,slow,0.0,,0.0,-400,-400,1
0.282,670.0,993.0,1049.0,890.0,0.548,0.7202,0.7451,0.7215,0.7209,,EDGE_AVOID,灰度趋势变暗，提前避让,front,-0.1723,0.0237,0,slow,0.0,,0.0,-400,-400,1
0.302,671.0,992.0,1049.0,895.0,0.548,0.7163,0.733,0.7215,0.7189,,EDGE_AVOID,灰度趋势变暗，提前避让,front,-0.1683,0.0115,0,slow,0.0,,0.0,-400,-400,1
0.322,670.0,994.0,1051.0,904.0,0.5449,0.7163,0.733,0.7383,0.7246,,EDGE_AVOID,灰度趋势变暗，提前避让,front,-0.1714,-0.0052,0,slow,0.0,,0.0,-400,-400,1
0.342,667.0,999.0,1056.0,911.0,0.5449,0.7183,0.7379,0.7685,0.7281,,EDGE_AVOID,灰度趋势变暗，提前避让,front,-0.1734,-0.0306,0,slow,0.0,,0.0,-400,-400,1
0.362,668.0,999.0,1048.0,918.0,0.5387,0.7282,0.7379,0.7919,0.733,,EDGE_AVOID,灰度趋势变暗，提前避让,front,-0.1895,-0.0541,0,slow,0.0,,0.0,-400,-400,1
