t,left,right,valid
10.655,1218.0,1271.0,1
10.676,1217.0,1290.0,1
10.696,1217.0,1290.0,1
10.716,1218.0,1287.0,1
10.736,1218.0,1288.0,1
10.756,1217.0,1289.0,1
10.776,1217.0,1275.0,1
10.796,1218.0,1288.0,1
10.816,1218.0,1289.0,1
10.837,1218.0,1290.0,1
10.857,1218.0,1290.0,1
10.877,1234.0,1289.0,1
10.897,1218.0,1289.0,1
10.917,1216.0,1290.0,1
10.937,1217.0,1290.0,1
10.957,1234.0,1297.0,1
10.977,1218.0,1290.0,1
10.997,1216.0,1290.0,1
11.017,1218.0,1288.0,1
11.038,1234.0,1289.0,1
11.058,1240.0,1291.0,1
11.078,1235.0,1290.0,1
11.098,1234.0,1288.0,1
11.118,1218.0,1289.0,1
11.138,1218.0,1290.0,1
11.158,1219.0,1288.0,1
11.178,1234.0,1288.0,1
11.198,1233.0,1290.0,1
11.219,1233.0,1290.0,1
11.239,1237.0,1274.0,1
11.259,1233.0,1280.0,1
11.279,1218.0,1275.0,1
11.299,1217.0,1291.0,1
11.319,1233.0,1304.0,1
11.339,1234.0,1272.0,1
11.359,1233.0,1275.0,1
11.379,1233.0,1531.0,1
11.4,1233.0,1272.0,1
11.42,1218.0,1274.0,1
11.44,1232.0,1275.0,1
11.46,1233.0,1271.0,1
11.48,1234.0,1273.0,1
11.5,1234.0,1275.0,1
11.52,1232.0,1276.0,1
11.54,1232.0,1273.0,1
11.56,1234.0,1273.0,1
11.581,1217.0,1275.0,1
11.601,1218.0,1275.0,1
11.621,1202.0,1274.0,1
11.641,1233.0,1274.0,1
11.661,1233.0,1276.0,1
11.681,1232.0,1275.0,1
11.701,1233.0,1034.0,1
11.721,1234.0,1275.0,1
11.741,1232.0,1291.0,1
11.762,1232.0,1278.0,1
11.782,1234.0,1288.0,1
11.802,1234.0,1275.0,1
11.822,1237.0,1290.0,1
11.842,1232.0,1273.0,1
11.862,1219.0,1288.0,1
11.882,1219.0,1290.0,1
11.902,1238.0,1288.0,1
11.922,1232.0,1288.0,1
11.942,1234.0,1290.0,1
11.963,1218.0,1275.0,1
11.983,1224.0,1274.0,1
12.003,1218.0,1287.0,1
12.023,1234.0,1291.0,1
12.043,1233.0,1291.0,1
12.063,1224.0,1291.0,1
12.083,1218.0,1286.0,1
12.103,1218.0,1275.0,1
12.124,1233.0,1291.0,1
12.144,1238.0,1288.0,1
12.164,1234.0,1289.0,1
12.184,1218.0,1290.0,1
12.204,1233.0,1288.0,1
12.224,1239.0,1288.0,1
12.244,1233.0,1290.0,1
12.264,1234.0,1290.0,1
12.284,1233.0,1289.0,1
12.304,1233.0,1289.0,1
12.325,1234.0,1290.0,1
12.345,1233.0,1291.0,1
12.365,1232.0,1289.0,1
12.385,1234.0,1289.0,1
12.405,1234.0,1290.0,1
12.425,1232.0,1290.0,1
12.445,1233.0,1296.0,1
12.465,1218.0,1290.0,1
12.485,1219.0,1290.0,1
12.506,1216.0,1288.0,1
12.526,1217.0,1288.0,1
12.546,1219.0,1290.0,1
12.566,1234.0,1291.0,1
12.586,1216.0,1288.0,1
12.606,1217.0,1288.0,1
12.626,1218.0,1290.0,1
12.646,1232.0,1290.0,1
12.667,1216.0,1288.0,1
12.687,1218.0,1290.0,1
12.707,1218.0,1290.0,1
12.727,1224.0,1289.0,1
12.747,1216.0,1293.0,1
12.767,1218.0,1290.0,1
12.787,1218.0,1290.0,1
12.807,1223.0,1287.0,1
12.827,1216.0,1288.0,1
12.848,1218.0,1290.0,1
12.868,1218.0,1287.0,1
12.888,1221.0,1288.0,1
12.908,1216.0,1290.0,1
12.928,1218.0,1290.0,1
12.948,1218.0,1288.0,1
12.968,1220.0,1289.0,1
12.988,1218.0,1291.0,1
13.008,1218.0,1290.0,1
13.029,1233.0,1289.0,1
13.049,1218.0,1289.0,1
13.069,1218.0,1290.0,1
13.089,1218.0,1290.0,1
13.109,1218.0,1304.0,1
13.129,1217.0,1289.0,1
13.149,1218.0,1290.0,1
13.169,1234.0,1307.0,1
13.189,1217.0,1287.0,1
13.21,1233.0,1290.0,1
13.23,1218.0,1290.0,1
13.25,1234.0,1286.0,1
13.27,1232.0,1289.0,1
13.29,1233.0,1291.0,1
13.31,1234.0,1290.0,1
13.33,1232.0,1288.0,1
13.35,1232.0,1289.0,1
13.371,1233.0,1290.0,1
13.391,1234.0,1290.0,1
13.411,1233.0,1286.0,1
13.431,1217.0,1290.0,1
13.451,1233.0,1290.0,1
13.471,1233.0,1286.0,1
13.491,1216.0,1285.0,1
13.511,1232.0,1290.0,1
13.531,1218.0,1290.0,1
13.552,1218.0,1286.0,1
13.572,1216.0,1288.0,1
13.592,1217.0,1290.0,1
13.612,1218.0,1287.0,1
13.632,1218.0,1288.0,1
13.652,1216.0,1289.0,1
13.672,1218.0,1290.0,1
13.692,1219.0,1288.0,1
13.712,1218.0,1289.0,1
13.732,1216.0,1290.0,1
13.753,1218.0,1306.0,1
13.773,1219.0,1289.0,1
13.793,1218.0,1305.0,1
13.813,1216.0,1291.0,1
13.833,1219.0,1290.0,1
13.853,1219.0,1289.0,1
13.873,1218.0,1289.0,1
13.894,1217.0,1290.0,1
13.914,1218.0,1288.0,1
13.934,1218.0,1288.0,1
13.954,1218.0,1290.0,1
13.974,1218.0,1290.0,1
13.994,1218.0,1289.0,1
14.014,1218.0,1305.0,1
14.034,1217.0,1290.0,1
14.054,1218.0,1290.0,1
14.075,1218.0,1289.0,1
14.095,1218.0,1289.0,1
14.115,1217.0,1290.0,1
14.135,1219.0,1290.0,1
14.155,1219.0,1293.0,1
14.175,1217.0,1290.0,1
14.195,1217.0,1290.0,1
14.215,1218.0,1289.0,1
14.235,1218.0,1287.0,1
14.255,1216.0,1290.0,1
14.275,1217.0,1291.0,1
14.295,1218.0,1306.0,1
14.316,1218.0,1287.0,1
14.336,1224.0,1290.0,1
14.356,1218.0,1290.0,1
14.376,1218.0,1285.0,1
14.396,1217.0,1289.0,1
14.416,1233.0,1275.0,1
14.436,1218.0,1298.0,1
14.456,1234.0,1272.0,1
14.476,1217.0,1290.0,1
14.496,1203.0,1290.0,1
14.516,1218.0,1272.0,1
14.536,1218.0,1288.0,1
14.556,1217.0,1275.0,1
14.577,1217.0,1275.0,1
14.597,1218.0,1273.0,1
14.617,1218.0,1274.0,1
14.637,1216.0,1275.0,1
14.657,1217.0,1273.0,1
14.677,1218.0,1274.0,1
14.697,1218.0,1289.0,1
14.717,1239.0,1275.0,1
14.737,1234.0,1288.0,1
14.757,1219.0,1273.0,1
14.777,1218.0,1275.0,1
