t,front,rear,left,right,zone_front,zone_rear,zone_left,zone_right,zone_score,white_hits,state,reason,risk_sensor,linear_risk,turn_risk,near_edge,speed_level,turn_angle,turn_direction,turn_duration,left_cmd,right_cmd,healthy
0.0,0.0,0.0,0.0,0.0,-1.5294,-1.254,-1.8131,-2.2651,-1.6713,,SENSOR_STOP,传感器无效或数据过期,,-0.2754,0.452,1,stop,0.0,,0.0,0,0,0
0.02,634.0,1016.0,1028.0,934.0,-0.548,-0.246,-0.5655,-0.698,-0.5568,,WARMUP,等待滤波窗口,,-0.302,0.1325,1,stop,0.0,,0.0,0,0,1
0.041,634.0,1017.0,1028.0,934.0,0.4334,0.7619,0.682,0.8691,0.722,,EDGE_AVOID,灰度趋势变暗，提前避让,front,-0.3285,-0.1871,0,slow,0.0,,0.0,-550,-550,1
0.061,633.0,1016.0,1028.0,933.0,0.4334,0.7619,0.682,0.8691,0.722,,EDGE_AVOID,灰度趋势变暗，提前避让,front,-0.3285,-0.1871,0,slow,0.0,,0.0,-550,-550,1
0.081,633.0,1016.0,1028.0,933.0,0.4303,0.7619,0.682,0.8658,0.722,,EDGE_AVOID,灰度趋势变暗，提前避让,front,-0.3316,-0.1837,0,slow,0.0,,0.0,-550,-550,1
0.101,647.0,1041.0,1048.0,954.0,0.4303,0.7619,0.682,0.8658,0.722,,EDGE_AVOID,灰度趋势变暗，提前避让,front,-0.3316,-0.1837,0,slow,0.0,,0.0,-550,-550,1
0.121,634.0,1018.0,1029.0,934.0,0.4334,0.7659,0.6845,0.8691,0.7252,,EDGE_AVOID,灰度趋势变暗，提前避让,front,-0.3324,-0.1847,0,slow,0.0,,0.0,-550,-550,1
0.141,634.0,1017.0,1028.0,933.0,0.4334,0.7659,0.6845,0.8691,0.7252,,EDGE_AVOID,灰度趋势变暗，提前避让,front,-0.3324,-0.1847,0,slow,0.0,,0.0,-550,-550,1
0.161,636.0,1020.0,1031.0,936.0,0.4334,0.7659,0.6845,0.8691,0.7252,,EDGE_AVOID,灰度趋势变暗，提前避让,front,-0.3324,-0.1847,0,slow,0.0,,0.0,-550,-550,1
0.181,636.0,1020.0,1031.0,936.0,0.4396,0.7698,0.6893,0.8758,0.7296,,EDGE_AVOID,灰度趋势变暗，提前避让,front,-0.3302,-0.1865,0,slow,0.0,,0.0,-550,-550,1
0.201,635.0,1019.0,1029.0,935.0,0.4396,0.7698,0.6893,0.8758,0.7296,,EDGE_AVOID,灰度趋势变暗，提前避让,front,-0.3302,-0.1865,0,slow,0.0,,0.0,-550,-550,1
0.221,634.0,1018.0,1029.0,934.0,0.4365,0.7679,0.6845,0.8725,0.7262,,EDGE_AVOID,灰度趋势变暗，提前避让,front,-0.3313,-0.188,0,slow,0.0,,0.0,-550,-550,1
0.241,635.0,1017.0,1029.0,936.0,0.4365,0.7659,0.6845,0.8725,0.7252,,EDGE_AVOID,灰度趋势变暗，提前避让,front,-0.3293,-0.188,0,slow,0.0,,0.0,-550,-550,1
0.261,637.0,1016.0,1028.0,935.0,0.4365,0.7639,0.6845,0.8725,0.7242,,EDGE_AVOID,灰度趋势变暗，提前避让,front,-0.3274,-0.188,0,slow,0.0,,0.0,-550,-550,1
0.282,644.0,1017.0,1030.0,934.0,0.4427,0.7639,0.6845,0.8725,0.7242,,EDGE_AVOID,灰度趋势变暗，提前避让,front,-0.3212,-0.188,0,slow,0.0,,0.0,-550,-550,1
0.302,644.0,1016.0,1026.0,932.0,0.4644,0.7619,0.682,0.8691,0.722,,EDGE_AVOID,灰度趋势变暗，提前避让,front,-0.2975,-0.1871,0,slow,0.0,,0.0,-550,-550,1
0.322,647.0,1020.0,1022.0,934.0,0.4644,0.7639,0.6772,0.8691,0.7205,,EDGE_AVOID,灰度趋势变暗，提前避让,front,-0.2995,-0.1919,0,slow,0.0,,0.0,-550,-550,1
0.342,654.0,1019.0,1024.0,937.0,0.4737,0.7679,0.6723,0.8691,0.7201,,EDGE_AVOID,灰度趋势变暗，提前避让,front,-0.2942,-0.1968,0,slow,0.0,,0.0,-550,-550,1
0.362,655.0,1021.0,1026.0,938.0,0.4954,0.7698,0.6723,0.8792,0.7211,,EDGE_AVOID,灰度趋势变暗，提前避让,front,-0.2745,-0.2069,0,slow,0.0,,0.0,-550,-550,1
0.382,655.0,1027.0,1037.0,942.0,0.4985,0.7718,0.6772,0.8826,0.7245,,EDGE_AVOID,灰度趋势变暗，提前避让,front,-0.2734,-0.2054,0,slow,0.0,,0.0,-550,-550,1
0.402,666.0,1035.0,1038.0,956.0,0.4985,0.7837,0.7039,0.896,0.7438,,EDGE_AVOID,灰度趋势变暗，提前避让,front,-0.2853,-0.1921,0,slow,0.0,,0.0,-550,-550,1
0.422,670.0,1055.0,1046.0,948.0,0.5325,0.7996,0.7063,0.9161,0.753,,EDGE_AVOID,灰度趋势变暗，提前避让,front,-0.2671,-0.2098,0,slow,0.0,,0.0,-550,-550,1
0.442,670.0,1048.0,1057.0,958.0,0.5449,0.8254,0.7257,0.943,0.7756,,EDGE_AVOID,灰度趋势变暗，提前避让,front,-0.2805,-0.2172,0,slow,0.0,,0.0,-550,-550,1
0.462,665.0,1063.0,1053.0,920.0,0.5449,0.8393,0.7427,0.9161,0.791,,EDGE_AVOID,灰度趋势变暗，提前避让,front,-0.2944,-0.1734,0,slow,0.0,,0.0,-550,-550,1
0.482,679.0,1071.0,1068.0,953.0,0.5449,0.8552,0.7524,0.9329,0.8038,,EDGE_AVOID,灰度趋势变暗，提前避让,front,-0.3103,-0.1805,0,slow,0.0,,0.0,-550,-550,1
0.502,694.0,1068.0,1079.0,973.0,0.5728,0.8651,0.7791,0.9329,0.8221,,EDGE_AVOID,灰度趋势变暗，提前避让,front,-0.2923,-0.1538,0,slow,0.0,,0.0,-550,-550,1
0.522,702.0,1091.0,1084.0,977.0,0.6192,0.871,0.8058,1.0,0.8384,,EDGE_AVOID,灰度趋势变暗，提前避让,front,-0.2518,-0.1942,0,slow,0.0,,0.0,-550,-550,1
0.542,702.0,1098.0,1065.0,980.0,0.644,0.9107,0.8058,1.0134,0.8583,,EDGE_AVOID,避让滞回，未恢复不退出,front,-0.2668,-0.2076,0,slow,0.0,,0.0,-550,-550,1
0.563,706.0,1104.0,1070.0,985.0,0.644,0.9246,0.784,1.0235,0.8543,,EDGE_AVOID,避让滞回，未恢复不退出,front,-0.2806,-0.2395,0,slow,0.0,,0.0,-550,-550,1
0.583,711.0,1102.0,1070.0,988.0,0.6563,0.9325,0.784,1.0403,0.8583,,EDGE_AVOID,避让滞回，未恢复不退出,front,-0.2762,-0.2563,0,slow,0.0,,0.0,-550,-550,1
0.603,710.0,1110.0,1080.0,986.0,0.6687,0.9365,0.784,1.0436,0.8602,,EDGE_AVOID,避让滞回，未恢复不退出,front,-0.2678,-0.2596,0,slow,0.0,,0.0,-550,-550,1
0.623,726.0,1121.0,1095.0,993.0,0.6718,0.9484,0.8083,1.0503,0.8783,,EDGE_AVOID,避让滞回，未恢复不退出,front,-0.2766,-0.2421,0,slow,0.0,,0.0,-550,-550,1
0.643,723.0,1129.0,1090.0,1016.0,0.709,0.9702,0.8325,1.0671,0.9014,,EDGE_AVOID,避让滞回，未恢复不退出,front,-0.2613,-0.2346,0,slow,0.0,,0.0,-550,-550,1
0.663,736.0,1161.0,1092.0,1019.0,0.7183,0.9861,0.8374,1.1443,0.9117,,EDGE_AVOID,避让滞回，未恢复不退出,left,-0.2678,-0.3069,0,slow,0.0,right,0.0,640,400,1
0.683,732.0,1190.0,1109.0,1028.0,0.7368,1.0496,0.8374,1.1544,0.9435,,EDGE_AVOID,避让滞回，未恢复不退出,left,-0.3128,-0.317,0,slow,0.0,right,0.0,640,400,1
0.703,741.0,1213.0,1126.0,1067.0,0.7492,1.1071,0.8786,1.1846,0.9929,,CRUISE,按区域分级巡航,,-0.3579,-0.3059,0,fast,0.0,,0.0,500,400,1
0.723,741.0,1213.0,1126.0,1067.0,0.7647,1.1528,0.9199,1.3154,1.0363,,CRUISE,按区域分级巡航,,-0.3881,-0.3955,0,fast,0.0,,0.0,500,400,1
0.743,759.0,1225.0,1123.0,1086.0,0.7647,1.1528,0.9199,1.3154,1.0363,,CRUISE,按区域分级巡航,,-0.3881,-0.3955,0,fast,0.0,,0.0,500,400,1
0.763,765.0,1252.0,1153.0,1085.0,0.8204,1.1766,0.9199,1.3758,1.0482,,CRUISE,按区域分级巡航,,-0.3562,-0.4559,0,fast,0.0,,0.0,500,400,1
0.784,771.0,1271.0,1166.0,1103.0,0.839,1.2302,0.9854,1.3792,1.1078,,CRUISE,按区域分级巡航,,-0.3911,-0.3938,0,fast,0.0,,0.0,500,400,1
0.804,784.0,1288.0,1170.0,1118.0,0.8576,1.2679,1.017,1.4362,1.1424,,CRUISE,按区域分级巡航,,-0.4103,-0.4193,0,fast,0.0,,0.0,500,400,1
0.824,788.0,1279.0,1172.0,1090.0,0.8978,1.2837,1.0267,1.4362,1.1552,,CRUISE,按区域分级巡航,,-0.3859,-0.4095,0,fast,0.0,,0.0,500,400,1
0.844,785.0,1304.0,1190.0,1116.0,0.9009,1.3016,1.0316,1.4799,1.1666,,CRUISE,按区域分级巡航,,-0.4007,-0.4483,0,fast,0.0,,0.0,500,400,1
0.864,788.0,1304.0,1195.0,1133.0,0.9102,1.3333,1.0752,1.4799,1.2043,,CRUISE,按区域分级巡航,,-0.4231,-0.4046,0,fast,0.0,,0.0,500,400,1
0.884,800.0,1309.0,1200.0,1132.0,0.9102,1.3333,1.0874,1.5336,1.2104,,CRUISE,按区域分级巡航,,-0.4231,-0.4462,0,fast,0.0,,0.0,500,400,1
0.904,814.0,1329.0,1203.0,1144.0,0.9474,1.3433,1.0995,1.5369,1.2214,,CRUISE,按区域分级巡航,,-0.3959,-0.4374,0,fast,0.0,,0.0,500,400,1
0.924,817.0,1337.0,1211.0,1154.0,0.9907,1.3829,1.1068,1.5738,1.2449,,CRUISE,按区域分级巡航,,-0.3922,-0.467,0,fast,0.0,,0.0,500,400,1
