t,front,rear,left,right,zone_front,zone_rear,zone_left,zone_right,fall,fall_edge,ir_front,ir_rear,ir_left_front,ir_left_rear,ir_right_front,ir_right_rear,ir_valid,adc_left,adc_right,adc_signal_raw,diff,state,reason,left_cmd,right_cmd,healthy
0.969,470.0,823.0,720.0,568.0,-0.0867,0.3433,-0.0655,-0.453,0,0,0,0,0,0,1,1,1,44.0,115.0,115.0,-71.0,TURN_180,正后红外亮，转 180 度,600,-600,1
0.989,472.0,836.0,737.0,587.0,-0.0743,0.379,-0.0655,-0.3591,0,0,0,0,0,0,1,1,1,74.0,108.0,108.0,-34.0,TURN_180,正后红外亮，转 180 度,600,-600,1
1.01,470.0,841.0,754.0,605.0,-0.0743,0.4048,-0.0243,-0.2953,0,0,0,0,0,0,1,1,1,74.0,171.0,171.0,-97.0,TURN_180,正后红外亮，转 180 度,600,-600,1
1.03,471.0,843.0,748.0,621.0,-0.0712,0.4147,0.0024,-0.2349,0,0,0,0,0,0,1,1,1,26.0,109.0,109.0,-83.0,TURN_180,正后红外亮，转 180 度,600,-600,1
1.05,472.0,833.0,722.0,626.0,-0.0712,0.4147,0.0024,-0.1812,0,0,0,0,0,0,1,1,1,125.0,146.0,146.0,-21.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.07,473.0,823.0,712.0,626.0,-0.0681,0.3988,-0.0607,-0.1644,0,0,0,0,0,0,1,1,1,122.0,40.0,122.0,82.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.091,475.0,825.0,713.0,626.0,-0.065,0.3829,-0.0825,-0.1644,0,0,1,0,0,0,1,1,1,139.0,241.0,241.0,-102.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.111,470.0,819.0,716.0,618.0,-0.065,0.379,-0.0825,-0.1644,0,0,1,0,0,0,1,1,1,221.0,206.0,221.0,15.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.131,463.0,823.0,712.0,605.0,-0.0743,0.379,-0.0825,-0.1913,0,0,1,0,0,0,1,1,1,222.0,291.0,291.0,-69.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.151,459.0,828.0,720.0,611.0,-0.096,0.379,-0.0752,-0.2148,0,0,1,0,0,0,1,1,1,206.0,341.0,341.0,-135.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.171,455.0,832.0,728.0,624.0,-0.1084,0.3889,-0.0655,-0.2148,0,0,1,0,0,0,1,1,1,272.0,340.0,340.0,-68.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.191,450.0,833.0,732.0,627.0,-0.1207,0.3968,-0.0461,-0.1711,0,0,1,0,0,0,1,1,1,727.0,188.0,727.0,539.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.211,449.0,838.0,736.0,633.0,-0.1362,0.3988,-0.0364,-0.1611,0,0,1,0,0,0,1,0,1,238.0,351.0,351.0,-113.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.231,447.0,835.0,735.0,640.0,-0.1393,0.4028,-0.0291,-0.1409,0,0,1,0,0,0,1,0,1,321.0,254.0,321.0,67.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.251,447.0,835.0,739.0,644.0,-0.1455,0.4028,-0.0267,-0.1174,0,0,1,0,0,0,1,0,1,305.0,369.0,369.0,-64.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.272,447.0,835.0,739.0,644.0,-0.1455,0.4028,-0.0194,-0.104,0,0,1,0,0,0,1,0,1,305.0,369.0,369.0,-64.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.292,447.0,833.0,742.0,646.0,-0.1455,0.4028,-0.0194,-0.104,0,0,1,0,0,0,1,0,1,336.0,452.0,452.0,-116.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.312,445.0,827.0,743.0,640.0,-0.1455,0.3988,-0.0121,-0.104,0,0,1,0,0,0,1,0,1,332.0,385.0,385.0,-53.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.332,446.0,823.0,746.0,631.0,-0.1486,0.3869,-0.0097,-0.1174,0,0,1,0,0,0,1,0,1,680.0,288.0,680.0,392.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.352,449.0,826.0,749.0,625.0,-0.1486,0.3849,-0.0024,-0.1477,0,0,1,0,0,0,1,0,1,338.0,401.0,401.0,-63.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.372,450.0,823.0,745.0,616.0,-0.1393,0.379,-0.0024,-0.1678,0,0,1,0,0,0,1,0,1,302.0,401.0,401.0,-99.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.392,452.0,821.0,742.0,612.0,-0.1362,0.379,-0.0049,-0.198,0,0,1,0,0,0,1,0,1,271.0,402.0,402.0,-131.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.412,456.0,820.0,740.0,610.0,-0.13,0.375,-0.0121,-0.2114,0,0,1,0,0,0,1,0,1,322.0,434.0,434.0,-112.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.432,458.0,814.0,733.0,605.0,-0.1176,0.373,-0.017,-0.2181,0,0,1,0,0,0,1,0,1,338.0,418.0,418.0,-80.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.453,461.0,813.0,732.0,605.0,-0.1115,0.3611,-0.034,-0.2349,0,0,1,0,0,0,1,0,1,319.0,370.0,370.0,-51.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.473,466.0,815.0,731.0,609.0,-0.1022,0.3611,-0.0364,-0.2349,0,0,1,0,0,0,1,0,1,487.0,436.0,487.0,51.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.493,468.0,813.0,720.0,608.0,-0.0867,0.3591,-0.0388,-0.2248,0,0,1,0,0,0,1,0,1,338.0,441.0,441.0,-103.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.513,470.0,813.0,711.0,607.0,-0.0805,0.3591,-0.0655,-0.2248,0,0,1,0,0,0,1,0,1,321.0,436.0,436.0,-115.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.533,472.0,818.0,708.0,607.0,-0.0743,0.3591,-0.0874,-0.2282,0,0,1,0,0,0,1,0,1,335.0,452.0,452.0,-117.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.553,473.0,822.0,711.0,609.0,-0.0681,0.369,-0.0874,-0.2282,0,0,1,0,0,0,1,0,1,370.0,450.0,450.0,-80.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.573,472.0,822.0,723.0,606.0,-0.0681,0.377,-0.0874,-0.2282,0,0,1,0,0,0,1,0,1,355.0,453.0,453.0,-98.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.593,471.0,824.0,743.0,602.0,-0.0681,0.377,-0.0583,-0.2315,0,0,1,0,0,0,1,0,1,335.0,469.0,469.0,-134.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.613,471.0,828.0,757.0,603.0,-0.0712,0.381,-0.0097,-0.2416,0,0,1,0,0,0,1,0,1,420.0,484.0,484.0,-64.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.634,472.0,835.0,757.0,610.0,-0.0712,0.3889,0.0243,-0.2416,0,0,1,0,0,0,1,1,1,370.0,501.0,501.0,-131.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.654,472.0,835.0,757.0,610.0,-0.0681,0.4028,0.0243,-0.2181,0,0,1,0,0,0,1,1,1,370.0,501.0,501.0,-131.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.674,481.0,838.0,742.0,615.0,-0.0681,0.4028,0.0243,-0.2181,0,0,1,0,0,0,1,1,1,412.0,534.0,534.0,-122.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.694,487.0,835.0,725.0,611.0,-0.0402,0.4028,-0.0121,-0.2148,0,0,1,0,0,0,1,1,1,418.0,537.0,537.0,-119.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.714,488.0,831.0,723.0,602.0,-0.0217,0.4028,-0.0534,-0.2148,0,0,1,0,0,0,1,1,1,403.0,568.0,568.0,-165.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.734,485.0,843.0,722.0,579.0,-0.0217,0.4028,-0.0583,-0.245,0,0,1,0,0,0,1,1,1,404.0,613.0,613.0,-209.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.754,478.0,841.0,701.0,572.0,-0.0279,0.4147,-0.0607,-0.3221,0,0,1,0,0,0,1,1,1,533.0,630.0,630.0,-97.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.774,467.0,828.0,675.0,586.0,-0.0495,0.4147,-0.1117,-0.3221,0,0,1,0,0,0,1,1,1,488.0,667.0,667.0,-179.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.795,455.0,807.0,680.0,565.0,-0.0836,0.3889,-0.1626,-0.3456,0,0,1,0,0,0,1,1,1,504.0,726.0,726.0,-222.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.815,460.0,799.0,728.0,557.0,-0.1053,0.3472,-0.1626,-0.3691,0,0,1,0,0,0,1,1,1,486.0,757.0,757.0,-271.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.835,489.0,792.0,738.0,557.0,-0.1053,0.3313,-0.0461,-0.396,0,0,1,0,0,0,1,1,1,503.0,796.0,796.0,-293.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.855,490.0,798.0,702.0,577.0,-0.0155,0.3294,-0.0461,-0.396,0,0,1,0,0,0,1,1,1,537.0,845.0,845.0,-308.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.875,451.0,804.0,679.0,563.0,-0.0155,0.3294,-0.1092,-0.3758,0,0,1,0,0,0,1,1,1,650.0,942.0,942.0,-292.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.895,433.0,806.0,670.0,553.0,-0.1331,0.3413,-0.165,-0.3758,0,0,1,0,0,0,1,1,1,584.0,1004.0,1004.0,-420.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.915,459.0,808.0,666.0,564.0,-0.1331,0.3452,-0.1869,-0.3758,0,0,1,0,0,0,1,1,1,593.0,1006.0,1006.0,-413.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.935,478.0,813.0,668.0,570.0,-0.1084,0.3492,-0.1917,-0.3725,0,0,1,0,0,0,1,1,1,585.0,1021.0,1021.0,-436.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.955,483.0,814.0,670.0,567.0,-0.0495,0.3591,-0.1917,-0.3624,0,0,1,0,0,0,1,1,1,586.0,1005.0,1005.0,-419.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.976,478.0,807.0,665.0,564.0,-0.0495,0.3591,-0.1917,-0.3624,0,0,1,0,0,0,1,1,1,582.0,1036.0,1036.0,-454.0,ADC_APPROACH,定时转向完成，大力前冲撞墙,400,400,1
1.996,473.0,812.0,663.0,563.0,-0.0495,0.3571,-0.199,-0.3725,0,0,1,0,0,0,1,1,1,601.0,1086.0,1086.0,-485.0,ADC_CORRECT,大力冲撞贴墙，停车矫正,0,0,1
2.016,471.0,806.0,661.0,565.0,-0.065,0.3472,-0.2039,-0.3725,0,0,1,0,0,0,1,1,1,619.0,1102.0,1102.0,-483.0,ADC_CORRECT,ADC 中值滤波准备中,0,0,1
2.036,467.0,808.0,660.0,579.0,-0.0712,0.3492,-0.2087,-0.3691,0,0,1,0,0,0,1,1,1,617.0,1115.0,1115.0,-498.0,ADC_CORRECT,ADC 中值滤波准备中,0,0,1
2.056,467.0,808.0,660.0,579.0,-0.0836,0.3492,-0.2112,-0.3221,0,0,1,0,0,0,1,1,1,617.0,1115.0,1115.0,-498.0,ADC_CORRECT,ADC 中值滤波准备中,0,0,1
2.076,460.0,811.0,661.0,582.0,-0.0836,0.3492,-0.2112,-0.3221,0,0,1,0,0,0,1,1,1,682.0,1117.0,1117.0,-435.0,ADC_CORRECT,ADC 中值滤波准备中,0,0,1
2.096,460.0,805.0,660.0,584.0,-0.1053,0.3492,-0.2112,-0.3121,0,0,1,0,0,0,1,1,1,618.0,1117.0,1117.0,-499.0,ADC_CORRECT,ADC 中值滤波准备中,0,0,1
2.117,463.0,806.0,660.0,587.0,-0.1053,0.3452,-0.2112,-0.3054,0,0,1,0,0,0,1,1,1,619.0,1131.0,1131.0,-512.0,ADC_CORRECT,ADC 中值滤波准备中,0,0,1
2.137,465.0,801.0,660.0,587.0,-0.096,0.3433,-0.2112,-0.2953,0,0,1,0,0,0,1,1,1,632.0,1132.0,1132.0,-500.0,ADC_CORRECT,ADC 中值滤波准备中,0,0,1
2.157,466.0,802.0,660.0,588.0,-0.0898,0.3373,-0.2112,-0.2953,0,0,1,0,0,0,1,1,1,634.0,1134.0,1134.0,-500.0,ADC_CORRECT,ADC 中值滤波准备中,0,0,1
2.177,468.0,802.0,659.0,587.0,-0.0867,0.3373,-0.2112,-0.2953,0,0,1,0,0,0,1,1,1,634.0,1147.0,1147.0,-513.0,ADC_CORRECT,ADC 左偏，向右矫正，diff=-498,400,-400,1
2.197,468.0,801.0,659.0,587.0,-0.0805,0.3373,-0.2136,-0.2953,0,0,1,0,0,0,1,1,1,697.0,1146.0,1146.0,-449.0,ADC_CORRECT,ADC 左偏，向右矫正，diff=-499,400,-400,1
2.218,468.0,800.0,657.0,586.0,-0.0805,0.3353,-0.2136,-0.2953,0,0,1,0,0,0,1,1,1,617.0,1148.0,1148.0,-531.0,ADC_CORRECT,ADC 左偏，向右矫正，diff=-500,400,-400,1
2.238,472.0,804.0,660.0,587.0,-0.0805,0.3353,-0.2136,-0.2953,0,0,1,0,0,0,1,1,1,667.0,1162.0,1162.0,-495.0,ADC_CORRECT,ADC 左偏，向右矫正，diff=-500,400,-400,1
2.258,473.0,806.0,662.0,587.0,-0.0681,0.3413,-0.2112,-0.2953,0,0,1,0,0,0,1,1,1,635.0,1162.0,1162.0,-527.0,ADC_CORRECT,ADC 左偏，向右矫正，diff=-512,400,-400,1
2.278,472.0,806.0,661.0,587.0,-0.0681,0.3452,-0.2087,-0.2953,0,0,1,0,0,0,1,1,1,634.0,1179.0,1179.0,-545.0,ADC_CORRECT,ADC 左偏，向右矫正，diff=-513,400,-400,1
2.298,473.0,807.0,662.0,587.0,-0.065,0.3452,-0.2063,-0.2953,0,0,1,0,0,0,1,1,1,631.0,1178.0,1178.0,-547.0,ADC_CORRECT,ADC 左偏，向右矫正，diff=-514,400,-400,1
2.318,474.0,809.0,664.0,588.0,-0.065,0.3472,-0.2063,-0.2953,0,0,1,0,0,0,1,1,1,668.0,1193.0,1193.0,-525.0,ADC_CORRECT,ADC 左偏，向右矫正，diff=-528,400,-400,1
2.338,474.0,808.0,662.0,587.0,-0.0619,0.3492,-0.2063,-0.2953,0,0,1,0,0,0,1,1,1,651.0,1210.0,1210.0,-559.0,ADC_CORRECT,ADC 左偏，向右矫正，diff=-527,400,-400,1
2.358,475.0,810.0,664.0,588.0,-0.0619,0.3512,-0.2015,-0.2919,0,0,1,0,0,0,1,1,1,650.0,1226.0,1226.0,-576.0,ADC_CORRECT,ADC 左偏，向右矫正，diff=-528,400,-400,1
2.378,474.0,812.0,663.0,586.0,-0.0619,0.3532,-0.2039,-0.2953,0,0,1,0,0,0,1,1,1,715.0,1240.0,1240.0,-525.0,ADC_CORRECT,ADC 左偏，向右矫正，diff=-529,400,-400,1
2.399,475.0,815.0,661.0,581.0,-0.0588,0.3571,-0.2039,-0.2987,0,0,1,0,0,0,1,1,1,667.0,1241.0,1241.0,-574.0,ADC_CORRECT,ADC 左偏，向右矫正，diff=-542,400,-400,1
2.419,476.0,820.0,659.0,576.0,-0.0588,0.3631,-0.2087,-0.3154,0,0,1,0,0,0,1,1,1,678.0,1273.0,1273.0,-595.0,ADC_CORRECT,ADC 左偏，向右矫正，diff=-559,400,-400,1
2.439,474.0,820.0,659.0,570.0,-0.0588,0.373,-0.2136,-0.3322,0,0,1,0,0,0,1,1,1,680.0,1271.0,1271.0,-591.0,ADC_CORRECT,ADC 左偏，向右矫正，diff=-559,400,-400,1
2.459,475.0,822.0,660.0,569.0,-0.0588,0.373,-0.2136,-0.3523,0,0,1,0,0,0,1,1,1,700.0,1304.0,1304.0,-604.0,ADC_CORRECT,ADC 左偏，向右矫正，diff=-572,400,-400,1
2.479,475.0,822.0,660.0,569.0,-0.0588,0.377,-0.2112,-0.3557,0,0,1,0,0,0,1,1,1,700.0,1304.0,1304.0,-604.0,ADC_CORRECT,ADC 左偏，向右矫正，diff=-563,400,-400,1
2.499,476.0,826.0,663.0,569.0,-0.0588,0.377,-0.2112,-0.3557,0,0,1,0,0,0,1,1,1,700.0,1381.0,1381.0,-681.0,ADC_CORRECT,ADC 左偏，向右矫正，diff=-591,400,-400,1
2.519,475.0,825.0,663.0,568.0,-0.0588,0.3829,-0.2039,-0.3557,0,0,1,0,0,0,1,1,1,731.0,1411.0,1411.0,-680.0,ADC_CORRECT,ADC 左偏，向右矫正，diff=-573,400,-400,1
2.539,473.0,823.0,661.0,564.0,-0.0588,0.3829,-0.2039,-0.3591,0,0,1,0,0,0,1,1,1,715.0,1456.0,1456.0,-741.0,ADC_CORRECT,ADC 左偏，向右矫正，diff=-604,400,-400,1
