t,left,right,diff,valid
11.683,299.0,21.0,278.0,1
11.703,201.0,20.0,181.0,1
11.723,298.0,21.0,277.0,1
11.743,673.0,30.0,643.0,1
11.764,641.0,21.0,620.0,1
11.784,364.0,20.0,344.0,1
11.804,331.0,21.0,310.0,1
11.824,249.0,20.0,229.0,1
11.844,251.0,21.0,230.0,1
11.864,299.0,20.0,279.0,1
11.884,503.0,21.0,482.0,1
11.904,346.0,20.0,326.0,1
11.925,347.0,21.0,326.0,1
11.945,349.0,33.0,316.0,1
11.965,299.0,21.0,278.0,1
11.986,503.0,21.0,482.0,1
12.006,363.0,21.0,342.0,1
12.026,299.0,21.0,278.0,1
12.046,299.0,22.0,277.0,1
12.066,184.0,33.0,151.0,1
12.086,306.0,20.0,286.0,1
12.106,347.0,20.0,327.0,1
12.126,689.0,20.0,669.0,1
12.147,336.0,21.0,315.0,1
12.167,395.0,20.0,375.0,1
12.187,149.0,20.0,129.0,1
12.207,330.0,21.0,309.0,1
12.227,299.0,21.0,278.0,1
12.247,832.0,21.0,811.0,1
12.267,363.0,21.0,342.0,1
12.287,266.0,20.0,246.0,1
12.307,314.0,21.0,293.0,1
12.327,250.0,21.0,229.0,1
12.348,298.0,21.0,277.0,1
12.368,363.0,20.0,343.0,1
12.388,348.0,23.0,325.0,1
12.408,348.0,33.0,315.0,1
12.428,265.0,20.0,245.0,1
12.448,297.0,21.0,276.0,1
12.468,299.0,21.0,278.0,1
12.488,478.0,20.0,458.0,1
12.508,353.0,20.0,333.0,1
12.529,346.0,20.0,326.0,1
12.549,300.0,20.0,280.0,1
12.569,412.0,20.0,392.0,1
12.589,298.0,20.0,278.0,1
12.609,846.0,20.0,826.0,1
12.629,363.0,19.0,344.0,1
12.649,218.0,36.0,182.0,1
12.669,299.0,20.0,279.0,1
12.689,183.0,20.0,163.0,1
12.709,297.0,20.0,277.0,1
12.73,363.0,44.0,319.0,1
12.75,623.0,21.0,602.0,1
12.77,368.0,20.0,348.0,1
12.79,297.0,20.0,277.0,1
12.81,280.0,20.0,260.0,1
12.83,281.0,20.0,261.0,1
12.85,362.0,27.0,335.0,1
12.87,355.0,20.0,335.0,1
12.89,346.0,21.0,325.0,1
12.911,298.0,21.0,277.0,1
12.931,314.0,20.0,294.0,1
12.951,297.0,21.0,276.0,1
12.971,655.0,21.0,634.0,1
12.991,362.0,56.0,306.0,1
13.011,281.0,20.0,261.0,1
13.031,305.0,20.0,285.0,1
13.051,182.0,21.0,161.0,1
13.071,311.0,21.0,290.0,1
13.091,363.0,21.0,342.0,1
13.112,836.0,44.0,792.0,1
13.132,367.0,22.0,345.0,1
13.152,378.0,21.0,357.0,1
13.172,313.0,20.0,293.0,1
13.192,232.0,20.0,212.0,1
13.212,378.0,21.0,357.0,1
13.232,719.0,56.0,663.0,1
13.252,361.0,20.0,341.0,1
13.272,281.0,20.0,261.0,1
13.293,313.0,56.0,257.0,1
13.313,281.0,20.0,261.0,1
13.333,313.0,21.0,292.0,1
13.353,363.0,21.0,342.0,1
13.373,345.0,21.0,324.0,1
13.393,296.0,20.0,276.0,1
13.413,248.0,20.0,228.0,1
13.433,313.0,20.0,293.0,1
13.453,363.0,28.0,335.0,1
13.473,640.0,33.0,607.0,1
13.494,329.0,21.0,308.0,1
13.514,312.0,20.0,292.0,1
13.534,314.0,22.0,292.0,1
13.554,347.0,20.0,327.0,1
13.574,330.0,20.0,310.0,1
13.594,804.0,21.0,783.0,1
13.614,362.0,20.0,342.0,1
13.634,233.0,20.0,213.0,1
13.654,321.0,21.0,300.0,1
13.675,182.0,20.0,162.0,1
13.695,313.0,21.0,292.0,1
13.715,363.0,21.0,342.0,1
13.735,656.0,20.0,636.0,1
13.755,301.0,20.0,281.0,1
13.775,313.0,19.0,294.0,1
13.795,314.0,33.0,281.0,1
13.815,379.0,25.0,354.0,1
13.835,362.0,20.0,342.0,1
13.855,361.0,20.0,341.0,1
13.876,313.0,20.0,293.0,1
13.896,313.0,20.0,293.0,1
13.916,249.0,20.0,229.0,1
13.936,345.0,54.0,291.0,1
13.956,767.0,21.0,746.0,1
13.976,527.0,19.0,508.0,1
13.996,281.0,21.0,260.0,1
14.016,313.0,21.0,292.0,1
14.036,182.0,20.0,162.0,1
14.057,314.0,21.0,293.0,1
14.077,362.0,21.0,341.0,1
14.097,868.0,20.0,848.0,1
14.117,297.0,32.0,265.0,1
14.137,460.0,25.0,435.0,1
14.157,314.0,32.0,282.0,1
14.177,249.0,20.0,229.0,1
14.197,361.0,20.0,341.0,1
14.217,557.0,20.0,537.0,1
14.237,444.0,20.0,424.0,1
14.258,297.0,20.0,277.0,1
14.278,314.0,20.0,294.0,1
14.298,313.0,20.0,293.0,1
14.318,361.0,44.0,317.0,1
14.338,363.0,20.0,343.0,1
14.358,266.0,54.0,212.0,1
14.378,322.0,21.0,301.0,1
14.398,215.0,20.0,195.0,1
14.418,592.0,21.0,571.0,1
14.438,363.0,20.0,343.0,1
14.459,773.0,20.0,753.0,1
14.479,299.0,32.0,267.0,1
14.499,345.0,55.0,290.0,1
14.519,314.0,20.0,294.0,1
14.539,313.0,20.0,293.0,1
14.559,378.0,20.0,358.0,1
14.579,751.0,21.0,730.0,1
14.599,672.0,20.0,652.0,1
14.619,314.0,21.0,293.0,1
14.64,322.0,21.0,301.0,1
14.66,249.0,21.0,228.0,1
14.68,378.0,20.0,358.0,1
14.7,363.0,20.0,343.0,1
14.72,575.0,20.0,555.0,1
14.74,312.0,20.0,292.0,1
14.76,312.0,21.0,291.0,1
14.78,364.0,26.0,338.0,1
14.8,363.0,32.0,331.0,1
14.82,475.0,20.0,455.0,1
14.841,361.0,20.0,341.0,1
14.861,281.0,20.0,261.0,1
14.881,314.0,20.0,294.0,1
14.901,215.0,20.0,195.0,1
14.921,362.0,20.0,342.0,1
14.941,704.0,21.0,683.0,1
14.961,672.0,20.0,652.0,1
14.981,297.0,21.0,276.0,1
15.001,330.0,20.0,310.0,1
15.021,183.0,20.0,163.0,1
15.042,460.0,20.0,440.0,1
15.062,363.0,20.0,343.0,1
15.082,790.0,20.0,770.0,1
15.102,303.0,83.0,220.0,1
15.122,476.0,20.0,456.0,1
15.142,314.0,20.0,294.0,1
15.162,300.0,194.0,106.0,1
15.182,363.0,176.0,187.0,1
15.202,394.0,75.0,319.0,1
15.222,461.0,21.0,440.0,1
15.243,314.0,21.0,293.0,1
15.263,313.0,20.0,293.0,1
15.283,313.0,21.0,292.0,1
