t,front,rear,left,right,zone_front,zone_rear,zone_left,zone_right,zone_score,ir_front,ir_rear,ir_left_front,ir_left_rear,ir_right_front,ir_right_rear,ir_valid,analog_diff,shovel_left,shovel_right,shovel_valid,shovel_preheat,shovel_active,mode,state,patrol_state,reentry_state,shovel_state,hunt_mode,hunt_state,hunt_target_type,good_offset_x,bad_offset_x,good_confidence,good_acquire_count,good_miss_count,good_locked,near_direction,probe_state,probe_source_direction,probe_turn_direction,enemy_slow,enemy_confirmed,probe_vision_count,probe_vision_verdict,enemy_bad_interrupt_count,vision_sequence,vision_status,vision_has_good,vision_has_bad,reason,left_cmd,right_cmd,healthy
0.305,859.0,1403.0,1092.0,984.0,1.1331,1.5298,0.8398,1.0369,1.085,1,0,0,0,0,0,1,943.0,40.0,907.0,1,0,0,proximity_probe,PROBE_VISION_WAIT,MEDIUM_CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_VISION_WAIT,front,,0,0,0,waiting,0,,stale,0,0,视觉无新结果，停车等待,0,0,1
0.326,861.0,1405.0,1095.0,987.0,1.1331,1.5298,0.8398,1.0369,1.085,1,0,0,0,0,0,1,944.0,145.0,892.0,1,0,0,proximity_probe,PROBE_VISION_WAIT,MEDIUM_CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_VISION_WAIT,front,,0,0,0,waiting,0,,stale,0,0,视觉无新结果，停车等待,0,0,1
0.346,860.0,1404.0,1093.0,985.0,1.1331,1.5317,0.8398,1.0403,1.0867,1,0,0,0,0,0,1,942.0,194.0,893.0,1,0,0,proximity_probe,PROBE_VISION_WAIT,MEDIUM_CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_VISION_WAIT,front,,0,0,0,waiting,0,,stale,0,0,视觉无新结果，停车等待,0,0,1
0.366,855.0,1397.0,1088.0,980.0,1.1331,1.5317,0.8398,1.0403,1.0867,1,0,0,0,0,0,1,1033.0,24.0,912.0,1,0,0,proximity_probe,PROBE_VISION_WAIT,MEDIUM_CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_VISION_WAIT,front,,0,0,0,waiting,0,,stale,0,0,视觉无新结果，停车等待,0,0,1
0.386,851.0,1390.0,1084.0,976.0,1.1176,1.5179,0.8277,1.0235,1.0706,1,0,0,0,0,0,1,942.0,24.0,910.0,1,0,0,proximity_probe,PROBE_VISION_WAIT,MEDIUM_CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_VISION_WAIT,front,,0,0,0,waiting,0,,stale,0,0,视觉无新结果，停车等待,0,0,1
0.406,859.0,1403.0,1093.0,983.0,1.1176,1.5179,0.8277,1.0235,1.0706,1,0,0,0,0,0,1,944.0,24.0,892.0,1,0,0,proximity_probe,PROBE_VISION_WAIT,MEDIUM_CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_VISION_WAIT,front,,0,0,0,waiting,0,,stale,0,0,视觉无新结果，停车等待,0,0,1
0.426,853.0,1393.0,1086.0,977.0,1.1115,1.5099,0.8228,1.0134,1.0624,1,0,0,0,0,0,1,957.0,23.0,893.0,1,0,0,proximity_probe,PROBE_VISION_WAIT,MEDIUM_CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_VISION_WAIT,front,,0,0,0,waiting,0,,stale,0,0,视觉无新结果，停车等待,0,0,1
0.446,852.0,1389.0,1084.0,974.0,1.1115,1.5099,0.8228,1.0134,1.0624,1,0,0,0,0,0,1,987.0,23.0,891.0,1,0,0,proximity_probe,PROBE_VISION_WAIT,MEDIUM_CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_VISION_WAIT,front,,0,0,0,waiting,0,,stale,0,0,视觉无新结果，停车等待,0,0,1
0.466,853.0,1394.0,1085.0,977.0,1.1115,1.5099,0.8204,1.0134,1.0624,1,0,0,0,0,0,1,943.0,142.0,891.0,1,0,0,proximity_probe,PROBE_VISION_WAIT,MEDIUM_CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_VISION_WAIT,front,,0,0,0,waiting,0,,stale,0,0,视觉无新结果，停车等待,0,0,1
0.486,855.0,1397.0,1088.0,980.0,1.1115,1.5119,0.8204,1.0134,1.0624,1,0,0,0,0,0,1,975.0,231.0,877.0,1,0,0,proximity_probe,PROBE_VISION_WAIT,MEDIUM_CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_VISION_WAIT,front,,0,0,0,waiting,0,,stale,0,0,视觉无新结果，停车等待,0,0,1
0.506,851.0,1389.0,1083.0,974.0,1.1115,1.5119,0.8204,1.0134,1.0624,1,0,0,0,0,0,1,940.0,23.0,893.0,1,0,0,proximity_probe,PROBE_VISION_WAIT,MEDIUM_CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_VISION_WAIT,front,,0,0,0,waiting,0,,stale,0,0,视觉无新结果，停车等待,0,0,1
0.526,850.0,1389.0,1082.0,974.0,1.1053,1.502,0.8155,1.0034,1.0543,1,0,0,0,0,0,1,938.0,231.0,893.0,1,0,0,proximity_probe,PROBE_VISION_WAIT,MEDIUM_CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_VISION_WAIT,front,,0,0,0,waiting,0,,stale,0,0,视觉无新结果，停车等待,0,0,1
0.546,846.0,1382.0,1077.0,968.0,1.1022,1.502,0.8131,1.0034,1.0528,1,0,0,0,0,0,1,1019.0,161.0,892.0,1,0,0,proximity_probe,PROBE_VISION_WAIT,MEDIUM_CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_VISION_WAIT,front,,0,0,0,waiting,0,,stale,0,0,视觉无新结果，停车等待,0,0,1
0.567,842.0,1376.0,1074.0,965.0,1.0898,1.4881,0.801,0.9832,1.0365,1,0,0,0,0,0,1,928.0,24.0,893.0,1,0,0,proximity_probe,PROBE_VISION_WAIT,MEDIUM_CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_VISION_WAIT,front,,0,0,0,waiting,0,,stale,0,0,视觉无新结果，停车等待,0,0,1
0.587,847.0,1384.0,1078.0,970.0,1.0898,1.4881,0.801,0.9832,1.0365,1,0,0,0,0,0,1,939.0,24.0,893.0,1,0,0,proximity_probe,PROBE_VISION_WAIT,MEDIUM_CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_VISION_WAIT,front,,0,0,0,waiting,0,,stale,0,0,视觉无新结果，停车等待,0,0,1
0.607,844.0,1381.0,1076.0,968.0,1.0836,1.4861,0.7985,0.9832,1.0334,1,0,0,0,0,0,1,970.0,50.0,890.0,1,0,0,proximity_probe,PROBE_VISION_WAIT,MEDIUM_CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_VISION_WAIT,front,,0,0,0,waiting,0,,stale,0,0,视觉无新结果，停车等待,0,0,1
0.627,844.0,1380.0,1076.0,967.0,1.0836,1.4861,0.7985,0.9832,1.0334,1,0,0,0,0,0,1,945.0,24.0,892.0,1,0,0,proximity_probe,PROBE_VISION_WAIT,MEDIUM_CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_VISION_WAIT,front,,0,0,0,waiting,0,,stale,0,0,视觉无新结果，停车等待,0,0,1
0.647,846.0,1384.0,1078.0,970.0,1.0836,1.4861,0.7985,0.9832,1.0334,1,0,0,0,0,0,1,1032.0,23.0,893.0,1,0,0,proximity_probe,PROBE_VISION_WAIT,MEDIUM_CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_VISION_WAIT,front,,0,0,0,waiting,0,,stale,0,0,视觉无新结果，停车等待,0,0,1
0.668,846.0,1385.0,1078.0,970.0,1.0898,1.4921,0.8034,0.9899,1.0399,1,0,0,0,0,0,1,946.0,227.0,893.0,1,0,0,proximity_probe,PROBE_VISION_WAIT,MEDIUM_CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_VISION_WAIT,front,,0,0,0,waiting,0,,stale,0,0,视觉无新结果，停车等待,0,0,1
0.688,846.0,1385.0,1078.0,970.0,1.0898,1.494,0.8034,0.9899,1.0399,1,0,0,0,0,0,1,946.0,227.0,893.0,1,0,0,proximity_probe,PROBE_VISION_WAIT,MEDIUM_CRUISE,WAIT,IDLE,,IDLE,,,,,,,0,,PROBE_VISION_WAIT,front,,0,0,0,waiting,0,,stale,0,0,视觉无新结果，停车等待,0,0,1
0.708,842.0,1376.0,1073.0,964.0,1.0774,1.4762,0.7913,0.9698,1.0236,1,0,0,0,0,0,1,942.0,23.0,891.0,1,0,0,patrol,WARMUP,WARMUP,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,timeout,0,,stale,0,0,等待滤波窗口,0,0,1
0.729,842.0,1377.0,1073.0,965.0,1.0774,1.4772,0.7913,0.9715,1.0244,1,0,0,0,0,0,1,946.0,23.0,892.0,1,0,0,patrol,WARMUP,WARMUP,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,等待滤波窗口,0,0,1
0.749,842.0,1378.0,1074.0,965.0,1.0774,1.4782,0.7913,0.9732,1.0253,1,0,0,0,0,0,1,975.0,24.0,893.0,1,0,0,patrol,MEDIUM_CRUISE,MEDIUM_CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,400,400,1
0.769,834.0,1362.0,1063.0,954.0,1.0774,1.4782,0.7913,0.9732,1.0253,1,0,0,0,0,0,1,985.0,23.0,906.0,1,0,0,patrol,MEDIUM_CRUISE,MEDIUM_CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,400,400,1
0.789,838.0,1373.0,1070.0,963.0,1.065,1.4702,0.784,0.9664,1.0157,1,0,0,0,0,0,1,944.0,37.0,891.0,1,0,0,patrol,MEDIUM_CRUISE,MEDIUM_CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,400,400,1
0.81,838.0,1373.0,1069.0,961.0,1.065,1.4702,0.7816,0.9597,1.0124,1,0,0,0,0,0,1,930.0,23.0,893.0,1,0,0,patrol,MEDIUM_CRUISE,MEDIUM_CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,400,400,1
0.83,841.0,1377.0,1072.0,964.0,1.065,1.4702,0.784,0.9664,1.0157,1,0,0,0,0,0,1,941.0,23.0,909.0,1,0,0,patrol,MEDIUM_CRUISE,MEDIUM_CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,400,400,1
0.85,844.0,1381.0,1076.0,968.0,1.0743,1.4782,0.7888,0.9698,1.0221,1,0,0,0,0,0,1,1051.0,23.0,890.0,1,0,0,patrol,MEDIUM_CRUISE,MEDIUM_CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,400,400,1
0.87,846.0,1384.0,1077.0,969.0,1.0836,1.4861,0.7985,0.9832,1.0334,1,0,0,0,0,0,1,944.0,23.0,908.0,1,0,0,patrol,MEDIUM_CRUISE,MEDIUM_CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,400,400,1
0.89,843.0,1377.0,1074.0,965.0,1.0836,1.4861,0.7985,0.9832,1.0334,1,0,0,0,0,0,1,940.0,23.0,893.0,1,0,0,patrol,MEDIUM_CRUISE,MEDIUM_CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,400,400,1
0.91,845.0,1383.0,1077.0,969.0,1.0867,1.4901,0.801,0.9866,1.0366,1,0,0,0,0,0,1,942.0,23.0,875.0,1,0,0,patrol,MEDIUM_CRUISE,MEDIUM_CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,400,400,1
0.93,845.0,1383.0,1078.0,970.0,1.0867,1.4901,0.801,0.9866,1.0366,1,0,0,0,0,0,1,1007.0,33.0,891.0,1,0,0,patrol,MEDIUM_CRUISE,MEDIUM_CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,400,400,1
0.951,846.0,1385.0,1079.0,971.0,1.0867,1.4901,0.8034,0.9899,1.0383,1,0,0,0,0,0,1,943.0,23.0,893.0,1,0,0,patrol,MEDIUM_CRUISE,MEDIUM_CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,400,400,1
0.971,846.0,1385.0,1079.0,971.0,1.0898,1.494,0.8058,0.9933,1.0415,1,0,0,0,0,0,1,952.0,23.0,892.0,1,0,0,patrol,MEDIUM_CRUISE,MEDIUM_CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,400,400,1
0.991,843.0,1381.0,1075.0,968.0,1.0898,1.494,0.8058,0.9933,1.0415,1,0,0,0,0,0,1,942.0,24.0,912.0,1,0,0,patrol,MEDIUM_CRUISE,MEDIUM_CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,400,400,1
1.011,845.0,1383.0,1078.0,969.0,1.0867,1.4901,0.8034,0.9866,1.0366,1,0,0,0,0,0,1,928.0,23.0,891.0,1,0,0,patrol,MEDIUM_CRUISE,MEDIUM_CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,400,400,1
1.031,850.0,1392.0,1084.0,975.0,1.0867,1.4901,0.8034,0.9866,1.0366,1,0,0,0,0,0,1,1005.0,23.0,892.0,1,0,0,patrol,MEDIUM_CRUISE,MEDIUM_CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,400,400,1
1.051,843.0,1378.0,1075.0,965.0,1.0867,1.4901,0.8034,0.9866,1.0366,1,0,0,0,0,0,1,958.0,23.0,892.0,1,0,0,patrol,MEDIUM_CRUISE,MEDIUM_CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,400,400,1
1.071,838.0,1369.0,1069.0,960.0,1.0805,1.4802,0.7961,0.9732,1.0268,1,0,0,0,0,0,1,941.0,24.0,908.0,1,0,0,patrol,MEDIUM_CRUISE,MEDIUM_CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,400,400,1
1.091,858.0,1405.0,1093.0,984.0,1.0805,1.4802,0.7961,0.9732,1.0268,1,0,0,0,0,0,1,973.0,23.0,893.0,1,0,0,patrol,MEDIUM_CRUISE,MEDIUM_CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,400,400,1
1.111,858.0,1400.0,1093.0,982.0,1.1269,1.5238,0.8398,1.0302,1.0786,1,0,0,0,0,0,1,957.0,24.0,877.0,1,0,0,patrol,MEDIUM_CRUISE,MEDIUM_CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,400,400,1
1.132,858.0,1400.0,1093.0,982.0,1.1269,1.5238,0.8398,1.0302,1.0786,1,0,0,0,0,0,1,957.0,24.0,877.0,1,0,0,patrol,MEDIUM_CRUISE,MEDIUM_CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,400,400,1
1.152,852.0,1388.0,1085.0,974.0,1.1269,1.5238,0.8398,1.0302,1.0786,1,0,0,0,0,0,1,941.0,191.0,893.0,1,0,0,patrol,MEDIUM_CRUISE,MEDIUM_CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,400,400,1
1.172,860.0,1403.0,1094.0,982.0,1.1269,1.5238,0.8398,1.0302,1.0786,1,0,0,0,0,0,1,943.0,23.0,891.0,1,0,0,patrol,MEDIUM_CRUISE,MEDIUM_CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,400,400,1
1.192,863.0,1407.0,1099.0,986.0,1.1331,1.5298,0.8422,1.0302,1.0817,1,0,0,0,0,0,1,966.0,95.0,909.0,1,0,0,patrol,MEDIUM_CRUISE,MEDIUM_CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,400,400,1
1.212,852.0,1385.0,1084.0,971.0,1.1331,1.5298,0.8422,1.0302,1.0817,1,0,0,0,0,0,1,937.0,23.0,892.0,1,0,0,patrol,MEDIUM_CRUISE,MEDIUM_CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,400,400,1
1.232,858.0,1395.0,1092.0,980.0,1.1269,1.5139,0.8374,1.0235,1.0752,1,0,0,0,0,0,1,968.0,24.0,891.0,1,0,0,patrol,MEDIUM_CRUISE,MEDIUM_CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,400,400,1
1.253,851.0,1384.0,1084.0,970.0,1.1084,1.494,0.818,0.9933,1.0508,1,0,0,0,0,0,1,946.0,23.0,909.0,1,0,0,patrol,MEDIUM_CRUISE,MEDIUM_CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,400,400,1
1.273,838.0,1364.0,1069.0,956.0,1.1053,1.4921,0.818,0.9899,1.0476,1,0,0,0,0,0,1,930.0,30.0,893.0,1,0,0,patrol,MEDIUM_CRUISE,MEDIUM_CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,400,400,1
1.293,836.0,1361.0,1067.0,952.0,1.065,1.4524,0.7816,0.943,1.004,1,0,0,0,0,0,1,940.0,23.0,891.0,1,0,0,patrol,MEDIUM_CRUISE,MEDIUM_CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,400,400,1
1.313,832.0,1357.0,1064.0,949.0,1.0588,1.4464,0.7767,0.9295,0.9942,1,0,0,0,0,0,1,957.0,23.0,908.0,1,0,0,patrol,MEDIUM_CRUISE,MEDIUM_CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,400,400,1
1.333,828.0,1353.0,1059.0,945.0,1.0464,1.4385,0.7694,0.9195,0.983,1,0,0,0,0,0,1,975.0,23.0,909.0,1,0,0,patrol,MEDIUM_CRUISE,MEDIUM_CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,400,400,1
1.353,828.0,1351.0,1059.0,944.0,1.0341,1.4306,0.7573,0.906,0.97,1,0,0,0,0,0,1,939.0,23.0,892.0,1,0,0,patrol,MEDIUM_CRUISE,MEDIUM_CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,400,400,1
1.373,826.0,1350.0,1056.0,942.0,1.0341,1.4266,0.7573,0.9027,0.9684,1,0,0,0,0,0,1,956.0,23.0,894.0,1,0,0,patrol,MEDIUM_CRUISE,MEDIUM_CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,400,400,1
1.394,819.0,1340.0,1049.0,936.0,1.0279,1.4246,0.75,0.896,0.9619,1,0,0,0,0,0,1,937.0,23.0,893.0,1,0,0,patrol,MEDIUM_CRUISE,MEDIUM_CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,400,400,1
1.414,818.0,1341.0,1048.0,934.0,1.0062,1.4067,0.733,0.8758,0.941,1,0,0,0,0,0,1,974.0,23.0,893.0,1,0,0,patrol,MEDIUM_CRUISE,MEDIUM_CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,400,400,1
1.434,796.0,1302.0,1021.0,907.0,1.0031,1.4048,0.7306,0.8691,0.9361,1,0,0,0,0,0,1,940.0,22.0,891.0,1,0,0,patrol,MEDIUM_CRUISE,MEDIUM_CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,,,0,,IDLE,,,0,0,0,idle,0,,stale,0,0,按区域分级巡航,400,400,1
