t,left,right,valid,active,hang,state,reason,left_cmd,right_cmd,healthy
35.647,1615.0,1454.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
35.667,1661.0,1439.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
35.687,1829.0,1441.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
35.707,1612.0,1440.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
35.727,1690.0,1440.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
35.747,2245.0,1438.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
35.767,1629.0,1441.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
35.788,1629.0,1441.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
35.808,1631.0,1440.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
35.828,1616.0,1440.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
35.848,1600.0,1440.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
35.868,2142.0,1442.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
35.888,1616.0,1436.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
35.908,1616.0,1441.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
35.928,1616.0,1441.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
35.948,1813.0,1442.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
35.968,1672.0,1440.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
35.989,1755.0,1441.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
36.009,1601.0,1425.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
36.029,1615.0,1424.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
36.049,1583.0,1435.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
36.069,1814.0,1426.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
36.089,1601.0,1425.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
36.109,21.0,1208.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
36.129,20.0,1295.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
36.15,21.0,1265.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
36.17,20.0,1252.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
36.19,30.0,1210.0,1,1,0,IDLE,铲子已收回台内,0,0,1
36.21,21.0,1212.0,1,1,0,IDLE,铲子已收回台内,0,0,1
36.23,21.0,1181.0,1,1,0,IDLE,铲子已收回台内,0,0,1
36.25,32.0,1146.0,1,1,0,IDLE,铲子已收回台内,0,0,1
36.27,20.0,1195.0,1,1,0,IDLE,铲子已收回台内,0,0,1
36.291,21.0,1197.0,1,1,0,IDLE,铲子已收回台内,0,0,1
36.311,21.0,1197.0,1,1,0,IDLE,铲子已收回台内,0,0,1
36.331,20.0,1164.0,1,1,0,IDLE,铲子已收回台内,0,0,1
36.351,21.0,1176.0,1,1,0,IDLE,铲子已收回台内,0,0,1
36.372,32.0,1150.0,1,1,0,IDLE,铲子已收回台内,0,0,1
36.392,20.0,1133.0,1,1,0,IDLE,铲子已收回台内,0,0,1
36.412,20.0,1133.0,1,1,0,IDLE,铲子已收回台内,0,0,1
36.432,20.0,1132.0,1,1,0,IDLE,铲子已收回台内,0,0,1
36.452,21.0,1118.0,1,1,0,IDLE,铲子已收回台内,0,0,1
36.472,21.0,1116.0,1,1,0,IDLE,铲子已收回台内,0,0,1
36.492,30.0,1101.0,1,1,0,IDLE,铲子已收回台内,0,0,1
36.512,32.0,1118.0,1,1,0,IDLE,铲子已收回台内,0,0,1
36.532,19.0,1102.0,1,1,0,IDLE,铲子已收回台内,0,0,1
36.552,21.0,1103.0,1,1,0,IDLE,铲子已收回台内,0,0,1
36.573,20.0,1116.0,1,1,0,IDLE,铲子已收回台内,0,0,1
36.593,21.0,1102.0,1,1,0,IDLE,铲子已收回台内,0,0,1
36.613,21.0,1116.0,1,1,0,IDLE,铲子已收回台内,0,0,1
36.633,21.0,1117.0,1,1,0,IDLE,铲子已收回台内,0,0,1
36.653,38.0,1101.0,1,1,0,IDLE,铲子已收回台内,0,0,1
36.673,20.0,1101.0,1,1,0,IDLE,铲子已收回台内,0,0,1
36.693,21.0,1114.0,1,1,0,IDLE,铲子已收回台内,0,0,1
36.713,19.0,1116.0,1,1,0,IDLE,铲子已收回台内,0,0,1
36.733,19.0,1116.0,1,1,0,IDLE,铲子已收回台内,0,0,1
36.754,21.0,1133.0,1,1,0,IDLE,铲子已收回台内,0,0,1
36.774,20.0,1133.0,1,1,0,IDLE,铲子已收回台内,0,0,1
36.794,21.0,1147.0,1,1,0,IDLE,铲子已收回台内,0,0,1
36.814,20.0,1118.0,1,1,0,IDLE,铲子已收回台内,0,0,1
36.834,20.0,1181.0,1,1,0,IDLE,铲子已收回台内,0,0,1
36.854,20.0,1195.0,1,1,0,IDLE,铲子已收回台内,0,0,1
36.874,21.0,1192.0,1,1,0,IDLE,铲子已收回台内,0,0,1
36.894,21.0,1213.0,1,1,0,IDLE,铲子已收回台内,0,0,1
36.914,21.0,1226.0,1,1,0,IDLE,铲子已收回台内,0,0,1
36.935,20.0,1194.0,1,1,0,IDLE,铲子已收回台内,0,0,1
36.955,21.0,1228.0,1,1,0,IDLE,铲子已收回台内,0,0,1
36.975,20.0,1357.0,1,1,0,IDLE,铲子已收回台内,0,0,1
36.995,20.0,1433.0,1,1,0,IDLE,铲子已收回台内,0,0,1
37.015,21.0,1430.0,1,1,0,IDLE,铲子已收回台内,0,0,1
37.035,21.0,1434.0,1,1,0,IDLE,铲子已收回台内,0,0,1
37.055,1041.0,1440.0,1,1,0,IDLE,铲子已收回台内,0,0,1
37.076,1600.0,1440.0,1,1,0,IDLE,铲子已收回台内,0,0,1
37.096,1601.0,1425.0,1,1,0,IDLE,铲子已收回台内,0,0,1
37.117,1741.0,1426.0,1,1,0,IDLE,铲子已收回台内,0,0,1
37.137,1741.0,1426.0,1,1,1,HANGED,铲子悬空，停车,0,0,1
37.157,1814.0,1441.0,1,1,1,HANGED,铲子悬空，停车,0,0,1
37.177,1600.0,1437.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
37.197,1616.0,1440.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
37.217,1601.0,1440.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
37.237,1690.0,1436.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
37.257,1600.0,1440.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
37.278,1616.0,1441.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
37.298,2023.0,1438.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
37.318,1616.0,1438.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
37.338,1829.0,1426.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
37.358,1601.0,1440.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
37.378,1722.0,1428.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
37.398,1945.0,1441.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
37.418,1614.0,1441.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
37.439,1857.0,1441.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
37.459,1828.0,1453.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
37.479,1616.0,1456.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
37.499,1614.0,1456.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
37.519,1828.0,1437.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
37.539,1612.0,1440.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
37.559,1612.0,1440.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
37.579,1597.0,1441.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
37.599,1755.0,1442.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
37.619,1707.0,1429.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
37.64,1645.0,1425.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
37.66,1824.0,1426.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
37.68,39.0,1418.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
37.7,21.0,1414.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
37.72,20.0,1280.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
37.74,21.0,1292.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
37.76,20.0,1243.0,1,1,0,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
37.781,32.0,1228.0,1,1,0,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
37.801,33.0,1229.0,1,1,0,IDLE,铲子已收回台内,0,0,1
37.821,21.0,1192.0,1,1,0,IDLE,铲子已收回台内,0,0,1
37.841,21.0,1211.0,1,1,0,IDLE,铲子已收回台内,0,0,1
37.861,20.0,1180.0,1,1,0,IDLE,铲子已收回台内,0,0,1
37.881,20.0,1210.0,1,1,0,IDLE,铲子已收回台内,0,0,1
37.901,21.0,1210.0,1,1,0,IDLE,铲子已收回台内,0,0,1
37.922,141.0,1181.0,1,1,0,IDLE,铲子已收回台内,0,0,1
37.942,141.0,1181.0,1,1,0,IDLE,铲子已收回台内,0,0,1
37.962,456.0,1183.0,1,1,0,IDLE,铲子已收回台内,0,0,1
37.982,21.0,1178.0,1,1,0,IDLE,铲子已收回台内,0,0,1
38.002,21.0,1180.0,1,1,0,IDLE,铲子已收回台内,0,0,1
38.022,48.0,1164.0,1,1,0,IDLE,铲子已收回台内,0,0,1
38.042,21.0,1162.0,1,1,0,IDLE,铲子已收回台内,0,0,1
38.062,21.0,1148.0,1,1,0,IDLE,铲子已收回台内,0,0,1
38.082,21.0,1165.0,1,1,0,IDLE,铲子已收回台内,0,0,1
38.102,21.0,1164.0,1,1,0,IDLE,铲子已收回台内,0,0,1
38.123,21.0,1147.0,1,1,0,IDLE,铲子已收回台内,0,0,1
38.143,21.0,1133.0,1,1,0,IDLE,铲子已收回台内,0,0,1
38.163,20.0,1165.0,1,1,0,IDLE,铲子已收回台内,0,0,1
38.183,20.0,1148.0,1,1,0,IDLE,铲子已收回台内,0,0,1
38.203,20.0,1162.0,1,1,0,IDLE,铲子已收回台内,0,0,1
38.223,21.0,1149.0,1,1,0,IDLE,铲子已收回台内,0,0,1
38.243,21.0,1148.0,1,1,0,IDLE,铲子已收回台内,0,0,1
38.263,21.0,1148.0,1,1,0,IDLE,铲子已收回台内,0,0,1
38.284,21.0,1148.0,1,1,0,IDLE,铲子已收回台内,0,0,1
38.304,20.0,1085.0,1,1,0,IDLE,铲子已收回台内,0,0,1
38.324,21.0,1039.0,1,1,0,IDLE,铲子已收回台内,0,0,1
38.344,76.0,1053.0,1,1,0,IDLE,铲子已收回台内,0,0,1
38.364,38.0,1053.0,1,1,0,IDLE,铲子已收回台内,0,0,1
38.384,20.0,1024.0,1,1,0,IDLE,铲子已收回台内,0,0,1
38.404,21.0,1036.0,1,1,0,IDLE,铲子已收回台内,0,0,1
38.424,32.0,1021.0,1,1,0,IDLE,铲子已收回台内,0,0,1
38.444,56.0,1039.0,1,1,0,IDLE,铲子已收回台内,0,0,1
38.465,21.0,1055.0,1,1,0,IDLE,铲子已收回台内,0,0,1
38.485,21.0,1067.0,1,1,0,IDLE,铲子已收回台内,0,0,1
38.505,77.0,1036.0,1,1,0,IDLE,铲子已收回台内,0,0,1
38.525,207.0,1055.0,1,1,0,IDLE,铲子已收回台内,0,0,1
38.545,33.0,1070.0,1,1,0,IDLE,铲子已收回台内,0,0,1
38.565,21.0,1052.0,1,1,0,IDLE,铲子已收回台内,0,0,1
38.585,21.0,1037.0,1,1,0,IDLE,铲子已收回台内,0,0,1
38.605,22.0,1070.0,1,1,0,IDLE,铲子已收回台内,0,0,1
38.625,49.0,1024.0,1,1,0,IDLE,铲子已收回台内,0,0,1
38.645,39.0,1005.0,1,1,0,IDLE,铲子已收回台内,0,0,1
38.666,159.0,970.0,1,1,0,IDLE,铲子已收回台内,0,0,1
38.686,24.0,957.0,1,1,0,IDLE,铲子已收回台内,0,0,1
38.706,31.0,942.0,1,1,0,IDLE,铲子已收回台内,0,0,1
38.726,126.0,940.0,1,1,0,IDLE,铲子已收回台内,0,0,1
38.746,441.0,942.0,1,1,0,IDLE,铲子已收回台内,0,0,1
38.766,25.0,941.0,1,1,0,IDLE,铲子已收回台内,0,0,1
38.786,22.0,957.0,1,1,0,IDLE,铲子已收回台内,0,0,1
38.806,21.0,970.0,1,1,0,IDLE,铲子已收回台内,0,0,1
38.826,21.0,987.0,1,1,0,IDLE,铲子已收回台内,0,0,1
38.847,21.0,987.0,1,1,0,IDLE,铲子已收回台内,0,0,1
38.867,22.0,1007.0,1,1,0,IDLE,铲子已收回台内,0,0,1
38.887,212.0,1024.0,1,1,0,IDLE,铲子已收回台内,0,0,1
38.907,21.0,1022.0,1,1,0,IDLE,铲子已收回台内,0,0,1
38.927,21.0,1022.0,1,1,0,IDLE,铲子已收回台内,0,0,1
38.947,310.0,1056.0,1,1,0,IDLE,铲子已收回台内,0,0,1
38.967,21.0,1055.0,1,1,0,IDLE,铲子已收回台内,0,0,1
38.987,23.0,1081.0,1,1,0,IDLE,铲子已收回台内,0,0,1
39.007,20.0,1085.0,1,1,0,IDLE,铲子已收回台内,0,0,1
39.027,20.0,1118.0,1,1,0,IDLE,铲子已收回台内,0,0,1
39.047,21.0,1101.0,1,1,0,IDLE,铲子已收回台内,0,0,1
39.068,21.0,1098.0,1,1,0,IDLE,铲子已收回台内,0,0,1
39.088,20.0,1148.0,1,1,0,IDLE,铲子已收回台内,0,0,1
39.108,20.0,1133.0,1,1,0,IDLE,铲子已收回台内,0,0,1
39.128,277.0,1165.0,1,1,0,IDLE,铲子已收回台内,0,0,1
39.148,20.0,1163.0,1,1,0,IDLE,铲子已收回台内,0,0,1
39.168,20.0,1165.0,1,1,0,IDLE,铲子已收回台内,0,0,1
39.188,20.0,1212.0,1,1,0,IDLE,铲子已收回台内,0,0,1
39.208,20.0,1224.0,1,1,0,IDLE,铲子已收回台内,0,0,1
39.228,20.0,1194.0,1,1,0,IDLE,铲子已收回台内,0,0,1
39.248,157.0,1228.0,1,1,0,IDLE,铲子已收回台内,0,0,1
39.269,20.0,1228.0,1,1,0,IDLE,铲子已收回台内,0,0,1
39.289,20.0,1179.0,1,1,0,IDLE,铲子已收回台内,0,0,1
39.309,20.0,1210.0,1,1,0,IDLE,铲子已收回台内,0,0,1
39.329,20.0,1212.0,1,1,0,IDLE,铲子已收回台内,0,0,1
39.349,20.0,1147.0,1,1,0,IDLE,铲子已收回台内,0,0,1
39.369,20.0,972.0,1,1,0,IDLE,铲子已收回台内,0,0,1
39.39,20.0,972.0,1,1,0,IDLE,铲子已收回台内,0,0,1
39.41,1212.0,1389.0,1,1,0,IDLE,铲子已收回台内,0,0,1
39.43,1585.0,1395.0,1,1,0,IDLE,铲子已收回台内,0,0,1
39.45,1570.0,1377.0,1,1,0,IDLE,铲子已收回台内,0,0,1
39.47,1809.0,1376.0,1,1,0,IDLE,铲子已收回台内,0,0,1
39.49,1599.0,1379.0,1,1,1,HANGED,铲子悬空，停车,0,0,1
39.511,2023.0,1378.0,1,1,1,HANGED,铲子悬空，停车,0,0,1
39.531,1570.0,1377.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
39.551,1661.0,1394.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
39.571,1810.0,1395.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
39.591,1570.0,1390.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
39.611,1784.0,1387.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
39.632,1569.0,1379.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
39.652,1797.0,1380.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
39.672,1799.0,1377.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
39.692,1733.0,1380.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
39.712,1569.0,1379.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
39.732,1691.0,1392.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
39.752,1813.0,1394.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
39.772,1672.0,1380.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
39.792,2003.0,1382.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
39.813,2003.0,1382.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
39.833,1798.0,1376.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
39.853,1571.0,1394.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
39.873,1596.0,1396.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
39.893,1658.0,1392.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
39.913,1570.0,1378.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
39.934,1571.0,1395.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
39.954,1798.0,1380.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
39.974,1798.0,1391.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
39.994,1844.0,1380.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
40.014,1570.0,1395.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
40.034,988.0,1167.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
40.054,20.0,1294.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
40.074,20.0,1326.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
40.095,20.0,1243.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
40.115,20.0,1339.0,1,1,1,IDLE,铲子已收回台内,0,0,1
40.137,20.0,1295.0,1,1,0,IDLE,铲子已收回台内,0,0,1
40.157,20.0,1312.0,1,1,0,IDLE,铲子已收回台内,0,0,1
40.177,19.0,1308.0,1,1,0,IDLE,铲子已收回台内,0,0,1
40.197,20.0,1280.0,1,1,0,IDLE,铲子已收回台内,0,0,1
40.218,20.0,1295.0,1,1,0,IDLE,铲子已收回台内,0,0,1
40.238,20.0,1265.0,1,1,0,IDLE,铲子已收回台内,0,0,1
40.258,20.0,1265.0,1,1,0,IDLE,铲子已收回台内,0,0,1
40.278,24.0,1275.0,1,1,0,IDLE,铲子已收回台内,0,0,1
40.298,20.0,1227.0,1,1,0,IDLE,铲子已收回台内,0,0,1
40.318,20.0,1229.0,1,1,0,IDLE,铲子已收回台内,0,0,1
40.338,20.0,1210.0,1,1,0,IDLE,铲子已收回台内,0,0,1
40.358,20.0,1263.0,1,1,0,IDLE,铲子已收回台内,0,0,1
40.378,20.0,1212.0,1,1,0,IDLE,铲子已收回台内,0,0,1
40.399,20.0,1196.0,1,1,0,IDLE,铲子已收回台内,0,0,1
40.419,20.0,1211.0,1,1,0,IDLE,铲子已收回台内,0,0,1
40.439,20.0,1241.0,1,1,0,IDLE,铲子已收回台内,0,0,1
40.459,20.0,1196.0,1,1,0,IDLE,铲子已收回台内,0,0,1
40.48,20.0,1252.0,1,1,0,IDLE,铲子已收回台内,0,0,1
40.5,20.0,1210.0,1,1,0,IDLE,铲子已收回台内,0,0,1
40.52,32.0,1212.0,1,1,0,IDLE,铲子已收回台内,0,0,1
40.54,23.0,1280.0,1,1,0,IDLE,铲子已收回台内,0,0,1
40.56,20.0,1211.0,1,1,0,IDLE,铲子已收回台内,0,0,1
40.58,20.0,1210.0,1,1,0,IDLE,铲子已收回台内,0,0,1
40.6,20.0,1212.0,1,1,0,IDLE,铲子已收回台内,0,0,1
40.62,20.0,1244.0,1,1,0,IDLE,铲子已收回台内,0,0,1
40.64,19.0,1225.0,1,1,0,IDLE,铲子已收回台内,0,0,1
40.66,20.0,1242.0,1,1,0,IDLE,铲子已收回台内,0,0,1
40.681,20.0,1243.0,1,1,0,IDLE,铲子已收回台内,0,0,1
40.701,20.0,1243.0,1,1,0,IDLE,铲子已收回台内,0,0,1
40.721,20.0,1227.0,1,1,0,IDLE,铲子已收回台内,0,0,1
40.741,21.0,1224.0,1,1,0,IDLE,铲子已收回台内,0,0,1
40.761,33.0,1264.0,1,1,0,IDLE,铲子已收回台内,0,0,1
40.781,23.0,1228.0,1,1,0,IDLE,铲子已收回台内,0,0,1
40.801,20.0,1178.0,1,1,0,IDLE,铲子已收回台内,0,0,1
40.821,20.0,1240.0,1,1,0,IDLE,铲子已收回台内,0,0,1
40.841,20.0,1211.0,1,1,0,IDLE,铲子已收回台内,0,0,1
40.862,21.0,1194.0,1,1,0,IDLE,铲子已收回台内,0,0,1
40.882,20.0,1208.0,1,1,0,IDLE,铲子已收回台内,0,0,1
40.902,21.0,1228.0,1,1,0,IDLE,铲子已收回台内,0,0,1
40.922,20.0,1213.0,1,1,0,IDLE,铲子已收回台内,0,0,1
40.942,30.0,1194.0,1,1,0,IDLE,铲子已收回台内,0,0,1
40.962,20.0,1228.0,1,1,0,IDLE,铲子已收回台内,0,0,1
40.982,20.0,1244.0,1,1,0,IDLE,铲子已收回台内,0,0,1
41.002,20.0,1224.0,1,1,0,IDLE,铲子已收回台内,0,0,1
41.022,20.0,1241.0,1,1,0,IDLE,铲子已收回台内,0,0,1
41.043,20.0,1212.0,1,1,0,IDLE,铲子已收回台内,0,0,1
41.063,20.0,1228.0,1,1,0,IDLE,铲子已收回台内,0,0,1
41.083,20.0,1197.0,1,1,0,IDLE,铲子已收回台内,0,0,1
41.103,20.0,1194.0,1,1,0,IDLE,铲子已收回台内,0,0,1
41.123,20.0,1194.0,1,1,0,IDLE,铲子已收回台内,0,0,1
41.143,20.0,1211.0,1,1,0,IDLE,铲子已收回台内,0,0,1
41.164,20.0,1213.0,1,1,0,IDLE,铲子已收回台内,0,0,1
41.184,20.0,1226.0,1,1,0,IDLE,铲子已收回台内,0,0,1
41.204,21.0,1211.0,1,1,0,IDLE,铲子已收回台内,0,0,1
41.224,21.0,1228.0,1,1,0,IDLE,铲子已收回台内,0,0,1
41.244,24.0,1224.0,1,1,0,IDLE,铲子已收回台内,0,0,1
41.264,32.0,1264.0,1,1,0,IDLE,铲子已收回台内,0,0,1
41.284,21.0,1197.0,1,1,0,IDLE,铲子已收回台内,0,0,1
41.304,20.0,1211.0,1,1,0,IDLE,铲子已收回台内,0,0,1
41.324,20.0,1208.0,1,1,0,IDLE,铲子已收回台内,0,0,1
41.345,20.0,1210.0,1,1,0,IDLE,铲子已收回台内,0,0,1
41.365,21.0,1244.0,1,1,0,IDLE,铲子已收回台内,0,0,1
41.385,21.0,1242.0,1,1,0,IDLE,铲子已收回台内,0,0,1
41.405,20.0,1224.0,1,1,0,IDLE,铲子已收回台内,0,0,1
41.425,19.0,1227.0,1,1,0,IDLE,铲子已收回台内,0,0,1
41.445,20.0,1227.0,1,1,0,IDLE,铲子已收回台内,0,0,1
41.465,20.0,1264.0,1,1,0,IDLE,铲子已收回台内,0,0,1
41.485,20.0,1225.0,1,1,0,IDLE,铲子已收回台内,0,0,1
41.506,20.0,1227.0,1,1,0,IDLE,铲子已收回台内,0,0,1
41.527,20.0,1195.0,1,1,0,IDLE,铲子已收回台内,0,0,1
41.547,20.0,1195.0,1,1,0,IDLE,铲子已收回台内,0,0,1
41.567,20.0,1207.0,1,1,0,IDLE,铲子已收回台内,0,0,1
41.587,20.0,1244.0,1,1,0,IDLE,铲子已收回台内,0,0,1
41.607,19.0,1244.0,1,1,0,IDLE,铲子已收回台内,0,0,1
41.627,20.0,1208.0,1,1,0,IDLE,铲子已收回台内,0,0,1
41.647,20.0,1211.0,1,1,0,IDLE,铲子已收回台内,0,0,1
41.667,20.0,1212.0,1,1,0,IDLE,铲子已收回台内,0,0,1
41.688,20.0,1240.0,1,1,0,IDLE,铲子已收回台内,0,0,1
41.708,21.0,1293.0,1,1,0,IDLE,铲子已收回台内,0,0,1
41.728,20.0,1196.0,1,1,0,IDLE,铲子已收回台内,0,0,1
41.748,20.0,1228.0,1,1,0,IDLE,铲子已收回台内,0,0,1
41.768,21.0,1211.0,1,1,0,IDLE,铲子已收回台内,0,0,1
41.788,19.0,1192.0,1,1,0,IDLE,铲子已收回台内,0,0,1
41.808,20.0,1243.0,1,1,0,IDLE,铲子已收回台内,0,0,1
41.828,20.0,1277.0,1,1,0,IDLE,铲子已收回台内,0,0,1
41.848,18.0,1225.0,1,1,0,IDLE,铲子已收回台内,0,0,1
41.868,21.0,1244.0,1,1,0,IDLE,铲子已收回台内,0,0,1
41.889,19.0,1228.0,1,1,0,IDLE,铲子已收回台内,0,0,1
41.909,20.0,1263.0,1,1,0,IDLE,铲子已收回台内,0,0,1
41.929,21.0,1238.0,1,1,0,IDLE,铲子已收回台内,0,0,1
41.949,21.0,1238.0,1,1,0,IDLE,铲子已收回台内,0,0,1
41.969,21.0,1227.0,1,1,0,IDLE,铲子已收回台内,0,0,1
41.989,20.0,1212.0,1,1,0,IDLE,铲子已收回台内,0,0,1
42.009,21.0,1243.0,1,1,0,IDLE,铲子已收回台内,0,0,1
42.029,20.0,1211.0,1,1,0,IDLE,铲子已收回台内,0,0,1
42.049,21.0,1197.0,1,1,0,IDLE,铲子已收回台内,0,0,1
42.07,23.0,1209.0,1,1,0,IDLE,铲子已收回台内,0,0,1
42.09,32.0,1210.0,1,1,0,IDLE,铲子已收回台内,0,0,1
42.11,18.0,1265.0,1,1,0,IDLE,铲子已收回台内,0,0,1
42.13,20.0,1227.0,1,1,0,IDLE,铲子已收回台内,0,0,1
42.15,32.0,1227.0,1,1,0,IDLE,铲子已收回台内,0,0,1
42.17,20.0,1161.0,1,1,0,IDLE,铲子已收回台内,0,0,1
42.19,20.0,1149.0,1,1,0,IDLE,铲子已收回台内,0,0,1
42.21,20.0,1156.0,1,1,0,IDLE,铲子已收回台内,0,0,1
42.23,17.0,1101.0,1,1,0,IDLE,铲子已收回台内,0,0,1
42.25,20.0,1069.0,1,1,0,IDLE,铲子已收回台内,0,0,1
42.271,20.0,1039.0,1,1,0,IDLE,铲子已收回台内,0,0,1
42.291,28.0,1081.0,1,1,0,IDLE,铲子已收回台内,0,0,1
42.311,32.0,1083.0,1,1,0,IDLE,铲子已收回台内,0,0,1
42.331,20.0,1102.0,1,1,0,IDLE,铲子已收回台内,0,0,1
42.351,20.0,957.0,1,1,0,IDLE,铲子已收回台内,0,0,1
42.371,20.0,1006.0,1,1,0,IDLE,铲子已收回台内,0,0,1
42.391,20.0,1006.0,1,1,0,IDLE,铲子已收回台内,0,0,1
