t,left,right,valid,active,hang,state,reason,left_cmd,right_cmd,healthy
29.08,1601.0,1395.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
29.1,1586.0,1394.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
29.12,1583.0,1393.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
29.14,1588.0,1392.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
29.16,2022.0,1395.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
29.18,2022.0,1396.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
29.201,1669.0,1393.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
29.221,1600.0,1394.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
29.241,2216.0,1397.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
29.261,1585.0,1406.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
29.281,1614.0,1391.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
29.301,1796.0,1395.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
29.321,1917.0,1396.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
29.341,1814.0,1394.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
29.361,1597.0,1390.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
29.382,1839.0,1396.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
29.402,1600.0,1392.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
29.422,1813.0,1394.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
29.442,2035.0,1395.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
29.462,1813.0,1395.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
29.482,1585.0,1393.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
29.502,1600.0,1405.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
29.523,1600.0,1405.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
29.543,1476.0,1218.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
29.563,20.0,1195.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
29.583,20.0,1226.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
29.603,20.0,1228.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
29.623,20.0,1264.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
29.643,20.0,1226.0,1,1,0,IDLE,铲子已收回台内,0,0,1
29.664,21.0,1243.0,1,1,0,IDLE,铲子已收回台内,0,0,1
29.684,25.0,1243.0,1,1,0,IDLE,铲子已收回台内,0,0,1
29.704,21.0,1227.0,1,1,0,IDLE,铲子已收回台内,0,0,1
29.724,20.0,1240.0,1,1,0,IDLE,铲子已收回台内,0,0,1
29.744,92.0,1244.0,1,1,0,IDLE,铲子已收回台内,0,0,1
29.764,19.0,1280.0,1,1,0,IDLE,铲子已收回台内,0,0,1
29.784,92.0,1292.0,1,1,0,IDLE,铲子已收回台内,0,0,1
29.804,22.0,1262.0,1,1,0,IDLE,铲子已收回台内,0,0,1
29.824,20.0,1228.0,1,1,0,IDLE,铲子已收回台内,0,0,1
29.845,23.0,1244.0,1,1,0,IDLE,铲子已收回台内,0,0,1
29.865,21.0,1264.0,1,1,0,IDLE,铲子已收回台内,0,0,1
29.885,20.0,1243.0,1,1,0,IDLE,铲子已收回台内,0,0,1
29.905,23.0,1228.0,1,1,0,IDLE,铲子已收回台内,0,0,1
29.925,23.0,1228.0,1,1,0,IDLE,铲子已收回台内,0,0,1
29.945,20.0,1226.0,1,1,0,IDLE,铲子已收回台内,0,0,1
29.965,126.0,1196.0,1,1,0,IDLE,铲子已收回台内,0,0,1
29.985,21.0,1212.0,1,1,0,IDLE,铲子已收回台内,0,0,1
30.006,75.0,1225.0,1,1,0,IDLE,铲子已收回台内,0,0,1
30.026,20.0,1195.0,1,1,0,IDLE,铲子已收回台内,0,0,1
30.046,21.0,1181.0,1,1,0,IDLE,铲子已收回台内,0,0,1
30.066,21.0,1165.0,1,1,0,IDLE,铲子已收回台内,0,0,1
30.086,29.0,1148.0,1,1,0,IDLE,铲子已收回台内,0,0,1
30.106,33.0,1160.0,1,1,0,IDLE,铲子已收回台内,0,0,1
30.126,21.0,1118.0,1,1,0,IDLE,铲子已收回台内,0,0,1
30.146,20.0,1134.0,1,1,0,IDLE,铲子已收回台内,0,0,1
30.167,26.0,1115.0,1,1,0,IDLE,铲子已收回台内,0,0,1
30.187,31.0,1148.0,1,1,0,IDLE,铲子已收回台内,0,0,1
30.207,21.0,1165.0,1,1,0,IDLE,铲子已收回台内,0,0,1
30.227,30.0,1194.0,1,1,0,IDLE,铲子已收回台内,0,0,1
30.247,125.0,1180.0,1,1,0,IDLE,铲子已收回台内,0,0,1
30.267,20.0,1196.0,1,1,0,IDLE,铲子已收回台内,0,0,1
30.287,21.0,1197.0,1,1,0,IDLE,铲子已收回台内,0,0,1
30.307,20.0,1211.0,1,1,0,IDLE,铲子已收回台内,0,0,1
30.328,20.0,1225.0,1,1,0,IDLE,铲子已收回台内,0,0,1
30.348,20.0,1244.0,1,1,0,IDLE,铲子已收回台内,0,0,1
30.368,20.0,1244.0,1,1,0,IDLE,铲子已收回台内,0,0,1
30.388,20.0,1225.0,1,1,0,IDLE,铲子已收回台内,0,0,1
30.408,21.0,1227.0,1,1,0,IDLE,铲子已收回台内,0,0,1
30.428,57.0,1196.0,1,1,0,IDLE,铲子已收回台内,0,0,1
30.448,1569.0,1395.0,1,1,0,IDLE,铲子已收回台内,0,0,1
30.469,1676.0,1393.0,1,1,0,IDLE,铲子已收回台内,0,0,1
30.489,1799.0,1394.0,1,1,0,IDLE,铲子已收回台内,0,0,1
30.509,1569.0,1394.0,1,1,0,IDLE,铲子已收回台内,0,0,1
30.529,1585.0,1379.0,1,1,1,HANGED,铲子悬空，停车,0,0,1
30.55,1585.0,1392.0,1,1,1,HANGED,铲子悬空，停车,0,0,1
30.57,1582.0,1378.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
30.59,1899.0,1380.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
30.61,1799.0,1379.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
30.63,2023.0,1377.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
30.65,1783.0,1380.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
30.671,1585.0,1376.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
30.691,1800.0,1379.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
30.711,2020.0,1381.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
30.731,1674.0,1379.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
30.751,1570.0,1392.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
30.771,1570.0,1392.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
30.791,1571.0,1393.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
30.811,1843.0,1395.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
30.831,1584.0,1376.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
30.852,1585.0,1393.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
30.872,1843.0,1394.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
30.892,1570.0,1379.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
30.912,1584.0,1393.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
30.932,1799.0,1390.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
30.952,1571.0,1395.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
30.972,1641.0,1399.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
30.992,1673.0,1392.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
31.012,20.0,1387.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
31.033,21.0,1119.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
31.053,19.0,1226.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
31.073,17.0,1242.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
31.093,21.0,1228.0,1,1,0,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
31.113,21.0,1211.0,1,1,0,IDLE,铲子已收回台内,0,0,1
31.134,31.0,1227.0,1,1,0,IDLE,铲子已收回台内,0,0,1
31.155,21.0,1228.0,1,1,0,IDLE,铲子已收回台内,0,0,1
31.175,21.0,1228.0,1,1,0,IDLE,铲子已收回台内,0,0,1
31.196,20.0,1213.0,1,1,0,IDLE,铲子已收回台内,0,0,1
31.216,20.0,1241.0,1,1,0,IDLE,铲子已收回台内,0,0,1
31.236,20.0,1243.0,1,1,0,IDLE,铲子已收回台内,0,0,1
31.257,109.0,1212.0,1,1,0,IDLE,铲子已收回台内,0,0,1
31.277,20.0,1196.0,1,1,0,IDLE,铲子已收回台内,0,0,1
31.297,23.0,1193.0,1,1,0,IDLE,铲子已收回台内,0,0,1
31.317,21.0,1212.0,1,1,0,IDLE,铲子已收回台内,0,0,1
31.337,20.0,1197.0,1,1,0,IDLE,铲子已收回台内,0,0,1
31.357,25.0,1195.0,1,1,0,IDLE,铲子已收回台内,0,0,1
31.377,32.0,1212.0,1,1,0,IDLE,铲子已收回台内,0,0,1
31.397,20.0,1165.0,1,1,0,IDLE,铲子已收回台内,0,0,1
31.418,21.0,1161.0,1,1,0,IDLE,铲子已收回台内,0,0,1
31.438,21.0,1181.0,1,1,0,IDLE,铲子已收回台内,0,0,1
31.458,20.0,1180.0,1,1,0,IDLE,铲子已收回台内,0,0,1
31.478,20.0,1165.0,1,1,0,IDLE,铲子已收回台内,0,0,1
31.498,21.0,1193.0,1,1,0,IDLE,铲子已收回台内,0,0,1
31.518,20.0,1195.0,1,1,0,IDLE,铲子已收回台内,0,0,1
31.538,20.0,1180.0,1,1,0,IDLE,铲子已收回台内,0,0,1
31.558,20.0,1180.0,1,1,0,IDLE,铲子已收回台内,0,0,1
31.578,20.0,1180.0,1,1,0,IDLE,铲子已收回台内,0,0,1
31.598,20.0,1194.0,1,1,0,IDLE,铲子已收回台内,0,0,1
31.619,21.0,1166.0,1,1,0,IDLE,铲子已收回台内,0,0,1
31.639,21.0,1149.0,1,1,0,IDLE,铲子已收回台内,0,0,1
31.659,20.0,1148.0,1,1,0,IDLE,铲子已收回台内,0,0,1
31.679,21.0,1129.0,1,1,0,IDLE,铲子已收回台内,0,0,1
31.699,20.0,1149.0,1,1,0,IDLE,铲子已收回台内,0,0,1
31.719,20.0,1162.0,1,1,0,IDLE,铲子已收回台内,0,0,1
31.739,20.0,1163.0,1,1,0,IDLE,铲子已收回台内,0,0,1
31.759,21.0,1164.0,1,1,0,IDLE,铲子已收回台内,0,0,1
31.779,20.0,1165.0,1,1,0,IDLE,铲子已收回台内,0,0,1
31.8,20.0,1132.0,1,1,0,IDLE,铲子已收回台内,0,0,1
31.82,20.0,1144.0,1,1,0,IDLE,铲子已收回台内,0,0,1
31.84,19.0,1163.0,1,1,0,IDLE,铲子已收回台内,0,0,1
31.86,32.0,1196.0,1,1,0,IDLE,铲子已收回台内,0,0,1
31.88,58.0,1163.0,1,1,0,IDLE,铲子已收回台内,0,0,1
31.9,20.0,1085.0,1,1,0,IDLE,铲子已收回台内,0,0,1
31.92,1784.0,1410.0,1,1,0,IDLE,铲子已收回台内,0,0,1
31.94,1659.0,1410.0,1,1,0,IDLE,铲子已收回台内,0,0,1
31.961,1812.0,1392.0,1,1,0,IDLE,铲子已收回台内,0,0,1
31.981,1813.0,1410.0,1,1,0,IDLE,铲子已收回台内,0,0,1
32.001,1590.0,1395.0,1,1,1,HANGED,铲子悬空，停车,0,0,1
32.021,1590.0,1395.0,1,1,1,HANGED,铲子悬空，停车,0,0,1
32.041,1812.0,1394.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
32.061,1585.0,1406.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
32.082,1601.0,1410.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
32.102,1642.0,1440.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
32.122,1900.0,1500.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
32.142,1813.0,1595.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
32.162,2112.0,1856.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
32.182,2313.0,2064.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
32.202,2560.0,2329.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
32.222,2566.0,2416.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
32.242,1280.0,1455.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
32.263,974.0,1298.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
32.283,1278.0,1328.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
32.303,1355.0,1378.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
32.323,1043.0,1373.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
32.343,1076.0,1483.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
32.363,1661.0,1641.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
32.383,2099.0,2168.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
32.403,2567.0,2385.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
32.424,2568.0,2396.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
32.444,2518.0,2006.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
32.464,2198.0,1811.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
32.484,2198.0,1811.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
32.504,1873.0,1655.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
32.524,2244.0,1536.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
32.544,2043.0,1366.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
32.564,1540.0,1361.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
32.584,1570.0,1361.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
32.605,1597.0,1380.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
32.625,1568.0,1379.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
32.645,1755.0,1378.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
32.665,1586.0,1394.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
32.685,1569.0,1379.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
32.705,1630.0,1407.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
32.725,1917.0,1394.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
32.745,1585.0,1394.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
32.765,1569.0,1393.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
32.785,20.0,1133.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
32.806,20.0,1275.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
32.826,32.0,1265.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
32.846,31.0,1292.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
32.866,20.0,1293.0,1,1,0,IDLE,铲子已收回台内,0,0,1
32.886,20.0,1243.0,1,1,0,IDLE,铲子已收回台内,0,0,1
32.906,20.0,1243.0,1,1,0,IDLE,铲子已收回台内,0,0,1
32.926,21.0,1264.0,1,1,0,IDLE,铲子已收回台内,0,0,1
32.946,20.0,1280.0,1,1,0,IDLE,铲子已收回台内,0,0,1
32.967,21.0,1240.0,1,1,0,IDLE,铲子已收回台内,0,0,1
32.987,20.0,1296.0,1,1,0,IDLE,铲子已收回台内,0,0,1
33.007,34.0,1280.0,1,1,0,IDLE,铲子已收回台内,0,0,1
33.027,21.0,1264.0,1,1,0,IDLE,铲子已收回台内,0,0,1
33.047,21.0,1243.0,1,1,0,IDLE,铲子已收回台内,0,0,1
33.067,20.0,1212.0,1,1,0,IDLE,铲子已收回台内,0,0,1
33.087,20.0,1210.0,1,1,0,IDLE,铲子已收回台内,0,0,1
33.107,23.0,1224.0,1,1,0,IDLE,铲子已收回台内,0,0,1
33.127,20.0,1196.0,1,1,0,IDLE,铲子已收回台内,0,0,1
33.148,24.0,1181.0,1,1,0,IDLE,铲子已收回台内,0,0,1
33.168,29.0,1193.0,1,1,0,IDLE,铲子已收回台内,0,0,1
33.188,20.0,1179.0,1,1,0,IDLE,铲子已收回台内,0,0,1
33.208,20.0,1180.0,1,1,0,IDLE,铲子已收回台内,0,0,1
33.228,20.0,1115.0,1,1,0,IDLE,铲子已收回台内,0,0,1
33.248,174.0,1178.0,1,1,0,IDLE,铲子已收回台内,0,0,1
33.269,20.0,1164.0,1,1,0,IDLE,铲子已收回台内,0,0,1
33.289,20.0,1164.0,1,1,0,IDLE,铲子已收回台内,0,0,1
33.31,21.0,1163.0,1,1,0,IDLE,铲子已收回台内,0,0,1
33.331,23.0,1194.0,1,1,0,IDLE,铲子已收回台内,0,0,1
33.351,20.0,1180.0,1,1,0,IDLE,铲子已收回台内,0,0,1
33.371,20.0,1244.0,1,1,0,IDLE,铲子已收回台内,0,0,1
33.391,20.0,1241.0,1,1,0,IDLE,铲子已收回台内,0,0,1
33.411,24.0,1226.0,1,1,0,IDLE,铲子已收回台内,0,0,1
33.431,20.0,1243.0,1,1,0,IDLE,铲子已收回台内,0,0,1
33.451,21.0,1264.0,1,1,0,IDLE,铲子已收回台内,0,0,1
33.472,20.0,1226.0,1,1,0,IDLE,铲子已收回台内,0,0,1
33.492,20.0,1264.0,1,1,0,IDLE,铲子已收回台内,0,0,1
33.512,20.0,1280.0,1,1,0,IDLE,铲子已收回台内,0,0,1
33.532,20.0,1280.0,1,1,0,IDLE,铲子已收回台内,0,0,1
33.552,59.0,1293.0,1,1,0,IDLE,铲子已收回台内,0,0,1
33.572,1675.0,1394.0,1,1,0,IDLE,铲子已收回台内,0,0,1
33.592,1738.0,1395.0,1,1,0,IDLE,铲子已收回台内,0,0,1
33.612,1586.0,1393.0,1,1,0,IDLE,铲子已收回台内,0,0,1
33.632,1794.0,1395.0,1,1,0,IDLE,铲子已收回台内,0,0,1
33.653,2022.0,1396.0,1,1,1,HANGED,铲子悬空，停车,0,0,1
33.673,1585.0,1393.0,1,1,1,HANGED,铲子悬空，停车,0,0,1
33.693,1586.0,1393.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
33.713,1584.0,1380.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
33.733,1812.0,1396.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
33.754,1812.0,1396.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
33.774,1600.0,1377.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
33.794,1645.0,1377.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
33.814,1616.0,1380.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
33.834,1614.0,1380.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
33.854,1979.0,1393.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
33.875,1601.0,1379.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
33.895,1814.0,1396.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
33.915,1583.0,1392.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
33.935,1702.0,1391.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
33.955,1585.0,1378.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
33.975,1601.0,1395.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
33.995,1614.0,1393.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
34.015,1596.0,1393.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
34.035,30.0,1387.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
34.055,19.0,1388.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
34.075,20.0,1387.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
34.095,26.0,1226.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
34.116,20.0,1211.0,1,1,0,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
34.136,20.0,1196.0,1,1,0,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
34.156,20.0,1277.0,1,1,0,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
34.176,20.0,1264.0,1,1,0,IDLE,铲子已收回台内,0,0,1
34.196,20.0,1197.0,1,1,0,IDLE,铲子已收回台内,0,0,1
34.216,21.0,1165.0,1,1,0,IDLE,铲子已收回台内,0,0,1
34.236,21.0,1161.0,1,1,0,IDLE,铲子已收回台内,0,0,1
34.257,20.0,1162.0,1,1,0,IDLE,铲子已收回台内,0,0,1
34.277,20.0,1133.0,1,1,0,IDLE,铲子已收回台内,0,0,1
34.297,20.0,1133.0,1,1,0,IDLE,铲子已收回台内,0,0,1
34.317,20.0,1115.0,1,1,0,IDLE,铲子已收回台内,0,0,1
34.338,58.0,1148.0,1,1,0,IDLE,铲子已收回台内,0,0,1
34.358,20.0,1148.0,1,1,0,IDLE,铲子已收回台内,0,0,1
34.378,20.0,1133.0,1,1,0,IDLE,铲子已收回台内,0,0,1
34.398,21.0,1131.0,1,1,0,IDLE,铲子已收回台内,0,0,1
34.418,21.0,1084.0,1,1,0,IDLE,铲子已收回台内,0,0,1
34.438,30.0,1118.0,1,1,0,IDLE,铲子已收回台内,0,0,1
34.458,21.0,1085.0,1,1,0,IDLE,铲子已收回台内,0,0,1
34.478,21.0,1113.0,1,1,0,IDLE,铲子已收回台内,0,0,1
34.498,21.0,1070.0,1,1,0,IDLE,铲子已收回台内,0,0,1
34.519,22.0,1086.0,1,1,0,IDLE,铲子已收回台内,0,0,1
34.539,669.0,1072.0,1,1,0,IDLE,铲子已收回台内,0,0,1
34.559,22.0,1051.0,1,1,0,IDLE,铲子已收回台内,0,0,1
34.579,408.0,1041.0,1,1,0,IDLE,铲子已收回台内,0,0,1
34.599,850.0,1072.0,1,1,0,IDLE,铲子已收回台内,0,0,1
34.62,850.0,1072.0,1,1,0,IDLE,铲子已收回台内,0,0,1
34.64,508.0,1057.0,1,1,0,IDLE,铲子已收回台内,0,0,1
34.66,204.0,1102.0,1,1,0,IDLE,铲子已收回台内,0,0,1
34.68,49.0,1102.0,1,1,0,IDLE,铲子已收回台内,0,0,1
34.7,574.0,1132.0,1,1,0,IDLE,铲子已收回台内,0,0,1
34.72,22.0,1070.0,1,1,0,IDLE,铲子已收回台内,0,0,1
34.741,22.0,1008.0,1,1,0,IDLE,铲子已收回台内,0,0,1
34.761,111.0,1007.0,1,1,0,IDLE,铲子已收回台内,0,0,1
34.781,344.0,1007.0,1,1,0,IDLE,铲子已收回台内,0,0,1
34.801,93.0,1024.0,1,1,0,IDLE,铲子已收回台内,0,0,1
34.821,509.0,1041.0,1,1,0,IDLE,铲子已收回台内,0,0,1
34.841,143.0,1003.0,1,1,0,IDLE,铲子已收回台内,0,0,1
34.861,226.0,1024.0,1,1,0,IDLE,铲子已收回台内,0,0,1
34.881,38.0,1039.0,1,1,0,IDLE,铲子已收回台内,0,0,1
34.901,92.0,1038.0,1,1,0,IDLE,铲子已收回台内,0,0,1
34.922,22.0,1050.0,1,1,0,IDLE,铲子已收回台内,0,0,1
34.942,897.0,1042.0,1,1,0,IDLE,铲子已收回台内,0,0,1
34.962,21.0,1020.0,1,1,0,IDLE,铲子已收回台内,0,0,1
34.982,425.0,1007.0,1,1,0,IDLE,铲子已收回台内,0,0,1
35.002,22.0,1007.0,1,1,0,IDLE,铲子已收回台内,0,0,1
35.022,425.0,1025.0,1,1,0,IDLE,铲子已收回台内,0,0,1
35.043,21.0,1067.0,1,1,0,IDLE,铲子已收回台内,0,0,1
35.063,30.0,1069.0,1,1,0,IDLE,铲子已收回台内,0,0,1
35.083,30.0,1069.0,1,1,0,IDLE,铲子已收回台内,0,0,1
35.103,21.0,1024.0,1,1,0,IDLE,铲子已收回台内,0,0,1
35.123,33.0,1007.0,1,1,0,IDLE,铲子已收回台内,0,0,1
35.144,23.0,1004.0,1,1,0,IDLE,铲子已收回台内,0,0,1
35.164,207.0,1278.0,1,1,0,IDLE,铲子已收回台内,0,0,1
35.184,21.0,1008.0,1,1,0,IDLE,铲子已收回台内,0,0,1
35.204,20.0,1021.0,1,1,0,IDLE,铲子已收回台内,0,0,1
35.224,21.0,1021.0,1,1,0,IDLE,铲子已收回台内,0,0,1
35.244,21.0,1024.0,1,1,0,IDLE,铲子已收回台内,0,0,1
35.264,21.0,1024.0,1,1,0,IDLE,铲子已收回台内,0,0,1
35.285,21.0,1052.0,1,1,0,IDLE,铲子已收回台内,0,0,1
35.305,20.0,1037.0,1,1,0,IDLE,铲子已收回台内,0,0,1
35.325,60.0,1040.0,1,1,0,IDLE,铲子已收回台内,0,0,1
35.345,21.0,1053.0,1,1,0,IDLE,铲子已收回台内,0,0,1
35.365,59.0,1082.0,1,1,0,IDLE,铲子已收回台内,0,0,1
35.385,32.0,1085.0,1,1,0,IDLE,铲子已收回台内,0,0,1
35.405,21.0,1134.0,1,1,0,IDLE,铲子已收回台内,0,0,1
35.425,19.0,1148.0,1,1,0,IDLE,铲子已收回台内,0,0,1
35.445,20.0,1179.0,1,1,0,IDLE,铲子已收回台内,0,0,1
35.466,20.0,1196.0,1,1,0,IDLE,铲子已收回台内,0,0,1
35.486,1826.0,1439.0,1,1,0,IDLE,铲子已收回台内,0,0,1
35.506,1601.0,1424.0,1,1,0,IDLE,铲子已收回台内,0,0,1
35.526,1601.0,1424.0,1,1,0,IDLE,铲子已收回台内,0,0,1
35.546,1856.0,1426.0,1,1,0,IDLE,铲子已收回台内,0,0,1
35.566,1600.0,1441.0,1,1,1,HANGED,铲子悬空，停车,0,0,1
35.586,1616.0,1424.0,1,1,1,HANGED,铲子悬空，停车,0,0,1
35.607,1602.0,1422.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
35.627,1812.0,1443.0,1,1,1,REVERSE,铲子悬空确认，倒车收回,-400,-400,1
