t,label,mode,state,reason,left_cmd,right_cmd,motor_enabled,healthy,vision_sequence,vision_status,vision_has_good,vision_has_bad,probe_state,probe_source_direction,probe_turn_direction,enemy_slow,enemy_confirmed,probe_vision_count,probe_vision_verdict,enemy_bad_interrupt_count,shovel_state,shovel_active,ir_front,ir_left_front,ir_right_front,ir_left_rear,ir_right_rear,ir_rear,gray_front,gray_rear,gray_left,gray_right,shovel_left,shovel_right
0.007,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1040.0,1555.0,1199.0,1178.0,1280.0,945.0
0.027,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1031.0,1546.0,1194.0,1172.0,770.0,944.0
0.047,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1032.0,1544.0,1194.0,1172.0,161.0,942.0
0.068,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1030.0,1545.0,1192.0,1171.0,576.0,940.0
0.088,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1002.0,1500.0,1163.0,1136.0,178.0,941.0
0.108,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1005.0,1512.0,1167.0,1144.0,282.0,943.0
0.128,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1019.0,1532.0,1181.0,1160.0,199.0,942.0
0.148,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1054.0,1586.0,1219.0,1203.0,378.0,942.0
0.168,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1062.0,1591.0,1228.0,1210.0,162.0,961.0
0.188,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1063.0,1591.0,1227.0,1208.0,344.0,942.0
0.208,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1063.0,1591.0,1227.0,1208.0,344.0,942.0
0.229,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1064.0,1589.0,1228.0,1210.0,192.0,941.0
0.249,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1061.0,1585.0,1224.0,1205.0,297.0,939.0
0.269,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1060.0,1583.0,1224.0,1203.0,297.0,940.0
0.289,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1066.0,1594.0,1231.0,1211.0,160.0,941.0
0.309,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1052.0,1571.0,1216.0,1195.0,280.0,942.0
0.329,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1054.0,1574.0,1217.0,1195.0,298.0,942.0
0.349,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1061.0,1585.0,1225.0,1204.0,346.0,941.0
0.369,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1054.0,1576.0,1217.0,1197.0,376.0,942.0
0.39,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1049.0,1566.0,1211.0,1187.0,55.0,942.0
0.41,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1058.0,1581.0,1222.0,1201.0,345.0,941.0
0.43,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1057.0,1579.0,1220.0,1197.0,476.0,941.0
0.45,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1051.0,1569.0,1214.0,1192.0,296.0,942.0
0.47,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1058.0,1582.0,1222.0,1204.0,178.0,961.0
0.49,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1061.0,1586.0,1226.0,1196.0,575.0,942.0
0.51,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1053.0,1575.0,1218.0,1196.0,362.0,942.0
0.53,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1053.0,1576.0,1216.0,1197.0,378.0,942.0
0.55,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1047.0,1566.0,1210.0,1190.0,279.0,952.0
0.57,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1040.0,1555.0,1202.0,1180.0,669.0,939.0
0.591,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1049.0,1572.0,1210.0,1189.0,672.0,943.0
0.611,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1047.0,1569.0,1211.0,1191.0,559.0,944.0
0.631,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1037.0,1551.0,1200.0,1176.0,296.0,940.0
0.651,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1034.0,1546.0,1196.0,1174.0,1057.0,944.0
0.671,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1046.0,1567.0,1209.0,1189.0,179.0,942.0
0.691,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1035.0,1550.0,1198.0,1176.0,1372.0,947.0
0.711,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1037.0,1554.0,1201.0,1179.0,185.0,941.0
0.731,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1035.0,1550.0,1197.0,1176.0,441.0,942.0
0.752,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1033.0,1548.0,1197.0,1175.0,178.0,942.0
0.772,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1040.0,1558.0,1204.0,1185.0,281.0,963.0
0.792,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1032.0,1547.0,1194.0,1172.0,834.0,941.0
0.812,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1032.0,1547.0,1194.0,1172.0,834.0,941.0
0.832,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1029.0,1542.0,1191.0,1169.0,311.0,942.0
0.852,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1030.0,1544.0,1192.0,1171.0,280.0,942.0
0.872,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1031.0,1546.0,1194.0,1173.0,297.0,942.0
0.892,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1030.0,1542.0,1192.0,1168.0,50.0,941.0
0.912,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1028.0,1541.0,1191.0,1171.0,280.0,941.0
0.932,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1034.0,1550.0,1196.0,1176.0,363.0,943.0
0.953,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1027.0,1538.0,1189.0,1166.0,161.0,949.0
0.973,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1032.0,1548.0,1196.0,1172.0,671.0,940.0
0.993,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1021.0,1532.0,1184.0,1161.0,670.0,944.0
1.013,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1033.0,1550.0,1192.0,1171.0,280.0,942.0
1.033,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1029.0,1544.0,1192.0,1171.0,281.0,941.0
1.053,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1031.0,1546.0,1194.0,1166.0,293.0,941.0
1.073,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1022.0,1533.0,1185.0,1162.0,280.0,942.0
1.093,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1048.0,1573.0,1212.0,1193.0,161.0,942.0
1.113,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1037.0,1555.0,1200.0,1179.0,672.0,941.0
1.133,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1047.0,1570.0,1210.0,1191.0,329.0,941.0
1.154,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1057.0,1585.0,1220.0,1202.0,590.0,944.0
1.174,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1052.0,1577.0,1216.0,1197.0,178.0,942.0
1.195,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1052.0,1574.0,1216.0,1196.0,281.0,941.0
1.215,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1042.0,1561.0,1207.0,1187.0,314.0,963.0
1.235,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1038.0,1556.0,1201.0,1181.0,430.0,943.0
1.255,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1034.0,1549.0,1197.0,1177.0,280.0,942.0
1.275,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1017.0,1526.0,1179.0,1158.0,297.0,939.0
1.295,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1007.0,1511.0,1169.0,1145.0,280.0,940.0
1.315,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1013.0,1523.0,1175.0,1155.0,297.0,942.0
1.335,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1024.0,1537.0,1185.0,1165.0,280.0,942.0
1.355,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1000.0,1504.0,1161.0,1138.0,281.0,942.0
1.375,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,988.0,1490.0,1150.0,1126.0,162.0,941.0
1.396,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,986.0,1485.0,1148.0,1124.0,671.0,944.0
1.416,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,979.0,1475.0,1140.0,1115.0,687.0,943.0
1.436,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,976.0,1474.0,1137.0,1114.0,163.0,941.0
1.456,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,976.0,1474.0,1137.0,1114.0,163.0,941.0
1.476,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,993.0,1500.0,1154.0,1135.0,162.0,941.0
1.496,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,,stale,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,984.0,1484.0,1144.0,1121.0,280.0,943.0
1.516,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,1,no_target,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,978.0,1478.0,1139.0,1117.0,311.0,941.0
1.536,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,1,no_target,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1009.0,1523.0,1172.0,1153.0,280.0,939.0
1.557,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,1,no_target,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,993.0,1500.0,1155.0,1135.0,280.0,942.0
1.577,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,1,no_target,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,977.0,1473.0,1138.0,1112.0,178.0,942.0
1.597,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,1,no_target,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,976.0,1475.0,1137.0,1114.0,426.0,942.0
1.617,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,1,no_target,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,974.0,1473.0,1135.0,1113.0,178.0,941.0
1.637,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,1,no_target,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,976.0,1475.0,1137.0,1113.0,543.0,944.0
1.657,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,1,no_target,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,969.0,1466.0,1130.0,1106.0,279.0,940.0
1.678,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,2,no_target,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,978.0,1480.0,1139.0,1117.0,526.0,941.0
1.698,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,2,no_target,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,982.0,1482.0,1143.0,1120.0,280.0,942.0
1.718,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,2,no_target,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,982.0,1484.0,1144.0,1122.0,280.0,943.0
1.738,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,2,no_target,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,976.0,1474.0,1136.0,1113.0,160.0,941.0
1.759,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,2,no_target,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,974.0,1473.0,1135.0,1113.0,278.0,942.0
1.779,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,2,no_target,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,979.0,1480.0,1140.0,1118.0,162.0,943.0
1.799,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,2,no_target,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,984.0,1487.0,1146.0,1124.0,51.0,941.0
1.819,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,2,no_target,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,977.0,1477.0,1137.0,1115.0,347.0,942.0
1.839,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,3,no_target,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1008.0,1525.0,1171.0,1154.0,524.0,943.0
1.86,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,3,no_target,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,984.0,1486.0,1145.0,1123.0,542.0,943.0
1.88,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,3,no_target,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,980.0,1480.0,1141.0,1118.0,704.0,944.0
1.9,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,3,no_target,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,971.0,1469.0,1133.0,1110.0,607.0,943.0
1.92,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,3,no_target,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,978.0,1480.0,1140.0,1117.0,393.0,942.0
1.94,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,3,no_target,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,974.0,1472.0,1134.0,1112.0,313.0,943.0
1.96,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,3,no_target,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,972.0,1470.0,1132.0,1110.0,248.0,942.0
1.98,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,4,no_target,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,972.0,1470.0,1132.0,1110.0,248.0,942.0
2.001,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,4,no_target,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,1001.0,1518.0,1165.0,1145.0,361.0,953.0
2.021,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,4,no_target,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,986.0,1488.0,1147.0,1123.0,671.0,944.0
2.041,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,4,no_target,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,983.0,1484.0,1144.0,1122.0,178.0,943.0
2.061,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,4,no_target,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,967.0,1461.0,1126.0,1102.0,280.0,940.0
2.081,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,4,no_target,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,972.0,1470.0,1134.0,1111.0,280.0,941.0
2.101,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,4,no_target,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,985.0,1491.0,1146.0,1126.0,160.0,942.0
2.122,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,4,no_target,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,986.0,1491.0,1148.0,1126.0,161.0,942.0
2.142,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,4,no_target,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,981.0,1481.0,1143.0,1120.0,281.0,962.0
2.162,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,5,no_target,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,972.0,1470.0,1133.0,1112.0,248.0,942.0
2.182,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,5,no_target,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,993.0,1499.0,1154.0,1133.0,280.0,943.0
2.202,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,5,no_target,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,986.0,1490.0,1147.0,1125.0,296.0,942.0
2.222,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,5,no_target,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,983.0,1486.0,1145.0,1124.0,640.0,943.0
2.242,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,5,no_target,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,972.0,1470.0,1132.0,1112.0,280.0,942.0
2.262,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,5,no_target,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,983.0,1487.0,1144.0,1122.0,161.0,942.0
2.283,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,5,no_target,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,976.0,1476.0,1137.0,1115.0,279.0,942.0
2.303,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,6,no_target,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,979.0,1481.0,1140.0,1118.0,297.0,942.0
2.323,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,6,no_target,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,991.0,1497.0,1153.0,1131.0,162.0,942.0
2.343,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,6,no_target,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,983.0,1487.0,1145.0,1124.0,654.0,944.0
2.363,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,6,no_target,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,976.0,1474.0,1136.0,1113.0,161.0,940.0
2.383,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,6,no_target,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,976.0,1477.0,1138.0,1115.0,378.0,941.0
2.404,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,6,no_target,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,980.0,1482.0,1141.0,1119.0,280.0,942.0
2.424,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,6,no_target,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,978.0,1478.0,1139.0,1117.0,230.0,942.0
2.444,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,7,no_target,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,978.0,1478.0,1139.0,1117.0,230.0,942.0
2.464,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,7,no_target,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,985.0,1491.0,1146.0,1125.0,462.0,940.0
2.484,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,7,no_target,0,0,IDLE,,,0,0,0,idle,0,IDLE,0,0,0,0,0,0,0,986.0,1491.0,1148.0,1126.0,330.0,942.0
