t,label,mode,state,reason,left_cmd,right_cmd,motor_enabled,healthy,vision_sequence,vision_status,vision_has_good,vision_has_bad,probe_state,probe_source_direction,probe_turn_direction,enemy_slow,enemy_confirmed,probe_vision_count,probe_vision_verdict,enemy_bad_interrupt_count,shovel_state,shovel_active,ir_front,ir_left_front,ir_right_front,ir_left_rear,ir_right_rear,ir_rear,gray_front,gray_rear,gray_left,gray_right,shovel_left,shovel_right
14.299,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,80,no_target,0,0,IDLE,,,0,0,0,post_turn_no_front,0,IDLE,0,0,0,0,0,0,0,1038.0,1402.0,1281.0,975.0,311.0,1005.0
14.319,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,80,no_target,0,0,IDLE,,,0,0,0,post_turn_no_front,0,IDLE,0,0,0,0,0,0,0,1040.0,1405.0,1284.0,979.0,313.0,975.0
14.34,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,80,no_target,0,0,IDLE,,,0,0,0,post_turn_no_front,0,IDLE,0,0,0,0,0,0,0,1046.0,1415.0,1291.0,985.0,312.0,991.0
14.36,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,80,no_target,0,0,IDLE,,,0,0,0,post_turn_no_front,0,IDLE,0,0,0,0,0,0,0,1046.0,1413.0,1290.0,982.0,297.0,1008.0
14.38,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,81,no_target,0,0,IDLE,,,0,0,0,post_turn_no_front,0,IDLE,0,0,0,0,0,0,0,1041.0,1405.0,1285.0,979.0,295.0,1010.0
14.4,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,81,no_target,0,0,IDLE,,,0,0,0,post_turn_no_front,0,IDLE,0,0,0,0,0,0,0,1053.0,1421.0,1299.0,989.0,144.0,990.0
14.42,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,81,no_target,0,0,IDLE,,,0,0,0,post_turn_no_front,0,IDLE,0,0,0,0,0,0,0,1055.0,1425.0,1301.0,993.0,1077.0,1010.0
14.44,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,81,no_target,0,0,IDLE,,,0,0,0,post_turn_no_front,0,IDLE,0,0,0,0,0,0,0,1043.0,1409.0,1287.0,980.0,295.0,974.0
14.46,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,81,no_target,0,0,IDLE,,,0,0,0,post_turn_no_front,0,IDLE,0,0,0,0,0,0,0,1042.0,1408.0,1286.0,979.0,296.0,990.0
14.481,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,81,no_target,0,0,IDLE,,,0,0,0,post_turn_no_front,0,IDLE,0,0,0,0,0,0,0,1052.0,1420.0,1297.0,988.0,264.0,991.0
14.501,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,81,no_target,0,0,IDLE,,,0,0,0,post_turn_no_front,0,IDLE,0,0,0,0,0,0,0,1044.0,1410.0,1288.0,981.0,296.0,990.0
14.521,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,82,no_target,0,0,IDLE,,,0,0,0,post_turn_no_front,0,IDLE,0,0,0,0,0,0,0,1067.0,1444.0,1314.0,1004.0,177.0,989.0
14.541,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,82,no_target,0,0,IDLE,,,0,0,0,post_turn_no_front,0,IDLE,0,0,0,0,0,0,0,1044.0,1408.0,1288.0,981.0,540.0,992.0
14.562,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,82,no_target,0,0,IDLE,,,0,0,0,post_turn_no_front,0,IDLE,0,0,0,0,0,0,0,1037.0,1397.0,1280.0,973.0,688.0,993.0
14.582,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,82,no_target,0,0,IDLE,,,0,0,0,post_turn_no_front,0,IDLE,0,0,0,0,0,0,0,1044.0,1408.0,1288.0,980.0,313.0,994.0
14.602,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,82,no_target,0,0,IDLE,,,0,0,0,post_turn_no_front,0,IDLE,0,0,0,0,0,0,0,1044.0,1408.0,1288.0,980.0,313.0,994.0
14.622,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,82,no_target,0,0,IDLE,,,0,0,0,post_turn_no_front,0,IDLE,0,0,0,0,0,0,0,1045.0,1411.0,1289.0,981.0,360.0,989.0
14.642,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,82,no_target,0,0,IDLE,,,0,0,0,post_turn_no_front,0,IDLE,0,0,0,0,0,0,0,1059.0,1430.0,1305.0,994.0,574.0,992.0
14.663,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,83,no_target,0,0,IDLE,,,0,0,0,post_turn_no_front,0,IDLE,0,0,0,0,0,0,0,1043.0,1409.0,1287.0,982.0,297.0,990.0
14.683,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,83,no_target,0,0,IDLE,,,0,0,0,post_turn_no_front,0,IDLE,0,0,0,0,0,0,0,1066.0,1443.0,1314.0,1003.0,329.0,989.0
14.703,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,83,no_target,0,0,IDLE,,,0,0,0,post_turn_no_front,0,IDLE,0,0,0,0,0,0,0,1054.0,1424.0,1299.0,992.0,296.0,976.0
14.723,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,83,no_target,0,0,IDLE,,,0,0,0,post_turn_no_front,0,IDLE,0,0,0,0,0,0,0,1037.0,1397.0,1280.0,972.0,294.0,991.0
14.743,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,83,no_target,0,0,IDLE,,,0,0,0,post_turn_no_front,0,IDLE,0,0,0,0,0,0,0,1044.0,1409.0,1288.0,980.0,688.0,988.0
14.763,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,83,no_target,0,0,IDLE,,,0,0,0,post_turn_no_front,0,IDLE,0,0,0,0,0,0,0,1049.0,1417.0,1294.0,986.0,296.0,988.0
14.784,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,83,no_target,0,0,IDLE,,,0,0,0,post_turn_no_front,0,IDLE,0,0,0,0,0,0,0,1050.0,1418.0,1296.0,987.0,687.0,992.0
14.804,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,83,no_target,0,0,IDLE,,,0,0,0,post_turn_no_front,0,IDLE,0,0,0,0,0,0,0,1044.0,1409.0,1289.0,981.0,295.0,991.0
14.824,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,84,no_target,0,0,IDLE,,,0,0,0,post_turn_no_front,0,IDLE,0,0,0,0,0,0,0,1067.0,1443.0,1315.0,1001.0,608.0,1013.0
14.844,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,84,no_target,0,0,IDLE,,,0,0,0,post_turn_no_front,0,IDLE,0,0,0,0,0,0,0,1052.0,1421.0,1297.0,988.0,194.0,988.0
14.864,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,84,no_target,0,0,IDLE,,,0,0,0,post_turn_no_front,0,IDLE,0,0,0,0,0,0,0,1036.0,1396.0,1279.0,971.0,178.0,991.0
14.885,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,84,no_target,0,0,IDLE,,,0,0,0,post_turn_no_front,0,IDLE,0,0,0,0,0,0,0,1052.0,1419.0,1297.0,989.0,328.0,991.0
14.905,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,84,no_target,0,0,IDLE,,,0,0,0,post_turn_no_front,0,IDLE,0,0,0,0,0,0,0,1044.0,1408.0,1286.0,979.0,296.0,987.0
14.925,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,84,no_target,0,0,IDLE,,,0,0,0,post_turn_no_front,0,IDLE,0,0,0,0,0,0,0,1048.0,1414.0,1292.0,984.0,313.0,991.0
14.945,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,84,no_target,0,0,IDLE,,,0,0,0,post_turn_no_front,0,IDLE,0,0,0,0,0,0,0,1049.0,1415.0,1292.0,984.0,298.0,991.0
14.966,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,85,no_target,0,0,IDLE,,,0,0,0,post_turn_no_front,0,IDLE,0,0,0,0,0,0,0,1048.0,1414.0,1292.0,986.0,701.0,992.0
14.986,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,85,no_target,0,0,IDLE,,,0,0,0,post_turn_no_front,0,IDLE,0,0,0,0,0,0,0,1051.0,1417.0,1295.0,987.0,687.0,990.0
15.006,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,85,no_target,0,0,IDLE,,,0,0,0,post_turn_no_front,0,IDLE,0,0,0,0,0,0,0,1054.0,1423.0,1300.0,992.0,178.0,991.0
15.026,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,85,no_target,0,0,IDLE,,,0,0,0,post_turn_no_front,0,IDLE,0,0,0,0,0,0,0,1046.0,1411.0,1290.0,983.0,310.0,991.0
15.046,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,85,no_target,0,0,IDLE,,,0,0,0,post_turn_no_front,0,IDLE,0,0,0,0,0,0,0,1043.0,1409.0,1288.0,980.0,246.0,990.0
15.066,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,85,no_target,0,0,IDLE,,,0,0,0,post_turn_no_front,0,IDLE,0,0,0,0,0,0,0,1050.0,1418.0,1296.0,987.0,178.0,989.0
15.086,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,85,no_target,0,0,IDLE,,,0,0,0,post_turn_no_front,0,IDLE,0,0,0,0,0,0,0,1057.0,1431.0,1303.0,995.0,296.0,975.0
15.106,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,86,no_target,0,0,IDLE,,,0,0,0,post_turn_no_front,0,IDLE,0,0,0,0,0,0,0,1047.0,1412.0,1291.0,983.0,178.0,990.0
15.127,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,86,no_target,0,0,IDLE,,,0,0,0,post_turn_no_front,0,IDLE,0,0,0,0,0,0,0,1048.0,1413.0,1291.0,984.0,177.0,989.0
15.147,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,86,no_target,0,0,IDLE,,,0,0,0,post_turn_no_front,0,IDLE,0,0,0,0,0,0,0,1048.0,1413.0,1291.0,984.0,177.0,989.0
15.167,proximity_probe,proximity_probe,PROBE_TURN,left_front 发现近物候选，原地转向,0,0,1,1,86,no_target,0,0,PROBE_TURN,left_front,left,0,0,0,post_turn_no_front,0,IDLE,0,0,1,0,0,0,0,1046.0,1412.0,1290.0,983.0,50.0,988.0
15.187,proximity_probe,proximity_probe,PROBE_TURN,left_front 发现近物候选，原地转向,-500,500,1,1,86,no_target,0,0,PROBE_TURN,left_front,left,0,0,0,post_turn_no_front,0,IDLE,0,0,1,0,0,0,0,1040.0,1404.0,1284.0,976.0,362.0,992.0
15.207,proximity_probe,proximity_probe,PROBE_TURN,left_front 发现近物候选，原地转向,-500,500,1,1,86,no_target,0,0,PROBE_TURN,left_front,left,0,0,0,post_turn_no_front,0,IDLE,0,0,1,0,0,0,0,1065.0,1442.0,1311.0,1003.0,296.0,990.0
15.227,proximity_probe,proximity_probe,PROBE_TURN,left_front 发现近物候选，原地转向,-500,500,1,1,86,no_target,0,0,PROBE_TURN,left_front,left,0,0,0,post_turn_no_front,0,IDLE,0,0,1,0,0,0,0,1042.0,1407.0,1285.0,980.0,313.0,1011.0
15.247,proximity_probe,proximity_probe,PROBE_TURN,left_front 发现近物候选，原地转向,-500,500,1,1,86,no_target,0,0,PROBE_TURN,left_front,left,0,0,0,post_turn_no_front,0,IDLE,0,0,1,0,0,0,0,1045.0,1411.0,1288.0,982.0,297.0,990.0
15.268,proximity_probe,proximity_probe,PROBE_TURN,left_front 发现近物候选，原地转向,-500,500,1,1,87,no_target,0,0,PROBE_TURN,left_front,left,0,0,0,post_turn_no_front,0,IDLE,0,0,1,0,0,0,0,1048.0,1416.0,1292.0,985.0,178.0,990.0
15.288,proximity_probe,proximity_probe,PROBE_TURN,left_front 发现近物候选，原地转向,-500,500,1,1,87,no_target,0,0,PROBE_TURN,left_front,left,0,0,0,post_turn_no_front,0,IDLE,0,0,1,0,0,0,0,1053.0,1419.0,1298.0,989.0,345.0,990.0
15.308,proximity_probe,proximity_probe,PROBE_TURN,left_front 发现近物候选，原地转向,-500,500,1,1,87,no_target,0,0,PROBE_TURN,left_front,left,0,0,0,post_turn_no_front,0,IDLE,0,0,1,0,0,0,0,1048.0,1415.0,1292.0,985.0,426.0,987.0
15.328,proximity_probe,proximity_probe,PROBE_TURN,left_front 发现近物候选，原地转向,-500,500,1,1,87,no_target,0,0,PROBE_TURN,left_front,left,0,0,0,post_turn_no_front,0,IDLE,0,0,1,0,0,0,0,1053.0,1422.0,1297.0,992.0,296.0,991.0
15.348,proximity_probe,proximity_probe,PROBE_TURN,left_front 发现近物候选，原地转向,-500,500,1,1,87,no_target,0,0,PROBE_TURN,left_front,left,0,0,0,post_turn_no_front,0,IDLE,0,0,1,0,0,0,0,1035.0,1397.0,1275.0,970.0,161.0,991.0
15.368,proximity_probe,proximity_probe,PROBE_TURN,left_front 发现近物候选，原地转向,-500,500,1,1,87,no_target,0,0,PROBE_TURN,left_front,left,0,0,0,post_turn_no_front,0,IDLE,0,0,1,0,0,0,0,1046.0,1414.0,1289.0,983.0,295.0,990.0
15.388,proximity_probe,proximity_probe,PROBE_TURN,left_front 发现近物候选，原地转向,-500,500,1,1,87,no_target,0,0,PROBE_TURN,left_front,left,0,0,0,post_turn_no_front,0,IDLE,0,0,1,0,0,0,0,1045.0,1411.0,1287.0,982.0,296.0,1008.0
15.408,proximity_probe,proximity_probe,PROBE_TURN,left_front 发现近物候选，原地转向,-500,500,1,1,87,no_target,0,0,PROBE_TURN,left_front,left,0,0,0,post_turn_no_front,0,IDLE,0,0,1,0,0,0,0,1044.0,1409.0,1286.0,980.0,309.0,990.0
15.429,proximity_probe,proximity_probe,PROBE_TURN,left_front 发现近物候选，原地转向,-500,500,1,1,88,no_target,0,0,PROBE_TURN,left_front,left,0,0,0,post_turn_no_front,0,IDLE,0,0,1,0,0,0,0,1037.0,1400.0,1277.0,975.0,329.0,975.0
15.449,proximity_probe,proximity_probe,PROBE_TURN,left_front 发现近物候选，原地转向,-500,500,1,1,88,no_target,0,0,PROBE_TURN,left_front,left,0,0,0,post_turn_no_front,0,IDLE,0,0,1,0,0,0,0,1048.0,1414.0,1289.0,986.0,328.0,973.0
15.469,proximity_probe,proximity_probe,PROBE_TURN,left_front 发现近物候选，原地转向,-500,500,1,1,88,no_target,0,0,PROBE_TURN,left_front,left,0,0,0,post_turn_no_front,0,IDLE,0,0,1,0,0,0,0,1046.0,1406.0,1282.0,982.0,313.0,942.0
15.489,proximity_probe,proximity_probe,PROBE_TURN,left_front 发现近物候选，原地转向,-500,500,1,1,88,no_target,0,0,PROBE_TURN,left_front,left,0,0,0,post_turn_no_front,0,IDLE,0,0,1,0,0,0,0,1041.0,1395.0,1270.0,976.0,489.0,991.0
15.509,proximity_probe,proximity_probe,PROBE_TURN,left_front 发现近物候选，原地转向,-500,500,1,1,88,no_target,0,0,PROBE_TURN,left_front,left,0,0,0,post_turn_no_front,0,IDLE,0,0,1,0,0,0,0,1046.0,1397.0,1269.0,979.0,575.0,989.0
15.529,proximity_probe,proximity_probe,PROBE_TURN,left_front 发现近物候选，原地转向,-500,500,1,1,88,no_target,0,0,PROBE_TURN,left_front,left,0,0,0,post_turn_no_front,0,IDLE,0,0,1,0,0,0,0,1048.0,1396.0,1263.0,982.0,242.0,972.0
15.55,proximity_probe,proximity_probe,PROBE_TURN,left_front 发现近物候选，原地转向,-500,500,1,1,88,no_target,0,0,PROBE_TURN,left_front,left,0,0,0,post_turn_no_front,0,IDLE,0,0,1,0,0,0,0,1049.0,1392.0,1255.0,977.0,591.0,976.0
15.57,proximity_probe,proximity_probe,PROBE_TURN,left_front 发现近物候选，原地转向,-500,500,1,1,89,no_target,0,0,PROBE_TURN,left_front,left,0,0,0,post_turn_no_front,0,IDLE,0,0,1,0,0,0,0,1057.0,1400.0,1261.0,983.0,409.0,976.0
15.59,proximity_probe,proximity_probe,PROBE_TURN,left_front 发现近物候选，原地转向,-500,500,1,1,89,no_target,0,0,PROBE_TURN,left_front,left,0,0,0,post_turn_no_front,0,IDLE,0,0,1,0,0,0,0,1066.0,1409.0,1262.0,984.0,248.0,971.0
15.61,proximity_probe,proximity_probe,PROBE_TURN,left_front 发现近物候选，原地转向,-500,500,1,1,89,no_target,0,0,PROBE_TURN,left_front,left,0,0,0,post_turn_no_front,0,IDLE,0,0,0,0,0,0,0,1079.0,1419.0,1267.0,995.0,427.0,942.0
15.63,proximity_probe,proximity_probe,PROBE_TURN,left_front 发现近物候选，原地转向,-500,500,1,1,89,no_target,0,0,PROBE_TURN,left_front,left,0,0,0,post_turn_no_front,0,IDLE,0,0,0,0,0,0,0,1071.0,1401.0,1256.0,991.0,359.0,974.0
15.65,proximity_probe,proximity_probe,PROBE_TURN,left_front 发现近物候选，原地转向,-500,500,1,1,89,no_target,0,0,PROBE_TURN,left_front,left,0,0,0,post_turn_no_front,0,IDLE,0,0,0,0,0,0,0,1077.0,1398.0,1256.0,996.0,230.0,942.0
15.67,proximity_probe,proximity_probe,PROBE_TURN,left_front 发现近物候选，原地转向,-500,500,1,1,89,no_target,0,0,PROBE_TURN,left_front,left,0,0,0,post_turn_no_front,0,IDLE,0,0,0,0,0,0,0,1077.0,1398.0,1256.0,996.0,230.0,942.0
15.69,proximity_probe,proximity_probe,PROBE_TURN,left_front 发现近物候选，原地转向,-500,500,1,1,89,no_target,0,0,PROBE_TURN,left_front,left,0,0,0,post_turn_no_front,0,IDLE,0,0,0,0,0,0,0,1079.0,1395.0,1253.0,1008.0,345.0,973.0
15.71,proximity_probe,proximity_probe,PROBE_TURN,left_front 发现近物候选，原地转向,-500,500,1,1,89,no_target,0,0,PROBE_TURN,left_front,left,0,0,0,post_turn_no_front,0,IDLE,0,0,0,0,0,0,0,1079.0,1395.0,1253.0,1008.0,345.0,973.0
15.731,proximity_probe,proximity_probe,PROBE_TURN,left_front 发现近物候选，原地转向,-500,500,1,1,89,no_target,0,0,PROBE_TURN,left_front,left,0,0,0,post_turn_no_front,0,IDLE,0,0,0,0,0,0,0,1093.0,1403.0,1258.0,1019.0,376.0,958.0
15.751,proximity_probe,proximity_probe,PROBE_TURN,left_front 发现近物候选，原地转向,-500,500,1,1,89,no_target,0,0,PROBE_TURN,left_front,left,0,0,0,post_turn_no_front,0,IDLE,0,0,0,0,0,0,0,1083.0,1380.0,1242.0,1012.0,379.0,958.0
15.771,proximity_probe,proximity_probe,PROBE_TURN,left_front 发现近物候选，原地转向,-500,500,1,1,89,no_target,0,0,PROBE_TURN,left_front,left,0,0,0,post_turn_no_front,0,IDLE,0,0,0,0,0,0,0,1083.0,1380.0,1242.0,1012.0,379.0,958.0
15.791,proximity_probe,proximity_probe,PROBE_TURN,left_front 发现近物候选，原地转向,-500,500,1,1,89,no_target,0,0,PROBE_TURN,left_front,left,0,0,0,post_turn_no_front,0,IDLE,0,0,0,0,0,0,0,1084.0,1369.0,1238.0,1018.0,377.0,955.0
15.811,proximity_probe,proximity_probe,PROBE_TURN,left_front 发现近物候选，原地转向,-500,500,1,1,89,no_target,0,0,PROBE_TURN,left_front,left,0,0,0,post_turn_no_front,0,IDLE,0,0,0,0,0,0,0,1083.0,1357.0,1225.0,1016.0,736.0,958.0
15.831,proximity_probe,proximity_probe,PROBE_TURN,left_front 发现近物候选，原地转向,-500,500,1,1,89,no_target,0,0,PROBE_TURN,left_front,left,0,0,0,post_turn_no_front,0,IDLE,0,0,0,0,0,0,0,1088.0,1366.0,1225.0,1020.0,361.0,973.0
15.851,proximity_probe,proximity_probe,PROBE_TURN,left_front 发现近物候选，原地转向,-500,500,1,1,89,no_target,0,0,PROBE_TURN,left_front,left,0,0,0,post_turn_no_front,0,IDLE,0,0,0,0,0,0,0,1088.0,1366.0,1200.0,1028.0,329.0,974.0
15.871,proximity_probe,proximity_probe,PROBE_VISION_WAIT,近物体已停车，等待新视觉帧排除 good/bad,0,0,1,1,89,no_target,0,0,PROBE_VISION_WAIT,front,,0,0,0,waiting,0,IDLE,0,1,0,0,0,0,0,1076.0,1347.0,1181.0,1021.0,361.0,974.0
15.891,proximity_probe,proximity_probe,PROBE_VISION_WAIT,等待下一个不同视觉帧,0,0,1,1,89,no_target,0,0,PROBE_VISION_WAIT,front,,0,0,0,waiting,0,IDLE,0,1,0,0,0,0,0,1076.0,1341.0,1191.0,1017.0,247.0,989.0
15.912,proximity_probe,proximity_probe,PROBE_VISION_WAIT,等待下一个不同视觉帧,0,0,1,1,89,no_target,0,0,PROBE_VISION_WAIT,front,,0,0,0,waiting,0,IDLE,0,1,0,0,0,0,0,1085.0,1346.0,1197.0,1027.0,639.0,976.0
15.932,proximity_probe,proximity_probe,PROBE_VISION_WAIT,等待下一个不同视觉帧,0,0,1,1,89,no_target,0,0,PROBE_VISION_WAIT,front,,0,0,0,waiting,0,IDLE,0,1,0,0,0,0,0,1077.0,1345.0,1186.0,1021.0,327.0,975.0
15.952,proximity_probe,proximity_probe,PROBE_VISION_WAIT,等待下一个不同视觉帧,0,0,1,1,89,no_target,0,0,PROBE_VISION_WAIT,front,,0,0,0,waiting,0,IDLE,0,1,0,0,0,0,0,1077.0,1345.0,1186.0,1021.0,327.0,975.0
15.972,proximity_probe,proximity_probe,PROBE_VISION_WAIT,等待下一个不同视觉帧,0,0,1,1,89,no_target,0,0,PROBE_VISION_WAIT,front,,0,0,0,waiting,0,IDLE,0,1,0,0,0,0,0,1083.0,1354.0,1195.0,1037.0,228.0,972.0
15.992,proximity_probe,proximity_probe,PROBE_VISION_WAIT,等待下一个不同视觉帧,0,0,1,1,89,no_target,0,0,PROBE_VISION_WAIT,front,,0,0,0,waiting,0,IDLE,0,1,0,0,0,0,0,1091.0,1357.0,1204.0,1053.0,313.0,972.0
16.012,proximity_probe,proximity_probe,PROBE_VISION_WAIT,等待下一个不同视觉帧,0,0,1,1,89,no_target,0,0,PROBE_VISION_WAIT,front,,0,0,0,waiting,0,IDLE,0,1,0,0,0,0,0,1098.0,1365.0,1209.0,1064.0,194.0,958.0
16.032,proximity_probe,proximity_probe,PROBE_VISION_WAIT,视觉无新结果，停车等待,0,0,1,1,,stale,0,0,PROBE_VISION_WAIT,front,,0,0,0,waiting,0,IDLE,0,1,0,0,0,0,0,1073.0,1332.0,1184.0,1039.0,210.0,958.0
16.052,proximity_probe,proximity_probe,PROBE_VISION_WAIT,视觉无新结果，停车等待,0,0,1,1,,stale,0,0,PROBE_VISION_WAIT,front,,0,0,0,waiting,0,IDLE,0,1,0,0,0,0,0,1073.0,1332.0,1184.0,1039.0,210.0,958.0
16.072,proximity_probe,proximity_probe,PROBE_VISION_WAIT,视觉无新结果，停车等待,0,0,1,1,,stale,0,0,PROBE_VISION_WAIT,front,,0,0,0,waiting,0,IDLE,0,1,0,0,0,0,0,1064.0,1319.0,1174.0,1030.0,312.0,958.0
16.093,proximity_probe,proximity_probe,PROBE_VISION_WAIT,视觉无新结果，停车等待,0,0,1,1,,stale,0,0,PROBE_VISION_WAIT,front,,0,0,0,waiting,0,IDLE,0,1,0,0,0,0,0,1064.0,1319.0,1174.0,1030.0,312.0,958.0
16.113,proximity_probe,proximity_probe,PROBE_VISION_WAIT,视觉无新结果，停车等待,0,0,1,1,,stale,0,0,PROBE_VISION_WAIT,front,,0,0,0,waiting,0,IDLE,0,1,0,0,0,0,0,1071.0,1328.0,1181.0,1038.0,295.0,978.0
16.133,proximity_probe,proximity_probe,PROBE_VISION_WAIT,视觉无 good/bad，确认 1/3,0,0,1,1,90,no_target,0,0,PROBE_VISION_WAIT,front,,0,0,1,no_target_1,0,IDLE,0,1,0,0,0,0,0,1076.0,1332.0,1185.0,1043.0,191.0,954.0
16.153,proximity_probe,proximity_probe,PROBE_VISION_WAIT,等待下一个不同视觉帧,0,0,1,1,90,no_target,0,0,PROBE_VISION_WAIT,front,,0,0,1,no_target_1,0,IDLE,0,1,0,0,0,0,0,1076.0,1334.0,1184.0,1041.0,296.0,958.0
16.173,proximity_probe,proximity_probe,PROBE_VISION_WAIT,等待下一个不同视觉帧,0,0,1,1,90,no_target,0,0,PROBE_VISION_WAIT,front,,0,0,1,no_target_1,0,IDLE,0,1,0,0,0,0,0,1079.0,1337.0,1189.0,1046.0,687.0,960.0
16.193,proximity_probe,proximity_probe,PROBE_VISION_WAIT,等待下一个不同视觉帧,0,0,1,1,90,no_target,0,0,PROBE_VISION_WAIT,front,,0,0,1,no_target_1,0,IDLE,0,1,0,0,0,0,0,1077.0,1335.0,1186.0,1041.0,1294.0,978.0
16.213,proximity_probe,proximity_probe,PROBE_VISION_WAIT,等待下一个不同视觉帧,0,0,1,1,90,no_target,0,0,PROBE_VISION_WAIT,front,,0,0,1,no_target_1,0,IDLE,0,1,0,0,0,0,0,1083.0,1342.0,1193.0,1046.0,295.0,955.0
16.233,proximity_probe,proximity_probe,PROBE_VISION_WAIT,等待下一个不同视觉帧,0,0,1,1,90,no_target,0,0,PROBE_VISION_WAIT,front,,0,0,1,no_target_1,0,IDLE,0,1,0,0,0,0,0,1069.0,1325.0,1178.0,1036.0,297.0,958.0
16.254,proximity_probe,proximity_probe,PROBE_VISION_WAIT,等待下一个不同视觉帧,0,0,1,1,90,no_target,0,0,PROBE_VISION_WAIT,front,,0,0,1,no_target_1,0,IDLE,0,1,0,0,0,0,0,1059.0,1315.0,1168.0,1026.0,312.0,959.0
16.274,proximity_probe,proximity_probe,PROBE_VISION_WAIT,等待下一个不同视觉帧,0,0,1,1,90,no_target,0,0,PROBE_VISION_WAIT,front,,0,0,1,no_target_1,0,IDLE,0,1,0,0,0,0,0,1064.0,1317.0,1173.0,1031.0,1232.0,958.0
16.294,proximity_probe,proximity_probe,PROBE_VISION_WAIT,等待下一个不同视觉帧,0,0,1,1,90,no_target,0,0,PROBE_VISION_WAIT,front,,0,0,1,no_target_1,0,IDLE,0,1,0,0,0,0,0,1067.0,1324.0,1177.0,1034.0,296.0,958.0
16.314,proximity_probe,proximity_probe,PROBE_VISION_WAIT,视觉无 good/bad，确认 2/3,0,0,1,1,91,no_target,0,0,PROBE_VISION_WAIT,front,,0,0,2,no_target_2,0,IDLE,0,1,0,0,0,0,0,1079.0,1342.0,1189.0,1047.0,361.0,958.0
16.334,proximity_probe,probe_idle,IDLE,等待视觉期间前方红外消失，取消敌人候选,0,0,1,1,91,no_target,0,0,IDLE,,,0,0,0,target_lost,0,IDLE,0,0,0,0,0,0,0,1075.0,1332.0,1185.0,1041.0,623.0,960.0
16.354,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,91,no_target,0,0,IDLE,,,0,0,0,target_lost,0,IDLE,0,0,0,0,0,0,0,1080.0,1338.0,1189.0,1046.0,703.0,958.0
16.374,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,91,no_target,0,0,IDLE,,,0,0,0,target_lost,0,IDLE,0,0,0,0,0,0,0,1069.0,1328.0,1179.0,1037.0,495.0,959.0
16.394,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,91,no_target,0,0,IDLE,,,0,0,0,target_lost,0,IDLE,0,0,0,0,0,0,0,1063.0,1318.0,1171.0,1028.0,296.0,958.0
16.415,proximity_probe,probe_idle,IDLE,没有近物候选,0,0,1,1,91,no_target,0,0,IDLE,,,0,0,0,target_lost,0,IDLE,0,0,0,0,0,0,0,1060.0,1315.0,1168.0,1026.0,296.0,957.0
