t,front,rear,left,right,zone_front,zone_rear,zone_left,zone_right,zone_score,white_hits,state,reason,risk_sensor,linear_risk,turn_risk,near_edge,speed_level,turn_angle,turn_direction,turn_duration,left_cmd,right_cmd,healthy
0.0,0.0,0.0,0.0,0.0,-1.5294,-1.254,-1.8131,-2.2651,-1.6713,,SENSOR_STOP,传感器无效或数据过期,,-0.2754,0.452,1,stop,0.0,,0.0,0,0,0
0.02,713.0,1093.0,1016.0,971.0,-0.4257,-0.1696,-0.5801,-0.6359,-0.5029,,WARMUP,等待滤波窗口,,-0.2561,0.0558,1,stop,0.0,,0.0,0,0,1
0.041,718.0,1097.0,1021.0,977.0,0.678,0.9147,0.6529,0.9933,0.7964,,MEDIUM_CRUISE,按区域分级巡航,,-0.2367,-0.3404,0,medium,0.0,,0.0,400,400,1
0.061,720.0,1100.0,1024.0,980.0,0.6935,0.9226,0.665,1.0134,0.8081,,MEDIUM_CRUISE,按区域分级巡航,,-0.2291,-0.3484,0,medium,0.0,,0.0,400,400,1
0.081,719.0,1099.0,1022.0,977.0,0.6966,0.9266,0.6675,1.0134,0.8116,,MEDIUM_CRUISE,按区域分级巡航,,-0.23,-0.3459,0,medium,0.0,,0.0,400,400,1
0.101,720.0,1099.0,1024.0,980.0,0.6997,0.9266,0.6723,1.0235,0.8131,,MEDIUM_CRUISE,按区域分级巡航,,-0.2269,-0.3512,0,medium,0.0,,0.0,400,400,1
0.121,720.0,1100.0,1024.0,979.0,0.6997,0.9266,0.6723,1.0201,0.8131,,MEDIUM_CRUISE,按区域分级巡航,,-0.2269,-0.3478,0,medium,0.0,,0.0,400,400,1
0.141,717.0,1095.0,1020.0,975.0,0.6997,0.9266,0.6723,1.0201,0.8131,,MEDIUM_CRUISE,按区域分级巡航,,-0.2269,-0.3478,0,medium,0.0,,0.0,400,400,1
0.161,720.0,1099.0,1024.0,980.0,0.6997,0.9266,0.6723,1.0201,0.8131,,MEDIUM_CRUISE,按区域分级巡航,,-0.2269,-0.3478,0,medium,0.0,,0.0,400,400,1
0.181,720.0,1100.0,1024.0,980.0,0.6997,0.9266,0.6723,1.0235,0.8131,,MEDIUM_CRUISE,按区域分级巡航,,-0.2269,-0.3512,0,medium,0.0,,0.0,400,400,1
0.201,720.0,1101.0,1024.0,980.0,0.6997,0.9286,0.6723,1.0235,0.8141,,MEDIUM_CRUISE,按区域分级巡航,,-0.2289,-0.3512,0,medium,0.0,,0.0,400,400,1
0.221,720.0,1102.0,1024.0,981.0,0.6997,0.9306,0.6723,1.0235,0.8151,,MEDIUM_CRUISE,按区域分级巡航,,-0.2309,-0.3512,0,medium,0.0,,0.0,400,400,1
0.241,718.0,1105.0,1019.0,979.0,0.6997,0.9325,0.6723,1.0235,0.8161,,MEDIUM_CRUISE,按区域分级巡航,,-0.2328,-0.3512,0,medium,0.0,,0.0,400,400,1
