t,left,right,diff,valid
10.423,168.0,21.0,147.0,1
10.443,184.0,20.0,164.0,1
10.463,166.0,21.0,145.0,1
10.483,17.0,21.0,-4.0,1
10.503,152.0,21.0,131.0,1
10.523,168.0,20.0,148.0,1
10.543,183.0,20.0,163.0,1
10.563,251.0,20.0,231.0,1
10.584,561.0,21.0,540.0,1
10.604,216.0,20.0,196.0,1
10.624,217.0,33.0,184.0,1
10.644,101.0,22.0,79.0,1
10.664,16.0,20.0,-4.0,1
10.684,233.0,21.0,212.0,1
10.704,215.0,20.0,195.0,1
10.724,217.0,21.0,196.0,1
10.744,185.0,21.0,164.0,1
10.764,167.0,19.0,148.0,1
10.785,168.0,21.0,147.0,1
10.805,200.0,21.0,179.0,1
10.825,216.0,20.0,196.0,1
10.845,216.0,21.0,195.0,1
10.865,167.0,20.0,147.0,1
10.885,167.0,21.0,146.0,1
10.905,193.0,20.0,173.0,1
10.925,234.0,21.0,213.0,1
10.945,19.0,20.0,-1.0,1
10.965,199.0,20.0,179.0,1
10.985,362.0,20.0,342.0,1
11.005,183.0,20.0,163.0,1
11.025,184.0,20.0,164.0,1
11.046,444.0,20.0,424.0,1
11.066,183.0,20.0,163.0,1
11.086,215.0,21.0,194.0,1
11.106,167.0,20.0,147.0,1
11.126,16.0,20.0,-4.0,1
11.146,171.0,20.0,151.0,1
11.166,460.0,20.0,440.0,1
11.186,216.0,30.0,186.0,1
11.206,151.0,30.0,121.0,1
11.226,168.0,21.0,147.0,1
11.246,167.0,20.0,147.0,1
11.266,183.0,20.0,163.0,1
11.287,217.0,20.0,197.0,1
11.307,216.0,21.0,195.0,1
11.327,150.0,20.0,130.0,1
11.347,153.0,20.0,133.0,1
11.367,17.0,21.0,-4.0,1
11.387,233.0,20.0,213.0,1
11.407,150.0,20.0,130.0,1
11.427,199.0,21.0,178.0,1
11.447,559.0,20.0,539.0,1
11.467,444.0,20.0,424.0,1
11.487,183.0,20.0,163.0,1
11.507,282.0,20.0,262.0,1
11.527,33.0,19.0,14.0,1
11.548,16.0,20.0,-4.0,1
11.568,183.0,21.0,162.0,1
11.588,75.0,20.0,55.0,1
11.608,183.0,20.0,163.0,1
11.628,640.0,20.0,620.0,1
11.648,346.0,20.0,326.0,1
11.668,184.0,20.0,164.0,1
11.688,167.0,20.0,147.0,1
11.708,68.0,20.0,48.0,1
11.728,119.0,32.0,87.0,1
11.748,216.0,20.0,196.0,1
11.768,217.0,20.0,197.0,1
11.789,223.0,20.0,203.0,1
11.809,116.0,21.0,95.0,1
11.829,84.0,20.0,64.0,1
11.849,182.0,21.0,161.0,1
11.869,459.0,20.0,439.0,1
11.889,224.0,20.0,204.0,1
11.909,167.0,20.0,147.0,1
11.929,200.0,21.0,179.0,1
11.95,117.0,20.0,97.0,1
11.97,182.0,20.0,162.0,1
11.99,17.0,20.0,-3.0,1
12.01,18.0,20.0,-2.0,1
12.03,150.0,19.0,131.0,1
12.05,460.0,21.0,439.0,1
12.07,165.0,20.0,145.0,1
12.09,232.0,20.0,212.0,1
12.11,233.0,20.0,213.0,1
12.131,183.0,20.0,163.0,1
12.151,158.0,21.0,137.0,1
12.171,165.0,21.0,144.0,1
12.191,183.0,20.0,163.0,1
12.211,233.0,22.0,211.0,1
12.231,330.0,20.0,310.0,1
12.251,224.0,20.0,204.0,1
12.271,168.0,30.0,138.0,1
12.291,233.0,20.0,213.0,1
12.312,183.0,20.0,163.0,1
12.332,346.0,20.0,326.0,1
12.352,216.0,20.0,196.0,1
12.372,151.0,20.0,131.0,1
12.392,166.0,20.0,146.0,1
12.412,27.0,21.0,6.0,1
12.432,166.0,20.0,146.0,1
12.452,216.0,20.0,196.0,1
12.472,280.0,21.0,259.0,1
12.493,199.0,20.0,179.0,1
12.513,527.0,20.0,507.0,1
12.533,476.0,20.0,456.0,1
12.553,167.0,20.0,147.0,1
12.573,241.0,19.0,222.0,1
12.593,83.0,19.0,64.0,1
12.613,32.0,20.0,12.0,1
12.633,184.0,19.0,165.0,1
12.654,298.0,20.0,278.0,1
12.674,182.0,19.0,163.0,1
12.694,428.0,27.0,401.0,1
12.714,200.0,33.0,167.0,1
12.734,151.0,32.0,119.0,1
12.754,183.0,20.0,163.0,1
12.774,183.0,21.0,162.0,1
12.794,232.0,20.0,212.0,1
12.814,216.0,21.0,195.0,1
12.835,191.0,20.0,171.0,1
12.855,166.0,20.0,146.0,1
12.875,17.0,20.0,-3.0,1
12.895,53.0,21.0,32.0,1
12.915,216.0,19.0,197.0,1
12.935,492.0,20.0,472.0,1
12.955,215.0,20.0,195.0,1
12.975,134.0,21.0,113.0,1
12.995,543.0,20.0,523.0,1
13.016,166.0,20.0,146.0,1
13.036,232.0,20.0,212.0,1
13.056,68.0,20.0,48.0,1
13.076,17.0,20.0,-3.0,1
13.096,150.0,20.0,130.0,1
13.116,329.0,21.0,308.0,1
13.136,182.0,20.0,162.0,1
13.156,234.0,21.0,213.0,1
13.176,216.0,28.0,188.0,1
13.197,216.0,20.0,196.0,1
13.217,148.0,20.0,128.0,1
